station,date_time,longitude,latitude,depth(m),총질소[μg/L],염분[psu],수온[℃],클로로필-a[μg/L],부유물질 농도[μg/L],용존산소[mg/L],수소이온농도[무단위],규산염[μg/L],아질산성질소[μg/L],인산염인[μg/L],질산성질소[μg/L],투명도[m],용존무기질소[μg/L],화학적산소요구량[mg/L],암모니아성 질소[μg/L],총인[μg/L]
고성자란만1_연안,2016-02-01,128.3147222,34.9275,6.5,387.0,32.56,7.07,0.87,7.7,10.87,8.51,100.2,0.6,7.3,29.8,,40.8,1.49,10.3,36.1
고성자란만1_연안,2016-05-01,128.3147222,34.9275,4.5,152.0,32.65,17.87,0.71,14.7,8.55,8.12,221.0,1.8,5.8,6.6,,10.9,0.73,2.5,12.7
고성자란만1_연안,2016-08-01,128.3147222,34.9275,5.5,165.2,33.2,25.18,1.65,7.3,6.33,7.98,160.1,0.7,13.0,0.6,,8.6,1.58,7.3,35.8
고성자란만1_연안,2016-11-01,128.3147222,34.9275,6.0,234.4,31.36,15.47,1.79,10.9,8.66,8.03,419.6,10.0,15.8,33.8,,68.0,1.38,24.2,31.4
고성자란만2_연안,2016-02-01,128.2233333,34.90944444,9.5,331.2,32.66,5.73,0.66,5.7,11.03,8.52,41.9,0.2,5.8,6.6,,11.6,1.16,4.8,28.9
고성자란만2_연안,2016-05-01,128.2233333,34.90944444,8.0,136.2,32.84,16.77,0.53,4.1,7.77,8.12,273.0,3.1,5.3,5.7,,12.7,1.46,3.8,14.0
고성자란만2_연안,2016-08-01,128.2233333,34.90944444,9.5,134.8,33.12,22.63,0.61,3.1,6.62,8.01,411.0,0.4,6.6,0.6,,10.7,1.18,9.7,23.7
고성자란만2_연안,2016-11-01,128.2233333,34.90944444,8.5,234.2,31.98,17.2,0.15,7.7,7.45,8.03,463.1,24.2,14.4,43.8,,99.2,0.88,31.2,25.6
고성자란만3_연안,2016-02-01,128.25,34.875,14.5,300.1,33.1,7.12,1.0,9.3,10.58,8.48,108.4,0.7,9.2,15.0,,27.8,1.42,12.1,22.0
고성자란만3_연안,2016-05-01,128.25,34.875,12.5,168.1,33.32,15.46,1.33,7.4,7.23,8.1,327.4,2.6,5.1,9.7,,33.4,0.45,21.2,20.0
고성자란만3_연안,2016-08-01,128.25,34.875,13.5,181.7,33.21,23.58,0.84,7.8,6.89,8.08,184.0,0.5,5.4,0.4,,8.5,1.04,7.6,21.6
고성자란만3_연안,2016-11-01,128.25,34.875,14.0,246.4,32.12,18.26,0.38,9.3,7.09,8.09,489.2,38.1,16.1,51.2,,117.3,0.82,28.0,27.6
고창연안1_연안,2016-02-01,126.4605556,35.5725,8.0,944.3,31.86,4.31,17.16,22.1,12.39,8.33,65.8,1.3,0.8,8.1,,21.6,1.79,12.1,28.3
고창연안1_연안,2016-05-01,126.4605556,35.5725,5.1,195.3,31.28,17.6,1.72,7.1,7.26,8.27,34.2,0.6,3.7,1.9,,9.0,1.53,6.5,16.8
고창연안1_연안,2016-08-01,126.4605556,35.5725,7.5,281.1,31.43,26.38,4.46,5.5,5.77,8.02,724.8,3.3,17.7,18.7,,35.0,1.89,13.0,47.6
고창연안1_연안,2016-11-01,126.4605556,35.5725,4.5,344.4,31.64,13.86,1.35,45.4,8.03,8.17,398.7,31.5,23.8,74.3,,126.2,1.11,20.5,57.4
고창연안2_연안,2016-02-01,126.3916667,35.5,8.0,1102.8,31.94,4.32,12.96,22.5,11.99,8.29,201.5,2.5,2.8,46.4,,61.4,1.69,12.5,31.9
고창연안2_연안,2016-05-01,126.3916667,35.5,6.8,154.7,31.1,18.9,1.74,6.5,8.79,8.29,24.2,0.5,2.7,1.9,,8.8,1.83,6.4,14.5
고창연안2_연안,2016-08-01,126.3916667,35.5,9.0,303.1,31.34,27.42,7.06,14.0,5.38,7.96,696.6,2.8,20.9,4.6,,64.2,1.81,56.8,50.4
고창연안2_연안,2016-11-01,126.3916667,35.5,6.5,498.2,31.6,13.56,1.79,69.0,7.99,8.17,403.9,26.7,23.4,73.9,,135.3,2.39,34.6,144.5
고창연안3_연안,2016-02-01,126.3775,35.38972222,5.5,562.0,31.84,4.67,21.36,33.5,12.68,8.35,49.9,0.4,1.7,5.4,,22.1,2.38,16.3,46.8
고창연안3_연안,2016-05-01,126.3775,35.38972222,5.7,258.6,31.53,20.39,3.19,13.2,8.51,8.29,135.1,0.6,3.4,2.5,,9.8,1.59,6.7,28.3
고창연안3_연안,2016-08-01,126.3775,35.38972222,6.5,311.9,31.99,29.13,12.6,31.2,7.51,8.11,98.0,1.0,5.1,3.4,,9.1,1.98,4.7,64.3
고창연안3_연안,2016-11-01,126.3775,35.38972222,6.5,559.4,31.67,13.8,2.12,64.5,7.9,8.16,460.7,21.3,24.8,87.7,,130.3,3.91,21.3,189.7
고창연안4_연안,2016-02-01,126.3,35.33333333,5.0,662.1,31.94,4.76,,44.0,12.22,8.25,313.7,0.5,8.2,63.3,,90.9,2.64,27.1,49.7
고창연안4_연안,2016-05-01,126.3,35.33333333,5.5,313.1,31.72,20.1,3.54,143.5,7.58,8.12,520.7,5.2,12.9,159.0,,174.4,1.9,10.2,40.6
고창연안4_연안,2016-08-01,126.3,35.33333333,5.5,250.2,32.1,30.64,8.1,13.3,8.11,8.24,42.6,0.8,2.9,2.4,,6.9,2.01,3.7,34.4
고창연안4_연안,2016-11-01,126.3,35.33333333,7.0,1066.5,31.41,13.3,6.04,511.5,8.16,8.13,725.2,3.7,30.3,183.6,,211.7,8.98,24.4,362.3
고흥연안1_연안,2016-02-01,127.2433333,34.5,19.0,284.4,33.07,7.36,1.32,34.9,10.85,8.38,369.0,1.8,9.3,77.4,,96.7,0.94,17.5,34.0
고흥연안1_연안,2016-05-01,127.2433333,34.5,21.0,121.1,33.23,18.31,1.4,14.3,7.96,8.17,262.8,4.6,5.7,18.5,,34.9,0.75,11.9,16.1
고흥연안1_연안,2016-08-01,127.2433333,34.5,20.5,141.3,32.35,26.22,3.32,10.9,1.73,8.19,554.5,0.3,8.6,1.7,,8.6,1.33,6.6,25.0
고흥연안1_연안,2016-11-01,127.2433333,34.5,21.0,163.0,31.7,15.87,0.19,8.4,8.04,8.21,76.9,0.6,4.7,3.7,,11.0,1.0,6.7,24.0
고흥연안2_연안,2016-02-01,127.2161111,34.33138889,18.0,350.5,33.7,9.97,0.54,29.7,9.7,8.32,431.5,3.8,15.9,130.4,,135.8,0.58,1.6,34.8
고흥연안2_연안,2016-05-01,127.2161111,34.33138889,17.5,164.7,33.63,17.32,2.18,16.0,7.93,8.17,84.7,6.3,5.0,12.1,,24.9,1.31,6.5,21.6
고흥연안2_연안,2016-08-01,127.2161111,34.33138889,16.5,142.4,32.38,22.63,4.74,4.8,6.79,8.16,359.7,0.3,4.8,0.6,,13.4,1.31,12.5,19.6
고흥연안2_연안,2016-11-01,127.2161111,34.33138889,18.0,181.7,31.97,16.67,0.27,14.5,7.97,8.21,89.6,2.1,4.3,8.1,,14.0,1.03,3.8,26.5
고흥연안3_연안,2016-02-01,127.4016667,34.40444444,15.0,313.6,33.12,6.93,0.77,35.5,10.5,8.38,443.6,1.5,11.1,87.8,,98.8,0.92,9.5,41.7
고흥연안3_연안,2016-05-01,127.4016667,34.40444444,15.5,154.3,33.31,18.53,2.55,13.3,8.21,8.2,102.3,9.6,4.6,8.2,,23.2,0.97,5.4,21.3
고흥연안3_연안,2016-08-01,127.4016667,34.40444444,15.0,154.7,32.68,22.17,4.3,13.7,5.73,8.1,322.2,0.4,6.2,2.7,,13.6,1.19,10.5,25.1
고흥연안3_연안,2016-11-01,127.4016667,34.40444444,16.5,170.4,31.99,16.78,0.28,17.8,7.86,8.21,102.7,3.4,4.7,13.2,,25.5,1.09,8.9,26.9
고흥연안4_연안,2016-02-01,127.595,34.50916667,14.0,258.6,33.2,6.5,4.76,23.2,10.83,8.44,204.0,0.7,6.4,32.7,,49.0,1.08,15.6,30.0
고흥연안4_연안,2016-05-01,127.595,34.50916667,13.0,133.5,32.96,18.28,3.5,22.8,9.12,8.19,116.5,1.3,4.5,1.6,,12.8,1.45,9.8,17.3
고흥연안4_연안,2016-08-01,127.595,34.50916667,13.5,132.8,32.6,24.91,2.76,9.4,6.8,8.07,172.6,0.4,7.1,1.4,,10.6,1.3,8.7,21.9
고흥연안4_연안,2016-11-01,127.595,34.50916667,13.0,180.7,31.63,16.32,0.25,4.6,8.07,8.22,176.1,5.8,7.0,18.4,,31.3,1.03,7.2,21.5
고흥연안5_연안,2016-02-01,127.4791667,34.47833333,10.0,305.5,32.94,6.33,1.89,22.6,10.57,8.35,405.4,0.9,9.9,72.7,,86.0,0.99,12.3,33.3
고흥연안5_연안,2016-05-01,127.4791667,34.47833333,9.0,103.9,32.88,19.2,2.1,26.3,8.71,8.34,139.4,1.7,6.7,2.1,,7.7,1.42,3.9,12.6
고흥연안5_연안,2016-08-01,127.4791667,34.47833333,9.5,128.3,32.5,27.69,1.27,20.1,7.06,8.07,149.0,0.1,6.2,1.3,,10.8,1.25,9.4,21.4
고흥연안5_연안,2016-11-01,127.4791667,34.47833333,9.5,167.7,31.83,16.5,0.45,11.9,8.06,8.24,119.7,2.6,5.3,10.5,,23.8,1.2,10.7,20.0
고흥연안6_연안,2016-02-01,127.4916667,34.52277778,8.0,273.6,32.97,6.19,4.84,27.4,10.95,8.42,254.6,0.8,5.5,33.1,,43.9,1.04,10.0,25.7
고흥연안6_연안,2016-05-01,127.4916667,34.52277778,7.5,160.0,32.68,18.96,1.79,27.6,9.67,8.28,125.8,0.9,4.8,1.7,,9.6,1.57,7.0,19.4
고흥연안6_연안,2016-08-01,127.4916667,34.52277778,7.5,140.6,32.52,28.04,0.78,4.6,6.68,8.08,77.0,0.6,7.1,1.5,,10.8,1.37,8.8,23.2
고흥연안6_연안,2016-11-01,127.4916667,34.52277778,8.0,155.1,31.53,15.75,0.87,5.5,8.14,8.26,124.3,0.9,4.8,4.4,,9.2,1.08,3.9,17.0
고흥연안7_연안,2016-02-01,127.5475,34.45888889,11.5,310.3,33.26,6.95,2.08,37.0,10.5,8.4,357.7,1.4,10.2,70.3,,83.1,1.3,11.4,40.9
고흥연안7_연안,2016-05-01,127.5475,34.45888889,11.0,210.0,33.28,18.07,2.19,16.2,8.69,8.36,111.6,0.6,3.3,0.5,,6.0,1.23,4.9,27.8
고흥연안7_연안,2016-08-01,127.5475,34.45888889,11.0,149.4,32.56,25.31,3.16,15.5,6.83,8.08,137.9,0.6,6.3,1.2,,10.9,1.39,9.0,23.6
고흥연안7_연안,2016-11-01,127.5475,34.45888889,11.0,203.9,31.95,16.73,0.65,41.1,7.71,8.22,120.3,2.6,5.5,10.5,,23.3,1.14,10.2,39.1
고흥연안8_연안,2016-02-01,127.5475,34.4225,18.5,293.8,33.29,7.1,1.89,24.7,10.34,8.39,373.6,1.5,11.3,74.9,,85.9,0.85,9.6,41.6
고흥연안8_연안,2016-05-01,127.5475,34.4225,17.5,210.9,33.4,17.43,1.59,26.9,8.53,8.32,169.1,0.5,4.1,0.4,,10.0,1.34,9.1,29.5
고흥연안8_연안,2016-08-01,127.5475,34.4225,18.0,122.6,32.86,20.93,2.2,16.0,5.53,8.01,363.8,1.5,7.1,0.9,,13.7,1.0,11.3,18.8
고흥연안8_연안,2016-11-01,127.5475,34.4225,18.0,180.1,31.97,16.81,0.62,14.3,7.79,8.24,92.6,1.8,4.9,7.1,,18.4,1.13,9.5,25.6
광양만1_환경관리,2016-02-01,127.67972,34.85139,11.5,306.4,31.61,6.39,9.95,13.9,12.19,8.61,123.0,2.6,3.1,20.1,,29.6,1.4,6.9,16.9
광양만1_환경관리,2016-05-01,127.67972,34.85139,11.5,356.4,31.58,19.22,2.75,16.2,6.84,8.07,187.6,3.2,8.1,77.8,,147.7,0.68,66.7,45.2
광양만1_환경관리,2016-08-01,127.67972,34.85139,11.0,310.1,32.0,27.4,3.7,23.0,4.44,7.97,371.1,8.0,30.5,20.0,,95.5,1.75,67.5,72.1
광양만1_환경관리,2016-11-01,127.67972,34.85139,12.5,405.2,30.52,16.74,0.94,5.5,7.31,8.07,733.4,57.6,40.9,164.3,,272.5,1.17,50.5,47.8
광양만10_환경관리,2016-02-01,127.71028,34.86361,9.0,264.2,31.59,6.78,5.75,9.6,11.75,8.57,145.8,2.5,5.2,37.3,,56.4,1.47,16.5,14.7
광양만10_환경관리,2016-05-01,127.71028,34.86361,9.0,298.7,31.67,19.96,3.6,12.8,8.04,8.13,168.5,2.0,6.5,26.9,,47.3,1.18,18.4,33.8
광양만10_환경관리,2016-08-01,127.71028,34.86361,7.5,293.2,32.01,27.54,5.34,32.4,6.25,8.07,205.6,4.1,16.1,20.6,,52.7,2.73,28.0,65.6
광양만10_환경관리,2016-11-01,127.71028,34.86361,10.0,444.6,30.75,16.94,0.68,6.5,7.24,8.06,694.6,57.5,35.0,153.8,,258.6,1.13,47.3,52.3
광양만11_환경관리,2016-02-01,127.7,34.91,17.5,265.4,32.4,7.48,7.2,18.6,10.9,8.47,205.7,3.0,9.9,47.7,,73.9,1.01,23.2,15.9
광양만11_환경관리,2016-05-01,127.7,34.91,17.5,219.0,32.49,18.0,2.18,16.9,7.44,8.12,123.8,2.8,6.7,11.3,,44.8,0.94,30.7,24.3
광양만11_환경관리,2016-08-01,127.7,34.91,19.5,266.5,32.3,25.5,2.02,14.6,4.99,7.93,547.3,11.7,25.8,17.9,,86.2,1.7,56.6,53.3
광양만11_환경관리,2016-11-01,127.7,34.91,18.5,392.6,31.36,17.37,0.39,5.6,7.18,8.08,587.0,63.8,22.2,115.5,,209.0,0.84,29.7,38.6
광양만12_환경관리,2016-02-01,127.82639,34.94,18.5,276.3,32.95,7.69,3.48,9.0,10.55,8.41,245.1,2.9,12.4,58.6,,84.6,1.04,23.1,18.7
광양만12_환경관리,2016-05-01,127.82639,34.94,23.5,192.8,32.78,17.69,1.38,13.4,7.07,8.13,155.3,2.0,6.0,10.0,,36.1,0.86,24.1,22.5
광양만12_환경관리,2016-08-01,127.82639,34.94,18.0,281.3,32.38,26.34,1.81,29.1,4.83,7.92,595.1,11.3,25.1,23.7,,96.9,1.95,61.9,59.1
광양만12_환경관리,2016-11-01,127.82639,34.94,22.5,331.6,31.88,17.34,0.47,9.6,7.14,8.11,493.1,52.7,18.1,90.3,,164.9,0.88,21.9,33.9
광양만2_환경관리,2016-02-01,127.65056,34.88389,6.5,175.9,32.1,7.32,7.28,7.8,11.64,8.51,157.8,3.0,6.1,32.7,,47.3,1.06,11.6,10.6
광양만2_환경관리,2016-05-01,127.65056,34.88389,6.5,277.0,31.49,19.75,3.13,10.5,8.04,8.15,79.4,2.7,6.9,10.6,,37.0,0.97,23.7,30.6
광양만2_환경관리,2016-08-01,127.65056,34.88389,18.5,328.0,32.16,25.78,2.64,24.4,3.85,7.91,495.5,11.9,29.4,22.0,,106.8,1.82,72.9,68.0
광양만2_환경관리,2016-11-01,127.65056,34.88389,7.5,420.7,30.56,16.63,1.01,5.5,7.44,8.07,700.6,65.7,28.6,144.5,,244.8,1.08,34.6,40.6
광양만3_환경관리,2016-02-01,127.68222,34.90222,6.5,213.2,31.99,6.98,8.64,7.0,12.15,8.58,84.3,1.3,2.9,7.8,,14.4,1.3,5.3,16.1
광양만3_환경관리,2016-05-01,127.68222,34.90222,7.0,182.1,31.68,19.53,2.91,10.5,8.42,8.19,44.7,1.0,6.5,5.7,,18.6,0.98,11.9,17.7
광양만3_환경관리,2016-08-01,127.68222,34.90222,8.0,259.0,32.22,25.86,2.9,11.6,5.13,7.97,434.3,9.7,23.3,17.3,,74.4,1.79,47.3,49.9
광양만3_환경관리,2016-11-01,127.68222,34.90222,8.0,394.9,31.18,17.34,0.52,7.0,7.11,8.08,620.3,66.1,26.3,124.2,,223.2,0.95,32.9,39.6
광양만4_환경관리,2016-02-01,127.82333,34.92083,6.5,317.9,32.06,7.7,2.46,12.2,10.58,8.42,272.6,3.3,11.4,89.6,,111.4,0.84,18.5,15.0
광양만4_환경관리,2016-05-01,127.82333,34.92083,9.0,191.1,32.17,18.81,2.17,9.1,7.64,8.15,128.5,2.0,6.1,19.1,,41.2,0.69,20.1,17.8
광양만4_환경관리,2016-08-01,127.82333,34.92083,7.5,266.9,32.39,25.98,1.2,56.6,4.94,7.97,570.6,9.7,23.1,20.0,,82.5,1.84,52.8,59.2
광양만4_환경관리,2016-11-01,127.82333,34.92083,9.5,351.8,31.41,17.44,0.63,5.6,7.29,8.1,537.6,52.2,22.5,103.0,,181.5,1.06,26.3,33.9
광양만5_환경관리,2016-02-01,127.80111,34.83194,41.0,204.4,33.21,7.73,4.69,25.9,10.37,8.43,235.3,2.4,11.1,46.0,,68.7,0.79,20.3,12.5
광양만5_환경관리,2016-05-01,127.80111,34.83194,38.0,215.7,33.22,17.19,1.29,12.7,7.12,8.14,210.0,20.1,5.8,28.4,,66.1,0.71,17.5,26.6
광양만5_환경관리,2016-08-01,127.80111,34.83194,31.5,207.9,32.58,24.7,1.57,12.9,5.44,8.04,477.7,19.8,14.6,26.1,,83.4,1.65,37.6,38.1
광양만5_환경관리,2016-11-01,127.80111,34.83194,31.5,275.2,32.39,17.49,0.45,12.6,7.24,8.13,400.5,42.7,58.2,64.2,,124.2,0.75,17.4,69.2
광양만6_환경관리,2016-02-01,127.78889,34.86944,13.5,250.5,32.67,7.51,3.98,18.1,10.5,8.44,241.6,2.9,11.9,57.0,,80.3,1.02,20.4,14.8
광양만6_환경관리,2016-05-01,127.78889,34.86944,14.5,196.0,32.7,17.83,1.52,12.6,7.12,8.13,160.3,3.1,6.2,11.1,,32.8,0.69,18.6,21.6
광양만6_환경관리,2016-08-01,127.78889,34.86944,15.5,241.4,32.45,25.21,2.9,35.7,5.38,8.02,457.4,8.6,16.2,15.9,,64.0,1.56,39.5,43.3
광양만6_환경관리,2016-11-01,127.78889,34.86944,15.5,301.0,32.19,17.41,0.42,10.7,7.24,8.11,442.4,47.8,68.3,74.7,,139.9,0.84,17.4,71.0
광양만7_환경관리,2016-02-01,127.79889,34.90278,6.0,326.8,32.16,7.64,2.48,14.0,10.57,8.44,316.9,3.5,12.0,116.4,,146.9,0.8,27.1,15.0
광양만7_환경관리,2016-05-01,127.79889,34.90278,10.0,215.0,32.27,18.51,2.5,10.9,7.57,8.13,135.6,1.4,6.6,9.0,,32.1,0.86,21.7,23.0
광양만7_환경관리,2016-08-01,127.79889,34.90278,7.0,302.5,32.06,26.81,1.53,51.6,5.1,7.92,615.5,10.0,26.3,28.1,,109.5,1.92,71.4,64.5
광양만7_환경관리,2016-11-01,127.79889,34.90278,9.0,345.9,31.43,17.44,0.61,7.3,7.29,8.1,552.1,52.2,,105.2,,183.4,0.97,26.0,99.9
광양만8_환경관리,2016-02-01,127.75972,34.89167,18.0,276.9,32.31,7.52,4.48,15.0,10.74,8.46,229.9,3.0,10.9,57.4,,78.8,0.85,18.3,17.5
광양만8_환경관리,2016-05-01,127.75972,34.89167,22.0,223.5,32.66,17.87,2.03,20.5,7.25,8.14,159.8,2.5,6.0,8.3,,39.0,0.79,28.3,29.0
광양만8_환경관리,2016-08-01,127.75972,34.89167,18.5,254.8,32.33,25.68,3.46,15.5,4.8,7.94,524.2,10.4,23.4,22.4,,91.2,1.87,58.5,48.7
광양만8_환경관리,2016-11-01,127.75972,34.89167,19.0,344.4,31.61,17.31,0.38,11.0,7.14,8.09,527.6,53.6,,96.5,,174.9,0.86,24.8,98.3
광양만9_환경관리,2016-02-01,127.72389,34.9025,16.0,220.1,32.0,6.94,4.56,4.15,10.81,8.54,120.3,2.1,4.0,19.5,,31.9,1.16,10.3,13.5
광양만9_환경관리,2016-05-01,127.72389,34.9025,18.0,231.3,32.35,18.33,2.61,11.1,7.8,8.18,63.4,1.5,7.1,5.9,,29.7,0.98,22.3,24.1
광양만9_환경관리,2016-08-01,127.72389,34.9025,17.0,345.2,32.31,25.26,3.14,57.4,4.58,7.9,709.9,13.1,33.8,23.9,,116.0,1.71,78.9,82.5
광양만9_환경관리,2016-11-01,127.72389,34.9025,18.0,371.0,31.5,17.33,0.59,12.6,7.09,8.09,575.5,60.0,20.4,108.5,,197.5,0.99,29.0,42.8
광양만H1_항만,2016-02-01,127.7402778,34.8625,16.5,244.1,32.39,7.36,3.38,4.6,10.83,8.47,205.7,2.9,10.4,53.6,,78.3,1.08,21.7,16.2
광양만H1_항만,2016-08-01,127.7402778,34.8625,16.0,296.6,32.24,26.24,2.46,21.6,5.08,7.95,595.8,10.5,32.3,27.5,,102.3,1.76,64.3,65.7
구룡포연안1_연안,2016-02-01,129.5638889,35.98305556,18.0,293.5,34.21,10.82,0.2,3.2,9.6,8.27,102.8,4.0,13.3,102.8,,114.9,0.79,8.1,13.4
구룡포연안1_연안,2016-05-01,129.5638889,35.98305556,17.0,117.0,33.92,14.89,0.17,7.7,8.59,8.02,148.6,3.4,1.3,10.6,,19.7,1.94,5.7,16.2
구룡포연안1_연안,2016-08-01,129.5638889,35.98305556,17.0,140.3,33.88,17.5,2.26,7.4,8.14,8.03,69.7,1.7,1.9,4.5,,21.4,0.95,15.1,18.3
구룡포연안1_연안,2016-11-01,129.5638889,35.98305556,18.0,199.1,33.48,18.47,1.06,3.1,7.39,8.05,289.9,8.3,9.6,57.2,,72.2,0.71,6.7,17.4
구룡포연안2_연안,2016-02-01,129.5880556,35.99777778,32.0,300.7,34.2,10.78,0.24,16.9,9.28,8.26,100.8,4.8,15.4,100.8,,113.2,1.27,7.6,16.1
구룡포연안2_연안,2016-05-01,129.5880556,35.99777778,35.0,181.6,34.06,13.86,0.08,13.3,8.14,7.95,255.8,11.6,5.1,56.3,,72.8,0.97,4.9,20.7
구룡포연안2_연안,2016-08-01,129.5880556,35.99777778,34.0,231.9,34.56,13.89,0.42,4.6,6.05,7.91,224.6,3.0,9.9,151.6,,168.4,0.49,13.8,28.0
구룡포연안2_연안,2016-11-01,129.5880556,35.99777778,34.0,246.7,33.95,16.39,0.45,3.0,6.12,7.99,421.8,8.7,16.3,106.1,,119.2,0.57,4.4,24.7
구룡포연안H1_항만,2016-02-01,129.5563889,35.98555556,8.0,355.5,33.83,9.41,0.17,8.4,9.79,8.25,373.7,3.7,16.8,120.0,,148.8,0.84,25.1,18.0
구룡포연안H1_항만,2016-08-01,129.5563889,35.98555556,8.0,122.2,33.89,17.64,2.64,9.7,7.93,8.02,109.2,0.9,2.3,2.6,,15.5,1.16,11.9,19.7
군산연안1_연안,2016-02-01,126.7191667,35.99777778,10.0,1366.5,27.24,4.46,41.0,28.7,12.92,8.48,49.3,20.2,2.1,419.0,,540.2,3.0,101.0,48.9
군산연안1_연안,2016-05-01,126.7191667,35.99777778,14.5,774.5,23.03,19.06,3.31,63.2,6.66,7.99,508.4,24.9,17.4,475.6,,708.5,3.21,207.9,102.2
군산연안1_연안,2016-08-01,126.7191667,35.99777778,9.0,813.7,24.91,29.19,8.76,24.6,5.14,7.85,1555.6,39.2,49.0,287.8,,553.0,2.64,226.0,104.2
군산연안1_연안,2016-11-01,126.7191667,35.99777778,9.5,942.2,24.81,13.92,1.13,27.1,8.06,8.07,638.8,57.5,37.0,546.6,,692.4,2.14,88.3,68.7
군산연안10_연안,2016-02-01,126.4,35.97916667,19.5,819.2,32.27,4.46,3.45,16.8,11.45,8.19,469.4,1.7,17.9,123.5,,133.8,2.0,8.7,18.6
군산연안10_연안,2016-05-01,126.4,35.97916667,20.0,156.5,31.55,14.09,2.34,7.0,7.73,8.2,142.0,1.3,1.4,21.5,,34.9,1.21,12.0,19.5
군산연안10_연안,2016-08-01,126.4,35.97916667,16.8,232.5,31.45,25.69,1.06,3.6,5.3,8.02,635.6,5.0,11.9,9.5,,75.9,1.26,61.4,29.6
군산연안10_연안,2016-11-01,126.4,35.97916667,16.0,351.2,31.94,14.2,0.92,22.0,7.85,8.1,538.2,44.2,27.0,99.9,,144.7,0.79,0.5,47.6
군산연안2_연안,2016-02-01,126.6644444,36.0,7.5,787.8,30.58,4.24,28.4,16.0,12.01,8.33,204.2,12.2,3.6,152.2,,175.9,2.57,11.5,35.9
군산연안2_연안,2016-05-01,126.6644444,36.0,7.5,768.5,27.49,17.65,3.11,32.2,7.2,8.04,421.7,18.5,12.4,339.8,,496.5,2.42,138.3,59.0
군산연안2_연안,2016-08-01,126.6644444,36.0,8.0,507.1,29.33,28.06,7.32,17.7,5.03,7.93,1068.5,12.1,35.2,88.7,,263.7,1.99,162.9,80.1
군산연안2_연안,2016-11-01,126.6644444,36.0,7.5,547.4,29.87,14.19,1.03,25.6,8.06,8.07,647.5,56.1,34.6,331.2,,444.1,1.86,56.8,56.4
군산연안3_연안,2016-02-01,126.6,35.97916667,13.5,922.1,31.38,4.35,22.2,13.4,11.83,8.27,241.5,7.7,4.9,89.8,,120.4,1.61,22.9,40.6
군산연안3_연안,2016-05-01,126.6,35.97916667,10.0,404.9,29.53,16.87,1.69,24.6,7.67,8.12,298.8,8.6,4.5,147.5,,218.4,1.8,62.3,38.3
군산연안3_연안,2016-08-01,126.6,35.97916667,14.0,399.1,30.35,27.69,4.84,11.3,5.16,7.97,904.6,8.0,26.6,56.5,,203.6,1.68,139.1,59.3
군산연안3_연안,2016-11-01,126.6,35.97916667,12.0,478.4,31.34,14.15,0.95,29.8,7.82,8.07,623.4,52.9,31.4,165.2,,240.9,1.41,22.8,83.6
군산연안4_연안,2016-02-01,126.55,35.97916667,13.5,676.0,31.42,4.45,19.84,18.1,12.01,8.29,206.1,5.9,4.1,63.1,,80.1,2.41,11.2,43.6
군산연안4_연안,2016-05-01,126.55,35.97916667,14.5,312.8,30.19,16.56,2.48,9.4,7.81,8.19,241.4,4.1,2.4,71.3,,112.6,1.8,37.2,37.8
군산연안4_연안,2016-08-01,126.55,35.97916667,16.0,337.4,30.68,27.37,4.08,14.6,6.05,7.99,811.7,6.0,21.9,31.2,,153.2,1.57,116.1,52.4
군산연안4_연안,2016-11-01,126.55,35.97916667,11.0,504.4,30.7,13.8,0.63,36.7,7.78,8.04,641.1,56.2,32.3,205.0,,288.6,1.33,27.3,58.4
군산연안5_연안,2016-02-01,126.5611111,36.01666667,8.0,331.1,31.82,4.58,22.2,18.0,12.15,8.19,191.3,4.7,3.5,43.9,,64.7,2.05,16.0,28.9
군산연안5_연안,2016-05-01,126.5611111,36.01666667,9.5,254.2,30.39,17.4,2.18,3.5,8.26,8.22,248.1,2.9,2.0,51.4,,74.5,1.95,20.3,22.6
군산연안5_연안,2016-08-01,126.5611111,36.01666667,7.0,375.6,30.4,29.56,7.52,14.7,5.89,7.97,1375.9,6.6,24.9,31.9,,151.9,2.04,113.4,60.1
군산연안5_연안,2016-11-01,126.5611111,36.01666667,6.0,405.9,31.45,13.44,0.64,21.7,8.17,8.13,716.4,48.4,30.9,134.1,,193.8,1.02,11.3,47.9
군산연안6_연안,2016-02-01,126.5088889,36.05833333,13.0,568.0,32.19,4.54,9.72,15.8,11.54,8.2,351.7,2.4,10.1,76.0,,92.4,1.59,14.0,20.5
군산연안6_연안,2016-05-01,126.5088889,36.05833333,14.5,153.4,31.14,17.0,2.4,5.5,8.2,8.24,162.3,0.4,1.6,0.7,,12.8,1.21,11.7,15.6
군산연안6_연안,2016-08-01,126.5088889,36.05833333,11.0,287.2,31.11,28.31,5.18,7.2,6.2,8.02,703.1,3.2,14.9,10.6,,100.6,1.63,86.8,44.0
군산연안6_연안,2016-11-01,126.5088889,36.05833333,11.0,297.9,32.24,14.57,0.42,19.9,7.73,8.11,508.6,43.7,27.3,82.3,,128.0,1.08,2.0,40.9
군산연안7_연안,2016-02-01,126.4888889,36.11666667,13.5,920.4,32.25,4.66,3.38,6.4,11.2,8.15,340.2,1.4,12.4,95.4,,108.7,1.36,11.8,19.4
