station,date_time,longitude,latitude,depth(m),총질소[μg/L],염분[psu],수온[℃],클로로필-a[μg/L],부유물질 농도[μg/L],용존산소[mg/L],수소이온농도[무단위],규산염[μg/L],아질산성질소[μg/L],인산염인[μg/L],질산성질소[μg/L],투명도[m],용존무기질소[μg/L],화학적산소요구량[mg/L],암모니아성 질소[μg/L],유분[mg/L],총인[μg/L]
기장연안1_연안,2010-08-01,129.2802778,35.28333333,26.0,445.586,34.0556,11.2414,2.22713,5.4,6.60393,7.84,418.384,7.22679,28.8562,135.795,,228.935,0.707544,85.9125,,38.8286
기장연안1_연안,2010-11-01,129.2802778,35.28333333,29.0,268.267,34.0775,14.1758,0.276523,23.9,5.34549,7.87,667.411,8.22167,33.2252,222.076,,243.463,1.57286,13.1656,,52.7528
기장연안2_연안,2010-02-01,129.2166667,35.16666667,14.1,260.459,34.2161,12.3278,0.291471,11.05,8.53661,8.04,302.55,6.3246,17.8523,95.8029,,104.122,1.35864,1.99434,,22.576
기장연안2_연안,2010-05-01,129.2166667,35.16666667,15.0,230.196,34.2134,13.3095,0.695045,5.7,8.79069,8.04,222.401,7.75468,12.6682,56.6254,,67.8452,1.70856,3.46519,,24.6422
기장연안2_연안,2010-08-01,129.2166667,35.16666667,19.0,416.618,34.0251,11.6693,1.71146,6.8,6.33275,7.82,386.452,3.58084,25.6038,153.751,,241.076,1.39226,83.7441,,40.6168
기장연안2_연안,2010-11-01,129.2166667,35.16666667,45.0,346.855,34.0226,15.1981,0.351259,29.45,5.64338,7.86,581.285,6.16944,19.6694,210.166,,220.789,2.09715,4.4541,,63.8978
기장연안3_연안,2010-02-01,129.2916667,35.3,27.0,283.019,34.2728,12.1774,0.194314,7.9,8.77686,8.05,312.857,6.78295,12.7234,83.3141,,109.65,1.02298,19.5531,,23.8762
기장연안3_연안,2010-05-01,129.2916667,35.3,29.5,216.777,34.2325,13.1962,0.567994,4.2,8.79069,8.03,245.127,9.50075,15.2383,64.4237,,77.7226,1.57838,3.79812,,19.7542
기장연안3_연안,2010-08-01,129.2916667,35.3,25.0,384.698,34.0631,11.1509,1.87587,6.05,6.65178,7.86,544.66,9.06435,39.078,134.481,,194.548,0.783624,51.0025,,39.6928
기장연안3_연안,2010-11-01,129.2916667,35.3,28.0,276.268,33.8286,15.3507,1.53209,3.25,7.06663,7.99,421.839,9.27796,16.657,126.779,,146.746,1.60563,10.6897,,29.3482
기장연안4_연안,2010-02-01,129.2522222,35.265,13.0,299.426,34.239,12.0445,0.0672624,12.2,8.63271,8.04,295.151,7.26994,16.4284,147.617,,175.67,1.2947,20.7823,,27.777
기장연안4_연안,2010-05-01,129.2522222,35.265,12.0,206.454,34.2146,12.7963,0.650204,6.5,8.68965,8.02,237.552,7.4449,13.1218,55.5539,,66.0478,1.93637,3.04904,,21.3835
기장연안4_연안,2010-08-01,129.2522222,35.265,23.0,337.279,34.3463,11.8202,2.96702,5.15,6.54012,7.87,310.734,4.36836,23.5904,167.134,,243.212,0.768408,71.71,,39.5439
기장연안4_연안,2010-11-01,129.2522222,35.265,25.0,381.526,34.134,13.9104,0.254103,24.8,5.37859,7.91,663.393,7.10501,24.0374,224.019,,239.888,1.6384,8.764,,66.684
기장연안H1_항만,2010-02-01,129.2286111,35.22277778,4.5,768.047,33.9983,10.308,0.358733,10.25,7.25532,7.94,387.909,7.21265,41.7462,129.267,,410.986,1.39061,274.507,,61.5835
기장연안H1_항만,2010-08-01,129.2286111,35.22277778,10.0,382.115,34.0943,14.0282,3.46028,5.3,7.08247,7.89,318.717,4.66004,22.5062,108.067,,190.617,0.829272,77.8897,,33.464
낙동강하구1_환경관리,2010-02-01,128.92722,35.01278,23.0,303.612,34.0974,12.0332,0.485784,27.4,8.82491,8.02,284.316,5.43655,14.1128,122.564,,133.77,1.18282,5.76948,,43.5658
낙동강하구1_환경관리,2010-05-01,128.92722,35.01278,21.0,130.754,34.2016,12.9363,3.47523,2.25,8.70649,7.98,122.357,2.40383,7.52796,33.6753,,42.5407,0.878688,6.46152,,21.9266
낙동강하구1_환경관리,2010-08-01,128.92722,35.01278,26.0,338.939,33.7476,15.0388,3.1987,8.5,6.90701,7.86,480.07,0.955752,22.3514,30.5895,,87.6433,1.53682,56.0981,,43.2991
낙동강하구1_환경관리,2010-11-01,128.92722,35.01278,24.0,309.517,33.8894,15.9196,0.440943,5.1,5.22964,7.94,619.702,5.83746,27.6522,203.883,,213.624,0.753664,3.9039,,37.8927
낙동강하구2_환경관리,2010-02-01,128.96667,34.97639,42.6,334.881,34.1969,12.4363,0.171893,11.8,8.77686,8.03,328.977,5.66572,22.1404,104.18,,118.337,0.591408,8.4911,,35.207
낙동강하구2_환경관리,2010-05-01,128.96667,34.97639,41.5,88.1597,34.0632,12.8303,2.00293,2.9,8.85805,7.99,144.56,1.33366,12.9706,32.7542,,39.9668,0.943776,5.8789,,25.0043
낙동강하구2_환경관리,2010-08-01,128.96667,34.97639,40.0,342.814,34.1247,14.3314,0.889359,4.5,6.58798,7.82,395.402,1.04325,28.8562,126.866,,196.15,1.0499,68.2406,,30.0664
낙동강하구2_환경관리,2010-11-01,128.96667,34.97639,40.0,322.674,34.1565,15.8484,0.149472,5.0,5.0145,7.94,645.565,2.91002,21.6274,217.692,,227.99,0.671744,7.3885,,40.8647
낙동강하구3_환경관리,2010-02-01,128.90833,35.0,24.5,328.829,33.8747,10.8616,2.61576,16.9,8.50458,8.03,270.31,5.00684,15.5022,127.813,,133.82,1.13486,1.0,,34.464
낙동강하구3_환경관리,2010-05-01,128.90833,35.0,23.0,108.961,34.3114,12.6912,0.859465,3.5,8.89173,7.96,99.8928,1.22101,11.7611,15.3878,,25.6505,0.97632,9.0417,,14.1419
낙동강하구3_환경관리,2010-08-01,128.90833,35.0,18.0,415.696,34.1655,13.9203,0.605362,8.4,6.44441,7.78,441.849,0.722411,22.6611,142.125,,230.712,1.68898,87.8639,,42.0474
낙동강하구3_환경관리,2010-11-01,128.90833,35.0,25.0,312.539,33.9691,15.9056,0.26905,3.65,4.9483,7.94,623.218,2.9402,26.7485,211.483,,216.86,1.2817,2.4367,,35.1065
낙동강하구4_환경관리,2010-02-01,128.86528,34.99583,27.0,374.22,34.0156,11.2404,1.56946,36.5,9.0171,8.02,276.917,5.63707,12.569,107.905,,118.96,1.43856,5.41831,,48.3952
낙동강하구4_환경관리,2010-05-01,128.86528,34.99583,25.5,121.839,34.2804,12.7568,3.93859,20.2,8.92541,7.95,121.051,0.488785,6.77204,21.7104,,30.575,1.17158,8.37585,,23.1939
낙동강하구4_환경관리,2010-08-01,128.86528,34.99583,31.0,424.921,34.0194,14.2811,1.25557,7.55,6.54012,7.86,515.873,0.897417,34.4317,130.084,,180.574,1.902,49.5931,,48.3061
낙동강하구4_환경관리,2010-11-01,128.86528,34.99583,26.0,324.63,34.0184,15.8826,0.261576,3.6,4.89865,7.93,628.742,3.72487,21.6274,208.484,,216.113,1.24883,3.9039,,44.394
남해도남안1_연안,2010-02-01,127.8844444,34.53805556,22.0,117.0,33.16,7.82,3.59,10.4,9.54,7.67,337.0,3.0,10.0,81.0,,87.0,0.68,3.0,,14.0
남해도남안1_연안,2010-05-01,127.8844444,34.53805556,22.0,158.0,34.05,12.84,1.66,13.2,9.17,8.35,68.0,2.0,5.0,23.0,,33.0,0.73,7.0,,14.0
남해도남안1_연안,2010-08-01,127.8844444,34.53805556,24.0,156.0,33.89,24.11,2.91,3.4,6.57,8.02,261.0,3.0,0.0,6.0,,9.0,0.18,1.0,,27.0
남해도남안1_연안,2010-11-01,127.8844444,34.53805556,26.0,130.0,32.6,17.19,1.72,9.6,7.26,7.99,479.0,14.0,15.0,64.0,,78.0,0.46,0.0,,27.0
남해도남안2_연안,2010-02-01,127.9327778,34.63777778,22.0,133.0,33.18,8.03,4.96,29.6,9.96,7.73,329.0,3.0,10.0,67.0,,74.0,0.52,4.0,,19.0
남해도남안2_연안,2010-05-01,127.9327778,34.63777778,24.0,75.0,33.86,12.87,2.06,12.0,8.05,8.33,60.0,1.0,5.0,2.0,,8.0,0.4,5.0,,14.0
남해도남안2_연안,2010-08-01,127.9327778,34.63777778,23.0,121.0,33.52,17.69,1.29,5.0,6.36,7.94,429.0,3.0,1.0,1.0,,4.0,0.48,0.0,,11.0
남해도남안2_연안,2010-11-01,127.9327778,34.63777778,25.0,114.0,32.67,17.56,1.44,10.0,7.64,8.06,331.0,10.0,8.0,44.0,,53.0,0.42,0.0,,20.0
남해도남안3_연안,2010-02-01,128.0666667,34.61611111,33.0,136.0,33.22,8.85,3.44,7.6,9.5,7.76,266.0,4.0,8.0,43.0,,51.0,0.55,4.0,,17.0
남해도남안3_연안,2010-05-01,128.0666667,34.61611111,34.0,54.0,33.9,12.77,1.16,11.6,9.17,8.24,14.0,1.0,3.0,0.0,,4.0,0.32,3.0,,9.0
남해도남안3_연안,2010-08-01,128.0666667,34.61611111,15.0,74.0,33.79,15.6,2.44,4.0,7.31,7.95,322.0,0.0,1.0,1.0,,2.0,0.34,0.0,,6.0
남해도남안3_연안,2010-11-01,128.0666667,34.61611111,35.0,111.0,32.86,17.79,3.02,7.2,7.39,8.05,362.0,14.0,16.0,51.0,,65.0,0.37,0.0,,18.0
남해도남안4_연안,2010-02-01,127.9908333,34.71361111,8.0,133.0,33.22,8.78,2.99,10.4,10.0,7.75,304.0,3.0,9.0,52.0,,61.0,0.87,6.0,,16.0
남해도남안4_연안,2010-05-01,127.9908333,34.71361111,8.0,72.0,33.86,13.05,2.12,15.2,8.38,8.25,29.0,1.0,4.0,8.0,,12.0,0.73,3.0,,21.0
남해도남안4_연안,2010-08-01,127.9908333,34.71361111,8.0,89.0,32.47,22.84,2.1,5.6,7.4,8.09,294.0,0.0,1.0,1.0,,1.0,1.4,0.0,,6.0
남해도남안4_연안,2010-11-01,127.9908333,34.71361111,8.0,110.0,32.65,17.17,2.05,4.0,8.09,7.82,377.0,9.0,11.0,38.0,,55.0,0.4,8.0,,19.0
남해도남안5_연안,2010-02-01,127.7819444,34.55888889,31.0,169.0,33.16,7.99,2.77,16.0,10.34,7.67,309.0,4.0,9.0,54.0,,62.0,0.5,4.0,,16.0
남해도남안5_연안,2010-05-01,127.7819444,34.55888889,27.0,53.0,33.61,13.81,1.78,16.8,8.42,8.18,49.0,2.0,8.0,6.0,,9.0,0.55,0.0,,14.0
남해도남안5_연안,2010-08-01,127.7819444,34.55888889,28.0,155.0,33.86,15.56,1.98,4.8,5.94,8.03,383.0,6.0,5.0,37.0,,43.0,1.3,0.0,,15.0
남해도남안5_연안,2010-11-01,127.7819444,34.55888889,32.0,160.0,32.41,16.84,1.69,9.6,7.55,7.89,478.0,16.0,9.0,65.0,,86.0,0.54,5.0,,27.0
대산연안1_연안,2010-02-01,126.4755556,37.05222222,6.6,292.0,31.7,2.79,1.59912,27.6,11.43,8.0,594.0,3.0,23.0,223.0,,236.0,1.24542,10.0,,57.3034
대산연안1_연안,2010-05-01,126.4755556,37.05222222,3.6,436.0,31.44,9.89,1.17144,6.4,10.8811,8.24,69.0,7.0,9.0,148.0,,158.0,1.24707,3.0,,13.81
대산연안1_연안,2010-08-01,126.4755556,37.05222222,11.0,564.0,30.76,22.2,1.33736,9.6,9.06,8.01,15.0,5.0,2.0,20.0,,45.0,2.55328,20.0,,23.7557
대산연안1_연안,2010-11-01,126.4755556,37.05222222,6.0,155.378,29.91,13.49,0.45096,58.8,8.44,7.96,216.0,17.0,26.0,110.0,,148.0,2.1816,21.0,,29.148
대산연안2_연안,2010-02-01,126.3788889,37.04472222,38.0,294.0,31.83,3.27,1.17308,40.6,10.79,7.99,574.0,3.0,24.0,204.0,,224.0,1.18548,17.0,,69.6629
대산연안2_연안,2010-05-01,126.3788889,37.04472222,34.0,329.0,31.69,8.82,2.10328,11.4,10.3971,8.19,194.0,6.0,17.0,167.0,,194.0,0.968467,21.0,,22.57
대산연안2_연안,2010-08-01,126.3788889,37.04472222,18.0,404.0,31.52,21.18,0.93786,10.0,8.51,8.0,6.0,4.0,5.0,7.0,,19.0,0.69488,8.0,,18.0995
대산연안2_연안,2010-11-01,126.3788889,37.04472222,26.0,151.394,30.32,13.42,0.41368,54.2,8.28,7.96,184.0,15.0,22.0,97.0,,126.0,1.919,14.0,,25.7848
대산연안3_연안,2010-02-01,126.3736111,37.07916667,34.0,304.0,31.77,3.02,0.90484,35.2,10.83,8.0,598.0,2.0,21.0,206.0,,219.0,1.28538,11.0,,65.1685
대산연안3_연안,2010-05-01,126.3736111,37.07916667,34.0,375.0,31.55,8.98,0.57728,5.4,10.0344,8.2,116.0,5.0,15.0,138.0,,152.0,1.24707,9.0,,17.11
대산연안3_연안,2010-08-01,126.3736111,37.07916667,36.0,498.0,31.36,21.04,1.1767,9.0,8.74,7.99,3.0,3.0,5.0,1.0,,13.0,1.07868,9.0,,16.9683
대산연안3_연안,2010-11-01,126.3736111,37.07916667,25.0,172.112,30.29,14.04,0.41204,53.0,8.17,7.95,178.0,14.0,21.0,101.0,,125.0,0.8686,10.0,,23.5426
대산연안4_연안,2010-02-01,126.2077778,37.07444444,33.0,238.0,31.91,3.45,0.8136,47.0,10.6,8.03,592.0,1.0,24.0,199.0,,204.0,1.20546,4.0,,60.6742
대산연안4_연안,2010-05-01,126.2077778,37.07444444,42.0,392.0,31.65,8.1,1.12652,8.6,10.1558,8.16,150.0,6.0,17.0,151.0,,161.0,0.898817,4.0,,18.07
대산연안4_연안,2010-08-01,126.2077778,37.07444444,40.0,103.0,31.39,20.87,0.94552,19.4,8.65,8.01,4.0,4.0,4.0,11.0,,27.0,0.93728,12.0,,64.4796
대산연안4_연안,2010-11-01,126.2077778,37.07444444,40.0,203.984,30.6,13.9,0.33664,64.0,8.11,7.95,225.0,3.0,22.0,115.0,,125.0,2.0806,7.0,,24.6637
대정연안1_연안,2010-02-01,126.2516667,33.2025,20.0,402.582,34.4126,14.7295,0.88497,2.0,8.06608,8.19,443.35,2.02788,11.2433,85.3209,,98.2161,0.309975,10.8673,,15.1298
대정연안1_연안,2010-05-01,126.2516667,33.2025,19.0,186.382,34.3091,15.6208,1.42334,2.3,7.68,8.11573,468.703,3.36963,8.04353,54.8279,,64.9534,0.564785,6.75588,,13.7083
대정연안1_연안,2010-08-01,126.2516667,33.2025,19.5,161.88,32.4119,21.9864,1.09667,1.0,7.10027,8.14,526.3,2.84197,5.10878,48.0072,,70.0113,0.799776,19.1621,,12.1868
대정연안1_연안,2010-11-01,126.2516667,33.2025,18.0,149.397,33.9389,21.7828,1.36796,1.7,7.32093,8.16,263.777,1.88622,6.41111,39.428,,54.3316,0.519205,13.0175,,9.21071
대정연안2_연안,2010-02-01,126.3275,33.22,30.0,310.383,34.3984,14.8345,0.91977,2.2,8.11177,8.17,434.493,2.35117,12.1309,76.382,,89.1942,0.341768,10.4611,,16.849
대정연안2_연안,2010-05-01,126.3275,33.22,32.0,142.509,34.3513,15.9362,1.64009,1.6,7.61,8.14573,547.257,4.99635,9.97994,62.0396,,97.3023,1.2506,30.2664,,13.5302
대정연안2_연안,2010-11-01,126.3275,33.22,27.0,148.317,33.9459,22.1171,1.22586,1.1,7.4338,8.19,239.217,1.63285,5.21834,22.9634,,29.9334,0.758838,5.33716,,9.90586
대정연안3_연안,2010-02-01,126.2027778,33.23777778,30.0,175.051,34.4095,14.903,0.88628,2.8,8.11285,8.19,428.096,1.93971,11.3913,85.0629,,96.2449,0.421248,9.2423,,18.2245
대정연안3_연안,2010-05-01,126.2027778,33.23777778,26.0,160.973,34.3066,15.5879,1.4377,1.6,7.68,8.11573,444.09,3.83441,8.34144,55.281,,84.6526,0.282392,25.5372,,12.8181
대정연안3_연안,2010-08-01,126.2027778,33.23777778,23.4,237.68,33.3183,18.2075,0.96271,0.7,7.84795,8.1,650.135,2.69548,7.96369,59.0568,,139.313,0.799776,77.5608,,16.1295
대정연안3_연안,2010-11-01,126.2027778,33.23777778,27.0,158.339,33.9806,21.8115,1.30692,1.3,7.34427,8.18,310.441,2.13959,6.5602,45.2228,,76.3914,0.7189,29.0289,,11.8175
도암만1_환경관리,2010-02-01,126.86472,34.42778,31.0,141.0,33.3,7.19,1.32,89.6,9.96,8.0,322.0,2.0,10.0,66.0,,68.0,0.3,0.0,,15.0
도암만1_환경관리,2010-05-01,126.86472,34.42778,23.0,70.0,33.55,15.1,3.96,116.8,9.42,8.13,26.0,2.0,8.0,2.0,,9.0,0.67,5.0,,23.0
도암만1_환경관리,2010-08-01,126.86472,34.42778,29.5,98.0,32.64,21.16,1.18,8.2,5.68,7.81,312.0,0.0,0.0,0.0,,2.0,0.28,2.0,,3.0
도암만1_환경관리,2010-11-01,126.86472,34.42778,24.8,185.0,32.48,15.06,1.71,21.8,7.55,7.98,481.0,11.0,20.0,106.0,,119.0,0.5,2.0,,27.0
도암만2_환경관리,2010-02-01,126.77222,34.45694,11.0,109.0,33.21,6.27,2.76,86.8,10.34,8.01,249.0,2.0,8.0,58.3,,66.0,0.16,6.0,,12.0
도암만2_환경관리,2010-05-01,126.77222,34.45694,4.5,156.0,33.24,15.46,4.13,109.2,9.5,8.11,39.0,2.0,3.0,8.0,,17.0,0.69,6.0,,46.0
도암만2_환경관리,2010-08-01,126.77222,34.45694,4.4,123.0,32.25,22.45,0.92,9.6,5.23,7.81,366.0,0.0,0.0,1.0,,21.0,0.33,20.0,,7.0
도암만2_환경관리,2010-11-01,126.77222,34.45694,2.9,222.0,32.29,15.04,1.77,73.0,7.47,7.99,528.0,10.0,21.0,95.0,,107.0,0.48,2.0,,51.0
동해연안1_연안,2010-02-01,129.135,37.53555556,20.0,223.0,33.99,7.58,0.916,11.4,9.34422,8.11,292.0,3.0,17.0,108.0,,129.0,0.352,18.0,,20.0
동해연안1_연안,2010-05-01,129.135,37.53555556,18.0,265.724,34.0,10.7,3.308,15.0,9.72692,8.22,21.0,2.0,1.0,1.0,,20.0,1.34933,17.0,,29.0
동해연안1_연안,2010-08-01,129.135,37.53555556,19.0,235.279,33.36,11.71,1.024,11.0,8.69044,8.09,134.0,2.0,3.0,22.0,,59.0,0.517333,35.0,,23.0
동해연안1_연안,2010-11-01,129.135,37.53555556,19.0,191.0,32.89,16.94,1.164,4.0,7.60613,8.18,199.0,4.0,5.0,43.0,,132.0,0.890667,85.0,,35.0
동해연안2_연안,2010-02-01,129.1547222,37.50305556,28.0,268.0,34.0,7.12,1.32,11.6,9.26449,8.12,287.0,3.0,16.0,100.0,,112.0,0.48,9.0,,38.0
동해연안2_연안,2010-05-01,129.1547222,37.50305556,27.0,245.322,34.09,10.0,1.704,2.6,9.7907,8.2,35.0,2.0,3.0,1.0,,29.0,1.33333,26.0,,20.0
동해연안2_연안,2010-08-01,129.1547222,37.50305556,28.0,334.668,34.06,8.99,0.668,9.4,8.73828,8.06,259.0,4.0,13.0,99.0,,144.0,0.501333,41.0,,42.0
동해연안2_연안,2010-11-01,129.1547222,37.50305556,29.0,322.004,33.92,13.43,0.42,5.2,5.77237,8.09,432.0,7.0,24.0,169.0,,222.0,0.586667,46.0,,49.0
동해연안3_연안,2010-02-01,129.1522222,37.52333333,28.0,257.0,34.0,7.58,1.1,8.0,9.26449,8.12,295.0,3.0,17.0,107.0,,120.0,0.656,10.0,,40.0
동해연안3_연안,2010-05-01,129.1522222,37.52333333,29.0,309.589,34.09,10.0,2.172,11.0,9.83854,8.21,28.0,1.0,2.0,1.0,,19.0,0.848,17.0,,17.0
동해연안3_연안,2010-08-01,129.1522222,37.52333333,27.0,353.802,34.03,6.82,0.4,9.6,8.53098,8.13,294.0,4.0,17.0,123.0,,167.0,0.456,40.0,,34.0
동해연안3_연안,2010-11-01,129.1522222,37.52333333,27.0,278.912,33.91,14.59,0.3856,3.4,5.48534,8.08,481.0,4.0,26.0,183.0,,228.0,0.448,41.0,,47.0
동해연안4_연안,2010-02-01,129.115,37.61138889,43.0,208.0,33.99,5.75,0.2928,11.0,9.00936,8.06,370.0,2.0,23.0,136.0,,152.0,0.4373,14.0,,39.0
동해연안4_연안,2010-05-01,129.115,37.61138889,45.0,438.346,34.02,7.5,1.128,3.6,9.83854,8.16,108.0,2.0,8.0,22.0,,58.0,0.848,34.0,,37.0
동해연안4_연안,2010-08-01,129.115,37.61138889,47.0,856.577,33.85,6.04,0.636,9.6,9.45584,8.17,196.0,5.0,11.0,53.0,,109.0,0.376,51.0,,32.0
동해연안4_연안,2010-11-01,129.115,37.61138889,46.0,371.276,33.75,7.1,0.3452,4.6,6.3783,8.03,457.0,4.0,27.0,184.0,,305.0,0.496,117.0,,36.0
동해연안H1_항만,2010-02-01,129.1152778,37.54666667,11.0,335.0,33.49,7.05,0.984,16.2,9.42395,8.1,255.0,3.0,14.0,105.0,,125.0,0.56,17.0,,39.0
동해연안H1_항만,2010-08-01,129.1152778,37.54666667,10.0,1020.17,33.26,10.8,1.104,9.6,8.65855,8.15,155.0,2.0,5.0,26.0,,65.0,1.05067,37.0,,29.0
동해연안H2_항만,2010-02-01,129.1402778,37.49666667,15.0,216.0,33.63,6.96,2.592,11.0,9.69502,8.12,306.0,4.0,18.0,129.0,,169.0,0.752,36.0,,24.0
동해연안H2_항만,2010-08-01,129.1402778,37.49666667,15.0,785.604,32.88,18.07,1.16,7.6,8.81801,8.05,172.0,2.0,5.0,37.0,,63.0,0.629333,24.0,,22.0
득량만1_환경관리,2010-02-01,127.21861,34.70667,10.3,106.0,31.71,3.11,3.22,53.4,11.31,8.17,14.0,1.0,2.0,16.0,,21.0,1.19,4.0,,18.0
득량만1_환경관리,2010-05-01,127.21861,34.70667,8.8,190.0,32.2,16.98,6.05,17.2,7.54,8.13,191.0,24.0,6.0,0.0,,30.0,0.91,6.0,,17.0
득량만1_환경관리,2010-08-01,127.21861,34.70667,10.0,144.0,31.06,26.32,6.01,10.2,6.65,7.96,1007.0,0.0,2.0,5.0,,14.0,1.17,8.0,,25.0
득량만1_환경관리,2010-11-01,127.21861,34.70667,8.3,157.0,31.3,16.18,3.71,11.0,8.76,7.9,488.0,7.0,11.0,31.0,,46.0,1.04,8.0,,23.0
득량만2_환경관리,2010-02-01,127.13944,34.63944,12.7,109.0,32.46,4.49,3.45,70.8,11.06,8.24,15.0,0.0,1.0,11.0,,17.0,0.92,6.0,,8.0
득량만2_환경관리,2010-05-01,127.13944,34.63944,10.3,149.0,32.92,15.63,4.3,21.2,8.17,8.16,165.0,4.0,9.0,28.0,,38.0,0.54,6.0,,12.0
득량만2_환경관리,2010-08-01,127.13944,34.63944,11.0,282.0,31.7,25.03,6.24,12.2,6.73,7.96,935.0,0.0,7.0,1.0,,3.0,1.36,2.0,,40.0
득량만2_환경관리,2010-11-01,127.13944,34.63944,10.0,148.0,31.74,16.73,3.85,8.0,8.92,7.99,311.0,5.0,6.0,19.0,,27.0,0.94,3.0,,18.0
득량만3_환경관리,2010-02-01,127.05083,34.52167,14.4,172.0,32.41,4.39,0.57,56.4,11.02,8.26,351.0,2.0,13.0,92.0,,96.0,0.32,2.0,,24.0
득량만3_환경관리,2010-05-01,127.05083,34.52167,11.0,86.0,33.32,15.6,6.4,19.2,8.67,8.18,37.0,3.0,4.0,7.0,,15.0,0.59,5.0,,9.5
득량만3_환경관리,2010-08-01,127.05083,34.52167,12.5,67.0,32.6,22.19,3.0,8.8,7.35,8.11,293.0,0.0,2.0,0.0,,4.0,0.76,3.0,,9.0
득량만3_환경관리,2010-11-01,127.05083,34.52167,11.5,160.0,31.88,16.14,4.98,10.6,8.92,8.07,317.0,5.0,7.0,32.0,,42.0,1.05,5.0,,24.0
득량만4_환경관리,2010-02-01,127.03111,34.595,7.5,113.0,32.33,4.13,2.25,49.4,11.02,8.27,48.0,0.0,0.0,12.0,,14.0,1.0,2.0,,11.0
득량만4_환경관리,2010-05-01,127.03111,34.595,3.5,67.0,32.43,18.33,4.42,24.4,7.5,8.13,229.0,3.0,6.0,15.0,,23.0,1.02,5.0,,6.5
득량만4_환경관리,2010-08-01,127.03111,34.595,7.5,143.0,31.84,25.58,4.03,6.2,6.9,8.08,700.0,0.0,3.0,1.0,,2.0,1.22,2.0,,22.0
득량만4_환경관리,2010-11-01,127.03111,34.595,4.0,185.0,31.16,14.41,2.98,8.8,9.05,8.01,657.0,7.0,14.0,49.0,,60.0,1.02,4.0,,28.0
득량만5_환경관리,2010-02-01,127.04111,34.48389,20.1,188.0,32.84,8.04,1.68,95.2,10.24,8.08,329.0,1.0,8.0,83.0,,85.0,0.46,1.0,,26.0
득량만5_환경관리,2010-05-01,127.04111,34.48389,14.0,47.0,33.7,15.15,6.43,16.8,9.13,8.24,61.0,5.0,6.0,15.0,,24.0,0.53,4.0,,6.5
득량만5_환경관리,2010-08-01,127.04111,34.48389,16.0,72.0,32.8,20.71,2.14,8.0,7.52,8.11,284.0,1.0,1.0,0.0,,8.0,0.46,7.0,,11.0
득량만5_환경관리,2010-11-01,127.04111,34.48389,15.0,155.0,31.88,15.79,6.02,10.0,9.3,8.01,266.0,3.0,5.0,17.0,,23.0,0.8,3.0,,26.0
마산만1_환경관리,2010-02-01,128.58333,35.19583,8.0,382.73,32.6821,4.9787,15.1714,9.1,10.891,8.12,24.0132,2.14216,5.77642,16.8595,,86.8415,2.81318,67.8398,,56.5682
마산만1_환경관리,2010-05-01,128.58333,35.19583,6.0,745.89,30.0131,16.9566,9.19253,6.95,9.00962,8.18,715.569,4.76947,7.52796,23.5805,,73.0148,3.033,44.6647,,88.9114
마산만1_환경관리,2010-08-01,128.58333,35.19583,7.9,577.511,32.2281,22.9008,13.1535,4.85,5.69469,7.67,439.188,0.955752,10.1162,20.433,,168.448,3.95141,147.059,,53.313
마산만1_환경관리,2010-11-01,128.58333,35.19583,8.0,568.393,31.2092,14.8867,11.7336,2.35,7.53002,7.98,735.206,17.336,33.9783,95.7486,,266.918,1.6925,153.833,,65.5695
마산만2_환경관리,2010-02-01,128.60417,35.14722,22.0,174.596,33.0583,5.4125,17.4135,8.6,11.3555,8.15,10.8406,0.623885,1.45387,5.0791,,15.1598,2.38162,9.45683,,29.4487
마산만2_환경관리,2010-05-01,128.60417,35.14722,15.0,368.488,33.3387,12.9382,6.95045,2.6,7.84763,8.01,362.933,1.72793,7.83033,15.8544,,50.1785,1.59466,32.5962,,25.5474
마산만2_환경관리,2010-08-01,128.60417,35.14722,16.0,375.103,32.1794,23.4116,8.74412,3.7,7.56102,7.42,124.706,1.11888,10.8905,0.201236,,16.5453,2.61715,15.2252,,40.7956
마산만2_환경관리,2010-11-01,128.60417,35.14722,23.0,429.887,31.8508,15.506,5.30626,1.4,7.21558,8.0,688.251,15.7666,24.7905,71.4055,,189.745,0.920192,102.573,,53.6815
마산만3_환경관리,2010-02-01,128.58972,35.1675,12.0,302.83,32.8114,4.7867,16.5167,9.9,11.2914,8.16,13.1783,0.939,0.990738,7.37299,,45.2483,3.03696,36.9364,,40.0365
마산만3_환경관리,2010-05-01,128.58972,35.1675,13.0,486.364,33.3064,12.8298,7.17466,4.2,5.25421,7.93,704.337,2.91075,10.7028,17.8429,,81.3988,1.72483,60.6452,,50.531
마산만3_환경관리,2010-08-01,128.58972,35.1675,14.0,682.313,33.2357,18.325,2.00293,24.55,2.31297,7.37,1045.9,3.58084,,13.4103,,349.875,2.22154,332.884,,77.6882
마산만3_환경관리,2010-11-01,128.58972,35.1675,10.0,547.591,31.57,14.8384,8.2957,2.05,7.86101,8.02,664.648,16.2797,31.8696,77.5928,,209.467,1.19954,115.594,,54.796
마산만H1_항만,2010-02-01,128.5938889,35.20555556,13.0,394.567,32.7376,4.9335,14.5735,9.35,10.5066,8.11,24.5418,2.14216,2.84326,12.0039,,81.0201,2.58941,66.8741,,48.0238
