station,date_time,longitude,latitude,총질소[μg/L],염분[psu],수온[℃],클로로필-a[μg/L],부유물질 농도[mg/L],용존산소[mg/L],수소이온농도[무단위],규산염[μg/L],아질산성질소[μg/L],인산염인[μg/L],질산성질소[μg/L],투명도[m],용존무기질소[μg/L],화학적산소요구량[mg/L],암모니아성 질소[μg/L],총인[μg/L]
남해도남안3_연안,2018-05-21,128.0666667,34.61611111,117.5,33.77,16.82,1.52,4.6,8.59,8.25,,4.3,3.2,9.8,4.5,24.6,1.68,10.5,13.9
남해도남안3_연안,2018-08-19,128.0666667,34.61611111,112.4,32.46,26.95,0.24,4.1,6.84,8.23,,0.3,0.0,2.7,12.5,7.2,1.09,4.2,7.5
남해도남안3_연안,2018-11-07,128.0666667,34.61611111,138.3,33.45,17.83,1.68,4.6,8.65,8.24,,4.0,4.1,16.9,9.0,24.8,0.82,3.9,18.5
남해도남안4_연안,2018-02-25,127.9908333,34.71361111,110.6,34.27,8.76,0.36,7.7,11.28,8.35,,1.4,,9.7,6.0,14.9,0.86,3.8,14.6
남해도남안4_연안,2018-05-21,127.9908333,34.71361111,127.9,33.48,17.07,2.06,5.9,8.96,8.26,,0.6,0.1,5.9,4.5,14.8,1.78,8.3,14.9
남해도남안4_연안,2018-08-29,127.9908333,34.71361111,152.5,32.29,27.29,4.04,5.1,7.16,8.23,,1.3,3.2,6.0,3.4,47.2,2.17,39.9,20.8
남해도남안4_연안,2018-11-07,127.9908333,34.71361111,157.3,33.38,18.04,1.98,3.9,8.36,8.23,,5.2,,19.0,4.9,37.1,0.87,13.0,21.4
남해도남안5_연안,2018-02-02,127.7819444,34.55888889,185.4,33.93,7.92,1.4,8.5,9.99,8.25,,4.0,,96.3,1.8,111.3,0.96,11.0,25.4
남해도남안5_연안,2018-05-22,127.7819444,34.55888889,152.5,33.79,16.38,0.77,14.2,7.82,8.18,,8.3,,29.4,2.0,57.0,1.43,19.4,18.3
남해도남안5_연안,2018-08-27,127.7819444,34.55888889,167.6,32.6,25.54,1.27,11.4,6.16,8.15,,4.4,,31.5,1.8,63.0,1.29,27.1,22.4
남해도남안5_연안,2018-11-11,127.7819444,34.55888889,205.6,33.12,17.07,0.48,3.5,7.9,8.18,,10.3,,51.2,3.9,81.8,0.76,20.3,26.4
대산연안1_연안,2018-02-09,126.4755556,37.05222222,312.2,31.63,1.09,0.82,12.3,10.33,8.24,,4.1,,,1.6,286.6,1.24,26.4,43.0
대산연안1_연안,2018-05-17,126.4755556,37.05222222,312.7,31.05,12.3,2.56,40.7,8.02,8.04,95.6,3.4,,,1.0,148.6,2.4,20.3,27.5
대산연안1_연안,2018-08-13,126.4755556,37.05222222,206.3,30.89,25.48,1.32,11.0,7.62,8.0,,2.6,,11.6,2.0,52.0,1.93,37.8,27.9
대산연안1_연안,2018-11-13,126.4755556,37.05222222,393.2,30.54,15.55,0.9,10.8,7.92,7.89,,24.1,,,2.0,248.1,1.39,5.3,46.5
대산연안2_연안,2018-02-09,126.3788889,37.04472222,263.4,31.8,1.6,1.02,27.8,10.51,8.24,,3.1,,,1.1,223.7,1.49,13.5,41.8
대산연안2_연안,2018-05-17,126.3788889,37.04472222,294.9,31.18,12.04,1.76,28.3,8.13,8.04,79.2,3.6,,122.6,2.4,142.7,2.29,16.5,25.1
대산연안2_연안,2018-08-12,126.3788889,37.04472222,172.5,31.31,23.23,1.49,8.9,8.57,8.12,64.7,1.5,,6.1,4.0,20.8,1.79,13.2,21.8
대산연안2_연안,2018-11-12,126.3788889,37.04472222,348.3,30.91,16.1,0.92,10.2,7.85,8.13,,16.7,,,1.2,209.9,1.33,4.5,40.6
대산연안3_연안,2018-02-09,126.3736111,37.07916667,304.2,31.72,1.35,0.92,25.5,11.42,8.24,,3.7,,,1.0,236.6,1.2,22.0,43.9
대산연안3_연안,2018-05-15,126.3736111,37.07916667,240.2,31.48,10.39,3.05,38.3,7.07,8.05,59.7,2.0,,103.8,1.0,114.3,2.22,8.5,22.7
대산연안3_연안,2018-08-12,126.3736111,37.07916667,176.0,31.18,23.47,1.6,12.9,8.24,8.1,82.0,1.7,,6.2,1.8,25.2,1.88,17.3,23.6
대산연안3_연안,2018-11-13,126.3736111,37.07916667,357.8,30.85,15.93,0.95,10.8,7.77,7.9,,15.0,,,2.1,215.0,1.55,2.7,42.7
대산연안4_연안,2018-02-01,126.2077778,37.07444444,343.2,31.72,2.47,0.1,23.8,10.55,8.18,,3.4,,,1.0,244.0,1.42,13.5,43.9
대산연안4_연안,2018-05-15,126.2077778,37.07444444,301.4,31.52,10.34,1.6,45.8,8.01,8.04,64.2,2.4,,100.6,3.1,118.0,1.88,15.0,30.7
대산연안4_연안,2018-08-12,126.2077778,37.07444444,165.6,31.27,22.65,1.28,14.2,8.87,8.15,40.1,1.6,2.8,4.3,3.4,15.3,1.74,9.4,19.6
대산연안4_연안,2018-11-13,126.2077778,37.07444444,318.0,31.33,16.22,0.93,18.4,7.67,7.89,,4.9,,,1.0,168.1,1.44,3.1,39.3
대정연안1_연안,2018-02-25,126.2516667,33.2025,160.0,34.42,14.02,0.3,4.5,9.0,8.19,,3.8,,46.3,10.0,51.5,0.55,1.4,23.2
대정연안1_연안,2018-05-11,126.2516667,33.2025,142.8,34.15,16.27,0.53,14.0,8.45,8.3,,2.8,,54.4,10.0,62.2,2.1,5.0,15.8
대정연안1_연안,2018-08-30,126.2516667,33.2025,133.6,33.01,20.9,2.86,3.0,7.35,8.21,,2.5,0.9,17.7,6.2,24.7,1.53,4.5,14.0
대정연안1_연안,2018-11-15,126.2516667,33.2025,127.9,33.97,21.05,0.12,1.5,9.01,7.75,,4.3,2.4,35.2,10.0,44.0,0.97,4.6,15.4
대정연안2_연안,2018-02-25,126.3275,33.22,174.4,34.42,14.13,0.41,3.9,9.41,8.24,,3.9,,62.7,10.2,116.9,1.06,50.4,18.2
대정연안2_연안,2018-05-11,126.3275,33.22,84.7,34.25,16.54,0.57,9.6,8.57,8.29,,0.8,2.1,21.3,10.5,25.9,1.07,3.9,14.0
대정연안2_연안,2018-08-30,126.3275,33.22,140.4,32.55,23.91,1.79,3.9,7.84,8.26,64.5,0.7,0.0,0.3,7.5,5.3,2.01,4.3,14.2
대정연안2_연안,2018-11-15,126.3275,33.22,108.2,33.99,21.23,0.15,7.5,7.59,7.77,,5.3,2.2,14.2,7.4,22.6,0.51,3.2,12.0
대정연안3_연안,2018-02-25,126.2027778,33.23777778,167.7,34.4,14.04,0.25,3.6,9.59,8.24,,3.5,,65.2,10.1,71.6,0.8,2.9,22.9
대정연안3_연안,2018-05-11,126.2027778,33.23777778,108.7,34.27,16.66,0.67,11.4,8.25,8.31,,0.7,2.8,28.0,11.5,32.7,1.2,4.0,15.2
대정연안3_연안,2018-08-30,126.2027778,33.23777778,111.2,33.06,21.38,2.24,2.4,7.74,8.26,70.4,0.6,0.2,0.2,5.2,5.9,1.98,5.1,14.3
대정연안3_연안,2018-11-15,126.2027778,33.23777778,161.0,33.9,20.81,0.17,3.8,8.28,7.74,,5.3,3.3,39.6,9.0,58.3,0.6,13.5,15.2
도암만1_환경관리,2018-02-08,126.86472,34.42778,143.5,33.66,5.97,0.38,35.0,10.27,8.14,,1.0,,54.8,1.7,72.2,1.45,16.4,20.1
도암만1_환경관리,2018-05-22,126.86472,34.42778,154.7,33.42,17.25,0.85,11.6,10.5,8.05,,5.8,,34.1,1.5,69.0,1.97,29.1,25.3
도암만1_환경관리,2018-08-28,126.86472,34.42778,264.9,31.63,27.02,2.22,38.3,8.41,8.0,,4.8,,49.9,1.3,110.4,1.81,55.7,37.0
도암만1_환경관리,2018-11-07,126.86472,34.42778,242.8,33.04,16.2,1.36,43.0,10.23,7.98,,21.5,,134.8,1.3,180.5,0.89,24.3,47.9
도암만2_환경관리,2018-02-08,126.77222,34.45694,175.1,33.57,5.03,0.43,59.2,10.57,8.26,,1.1,,63.4,1.6,79.0,1.36,14.5,24.0
도암만2_환경관리,2018-05-23,126.77222,34.45694,254.7,32.65,18.55,4.18,11.0,10.99,8.01,,6.9,,73.6,0.5,96.3,1.7,15.8,36.3
도암만2_환경관리,2018-08-28,126.77222,34.45694,247.1,31.05,27.12,3.94,46.8,8.76,8.17,,6.1,,66.2,1.4,118.9,2.2,46.6,38.7
도암만2_환경관리,2018-11-07,126.77222,34.45694,240.5,33.0,16.23,1.37,12.3,9.9,8.09,,22.1,,137.2,1.3,183.4,0.96,24.2,50.2
도암만3_환경관리,2018-02-08,126.77139,34.48417,156.8,32.99,2.48,0.93,55.4,11.61,8.24,,1.4,,64.2,1.5,92.0,1.68,26.4,23.2
도암만3_환경관리,2018-05-23,126.77139,34.48417,296.3,31.73,19.7,3.9,15.2,10.58,7.85,,8.3,,98.8,0.7,133.0,2.02,25.9,44.0
도암만3_환경관리,2018-08-28,126.77139,34.48417,328.5,28.72,27.45,4.42,35.4,9.77,8.17,,7.3,,93.9,1.2,141.2,2.39,40.0,51.9
도암만3_환경관리,2018-11-07,126.77139,34.48417,254.1,32.92,16.19,1.77,20.5,10.28,8.1,,22.4,,,1.2,188.5,0.97,26.7,59.7
도암만4_환경관리,2018-02-08,126.77639,34.50611,190.4,32.96,2.91,0.96,85.6,11.38,8.24,,0.2,,39.0,1.3,59.7,1.01,20.5,26.0
도암만4_환경관리,2018-05-23,126.77639,34.50611,345.2,31.63,19.54,3.08,33.8,10.4,7.81,,9.3,,105.1,0.3,163.4,1.95,49.0,66.8
도암만4_환경관리,2018-08-28,126.77639,34.50611,462.2,27.81,27.61,4.32,39.8,9.49,8.18,,10.5,,,1.2,224.2,2.5,55.8,62.7
도암만4_환경관리,2018-11-07,126.77639,34.50611,315.3,32.63,15.91,2.22,20.9,10.12,8.11,,22.4,,,1.0,192.2,0.94,28.8,63.7
도암만5_환경관리,2018-02-08,126.77361,34.53389,195.7,32.47,1.96,0.81,47.4,11.79,8.24,,0.9,,77.4,1.5,102.9,1.45,24.6,25.6
도암만5_환경관리,2018-05-23,126.77361,34.53389,408.5,30.83,20.26,4.62,19.8,10.53,7.77,,10.8,,,0.4,215.4,1.94,62.0,60.8
도암만5_환경관리,2018-08-28,126.77361,34.53389,505.6,26.9,27.55,4.52,41.7,9.54,8.14,,12.6,,,1.0,283.8,2.79,68.5,68.2
도암만5_환경관리,2018-11-07,126.77361,34.53389,318.5,32.06,15.37,3.66,27.8,11.25,8.12,,15.0,,130.8,0.8,168.7,1.39,22.8,53.4
도암만6_환경관리,2018-02-08,126.77806,34.55944,181.7,32.46,2.37,0.72,41.8,12.13,8.26,,1.2,,77.4,1.0,116.9,1.45,38.3,20.7
도암만6_환경관리,2018-05-23,126.77806,34.55944,467.8,29.68,20.87,4.14,27.2,10.27,7.76,,8.8,,124.8,0.3,209.5,2.12,75.9,75.4
도암만6_환경관리,2018-08-28,126.77806,34.55944,633.9,23.73,27.61,6.24,19.9,8.2,8.08,,18.5,,,0.7,444.2,3.0,110.3,81.1
도암만6_환경관리,2018-11-07,126.77806,34.55944,462.3,30.14,14.47,2.66,22.1,11.23,8.01,,16.1,,,0.8,318.4,1.77,69.5,85.6
동해연안1_연안,2018-02-09,129.135,37.53555556,165.8,34.3,8.86,0.36,3.8,9.1,8.16,,2.8,,,15.1,118.5,0.81,12.0,22.5
동해연안1_연안,2018-05-06,129.135,37.53555556,94.8,34.13,14.09,2.1,4.5,9.61,8.28,37.6,0.5,0.4,1.6,7.0,9.8,2.71,7.6,13.4
동해연안1_연안,2018-08-12,129.135,37.53555556,119.6,32.94,22.63,0.8,6.9,8.62,7.91,31.4,0.4,0.1,1.0,6.6,15.9,1.45,14.5,11.3
동해연안1_연안,2018-11-05,129.135,37.53555556,149.3,33.52,17.5,1.44,2.7,8.14,8.29,,1.7,0.8,5.7,8.5,11.8,0.68,4.4,13.4
동해연안2_연안,2018-02-09,129.1547222,37.50305556,169.4,33.57,9.52,0.32,3.8,8.49,8.16,,6.3,,,15.6,125.2,0.68,9.8,22.5
동해연안2_연안,2018-05-06,129.1547222,37.50305556,93.0,34.23,13.9,2.28,9.9,9.4,8.27,30.9,0.7,0.0,1.8,8.0,25.4,2.16,22.9,13.3
동해연안2_연안,2018-08-12,129.1547222,37.50305556,95.5,32.84,22.88,0.7,4.2,8.62,7.92,30.4,0.3,0.0,1.0,7.1,13.5,1.41,12.2,9.2
동해연안2_연안,2018-11-05,129.1547222,37.50305556,120.1,33.5,17.26,1.63,4.4,8.14,8.29,104.5,1.1,1.2,7.5,8.0,15.0,0.73,6.4,15.9
동해연안3_연안,2018-02-09,129.1522222,37.52333333,183.2,34.16,8.75,0.33,8.5,9.11,8.17,,3.1,,,16.3,115.0,0.49,5.6,21.6
동해연안3_연안,2018-05-06,129.1522222,37.52333333,103.0,34.17,14.05,2.44,13.0,9.66,8.29,32.0,0.7,0.7,2.4,6.0,15.8,2.0,12.6,13.1
동해연안3_연안,2018-08-12,129.1522222,37.52333333,92.8,33.01,22.16,0.83,6.4,8.65,7.99,26.4,0.4,0.0,1.6,6.8,13.3,1.45,11.3,9.0
동해연안3_연안,2018-11-05,129.1522222,37.52333333,119.6,33.48,17.34,1.42,2.2,8.16,8.29,105.1,1.0,1.1,7.1,8.0,13.5,0.98,5.5,14.2
동해연안4_연안,2018-02-09,129.115,37.61138889,182.8,34.29,8.78,0.35,4.7,9.2,8.16,,3.0,,,15.1,114.4,0.6,6.1,23.3
동해연안4_연안,2018-05-06,129.115,37.61138889,95.8,34.16,13.35,0.8,4.0,9.25,8.25,44.7,0.8,1.2,2.6,10.0,36.0,2.19,32.6,13.5
동해연안4_연안,2018-08-12,129.115,37.61138889,105.6,32.53,23.99,0.52,3.1,8.88,8.01,45.2,0.5,0.0,6.1,7.0,10.6,1.61,4.0,11.2
동해연안4_연안,2018-11-03,129.115,37.61138889,118.3,33.52,17.84,0.58,1.3,7.76,8.29,77.2,2.5,1.8,11.0,13.0,23.7,0.79,10.2,13.5
동해연안H1_항만,2018-02-09,129.1152778,37.54666667,278.6,33.87,6.5,1.67,0.8,10.61,8.22,,5.4,,,5.0,149.1,0.97,20.1,28.5
동해연안H1_항만,2018-08-12,129.1152778,37.54666667,147.2,32.4,23.92,3.28,1.8,8.48,7.86,139.4,3.1,0.1,29.3,3.8,53.2,2.15,20.8,16.6
동해연안H2_항만,2018-02-09,129.1402778,37.49666667,185.8,34.13,7.83,0.85,3.8,9.69,8.2,,5.6,,,14.0,112.2,0.92,7.9,24.4
동해연안H2_항만,2018-08-12,129.1402778,37.49666667,133.3,32.49,22.26,6.88,6.7,7.6,7.83,97.8,0.8,0.6,4.7,2.0,21.7,2.44,16.2,15.1
득량만1_환경관리,2018-02-03,127.21861,34.70667,178.5,32.77,2.37,1.62,77.5,10.42,8.31,34.3,0.4,,2.1,0.2,52.8,1.12,50.2,37.5
득량만1_환경관리,2018-05-23,127.21861,34.70667,193.1,32.69,19.48,3.63,15.4,7.76,8.1,,6.0,,42.6,1.1,100.8,1.35,52.2,25.8
득량만1_환경관리,2018-08-28,127.21861,34.70667,197.0,31.5,28.96,6.98,7.6,7.88,8.15,,3.4,,18.4,2.2,25.8,1.68,4.0,41.5
득량만1_환경관리,2018-11-13,127.21861,34.70667,324.6,31.36,15.07,1.01,8.9,8.59,8.11,,34.8,,94.7,1.4,206.4,1.16,77.0,51.9
득량만2_환경관리,2018-02-03,127.13944,34.63944,166.7,33.22,3.91,1.19,47.2,9.15,8.29,,0.0,,29.3,0.2,44.3,2.0,14.9,33.6
득량만2_환경관리,2018-05-23,127.13944,34.63944,156.5,32.93,19.01,3.52,16.2,8.23,8.19,,2.3,2.3,13.8,1.9,26.3,1.44,10.1,18.2
득량만2_환경관리,2018-08-28,127.13944,34.63944,102.6,32.14,28.55,6.24,9.1,7.62,8.21,,0.8,,2.8,2.3,9.2,1.94,5.6,29.2
득량만2_환경관리,2018-11-13,127.13944,34.63944,229.7,32.12,15.5,0.62,8.4,8.29,8.14,,38.9,,77.0,1.6,158.8,1.18,43.0,45.0
득량만3_환경관리,2018-02-03,127.05083,34.52167,296.7,33.56,7.11,0.16,52.2,8.93,8.24,,1.3,,94.2,0.5,132.5,1.62,37.0,28.8
득량만3_환경관리,2018-05-22,127.05083,34.52167,176.8,32.97,19.14,4.36,11.8,8.35,8.15,,3.1,3.1,33.4,1.5,49.7,2.17,13.3,20.3
득량만3_환경관리,2018-08-28,127.05083,34.52167,93.8,32.42,27.98,6.28,9.3,8.28,8.28,,0.5,,2.4,2.1,7.1,1.47,4.2,17.5
득량만3_환경관리,2018-11-12,127.05083,34.52167,235.1,32.44,15.99,0.88,5.4,8.66,8.17,,31.4,,67.3,2.0,116.1,1.51,17.4,36.4
득량만4_환경관리,2018-02-03,127.03111,34.595,189.3,32.97,1.66,1.54,81.9,10.46,8.36,42.2,0.3,,2.4,0.2,30.2,1.43,27.5,41.1
득량만4_환경관리,2018-05-23,127.03111,34.595,235.9,32.51,19.53,3.96,29.6,7.98,8.09,,8.0,,60.6,1.1,88.1,2.27,19.6,23.6
득량만4_환경관리,2018-08-28,127.03111,34.595,146.1,31.94,28.76,6.68,8.6,8.18,8.27,,0.6,,3.2,1.5,8.7,1.71,4.9,28.8
득량만4_환경관리,2018-11-13,127.03111,34.595,263.3,31.39,13.79,1.31,13.2,7.84,8.14,,9.1,,63.9,1.2,127.1,1.59,54.2,43.5
득량만5_환경관리,2018-02-03,127.04111,34.48389,202.4,33.56,7.26,0.11,37.2,9.37,8.2,,1.4,,113.5,0.8,132.3,1.51,17.4,29.5
득량만5_환경관리,2018-05-22,127.04111,34.48389,167.3,33.54,17.61,1.73,10.4,8.23,8.17,,4.6,,31.5,1.8,54.9,2.17,18.8,19.2
득량만5_환경관리,2018-08-28,127.04111,34.48389,76.4,32.56,27.52,6.04,6.3,7.92,8.25,94.9,0.1,,2.8,3.2,8.9,1.4,6.0,12.6
득량만5_환경관리,2018-11-12,127.04111,34.48389,257.2,33.09,15.87,0.42,7.2,7.75,8.12,,17.9,,101.6,1.8,130.9,1.07,11.4,37.5
마산만1_환경관리,2018-02-23,128.58333,35.19583,291.9,33.11,4.77,0.36,5.7,11.37,8.44,16.6,4.1,,15.3,2.1,44.9,2.79,25.5,36.5
마산만1_환경관리,2018-05-17,128.58333,35.19583,360.5,31.17,19.08,13.04,23.6,9.17,8.38,,1.2,2.7,3.4,2.0,12.8,2.96,8.2,56.3
마산만1_환경관리,2018-08-11,128.58333,35.19583,363.4,30.66,28.33,5.3,3.5,3.63,8.06,,1.6,,4.6,2.2,108.8,3.26,102.6,70.7
마산만1_환경관리,2018-11-17,128.58333,35.19583,483.2,32.31,16.11,1.65,4.8,6.0,8.07,,18.6,,98.9,2.9,309.9,1.3,192.3,56.6
마산만10_환경관리,2018-02-23,128.57472,35.19444,368.2,33.04,4.46,0.4,14.9,11.4,8.43,42.4,6.9,,35.2,2.9,84.8,2.67,42.6,42.0
마산만10_환경관리,2018-05-17,128.57472,35.19444,330.4,30.88,18.84,4.64,22.4,7.35,8.24,,4.9,,63.6,2.5,123.5,2.48,55.0,45.2
마산만10_환경관리,2018-08-11,128.57472,35.19444,402.9,30.37,28.54,5.9,6.0,4.12,8.07,,5.1,,16.6,3.0,161.1,3.79,139.4,71.2
마산만10_환경관리,2018-11-17,128.57472,35.19444,483.4,32.23,16.14,2.53,3.3,6.02,8.07,,20.9,,106.2,2.9,303.2,1.4,176.1,61.1
마산만11_환경관리,2018-02-23,128.57694,35.19889,330.2,32.94,4.79,0.19,8.9,11.07,8.39,57.4,6.5,,43.5,2.5,104.1,2.11,54.1,34.1
마산만11_환경관리,2018-05-17,128.57694,35.19889,327.5,31.2,18.45,5.24,9.8,7.27,8.25,,5.3,,66.4,2.2,144.9,2.49,73.2,45.7
마산만11_환경관리,2018-08-11,128.57694,35.19889,438.7,29.92,28.83,7.75,11.8,2.5,8.04,,5.9,,23.4,2.5,188.2,4.13,158.9,84.2
마산만11_환경관리,2018-11-17,128.57694,35.19889,468.4,32.22,16.15,2.16,5.1,5.97,8.06,,20.8,,108.1,3.0,309.1,1.3,180.1,61.2
마산만12_환경관리,2018-02-23,128.58056,35.20139,369.3,33.03,4.65,0.34,8.5,11.05,8.4,49.8,6.3,,31.0,2.0,114.6,2.53,77.3,41.6
마산만12_환경관리,2018-05-17,128.58056,35.20139,586.7,30.61,18.97,16.68,18.6,7.19,8.2,,9.0,,97.5,2.0,190.4,3.67,83.9,81.8
마산만12_환경관리,2018-08-11,128.58056,35.20139,282.2,30.89,28.42,6.35,12.7,3.46,8.04,,2.9,,9.2,2.6,146.6,3.64,134.5,52.7
마산만12_환경관리,2018-11-17,128.58056,35.20139,525.0,32.29,16.25,1.32,4.4,4.98,8.01,,21.0,,104.1,2.1,338.2,1.67,213.1,67.0
마산만13_환경관리,2018-02-23,128.58639,35.20611,276.6,33.1,4.88,0.15,3.7,11.08,8.41,31.1,6.2,,38.2,3.0,73.4,2.03,29.0,27.7
마산만13_환경관리,2018-05-17,128.58639,35.20611,630.2,31.27,18.01,13.28,10.4,6.95,8.09,,14.2,,,1.9,314.3,3.6,146.7,78.0
마산만13_환경관리,2018-08-11,128.58639,35.20611,361.1,29.94,28.64,5.05,8.7,3.7,8.01,,4.5,,21.5,2.1,184.8,3.59,158.8,74.4
마산만13_환경관리,2018-11-17,128.58639,35.20611,458.9,32.41,16.49,1.75,6.3,5.89,8.08,,18.8,,92.7,2.0,287.6,1.49,176.1,58.1
마산만14_환경관리,2018-02-23,128.58694,35.20917,288.2,33.11,4.74,0.06,8.1,11.48,8.4,37.0,6.0,,44.1,2.8,77.5,2.23,27.4,28.6
마산만14_환경관리,2018-05-17,128.58694,35.20917,812.1,29.23,19.8,32.48,2.4,6.99,8.09,,16.1,,,1.8,365.9,3.1,169.5,113.9
마산만14_환경관리,2018-08-11,128.58694,35.20917,421.2,30.0,28.59,5.05,28.3,2.9,7.93,,3.8,,16.6,1.7,262.3,4.21,241.9,84.4
마산만14_환경관리,2018-11-17,128.58694,35.20917,382.0,32.41,16.29,1.18,10.9,5.73,8.07,,18.8,,92.9,1.5,290.3,1.44,178.7,58.5
마산만15_환경관리,2018-02-23,128.59639,35.2075,252.8,33.12,4.9,0.49,6.5,11.16,8.42,20.7,5.3,,25.5,2.7,62.4,2.48,31.6,27.5
마산만15_환경관리,2018-05-17,128.59639,35.2075,596.4,29.12,19.68,12.8,8.6,6.87,8.07,,12.8,,,2.0,304.3,3.29,138.8,75.6
마산만15_환경관리,2018-08-11,128.59639,35.2075,393.4,30.95,28.28,6.3,4.2,2.45,8.03,,1.4,,6.7,2.5,151.6,3.76,143.5,83.7
마산만15_환경관리,2018-11-17,128.59639,35.2075,446.9,32.3,16.16,1.9,5.8,5.96,8.07,,19.2,,99.7,2.1,288.5,1.72,169.6,57.8
마산만2_환경관리,2018-02-23,128.60417,35.14722,229.6,33.29,4.74,0.47,15.5,12.11,8.48,5.8,2.7,,11.4,4.5,22.9,2.87,8.8,23.8
마산만2_환경관리,2018-05-17,128.60417,35.14722,770.1,31.9,17.81,32.95,59.3,10.48,8.46,,1.4,,3.6,1.4,38.0,2.11,33.0,107.3
마산만2_환경관리,2018-08-11,128.60417,35.14722,247.8,30.93,28.49,5.36,7.5,5.54,8.19,75.9,1.2,,4.8,3.0,30.0,3.02,24.0,39.3
마산만2_환경관리,2018-11-17,128.60417,35.14722,394.2,32.5,16.07,1.78,3.4,6.79,8.12,,16.0,,90.8,4.0,235.4,1.33,128.6,48.2
마산만3_환경관리,2018-02-23,128.58972,35.1675,206.1,33.21,4.97,0.66,22.3,12.08,8.45,8.5,3.3,,3.1,2.5,46.5,2.45,40.1,23.0
마산만3_환경관리,2018-05-17,128.58972,35.1675,499.6,31.57,18.36,18.68,19.6,9.68,8.39,,0.1,1.5,2.2,1.8,12.0,2.11,9.7,72.7
마산만3_환경관리,2018-08-11,128.58972,35.1675,250.6,29.85,28.53,5.72,9.7,4.85,8.15,84.1,1.6,,12.3,2.3,58.4,2.99,44.5,41.7
마산만3_환경관리,2018-11-17,128.58972,35.1675,420.9,32.41,16.13,2.02,3.5,6.47,8.09,,17.4,,96.3,3.2,262.9,1.27,149.3,53.8
마산만4_환경관리,2018-02-23,128.57639,35.17778,262.8,33.13,4.66,0.67,20.3,12.21,8.49,8.1,3.7,,6.1,3.5,40.5,2.79,30.7,29.4
마산만4_환경관리,2018-05-17,128.57639,35.17778,278.8,31.34,18.35,6.76,9.2,8.94,8.32,,2.5,0.1,22.6,1.8,50.6,2.53,25.5,41.8
마산만4_환경관리,2018-08-11,128.57639,35.17778,382.6,29.75,28.54,6.4,3.4,3.72,8.03,,2.5,,10.5,2.0,166.8,3.59,153.8,72.0
마산만4_환경관리,2018-11-17,128.57639,35.17778,418.0,32.28,16.23,2.06,3.6,6.38,8.1,,18.3,,106.1,3.0,284.9,1.75,160.5,57.0
마산만5_환경관리,2018-02-23,128.6025,35.14167,152.6,33.27,4.78,0.28,7.3,12.27,8.45,9.2,3.1,,12.2,4.0,34.4,2.42,19.1,17.9
마산만5_환경관리,2018-05-17,128.6025,35.14167,876.6,32.05,17.57,,25.6,11.65,8.5,,1.2,,2.1,1.4,27.3,1.73,24.0,112.8
마산만5_환경관리,2018-08-12,128.6025,35.14167,279.3,30.93,28.0,5.12,3.5,5.58,8.1,,4.6,,25.7,2.7,78.5,3.56,48.2,45.9
마산만5_환경관리,2018-11-17,128.6025,35.14167,319.3,32.48,16.09,1.69,3.9,6.73,8.1,,16.4,,92.0,3.9,236.8,1.09,128.4,48.3
마산만6_환경관리,2018-02-24,128.60944,35.11556,365.8,33.3,5.01,0.15,8.7,11.71,8.4,43.0,6.2,,16.1,4.0,176.1,2.54,153.8,33.7
마산만6_환경관리,2018-05-17,128.60944,35.11556,589.6,32.24,17.09,18.7,20.8,10.06,8.39,,0.9,,66.4,1.5,117.4,1.44,50.1,75.6
마산만6_환경관리,2018-08-12,128.60944,35.11556,259.4,31.39,28.2,3.42,2.6,5.16,8.14,74.6,3.6,,18.4,3.6,65.0,3.11,43.0,38.9
마산만6_환경관리,2018-11-17,128.60944,35.11556,424.2,32.55,16.0,3.92,3.8,7.11,8.16,,12.1,,82.9,4.5,213.1,1.53,118.1,52.7
마산만7_환경관리,2018-02-23,128.66694,35.08083,174.7,33.54,5.84,0.67,4.7,11.49,8.39,19.6,2.8,,1.8,3.0,15.4,2.05,10.9,20.4
마산만7_환경관리,2018-05-17,128.66694,35.08083,275.2,32.76,16.31,10.96,11.2,10.1,8.39,,1.1,0.2,6.3,2.0,46.5,1.3,39.1,35.9
마산만7_환경관리,2018-08-11,128.66694,35.08083,143.5,32.13,27.08,2.44,4.1,5.5,8.16,,2.1,,6.3,3.9,37.2,2.12,28.8,20.3
마산만7_환경관리,2018-11-15,128.66694,35.08083,304.3,32.76,16.31,1.14,3.0,8.07,8.13,,11.8,,81.5,5.2,154.4,1.55,61.1,37.9
마산만8_환경관리,2018-02-23,128.72111,35.04889,145.9,33.8,6.8,0.99,10.7,10.95,8.36,31.0,3.0,,5.4,3.5,16.7,1.41,8.4,19.5
마산만8_환경관리,2018-05-18,128.72111,35.04889,152.7,32.84,16.28,5.24,9.8,9.18,8.3,,0.8,0.8,6.1,2.3,16.3,1.44,9.4,25.8
마산만8_환경관리,2018-08-11,128.72111,35.04889,139.6,32.25,26.77,2.3,2.9,4.81,8.2,,1.5,1.8,2.4,4.5,8.8,2.15,4.9,19.5
마산만8_환경관리,2018-11-18,128.72111,35.04889,281.7,32.84,16.28,1.04,3.4,7.23,8.15,,12.3,,88.4,4.4,135.4,1.08,34.7,26.9
마산만9_환경관리,2018-02-23,128.565,35.18444,416.7,32.92,4.86,0.21,19.3,11.57,8.41,94.1,6.7,,52.2,2.5,116.9,1.19,58.0,47.2
