station,date_time,longitude,latitude,bot.depth[m],depth(m),depth(text),염분[psu],수온[℃],용존산소[ml/L],수소이온농도[무단위],규산염[μM],아질산성질소[μM],인산염인[μM],질산성질소[μM],투명도[m]
102-00,2006-02-13 10:00:00,129.5883,36.0767,0,0,,34.363,11.46,4.46,,,,,,9.0
102-00,2006-02-13 10:00:00,129.5883,36.0767,0,10,,34.438,11.32,5.22,,,,,,
102-00,2006-02-13 10:00:00,129.5883,36.0767,0,20,,34.426,11.32,5.28,,,,,,
102-00,2006-02-13 10:00:00,129.5883,36.0767,0,30,,34.309,9.92,5.26,,,,,,
102-00,2006-02-13 10:00:00,129.5883,36.0767,0,50,,34.352,9.05,5.97,,,,,,
102-00,2006-05-13 18:16:00,129.5883,36.0767,0,0,,34.237,14.68,6.02,,,,,,
102-00,2006-05-13 18:16:00,129.5883,36.0767,0,10,,33.743,14.6,6.17,,,,,,
102-00,2006-05-13 18:16:00,129.5883,36.0767,0,20,,34.156,14.62,5.75,,,,,,
102-00,2006-05-13 18:16:00,129.5883,36.0767,0,30,,34.463,12.59,6.15,,,,,,
102-00,2006-05-13 18:16:00,129.5883,36.0767,0,50,,34.162,8.44,5.97,,,,,,
102-00,2006-06-20 09:20:00,129.5883,36.0767,0,0,,33.926,15.2,6.05,,,,,,
102-00,2006-06-20 09:20:00,129.5883,36.0767,0,10,,33.958,16.05,6.39,,,,,,
102-00,2006-06-20 09:20:00,129.5883,36.0767,0,20,,34.669,14.41,5.7,,,,,,
102-00,2006-06-20 09:20:00,129.5883,36.0767,0,30,,34.417,14.44,5.39,,,,,,
102-00,2006-06-20 09:20:00,129.5883,36.0767,0,50,,34.263,7.5,5.71,,,,,,
102-00,2006-09-20 23:15:00,129.5883,36.0767,0,0,,32.06,23.28,5.09,,,,,,
102-00,2006-09-20 23:15:00,129.5883,36.0767,0,10,,32.053,23.28,5.09,,,,,,
102-00,2006-09-20 23:15:00,129.5883,36.0767,0,20,,32.288,22.88,5.07,,,,,,
102-00,2006-09-20 23:15:00,129.5883,36.0767,0,30,,32.435,23.69,4.91,,,,,,
102-00,2006-09-20 23:15:00,129.5883,36.0767,0,50,,34.172,4.17,6.05,,,,,,
102-00,2006-11-04 05:31:00,129.5883,36.0767,0,0,,32.59,19.79,,,,,,,
102-00,2006-11-04 05:31:00,129.5883,36.0767,0,10,,32.568,19.77,,,,,,,
102-00,2006-11-04 05:31:00,129.5883,36.0767,0,20,,32.99,16.17,,,,,,,
102-00,2006-11-04 05:31:00,129.5883,36.0767,0,30,,34.051,12.46,,,,,,,
102-00,2006-11-04 05:31:00,129.5883,36.0767,0,50,,34.078,7.96,,,,,,,
102-00,2006-11-04 05:31:00,129.5883,36.0767,0,75,,33.992,2.66,,,,,,,
102-00,2006-12-15 06:20:00,129.5883,36.0767,0,0,,33.462,15.54,,,,,,,
102-00,2006-12-15 06:20:00,129.5883,36.0767,0,10,,33.915,15.71,,,,,,,
102-00,2006-12-15 06:20:00,129.5883,36.0767,0,20,,33.964,15.58,,,,,,,
102-00,2006-12-15 06:20:00,129.5883,36.0767,0,30,,33.981,15.36,,,,,,,
102-00,2006-12-15 06:20:00,129.5883,36.0767,0,50,,33.971,11.02,,,,,,,
102-00,2006-12-15 06:20:00,129.5883,36.0767,0,75,,34.086,5.12,,,,,,,
102-04,2006-02-13 10:20:00,129.615,36.0767,0,0,,34.367,11.2,4.7,,,,,,7.0
102-04,2006-02-13 10:20:00,129.615,36.0767,0,10,,34.387,11.2,5.13,,,,,,
102-04,2006-02-13 10:20:00,129.615,36.0767,0,20,,34.425,11.2,5.46,,,,,,
102-04,2006-02-13 10:20:00,129.615,36.0767,0,30,,34.279,10.0,5.34,,,,,,
102-04,2006-02-13 10:20:00,129.615,36.0767,0,50,,34.134,8.0,5.36,,,,,,
102-04,2006-02-13 10:20:00,129.615,36.0767,0,75,,34.102,6.0,5.25,,,,,,
102-04,2006-05-13 18:05:00,129.615,36.0767,0,0,,34.265,14.96,6.11,,,,,,
102-04,2006-05-13 18:05:00,129.615,36.0767,0,10,,34.268,14.96,5.77,,,,,,
102-04,2006-05-13 18:05:00,129.615,36.0767,0,20,,34.221,13.61,6.34,,,,,,
102-04,2006-05-13 18:05:00,129.615,36.0767,0,30,,34.31,12.55,6.46,,,,,,
102-04,2006-05-13 18:05:00,129.615,36.0767,0,50,,34.237,9.66,6.06,,,,,,
102-04,2006-06-20 09:10:00,129.615,36.0767,0,0,,33.912,15.7,5.99,,,,,,
102-04,2006-06-20 09:10:00,129.615,36.0767,0,10,,34.046,14.31,5.9,,,,,,
102-04,2006-06-20 09:10:00,129.615,36.0767,0,20,,34.378,13.86,5.24,,,,,,
102-04,2006-06-20 09:10:00,129.615,36.0767,0,30,,34.511,13.74,5.02,,,,,,
102-04,2006-06-20 09:10:00,129.615,36.0767,0,50,,34.235,8.98,5.59,,,,,,
102-04,2006-09-20 23:30:00,129.615,36.0767,0,0,,31.983,23.1,4.39,,,,,,
102-04,2006-09-20 23:30:00,129.615,36.0767,0,10,,32.152,23.24,4.43,,,,,,
102-04,2006-09-20 23:30:00,129.615,36.0767,0,20,,32.351,23.64,4.42,,,,,,
102-04,2006-09-20 23:30:00,129.615,36.0767,0,30,,32.348,23.38,4.47,,,,,,
102-04,2006-09-20 23:30:00,129.615,36.0767,0,50,,34.216,5.61,5.54,,,,,,
102-04,2006-09-20 23:30:00,129.615,36.0767,0,75,,34.068,2.95,5.67,,,,,,
102-04,2006-11-04 05:20:00,129.615,36.0767,0,0,,32.466,19.41,5.57,,,,,,
102-04,2006-11-04 05:20:00,129.615,36.0767,0,10,,32.725,19.02,4.84,,,,,,
102-04,2006-11-04 05:20:00,129.615,36.0767,0,20,,33.133,16.3,5.18,,,,,,
102-04,2006-11-04 05:20:00,129.615,36.0767,0,30,,33.899,13.35,4.1,,,,,,
102-04,2006-11-04 05:20:00,129.615,36.0767,0,50,,34.244,9.29,4.24,,,,,,
102-04,2006-12-15 05:40:00,129.615,36.0767,0,0,,33.534,15.92,,,,,,,
102-04,2006-12-15 05:40:00,129.615,36.0767,0,10,,33.936,16.17,,,,,,,
102-04,2006-12-15 05:40:00,129.615,36.0767,0,20,,33.839,15.68,,,,,,,
102-04,2006-12-15 05:40:00,129.615,36.0767,0,30,,33.917,15.75,,,,,,,
102-04,2006-12-15 05:40:00,129.615,36.0767,0,50,,34.159,14.74,,,,,,,
102-04,2006-12-15 05:40:00,129.615,36.0767,0,75,,34.057,4.79,,,,,,,
102-05,2006-02-13 10:55:00,129.6883,36.0767,0,0,,34.387,11.38,5.06,,7.58,0.03,0.56,8.75,10.0
102-05,2006-02-13 10:55:00,129.6883,36.0767,0,10,,34.407,11.39,5.26,,,,,,
102-05,2006-02-13 10:55:00,129.6883,36.0767,0,20,,34.413,11.37,5.35,,7.84,0.02,0.48,12.5,
102-05,2006-02-13 10:55:00,129.6883,36.0767,0,30,,34.414,11.27,5.32,,,,,,
102-05,2006-02-13 10:55:00,129.6883,36.0767,0,50,,34.134,8.09,5.11,,16.91,0.02,0.98,16.06,
102-05,2006-02-13 10:55:00,129.6883,36.0767,0,75,,34.098,5.04,5.38,,,,,,
102-05,2006-02-13 10:55:00,129.6883,36.0767,0,100,,34.063,3.29,5.63,,18.97,,1.32,23.26,
102-05,2006-05-13 17:27:00,129.6883,36.0767,0,0,,34.392,15.38,5.65,,1.83,,0.24,2.77,
102-05,2006-05-13 17:27:00,129.6883,36.0767,0,10,,34.405,15.33,6.18,,,,,,
102-05,2006-05-13 17:27:00,129.6883,36.0767,0,20,,34.491,15.1,5.76,,1.74,,0.23,0.4,
102-05,2006-05-13 17:27:00,129.6883,36.0767,0,30,,34.378,14.93,6.26,,,,,,
102-05,2006-05-13 17:27:00,129.6883,36.0767,0,50,,34.149,11.97,5.97,,7.97,0.05,0.53,3.8,
102-05,2006-05-13 17:27:00,129.6883,36.0767,0,75,,34.13,7.09,6.0,,,,,,
102-05,2006-05-13 17:27:00,129.6883,36.0767,0,100,,33.975,3.32,6.1,,21.17,0.01,1.19,15.91,
102-05,2006-05-13 17:27:00,129.6883,36.0767,0,125,,34.056,2.35,6.0,,,,,,
102-05,2006-06-20 08:30:00,129.6883,36.0767,0,0,,33.832,16.29,5.88,,7.43,0.05,0.15,0.27,
102-05,2006-06-20 08:30:00,129.6883,36.0767,0,10,,33.258,16.15,5.95,,,,,,
102-05,2006-06-20 08:30:00,129.6883,36.0767,0,20,,33.961,15.44,5.51,,13.19,0.17,0.51,19.89,
102-05,2006-06-20 08:30:00,129.6883,36.0767,0,30,,34.33,15.08,5.27,,,,,,
102-05,2006-06-20 08:30:00,129.6883,36.0767,0,50,,34.409,12.38,5.34,,17.91,0.03,0.77,2.66,
102-05,2006-06-20 08:30:00,129.6883,36.0767,0,75,,34.141,7.86,5.82,,,,,,
102-05,2006-06-20 08:30:00,129.6883,36.0767,0,100,,34.015,4.55,5.91,,15.31,0.09,0.92,1.14,
102-05,2006-06-20 08:30:00,129.6883,36.0767,0,125,,34.054,3.37,5.99,,,,,,
102-05,2006-06-20 08:30:00,129.6883,36.0767,0,150,,34.027,2.37,5.99,,,,,,
102-05,2006-09-21 00:05:00,129.6883,36.0767,0,0,,32.277,23.43,4.27,,5.16,,0.24,,
102-05,2006-09-21 00:05:00,129.6883,36.0767,0,10,,32.266,23.43,4.27,,,,,,
102-05,2006-09-21 00:05:00,129.6883,36.0767,0,20,,32.466,23.77,4.26,,5.35,,0.34,,
102-05,2006-09-21 00:05:00,129.6883,36.0767,0,30,,32.667,23.97,4.27,,,,,,
102-05,2006-09-21 00:05:00,129.6883,36.0767,0,50,,34.005,8.91,4.58,,21.58,,1.16,,
102-05,2006-09-21 00:05:00,129.6883,36.0767,0,75,,34.128,4.68,5.48,,,,,,
102-05,2006-09-21 00:05:00,129.6883,36.0767,0,100,,34.056,2.67,5.47,,19.21,,1.18,,
102-05,2006-09-21 00:05:00,129.6883,36.0767,0,125,,34.03,1.95,5.32,,,,,,
102-05,2006-11-04 04:46:00,129.6883,36.0767,0,0,,32.642,20.12,4.7,,6.01,0.22,0.06,1.19,
102-05,2006-11-04 04:46:00,129.6883,36.0767,0,10,,32.671,20.13,4.43,,,,,,
102-05,2006-11-04 04:46:00,129.6883,36.0767,0,20,,32.654,20.06,4.64,,5.49,0.18,0.06,1.37,
102-05,2006-11-04 04:46:00,129.6883,36.0767,0,30,,33.395,16.04,4.69,,,,,,
102-05,2006-11-04 04:46:00,129.6883,36.0767,0,50,,34.128,12.04,4.04,,23.37,0.12,0.95,17.82,
102-05,2006-11-04 04:46:00,129.6883,36.0767,0,75,,34.088,6.23,4.68,,,,,,
102-05,2006-11-04 04:46:00,129.6883,36.0767,0,100,,34.052,2.67,5.17,,26.35,0.18,1.38,16.91,
102-05,2006-11-04 04:46:00,129.6883,36.0767,0,125,,34.057,1.47,4.8,,,,,,
102-05,2006-11-04 04:46:00,129.6883,36.0767,0,150,,34.055,1.17,4.91,,,,,,
102-05,2006-12-15 05:05:00,129.6883,36.0767,0,0,,33.575,16.39,5.23,,11.6,0.89,0.45,3.25,
102-05,2006-12-15 05:05:00,129.6883,36.0767,0,10,,33.996,16.75,,,,,,,
102-05,2006-12-15 05:05:00,129.6883,36.0767,0,20,,34.013,16.74,,,11.49,0.59,0.42,2.55,
102-05,2006-12-15 05:05:00,129.6883,36.0767,0,30,,34.011,16.7,,,,,,,
102-05,2006-12-15 05:05:00,129.6883,36.0767,0,50,,34.354,16.48,5.17,,11.42,0.51,0.46,3.11,
102-05,2006-12-15 05:05:00,129.6883,36.0767,0,75,,33.901,10.55,,,,,,,
102-05,2006-12-15 05:05:00,129.6883,36.0767,0,100,,34.129,3.4,5.42,,29.6,0.09,1.44,8.35,
102-05,2006-12-15 05:05:00,129.6883,36.0767,0,125,,34.041,2.61,,,,,,,
102-05,2006-12-15 05:05:00,129.6883,36.0767,0,150,,34.045,1.85,,,,,,,
102-06,2006-02-13 11:47:00,129.7967,36.0767,0,0,,34.545,12.91,4.65,,,,,,15.0
102-06,2006-02-13 11:47:00,129.7967,36.0767,0,10,,34.521,12.97,4.93,,,,,,
102-06,2006-02-13 11:47:00,129.7967,36.0767,0,20,,34.526,12.97,5.39,,,,,,
102-06,2006-02-13 11:47:00,129.7967,36.0767,0,30,,34.52,12.95,5.49,,,,,,
102-06,2006-02-13 11:47:00,129.7967,36.0767,0,50,,34.495,12.79,5.49,,,,,,
102-06,2006-02-13 11:47:00,129.7967,36.0767,0,75,,34.323,11.56,5.43,,,,,,
102-06,2006-02-13 11:47:00,129.7967,36.0767,0,100,,34.054,5.34,5.59,,,,,,
102-06,2006-02-13 11:47:00,129.7967,36.0767,0,125,,34.047,3.41,5.58,,,,,,
102-06,2006-02-13 11:47:00,129.7967,36.0767,0,150,,34.027,2.41,5.72,,,,,,
102-06,2006-02-13 11:47:00,129.7967,36.0767,0,200,,34.035,1.4,5.83,,,,,,
102-06,2006-02-13 11:47:00,129.7967,36.0767,0,250,,34.042,1.06,5.74,,,,,,
102-06,2006-02-13 11:47:00,129.7967,36.0767,0,300,,34.05,0.96,5.62,,,,,,
102-06,2006-02-13 11:47:00,129.7967,36.0767,0,400,,34.066,0.79,5.31,,,,,,
102-06,2006-02-13 11:47:00,129.7967,36.0767,0,492,,34.072,0.56,4.99,,,,,,
102-06,2006-05-13 16:17:00,129.7967,36.0767,0,0,,34.348,15.4,5.98,,,,,,
102-06,2006-05-13 16:17:00,129.7967,36.0767,0,10,,34.394,15.29,5.87,,,,,,
102-06,2006-05-13 16:17:00,129.7967,36.0767,0,20,,34.408,15.23,6.24,,,,,,
102-06,2006-05-13 16:17:00,129.7967,36.0767,0,30,,34.415,15.22,6.2,,,,,,
102-06,2006-05-13 16:17:00,129.7967,36.0767,0,50,,34.304,13.22,6.12,,,,,,
102-06,2006-05-13 16:17:00,129.7967,36.0767,0,75,,34.27,11.49,5.9,,,,,,
102-06,2006-05-13 16:17:00,129.7967,36.0767,0,100,,34.252,7.92,6.03,,,,,,
102-06,2006-05-13 16:17:00,129.7967,36.0767,0,125,,34.043,4.99,5.99,,,,,,
102-06,2006-05-13 16:17:00,129.7967,36.0767,0,150,,34.104,3.04,6.1,,,,,,
102-06,2006-05-13 16:17:00,129.7967,36.0767,0,200,,34.029,1.38,6.42,,,,,,
102-06,2006-05-13 16:17:00,129.7967,36.0767,0,250,,34.041,1.09,6.38,,,,,,
102-06,2006-05-13 16:17:00,129.7967,36.0767,0,300,,34.054,0.9,6.27,,,,,,
102-06,2006-05-13 16:17:00,129.7967,36.0767,0,400,,34.067,0.72,6.05,,,,,,
102-06,2006-05-13 16:17:00,129.7967,36.0767,0,500,,34.07,0.61,5.94,,,,,,
102-06,2006-06-20 07:30:00,129.7967,36.0767,0,0,,33.688,17.07,6.13,,,,,,
102-06,2006-06-20 07:30:00,129.7967,36.0767,0,10,,33.683,17.04,5.73,,,,,,
102-06,2006-06-20 07:30:00,129.7967,36.0767,0,20,,33.544,16.5,5.78,,,,,,
102-06,2006-06-20 07:30:00,129.7967,36.0767,0,30,,33.544,16.81,5.7,,,,,,
102-06,2006-06-20 07:30:00,129.7967,36.0767,0,50,,34.441,14.46,5.2,,,,,,
102-06,2006-06-20 07:30:00,129.7967,36.0767,0,75,,34.259,11.13,5.74,,,,,,
102-06,2006-06-20 07:30:00,129.7967,36.0767,0,100,,34.25,8.85,5.85,,,,,,
102-06,2006-06-20 07:30:00,129.7967,36.0767,0,125,,34.18,6.39,5.91,,,,,,
102-06,2006-06-20 07:30:00,129.7967,36.0767,0,150,,34.093,4.39,6.07,,,,,,
102-06,2006-06-20 07:30:00,129.7967,36.0767,0,200,,33.994,2.01,5.87,,,,,,
102-06,2006-06-20 07:30:00,129.7967,36.0767,0,250,,34.038,1.28,5.98,,,,,,
102-06,2006-06-20 07:30:00,129.7967,36.0767,0,300,,34.045,1.07,5.99,,,,,,
102-06,2006-06-20 07:30:00,129.7967,36.0767,0,400,,34.054,0.8,5.95,,,,,,
102-06,2006-06-20 07:30:00,129.7967,36.0767,0,495,,34.065,0.68,5.81,,,,,,
102-06,2006-08-21 01:00:00,129.7967,36.0767,0,0,,32.542,23.88,4.27,,,,,,
102-06,2006-08-21 01:00:00,129.7967,36.0767,0,10,,32.544,23.89,4.56,,,,,,
102-06,2006-08-21 01:00:00,129.7967,36.0767,0,20,,32.559,23.77,4.61,,,,,,
102-06,2006-08-21 01:00:00,129.7967,36.0767,0,30,,32.69,23.47,4.62,,,,,,
102-06,2006-08-21 01:00:00,129.7967,36.0767,0,50,,33.495,12.72,4.28,,,,,,
102-06,2006-08-21 01:00:00,129.7967,36.0767,0,75,,34.047,6.07,5.03,,,,,,
102-06,2006-08-21 01:00:00,129.7967,36.0767,0,100,,34.051,3.73,5.52,,,,,,
102-06,2006-08-21 01:00:00,129.7967,36.0767,0,125,,34.053,2.63,5.49,,,,,,
102-06,2006-08-21 01:00:00,129.7967,36.0767,0,150,,34.025,1.9,5.42,,,,,,
102-06,2006-08-21 01:00:00,129.7967,36.0767,0,200,,34.052,1.17,5.33,,,,,,
102-06,2006-08-21 01:00:00,129.7967,36.0767,0,250,,34.063,0.92,5.18,,,,,,
102-06,2006-08-21 01:00:00,129.7967,36.0767,0,300,,34.069,0.8,4.9,,,,,,
102-06,2006-08-21 01:00:00,129.7967,36.0767,0,400,,34.078,0.62,4.4,,,,,,
102-06,2006-08-21 01:00:00,129.7967,36.0767,0,500,,34.079,0.59,4.24,,,,,,
102-06,2006-11-04 03:55:00,129.7967,36.0767,0,0,,32.625,20.37,4.15,,,,,,
102-06,2006-11-04 03:55:00,129.7967,36.0767,0,10,,32.622,20.39,5.11,,,,,,
102-06,2006-11-04 03:55:00,129.7967,36.0767,0,20,,32.571,20.34,5.1,,,,,,
102-06,2006-11-04 03:55:00,129.7967,36.0767,0,30,,32.921,18.45,4.7,,,,,,
102-06,2006-11-04 03:55:00,129.7967,36.0767,0,50,,34.367,16.37,4.56,,,,,,
102-06,2006-11-04 03:55:00,129.7967,36.0767,0,75,,34.213,15.39,4.02,,,,,,
102-06,2006-11-04 03:55:00,129.7967,36.0767,0,100,,34.033,9.17,4.29,,,,,,
102-06,2006-11-04 03:55:00,129.7967,36.0767,0,125,,34.041,3.02,4.8,,,,,,
102-06,2006-11-04 03:55:00,129.7967,36.0767,0,150,,34.038,2.27,5.12,,,,,,
102-06,2006-11-04 03:55:00,129.7967,36.0767,0,200,,34.046,1.25,5.11,,,,,,
102-06,2006-11-04 03:55:00,129.7967,36.0767,0,250,,34.067,0.98,5.27,,,,,,
102-06,2006-11-04 03:55:00,129.7967,36.0767,0,300,,34.075,0.79,5.39,,,,,,
102-06,2006-11-04 03:55:00,129.7967,36.0767,0,400,,34.078,0.61,5.26,,,,,,
102-06,2006-11-04 03:55:00,129.7967,36.0767,0,500,,34.082,0.48,4.65,,,,,,
102-06,2006-12-15 04:30:00,129.7967,36.0767,0,0,,33.371,17.3,,,,,,,
102-06,2006-12-15 04:30:00,129.7967,36.0767,0,10,,34.16,17.63,,,,,,,
102-06,2006-12-15 04:30:00,129.7967,36.0767,0,20,,34.182,17.7,,,,,,,
102-06,2006-12-15 04:30:00,129.7967,36.0767,0,30,,34.195,17.72,,,,,,,
102-06,2006-12-15 04:30:00,129.7967,36.0767,0,50,,34.182,17.7,,,,,,,
102-06,2006-12-15 04:30:00,129.7967,36.0767,0,75,,34.398,15.62,,,,,,,
102-06,2006-12-15 04:30:00,129.7967,36.0767,0,100,,34.273,10.53,,,,,,,
102-06,2006-12-15 04:30:00,129.7967,36.0767,0,125,,34.1,4.41,,,,,,,
102-06,2006-12-15 04:30:00,129.7967,36.0767,0,150,,34.058,2.03,,,,,,,
102-06,2006-12-15 04:30:00,129.7967,36.0767,0,200,,34.065,1.27,,,,,,,
102-06,2006-12-15 04:30:00,129.7967,36.0767,0,250,,34.075,0.91,,,,,,,
102-06,2006-12-15 04:30:00,129.7967,36.0767,0,300,,34.072,0.77,,,,,,,
102-06,2006-12-15 04:30:00,129.7967,36.0767,0,400,,34.081,0.63,,,,,,,
102-06,2006-12-15 04:30:00,129.7967,36.0767,0,500,,34.082,0.52,,,,,,,
102-07,2006-02-13 12:50:00,130.0,36.0767,0,0,,34.481,12.43,5.04,,6.41,0.03,0.55,10.23,11.0
102-07,2006-02-13 12:50:00,130.0,36.0767,0,10,,34.479,12.42,5.33,,,,,,
102-07,2006-02-13 12:50:00,130.0,36.0767,0,20,,34.479,12.4,5.39,,5.87,0.03,0.49,11.58,
102-07,2006-02-13 12:50:00,130.0,36.0767,0,30,,34.479,12.33,5.1,,,,,,
102-07,2006-02-13 12:50:00,130.0,36.0767,0,50,,34.411,11.84,5.54,,7.34,0.03,0.6,11.24,
102-07,2006-02-13 12:50:00,130.0,36.0767,0,75,,34.377,10.58,5.56,,,,,,
102-07,2006-02-13 12:50:00,130.0,36.0767,0,100,,33.996,8.2,5.34,,9.65,0.03,0.63,11.33,
102-07,2006-02-13 12:50:00,130.0,36.0767,0,125,,34.02,5.24,5.58,,,,,,
102-07,2006-02-13 12:50:00,130.0,36.0767,0,150,,34.043,3.43,5.57,,,,,,
102-07,2006-02-13 12:50:00,130.0,36.0767,0,200,,34.045,1.85,5.72,,,,,,
102-07,2006-02-13 12:50:00,130.0,36.0767,0,250,,34.046,1.16,5.62,,,,,,
102-07,2006-02-13 12:50:00,130.0,36.0767,0,300,,34.056,0.98,5.45,,,,,,
102-07,2006-02-13 12:50:00,130.0,36.0767,0,400,,34.068,0.76,5.23,,,,,,
102-07,2006-02-13 12:50:00,130.0,36.0767,0,493,,34.071,0.64,5.07,,,,,,
102-07,2006-05-13 15:02:00,130.0,36.0767,0,0,,34.48,13.77,6.0,,3.54,0.01,0.25,1.91,
102-07,2006-05-13 15:02:00,130.0,36.0767,0,10,,34.625,13.44,5.91,,,,,,
102-07,2006-05-13 15:02:00,130.0,36.0767,0,20,,34.335,12.87,6.4,,3.31,,0.27,2.81,
102-07,2006-05-13 15:02:00,130.0,36.0767,0,30,,34.381,12.55,6.41,,,,,,
102-07,2006-05-13 15:02:00,130.0,36.0767,0,50,,34.408,11.7,6.37,,4.18,0.04,0.31,2.05,
102-07,2006-05-13 15:02:00,130.0,36.0767,0,75,,34.398,10.87,6.31,,,,,,
102-07,2006-05-13 15:02:00,130.0,36.0767,0,100,,34.372,10.56,6.29,,5.99,0.01,0.5,5.05,
102-07,2006-05-13 15:02:00,130.0,36.0767,0,125,,34.286,9.08,6.45,,,,,,
102-07,2006-05-13 15:02:00,130.0,36.0767,0,150,,34.198,7.02,6.36,,,,,,
102-07,2006-05-13 15:02:00,130.0,36.0767,0,200,,34.057,2.6,6.16,,,,,,
102-07,2006-05-13 15:02:00,130.0,36.0767,0,250,,34.048,1.31,6.22,,,,,,
102-07,2006-05-13 15:02:00,130.0,36.0767,0,300,,34.055,0.97,6.21,,,,,,
102-07,2006-05-13 15:02:00,130.0,36.0767,0,400,,34.067,0.77,6.01,,,,,,
102-07,2006-05-13 15:02:00,130.0,36.0767,0,500,,34.07,0.62,5.89,,,,,,
102-07,2006-06-20 06:10:00,130.0,36.0767,0,0,,33.428,18.74,5.55,,5.02,0.12,0.13,20.92,
102-07,2006-06-20 06:10:00,130.0,36.0767,0,10,,34.015,18.55,5.44,,,,,,
102-07,2006-06-20 06:10:00,130.0,36.0767,0,20,,34.318,17.47,5.77,,2.31,0.12,0.1,2.04,
102-07,2006-06-20 06:10:00,130.0,36.0767,0,30,,34.317,16.38,5.78,,,,,,
102-07,2006-06-20 06:10:00,130.0,36.0767,0,50,,34.395,12.8,5.93,,5.11,0.01,0.18,2.83,
102-07,2006-06-20 06:10:00,130.0,36.0767,0,75,,34.404,11.14,5.85,,,,,,
102-07,2006-06-20 06:10:00,130.0,36.0767,0,100,,34.395,10.86,5.9,,6.57,0.07,0.42,30.52,
102-07,2006-06-20 06:10:00,130.0,36.0767,0,125,,34.351,10.28,5.89,,,,,,
102-07,2006-06-20 06:10:00,130.0,36.0767,0,150,,34.248,8.61,5.9,,,,,,
102-07,2006-06-20 06:10:00,130.0,36.0767,0,200,,34.072,4.01,6.04,,,,,,
102-07,2006-06-20 06:10:00,130.0,36.0767,0,250,,34.035,2.18,5.92,,,,,,
102-07,2006-06-20 06:10:00,130.0,36.0767,0,300,,34.039,1.27,5.95,,,,,,
102-07,2006-06-20 06:10:00,130.0,36.0767,0,400,,34.063,0.82,5.78,,,,,,
102-07,2006-06-20 06:10:00,130.0,36.0767,0,500,,34.067,0.66,5.71,,,,,,
102-07,2006-09-21 02:40:00,130.0,36.0767,0,0,,32.574,23.52,4.21,,16.53,,1.08,,
102-07,2006-09-21 02:40:00,130.0,36.0767,0,10,,32.562,23.55,4.55,,,,,,
102-07,2006-09-21 02:40:00,130.0,36.0767,0,20,,32.587,23.55,4.41,,5.06,,0.15,,
102-07,2006-09-21 02:40:00,130.0,36.0767,0,30,,32.634,23.48,4.51,,,,,,
102-07,2006-09-21 02:40:00,130.0,36.0767,0,50,,32.649,23.12,4.44,,5.3,,0.15,,
102-07,2006-09-21 02:40:00,130.0,36.0767,0,75,,34.141,10.82,4.18,,,,,,
102-07,2006-09-21 02:40:00,130.0,36.0767,0,100,,34.051,5.64,5.26,,4.14,,0.25,,
102-07,2006-09-21 02:40:00,130.0,36.0767,0,125,,34.038,3.38,5.44,,,,,,
102-07,2006-09-21 02:40:00,130.0,36.0767,0,150,,34.014,2.26,5.45,,,,,,
102-07,2006-09-21 02:40:00,130.0,36.0767,0,200,,34.044,1.35,5.46,,,,,,
102-07,2006-09-21 02:40:00,130.0,36.0767,0,250,,34.062,1.05,5.17,,,,,,
102-07,2006-09-21 02:40:00,130.0,36.0767,0,300,,34.071,0.84,5.05,,,,,,
102-07,2006-09-21 02:40:00,130.0,36.0767,0,400,,34.077,0.65,4.92,,,,,,
102-07,2006-09-21 02:40:00,130.0,36.0767,0,500,,34.079,0.59,4.88,,,,,,
102-07,2006-11-04 02:35:00,130.0,36.0767,0,0,,33.928,22.7,4.7,,3.27,0.24,0.07,0.46,
102-07,2006-11-04 02:35:00,130.0,36.0767,0,10,,33.906,22.71,4.48,,,,,,
102-07,2006-11-04 02:35:00,130.0,36.0767,0,20,,33.975,22.78,4.9,,3.16,0.17,0.06,0.65,
102-07,2006-11-04 02:35:00,130.0,36.0767,0,30,,33.974,22.78,5.02,,,,,,
102-07,2006-11-04 02:35:00,130.0,36.0767,0,50,,33.755,22.52,4.12,,2.78,0.3,0.04,0.89,
102-07,2006-11-04 02:35:00,130.0,36.0767,0,75,,34.16,16.19,3.57,,,,,,
102-07,2006-11-04 02:35:00,130.0,36.0767,0,100,,34.247,14.82,4.3,,20.89,0.21,1.02,14.25,
102-07,2006-11-04 02:35:00,130.0,36.0767,0,125,,34.302,10.41,4.68,,,,,,
102-07,2006-11-04 02:35:00,130.0,36.0767,0,150,,34.213,8.34,5.41,,,,,,
102-07,2006-11-04 02:35:00,130.0,36.0767,0,200,,34.078,2.47,5.03,,,,,,
102-07,2006-11-04 02:35:00,130.0,36.0767,0,250,,34.056,1.22,5.2,,,,,,
102-07,2006-11-04 02:35:00,130.0,36.0767,0,300,,34.072,0.95,5.01,,,,,,
102-07,2006-11-04 02:35:00,130.0,36.0767,0,400,,34.08,0.71,4.59,,,,,,
102-07,2006-11-04 02:35:00,130.0,36.0767,0,500,,34.081,0.58,4.49,,,,,,
102-07,2006-12-15 03:40:00,130.0,36.0767,0,0,,34.217,17.99,,,,,,,
102-07,2006-12-15 03:40:00,130.0,36.0767,0,10,,34.304,18.13,,,,,,,
102-07,2006-12-15 03:40:00,130.0,36.0767,0,20,,34.301,18.14,,,,,,,
