station,date_time,longitude,latitude,bot.depth[m],depth(m),depth(text),염분[psu],수온[℃],용존산소[ml/L],규산염[μM],아질산성질소[μM],인산염인[μM],질산성질소[μM],투명도[m]
102-00,2017-04-14 05:50:00,129.5883,36.0767,0,0,,34.5251,14.3956,6.0524,,,,,
102-00,2017-04-14 05:50:00,129.5883,36.0767,0,10,,34.527,14.3936,6.0767,,,,,
102-00,2017-04-14 05:50:00,129.5883,36.0767,0,20,,34.5047,14.2373,6.025,,,,,
102-00,2017-04-14 05:50:00,129.5883,36.0767,0,30,,34.4646,13.5845,5.7664,,,,,
102-00,2017-06-23 23:00:00,129.5883,36.0767,0,0,,34.2417,16.6894,6.3741,,,,,
102-00,2017-06-23 23:00:00,129.5883,36.0767,0,10,,34.2824,13.5965,6.4632,,,,,
102-00,2017-06-23 23:00:00,129.5883,36.0767,0,20,,34.2841,10.5168,6.4047,,,,,
102-00,2017-06-23 23:00:00,129.5883,36.0767,0,30,,34.2307,9.2618,5.454,,,,,
102-00,2017-06-23 23:00:00,129.5883,36.0767,0,50,,34.189,8.3596,5.2182,,,,,
102-00,2017-08-21 17:27:00,129.5883,36.0767,0,0,,31.64,24.894,5.525,,,,,7.0
102-00,2017-08-21 17:27:00,129.5883,36.0767,0,10,,31.925,24.802,5.255,,,,,7.0
102-00,2017-08-21 17:27:00,129.5883,36.0767,0,20,,34.009,16.75,5.248,,,,,7.0
102-00,2017-08-21 17:27:00,129.5883,36.0767,0,30,,34.152,15.131,5.021,,,,,7.0
102-00,2017-10-25 21:46:00,129.5883,36.0767,0,0,,33.356,20.1271,4.6849,,,,,
102-00,2017-10-25 21:46:00,129.5883,36.0767,0,10,,33.3657,20.152,4.7143,,,,,
102-00,2017-10-25 21:46:00,129.5883,36.0767,0,20,,33.5404,20.574,4.6768,,,,,
102-00,2017-10-25 21:46:00,129.5883,36.0767,0,30,,33.7907,21.1359,4.6096,,,,,
102-00,2017-12-21 10:24:00,129.5883,36.0767,0,0,,34.3053,13.8625,4.8765,,,,,7.0
102-00,2017-12-21 10:24:00,129.5883,36.0767,0,10,,34.306,13.8715,4.8776,,,,,7.0
102-00,2017-12-21 10:24:00,129.5883,36.0767,0,20,,34.3044,13.7664,4.8693,,,,,7.0
102-00,2017-12-21 10:24:00,129.5883,36.0767,0,30,,34.2975,13.5775,4.867,,,,,7.0
102-00,2017-12-21 10:24:00,129.5883,36.0767,0,50,,34.2892,12.0219,5.0981,,,,,7.0
102-04,2017-02-15 20:26:00,129.615,36.0767,0,0,,34.4957,13.143,5.7847,,,,,
102-04,2017-02-15 20:26:00,129.615,36.0767,0,10,,34.4925,13.1475,5.7779,,,,,
102-04,2017-02-15 20:26:00,129.615,36.0767,0,20,,34.4477,12.7059,5.6283,,,,,
102-04,2017-02-15 20:26:00,129.615,36.0767,0,30,,34.4297,12.4723,5.638,,,,,
102-04,2017-02-15 20:26:00,129.615,36.0767,0,50,,34.3848,11.8838,5.6619,,,,,
102-04,2017-04-14 05:34:00,129.615,36.0767,0,0,,34.5334,14.3639,5.893,6.6547,0.1494,0.1476,0.8734,
102-04,2017-04-14 05:34:00,129.615,36.0767,0,10,,34.5338,14.3798,5.9115,,,,,
102-04,2017-04-14 05:34:00,129.615,36.0767,0,20,,34.5243,14.308,5.9182,,,,,
102-04,2017-04-14 05:34:00,129.615,36.0767,0,30,,34.429,13.3832,5.6721,,,,,
102-04,2017-04-14 05:34:00,129.615,36.0767,0,50,,34.3254,10.4731,5.4212,,,,,
102-04,2017-04-14 05:34:00,129.615,36.0767,0,75,,34.0454,1.5103,5.2844,,,,,
102-04,2017-06-23 22:44:00,129.615,36.0767,0,0,,34.2943,13.996,6.7076,,,,,
102-04,2017-06-23 22:44:00,129.615,36.0767,0,10,,34.2843,10.9394,6.9813,,,,,
102-04,2017-06-23 22:44:00,129.615,36.0767,0,20,,34.2595,10.1458,6.1201,,,,,
102-04,2017-06-23 22:44:00,129.615,36.0767,0,30,,34.2141,9.1745,5.4259,,,,,
