station,date_time,longitude,latitude,bot.depth[m],depth(m),depth(text),염분[psu],수온[℃],용존산소[ml/L],규산염[μM],아질산성질소[μM],인산염인[μM],질산성질소[μM],투명도[m]
102-04,2015-10-31 21:04:00,129.615,36.0767,0,30,,33.4506,14.0782,4.5749,,,,,
102-04,2015-10-31 21:04:00,129.615,36.0767,0,50,,34.1761,9.5201,4.7916,,,,,
102-04,2015-12-15 08:18:00,129.615,36.0767,0,0,,33.5628,15.8981,5.6442,,,,,
102-04,2015-12-15 08:18:00,129.615,36.0767,0,10,,33.5367,15.8316,5.6311,,,,,
102-04,2015-12-15 08:18:00,129.615,36.0767,0,20,,33.5218,15.7716,5.6663,,,,,
102-04,2015-12-15 08:18:00,129.615,36.0767,0,30,,33.5653,15.8508,5.5928,,,,,
102-04,2015-12-15 08:18:00,129.615,36.0767,0,50,,33.8041,15.6056,5.0933,,,,,
102-05,2015-02-15 16:13:00,129.6883,36.0767,0,0,,34.216,10.41,6.21,8.1889,0.27,0.4278,5.6184,10.0
102-05,2015-02-15 16:13:00,129.6883,36.0767,0,10,,34.215,10.4,6.19,,,,,10.0
102-05,2015-02-15 16:13:00,129.6883,36.0767,0,20,,34.209,10.38,6.18,7.3562,0.289,0.3914,5.2296,10.0
102-05,2015-02-15 16:13:00,129.6883,36.0767,0,30,,34.175,10.04,6.04,,,,,10.0
102-05,2015-02-15 16:13:00,129.6883,36.0767,0,50,,34.165,9.56,6.07,8.6053,0.251,0.4355,6.1194,10.0
102-05,2015-02-15 16:13:00,129.6883,36.0767,0,75,,34.158,9.34,6.09,,,,,10.0
102-05,2015-02-15 16:13:00,129.6883,36.0767,0,100,,34.03,5.84,6.12,11.5883,0.0863,0.7027,7.7189,10.0
102-05,2015-02-15 16:13:00,129.6883,36.0767,0,125,,34.012,4.29,5.93,,,,,10.0
102-05,2015-02-15 16:13:00,129.6883,36.0767,0,150,,34.006,3.62,5.83,,,,,10.0
102-05,2015-04-18 19:03:00,129.6883,36.0767,0,0,,34.017,13.31,5.49,7.8744,0.4396,0.3023,3.9555,
102-05,2015-04-18 19:03:00,129.6883,36.0767,0,10,,34.017,13.3,,,,,,
102-05,2015-04-18 19:03:00,129.6883,36.0767,0,20,,34.012,13.11,5.09,7.7322,0.5141,0.3418,3.9799,
102-05,2015-04-18 19:03:00,129.6883,36.0767,0,30,,34.019,12.16,,,,,,
102-05,2015-04-18 19:03:00,129.6883,36.0767,0,50,,34.168,7.79,4.85,16.0106,0.3424,0.8865,10.0667,
102-05,2015-04-18 19:03:00,129.6883,36.0767,0,75,,34.035,4.54,,,,,,
102-05,2015-04-18 19:03:00,129.6883,36.0767,0,100,,34.004,3.75,5.16,18.6499,0.1026,1.2742,12.7082,
102-05,2015-04-18 19:03:00,129.6883,36.0767,0,125,,33.985,2.74,,,,,,
102-05,2015-04-18 19:03:00,129.6883,36.0767,0,150,,33.984,2.01,,,,,,
102-05,2015-06-17 12:29:00,129.6883,36.0767,0,0,,34.0284,16.1577,6.1203,5.709,0.164,,3.4811,8.0
102-05,2015-06-17 12:29:00,129.6883,36.0767,0,10,,34.3229,10.819,4.9676,,,,,8.0
102-05,2015-06-17 12:29:00,129.6883,36.0767,0,20,,34.2308,8.5589,5.6539,10.114,0.189,0.5048,8.7604,8.0
102-05,2015-06-17 12:29:00,129.6883,36.0767,0,30,,34.1852,7.8932,5.7589,,,,,8.0
102-05,2015-06-17 12:29:00,129.6883,36.0767,0,50,,34.1021,5.6494,6.001,11.575,0.1391,0.6993,10.9722,8.0
102-05,2015-06-17 12:29:00,129.6883,36.0767,0,75,,34.0033,3.8449,6.1553,,,,,8.0
102-05,2015-06-17 12:29:00,129.6883,36.0767,0,100,,33.9476,2.5502,6.4564,15.03,0.1782,0.8218,12.4092,8.0
102-05,2015-06-17 12:29:00,129.6883,36.0767,0,125,,33.9301,2.183,6.5448,,,,,8.0
102-05,2015-06-17 12:29:00,129.6883,36.0767,0,150,,33.9194,2.0321,6.6144,,,,,8.0
102-05,2015-08-12 14:06:00,129.6883,36.0767,0,0,,31.3624,26.2254,5.104,7.6504,0.0223,0.01,0.1919,11.0
102-05,2015-08-12 14:06:00,129.6883,36.0767,0,10,,32.0519,23.8671,5.397,,,,,11.0
102-05,2015-08-12 14:06:00,129.6883,36.0767,0,20,,33.7253,16.0117,5.1432,15.945,0.1659,0.5552,7.6024,11.0
102-05,2015-08-12 14:06:00,129.6883,36.0767,0,30,,34.1447,12.2889,4.7021,,,,,11.0
102-05,2015-08-12 14:06:00,129.6883,36.0767,0,50,,34.2245,9.3053,4.9374,23.5286,0.1021,1.0887,14.1154,11.0
102-05,2015-08-12 14:06:00,129.6883,36.0767,0,75,,34.0426,3.8991,6.0761,,,,,11.0
102-05,2015-08-12 14:06:00,129.6883,36.0767,0,100,,33.9677,2.3949,6.3525,19.8046,0.062,1.0496,13.1846,11.0
102-05,2015-08-12 14:06:00,129.6883,36.0767,0,125,,33.9447,1.8087,6.475,,,,,11.0
102-05,2015-08-12 14:06:00,129.6883,36.0767,0,150,,33.944,1.6177,6.457,,,,,11.0
102-05,2015-10-31 20:22:00,129.6883,36.0767,0,0,,32.7944,19.6906,5.4446,4.489,0.205,,3.071,
102-05,2015-10-31 20:22:00,129.6883,36.0767,0,10,,32.7862,19.6886,5.4263,,,,,
102-05,2015-10-31 20:22:00,129.6883,36.0767,0,20,,32.7869,19.6886,5.4107,4.761,0.244,0.017,3.645,
102-05,2015-10-31 20:22:00,129.6883,36.0767,0,30,,32.9205,16.244,4.3585,,,,,
102-05,2015-10-31 20:22:00,129.6883,36.0767,0,50,,34.2222,15.7627,3.5075,16.133,0.023,0.718,13.226,
102-05,2015-10-31 20:22:00,129.6883,36.0767,0,75,,34.2166,8.6093,4.9115,,,,,
102-05,2015-10-31 20:22:00,129.6883,36.0767,0,100,,34.053,2.9678,6.4143,18.704,0.024,1.009,15.962,
102-05,2015-10-31 20:22:00,129.6883,36.0767,0,125,,33.9921,1.6448,6.9525,,,,,
102-05,2015-10-31 20:22:00,129.6883,36.0767,0,150,,33.9824,1.5935,6.9295,,,,,
102-05,2015-12-15 07:40:00,129.6883,36.0767,0,0,,33.7768,16.7008,5.4194,11.1815,0.3558,0.4202,7.1592,
102-05,2015-12-15 07:40:00,129.6883,36.0767,0,10,,33.7752,16.6897,5.4392,,,,,
102-05,2015-12-15 07:40:00,129.6883,36.0767,0,20,,33.7726,16.7072,5.4252,11.1224,0.3488,0.4212,7.1267,
102-05,2015-12-15 07:40:00,129.6883,36.0767,0,30,,33.7695,16.6944,5.398,,,,,
102-05,2015-12-15 07:40:00,129.6883,36.0767,0,50,,33.7342,15.5126,5.0405,20.2588,0.1011,0.8393,12.1778,
102-05,2015-12-15 07:40:00,129.6883,36.0767,0,75,,34.2398,10.9043,5.0025,,,,,
102-05,2015-12-15 07:40:00,129.6883,36.0767,0,100,,34.0652,4.2607,6.102,22.0558,0.0714,1.1946,15.5353,
102-05,2015-12-15 07:40:00,129.6883,36.0767,0,125,,33.9865,2.3283,6.7969,,,,,
102-05,2015-12-15 07:40:00,129.6883,36.0767,0,150,,33.9774,1.9141,6.7057,,,,,
102-06,2015-02-15 15:21:00,129.7967,36.0767,0,0,,34.181,9.8,6.37,,,,,11.3
102-06,2015-02-15 15:21:00,129.7967,36.0767,0,10,,34.182,9.8,6.33,,,,,11.3
102-06,2015-02-15 15:21:00,129.7967,36.0767,0,20,,34.185,9.7,6.29,,,,,11.3
102-06,2015-02-15 15:21:00,129.7967,36.0767,0,30,,34.187,9.64,6.3,,,,,11.3
102-06,2015-02-15 15:21:00,129.7967,36.0767,0,50,,34.186,9.62,6.27,,,,,11.3
102-06,2015-02-15 15:21:00,129.7967,36.0767,0,75,,34.184,9.6,6.27,,,,,11.3
102-06,2015-02-15 15:21:00,129.7967,36.0767,0,100,,34.095,8.02,5.94,,,,,11.3
102-06,2015-02-15 15:21:00,129.7967,36.0767,0,125,,34.028,5.77,6.07,,,,,11.3
102-06,2015-02-15 15:21:00,129.7967,36.0767,0,150,,34.013,3.45,5.84,,,,,11.3
102-06,2015-02-15 15:21:00,129.7967,36.0767,0,200,,34.011,1.63,5.94,,,,,11.3
102-06,2015-02-15 15:21:00,129.7967,36.0767,0,250,,34.015,1.18,5.85,,,,,11.3
102-06,2015-02-15 15:21:00,129.7967,36.0767,0,300,,34.026,1.02,5.75,,,,,11.3
102-06,2015-02-15 15:21:00,129.7967,36.0767,0,400,,34.038,0.84,5.63,,,,,11.3
102-06,2015-02-15 15:21:00,129.7967,36.0767,0,500,,34.051,0.7,5.15,,,,,11.3
102-06,2015-04-18 17:54:00,129.7967,36.0767,0,0,,34.077,13.85,,,,,,
102-06,2015-04-18 17:54:00,129.7967,36.0767,0,10,,34.081,13.84,,,,,,
102-06,2015-04-18 17:54:00,129.7967,36.0767,0,20,,34.102,13.81,,,,,,
102-06,2015-04-18 17:54:00,129.7967,36.0767,0,30,,34.1,13.79,,,,,,
102-06,2015-04-18 17:54:00,129.7967,36.0767,0,50,,34.028,12.86,,,,,,
102-06,2015-04-18 17:54:00,129.7967,36.0767,0,75,,34.205,10.17,,,,,,
102-06,2015-04-18 17:54:00,129.7967,36.0767,0,100,,34.078,5.44,,,,,,
102-06,2015-04-18 17:54:00,129.7967,36.0767,0,125,,33.974,2.86,,,,,,
102-06,2015-04-18 17:54:00,129.7967,36.0767,0,150,,33.96,2.13,,,,,,
102-06,2015-04-18 17:54:00,129.7967,36.0767,0,200,,33.983,1.61,,,,,,
102-06,2015-04-18 17:54:00,129.7967,36.0767,0,250,,34.002,1.26,,,,,,
102-06,2015-04-18 17:54:00,129.7967,36.0767,0,300,,34.018,1.07,,,,,,
102-06,2015-04-18 17:54:00,129.7967,36.0767,0,400,,34.039,0.88,,,,,,
102-06,2015-04-18 17:54:00,129.7967,36.0767,0,500,,34.046,0.72,,,,,,
102-06,2015-06-17 11:31:00,129.7967,36.0767,0,0,,34.0454,16.4646,6.3127,,,,,8.0
102-06,2015-06-17 11:31:00,129.7967,36.0767,0,10,,34.3226,12.9782,5.2796,,,,,8.0
102-06,2015-06-17 11:31:00,129.7967,36.0767,0,20,,34.3171,11.946,5.1664,,,,,8.0
102-06,2015-06-17 11:31:00,129.7967,36.0767,0,30,,34.284,10.6305,5.1803,,,,,8.0
102-06,2015-06-17 11:31:00,129.7967,36.0767,0,50,,34.1184,6.0882,6.0108,,,,,8.0
102-06,2015-06-17 11:31:00,129.7967,36.0767,0,75,,34.0387,4.1782,6.0942,,,,,8.0
102-06,2015-06-17 11:31:00,129.7967,36.0767,0,100,,33.9851,2.7033,6.1833,,,,,8.0
102-06,2015-06-17 11:31:00,129.7967,36.0767,0,125,,33.965,2.0798,6.381,,,,,8.0
102-06,2015-06-17 11:31:00,129.7967,36.0767,0,150,,33.9676,1.7712,6.3231,,,,,8.0
102-06,2015-06-17 11:31:00,129.7967,36.0767,0,200,,33.9893,1.4107,6.1614,,,,,8.0
102-06,2015-06-17 11:31:00,129.7967,36.0767,0,250,,34.0063,1.1374,6.0125,,,,,8.0
102-06,2015-06-17 11:31:00,129.7967,36.0767,0,300,,34.0151,0.9964,5.9619,,,,,8.0
102-06,2015-06-17 11:31:00,129.7967,36.0767,0,400,,34.0244,0.9021,5.8569,,,,,8.0
102-06,2015-06-17 11:31:00,129.7967,36.0767,0,500,,34.039,0.7565,5.5177,,,,,8.0
102-06,2015-08-12 13:04:00,129.7967,36.0767,0,0,,31.4279,26.0706,5.0984,,,,,11.0
102-06,2015-08-12 13:04:00,129.7967,36.0767,0,10,,31.8936,23.4153,5.6903,,,,,11.0
102-06,2015-08-12 13:04:00,129.7967,36.0767,0,20,,33.2331,18.0791,5.1813,,,,,11.0
102-06,2015-08-12 13:04:00,129.7967,36.0767,0,30,,34.2841,17.5754,4.3627,,,,,11.0
102-06,2015-08-12 13:04:00,129.7967,36.0767,0,50,,34.3297,15.5615,4.2972,,,,,11.0
102-06,2015-08-12 13:04:00,129.7967,36.0767,0,75,,34.4722,14.9573,4.2468,,,,,11.0
102-06,2015-08-12 13:04:00,129.7967,36.0767,0,100,,34.3854,12.6815,4.2966,,,,,11.0
102-06,2015-08-12 13:04:00,129.7967,36.0767,0,125,,34.0515,3.6511,6.3099,,,,,11.0
102-06,2015-08-12 13:04:00,129.7967,36.0767,0,150,,34.0037,1.8601,6.1926,,,,,11.0
102-06,2015-08-12 13:04:00,129.7967,36.0767,0,200,,34.0066,1.1608,6.1005,,,,,11.0
102-06,2015-08-12 13:04:00,129.7967,36.0767,0,250,,34.0204,0.9882,5.9189,,,,,11.0
102-06,2015-08-12 13:04:00,129.7967,36.0767,0,300,,34.0313,0.8752,5.7126,,,,,11.0
102-06,2015-08-12 13:04:00,129.7967,36.0767,0,400,,34.0406,0.7529,5.4325,,,,,11.0
102-06,2015-08-12 13:04:00,129.7967,36.0767,0,500,,34.0464,0.6651,5.2498,,,,,11.0
102-06,2015-10-31 19:17:00,129.7967,36.0767,0,0,,33.0143,20.5238,5.4014,,,,,
102-06,2015-10-31 19:17:00,129.7967,36.0767,0,10,,33.0145,20.5486,5.3924,,,,,
102-06,2015-10-31 19:17:00,129.7967,36.0767,0,20,,33.0147,20.5419,5.3919,,,,,
102-06,2015-10-31 19:17:00,129.7967,36.0767,0,30,,32.9989,20.4553,5.3588,,,,,
102-06,2015-10-31 19:17:00,129.7967,36.0767,0,50,,34.1176,17.3592,3.2679,,,,,
102-06,2015-10-31 19:17:00,129.7967,36.0767,0,75,,34.4651,16.5364,3.746,,,,,
102-06,2015-10-31 19:17:00,129.7967,36.0767,0,100,,34.3359,11.8383,4.627,,,,,
102-06,2015-10-31 19:17:00,129.7967,36.0767,0,125,,34.1335,5.4839,6.0159,,,,,
102-06,2015-10-31 19:17:00,129.7967,36.0767,0,150,,34.0323,2.0149,6.5531,,,,,
102-06,2015-10-31 19:17:00,129.7967,36.0767,0,200,,34.0209,1.1645,6.3621,,,,,
102-06,2015-10-31 19:17:00,129.7967,36.0767,0,250,,34.0301,0.9461,6.2347,,,,,
102-06,2015-10-31 19:17:00,129.7967,36.0767,0,300,,34.0422,0.8417,6.0414,,,,,
102-06,2015-10-31 19:17:00,129.7967,36.0767,0,400,,34.0499,0.7321,5.729,,,,,
102-06,2015-10-31 19:17:00,129.7967,36.0767,0,500,,34.0542,0.6181,5.5063,,,,,
102-06,2015-12-15 06:33:00,129.7967,36.0767,0,0,,33.5842,16.003,5.6038,,,,,
102-06,2015-12-15 06:33:00,129.7967,36.0767,0,10,,33.5806,15.9996,5.5922,,,,,
102-06,2015-12-15 06:33:00,129.7967,36.0767,0,20,,33.5786,15.9941,5.6089,,,,,
102-06,2015-12-15 06:33:00,129.7967,36.0767,0,30,,33.562,15.8846,5.6071,,,,,
102-06,2015-12-15 06:33:00,129.7967,36.0767,0,50,,33.5482,15.5293,5.5149,,,,,
102-06,2015-12-15 06:33:00,129.7967,36.0767,0,75,,34.3658,13.9424,3.7783,,,,,
102-06,2015-12-15 06:33:00,129.7967,36.0767,0,100,,34.0783,5.462,6.3336,,,,,
102-06,2015-12-15 06:33:00,129.7967,36.0767,0,125,,33.9751,2.9785,7.0913,,,,,
102-06,2015-12-15 06:33:00,129.7967,36.0767,0,150,,33.9565,2.1993,7.1074,,,,,
102-06,2015-12-15 06:33:00,129.7967,36.0767,0,200,,33.9727,1.5583,6.79,,,,,
102-06,2015-12-15 06:33:00,129.7967,36.0767,0,250,,33.9972,1.1878,6.5751,,,,,
102-06,2015-12-15 06:33:00,129.7967,36.0767,0,300,,34.0154,0.9834,6.2951,,,,,
102-06,2015-12-15 06:33:00,129.7967,36.0767,0,400,,34.0357,0.7748,5.7402,,,,,
102-06,2015-12-15 06:33:00,129.7967,36.0767,0,500,,34.0425,0.5873,5.3207,,,,,
102-07,2015-02-15 14:08:00,130.0,36.0767,0,0,,34.284,11.36,6.32,6.0828,0.3194,0.3451,4.5077,11.0
102-07,2015-02-15 14:08:00,130.0,36.0767,0,10,,34.279,11.33,6.26,,,,,11.0
102-07,2015-02-15 14:08:00,130.0,36.0767,0,20,,34.274,11.25,6.21,8.5188,0.4038,0.3929,6.0343,11.0
102-07,2015-02-15 14:08:00,130.0,36.0767,0,30,,34.273,11.24,6.18,,,,,11.0
102-07,2015-02-15 14:08:00,130.0,36.0767,0,50,,34.271,11.21,6.14,7.6267,0.3591,0.4009,5.6016,11.0
102-07,2015-02-15 14:08:00,130.0,36.0767,0,75,,34.163,9.78,6.07,,,,,11.0
102-07,2015-02-15 14:08:00,130.0,36.0767,0,100,,34.094,8.12,5.91,14.3574,0.1825,0.7403,9.8332,11.0
102-07,2015-02-15 14:08:00,130.0,36.0767,0,125,,34.017,5.68,6.1,,,,,11.0
102-07,2015-02-15 14:08:00,130.0,36.0767,0,150,,33.979,3.87,6.28,,,,,11.0
102-07,2015-02-15 14:08:00,130.0,36.0767,0,200,,33.991,1.89,6.18,,,,,11.0
102-07,2015-02-15 14:08:00,130.0,36.0767,0,250,,34.009,1.3,6.08,,,,,11.0
102-07,2015-02-15 14:08:00,130.0,36.0767,0,300,,34.035,1.01,5.61,,,,,11.0
102-07,2015-02-15 14:08:00,130.0,36.0767,0,400,,34.051,0.79,5.15,,,,,11.0
102-07,2015-02-15 14:08:00,130.0,36.0767,0,500,,34.057,0.64,4.97,,,,,11.0
102-07,2015-04-18 16:12:00,130.0,36.0767,0,0,,34.362,13.89,5.56,5.4567,0.1617,0.1441,2.3807,7.8
102-07,2015-04-18 16:12:00,130.0,36.0767,0,10,,34.348,13.82,,,,,,7.8
102-07,2015-04-18 16:12:00,130.0,36.0767,0,20,,34.372,13.32,5.51,5.0299,0.1844,0.1033,2.4424,7.8
102-07,2015-04-18 16:12:00,130.0,36.0767,0,30,,34.369,13.27,,,,,,7.8
102-07,2015-04-18 16:12:00,130.0,36.0767,0,50,,34.325,12.5,5.45,6.1703,0.1907,0.1786,2.6129,7.8
102-07,2015-04-18 16:12:00,130.0,36.0767,0,75,,34.275,11.01,,,,,,7.8
102-07,2015-04-18 16:12:00,130.0,36.0767,0,100,,34.243,10.09,5.55,7.6105,0.1871,0.4158,5.6219,7.8
102-07,2015-04-18 16:12:00,130.0,36.0767,0,125,,34.199,8.62,,,,,,7.8
102-07,2015-04-18 16:12:00,130.0,36.0767,0,150,,34.122,6.74,,,,,,7.8
102-07,2015-04-18 16:12:00,130.0,36.0767,0,200,,33.974,2.27,,,,,,7.8
102-07,2015-04-18 16:12:00,130.0,36.0767,0,250,,33.992,1.64,,,,,,7.8
102-07,2015-04-18 16:12:00,130.0,36.0767,0,300,,34.012,1.13,,,,,,7.8
102-07,2015-04-18 16:12:00,130.0,36.0767,0,400,,34.04,0.87,,,,,,7.8
102-07,2015-04-18 16:12:00,130.0,36.0767,0,500,,34.048,0.69,,,,,,7.8
102-07,2015-06-17 10:05:00,130.0,36.0767,0,0,,33.0714,18.1881,6.0655,5.217,0.1099,,0.734,9.9
102-07,2015-06-17 10:05:00,130.0,36.0767,0,10,,33.1565,17.2009,6.3703,,,,,9.9
102-07,2015-06-17 10:05:00,130.0,36.0767,0,20,,33.7579,15.2239,5.3667,7.344,0.1674,,5.9511,9.9
102-07,2015-06-17 10:05:00,130.0,36.0767,0,30,,34.1633,14.7167,5.2104,,,,,9.9
102-07,2015-06-17 10:05:00,130.0,36.0767,0,50,,34.3779,13.1757,4.8226,15.192,0.1249,0.4041,11.4674,9.9
102-07,2015-06-17 10:05:00,130.0,36.0767,0,75,,34.1684,8.3374,6.0531,,,,,9.9
102-07,2015-06-17 10:05:00,130.0,36.0767,0,100,,34.0375,4.046,6.1382,13.998,0.1032,0.8952,12.7792,9.9
102-07,2015-06-17 10:05:00,130.0,36.0767,0,125,,33.9454,1.897,6.5391,,,,,9.9
102-07,2015-06-17 10:05:00,130.0,36.0767,0,150,,33.9346,1.4634,6.6287,,,,,9.9
102-07,2015-06-17 10:05:00,130.0,36.0767,0,200,,33.9527,1.3645,6.5157,,,,,9.9
102-07,2015-06-17 10:05:00,130.0,36.0767,0,250,,33.9675,1.3451,6.4007,,,,,9.9
102-07,2015-06-17 10:05:00,130.0,36.0767,0,300,,33.9762,1.2694,6.3761,,,,,9.9
102-07,2015-06-17 10:05:00,130.0,36.0767,0,400,,34.0193,0.9722,5.8853,,,,,9.9
102-07,2015-06-17 10:05:00,130.0,36.0767,0,500,,34.0358,0.7968,5.5853,,,,,9.9
102-07,2015-08-12 11:46:00,130.0,36.0767,0,0,,31.4813,27.0024,4.948,7.2198,0.0244,0.01,0.4928,18.0
102-07,2015-08-12 11:46:00,130.0,36.0767,0,10,,32.5332,25.6504,5.0496,,,,,18.0
102-07,2015-08-12 11:46:00,130.0,36.0767,0,20,,33.8125,19.4092,5.3472,3.1403,0.0633,0.0033,0.6945,18.0
102-07,2015-08-12 11:46:00,130.0,36.0767,0,30,,34.2351,18.9415,4.7241,,,,,18.0
102-07,2015-08-12 11:46:00,130.0,36.0767,0,50,,34.2513,17.7754,4.3703,11.9066,0.1048,0.5085,9.1507,18.0
102-07,2015-08-12 11:46:00,130.0,36.0767,0,75,,34.2129,16.3029,4.3057,,,,,18.0
102-07,2015-08-12 11:46:00,130.0,36.0767,0,100,,34.4366,14.8321,4.196,20.5486,0.0393,0.8812,12.6794,18.0
102-07,2015-08-12 11:46:00,130.0,36.0767,0,125,,34.2336,10.5609,5.955,,,,,18.0
102-07,2015-08-12 11:46:00,130.0,36.0767,0,150,,34.1361,8.3502,6.22,,,,,18.0
102-07,2015-08-12 11:46:00,130.0,36.0767,0,200,,34.0177,3.0494,6.2013,,,,,18.0
102-07,2015-08-12 11:46:00,130.0,36.0767,0,250,,33.9955,1.4192,6.1644,,,,,18.0
102-07,2015-08-12 11:46:00,130.0,36.0767,0,300,,34.0099,1.0929,6.0611,,,,,18.0
102-07,2015-08-12 11:46:00,130.0,36.0767,0,400,,34.0372,0.8444,5.5999,,,,,18.0
102-07,2015-08-12 11:46:00,130.0,36.0767,0,500,,34.0461,0.7192,5.2884,,,,,18.0
102-07,2015-10-31 17:54:00,130.0,36.0767,0,0,,33.0106,19.9368,5.6828,1.341,0.06,,1.599,
102-07,2015-10-31 17:54:00,130.0,36.0767,0,10,,32.92,19.7228,5.6471,,,,,
102-07,2015-10-31 17:54:00,130.0,36.0767,0,20,,32.9175,19.7048,5.6574,1.334,0.063,,1.288,
102-07,2015-10-31 17:54:00,130.0,36.0767,0,30,,32.9177,19.7003,5.6116,,,,,
102-07,2015-10-31 17:54:00,130.0,36.0767,0,50,,33.048,19.4871,5.5005,1.329,0.077,,1.257,
102-07,2015-10-31 17:54:00,130.0,36.0767,0,75,,34.3184,16.5452,3.6705,,,,,
