station,date_time,longitude,latitude,bot.depth[m],depth(m),depth(text),염분[psu],수온[℃],용존산소[ml/L],규산염[μM],아질산성질소[μM],인산염인[μM],질산성질소[μM],투명도[m]
102-00,2011-02-23 14:30:00,129.5883,36.0767,0,0,,34.3841,10.5097,6.2725,,,,,10.0
102-00,2011-02-23 14:30:00,129.5883,36.0767,0,10,,34.2987,10.3763,6.2942,,,,,
102-00,2011-02-23 14:30:00,129.5883,36.0767,0,20,,34.2945,10.3269,6.3012,,,,,
102-00,2011-02-23 14:30:00,129.5883,36.0767,0,30,,34.2886,10.2875,6.3069,,,,,
102-00,2011-02-23 14:30:00,129.5883,36.0767,0,50,,34.2085,9.6264,6.4027,,,,,
102-00,2011-04-17 09:00:00,129.5883,36.0767,0,0,,34.4993,12.6771,5.9841,,,,,10.0
102-00,2011-04-17 09:00:00,129.5883,36.0767,0,10,,34.4998,12.6624,5.986,,,,,
102-00,2011-04-17 09:00:00,129.5883,36.0767,0,20,,34.4805,12.4343,6.0155,,,,,
102-00,2011-04-17 09:00:00,129.5883,36.0767,0,30,,34.4703,12.1889,6.0471,,,,,
102-00,2011-04-17 09:00:00,129.5883,36.0767,0,50,,34.4312,10.8859,6.2196,,,,,
102-00,2011-04-17 09:00:00,129.5883,36.0767,0,52,,34.4098,10.5459,6.2665,,,,,
102-00,2011-06-16 06:59:00,129.5883,36.0767,0,0,,34.185,17.5833,5.4324,,,,,
102-00,2011-06-16 06:59:00,129.5883,36.0767,0,10,,34.1192,17.6179,5.431,,,,,
102-00,2011-06-16 06:59:00,129.5883,36.0767,0,20,,34.1109,17.4056,5.4536,,,,,
102-00,2011-06-16 06:59:00,129.5883,36.0767,0,30,,34.1916,16.8971,5.5051,,,,,
102-00,2011-06-16 06:59:00,129.5883,36.0767,0,43,,34.4213,14.005,5.8254,,,,,
102-00,2011-08-30 03:00:00,129.5883,36.0767,0,0,,32.4401,24.5374,4.8448,,,,,
102-00,2011-08-30 03:00:00,129.5883,36.0767,0,10,,32.8294,23.5211,4.9216,,,,,
102-00,2011-08-30 03:00:00,129.5883,36.0767,0,20,,33.869,14.8107,5.8125,,,,,
102-00,2011-08-30 03:00:00,129.5883,36.0767,0,30,,34.1328,10.025,6.385,,,,,
102-00,2011-10-12 14:25:00,129.5883,36.0767,0,0,,33.2489,20.929,5.1408,,,,,10.0
102-00,2011-10-12 14:25:00,129.5883,36.0767,0,10,,33.2112,20.4824,5.1839,,,,,
102-00,2011-10-12 14:25:00,129.5883,36.0767,0,20,,33.2665,19.0806,5.318,,,,,
102-00,2011-10-12 14:25:00,129.5883,36.0767,0,30,,34.0235,11.9025,6.1013,,,,,
102-00,2011-12-20 19:20:00,129.5883,36.0767,0,0,,34.2381,15.544,3.1641,,,,,
102-00,2011-12-20 19:20:00,129.5883,36.0767,0,10,,34.2367,15.5649,3.5713,,,,,
102-00,2011-12-20 19:20:00,129.5883,36.0767,0,20,,34.2368,15.5596,4.3291,,,,,
102-00,2011-12-20 19:20:00,129.5883,36.0767,0,30,,34.2363,15.5579,4.6408,,,,,
102-00,2011-12-20 19:20:00,129.5883,36.0767,0,50,,34.2327,15.4536,4.6904,,,,,
102-04,2011-02-23 14:10:00,129.615,36.0767,0,0,,34.3617,10.4893,6.2762,,,,,10.0
102-04,2011-02-23 14:10:00,129.615,36.0767,0,10,,34.31,10.441,6.2849,,,,,
102-04,2011-02-23 14:10:00,129.615,36.0767,0,20,,34.3002,10.3124,6.303,,,,,
102-04,2011-02-23 14:10:00,129.615,36.0767,0,30,,34.2915,10.2534,6.3115,,,,,
102-04,2011-02-23 14:10:00,129.615,36.0767,0,50,,34.2588,9.9792,6.3509,,,,,
102-04,2011-04-17 09:15:00,129.615,36.0767,0,0,,34.5182,12.5322,6.0017,,,,,12.0
102-04,2011-04-17 09:15:00,129.615,36.0767,0,10,,34.4868,12.4329,6.0154,,,,,
102-04,2011-04-17 09:15:00,129.615,36.0767,0,20,,34.4839,12.3784,6.0224,,,,,
102-04,2011-04-17 09:15:00,129.615,36.0767,0,30,,34.4826,12.2106,6.0438,,,,,
102-04,2011-04-17 09:15:00,129.615,36.0767,0,50,,34.2792,8.2496,6.6006,,,,,
102-04,2011-04-17 09:15:00,129.615,36.0767,0,75,,34.1929,7.041,6.7903,,,,,
102-04,2011-04-17 09:15:00,129.615,36.0767,0,82,,34.0927,4.5112,7.2168,,,,,
102-04,2011-06-16 06:43:00,129.615,36.0767,0,0,,34.0813,17.5367,5.4408,3.5357,0.0714,0.0323,4.3571,
102-04,2011-06-16 06:43:00,129.615,36.0767,0,10,,34.1171,17.5723,5.4359,,,,,
102-04,2011-06-16 06:43:00,129.615,36.0767,0,20,,34.0734,17.3214,5.4638,8.2857,0.1429,0.1613,2.7143,
102-04,2011-06-16 06:43:00,129.615,36.0767,0,30,,34.0405,16.2271,5.583,,,,,
102-04,2011-06-16 06:43:00,129.615,36.0767,0,50,,34.0238,10.217,6.3272,3.1429,0.0714,,1.0714,
102-04,2011-06-16 06:43:00,129.615,36.0767,0,71,,33.8931,6.3785,6.9096,,,,,
102-04,2011-08-30 02:45:00,129.615,36.0767,0,0,,32.5552,24.3735,4.8557,,,,,
102-04,2011-08-30 02:45:00,129.615,36.0767,0,10,,32.8758,23.4568,4.9254,,,,,
102-04,2011-08-30 02:45:00,129.615,36.0767,0,20,,33.913,14.7259,5.8431,,,,,
102-04,2011-08-30 02:45:00,129.615,36.0767,0,30,,34.1076,9.8059,6.3989,,,,,
102-04,2011-08-30 02:45:00,129.615,36.0767,0,50,,34.1008,7.6194,6.719,,,,,
102-04,2011-10-12 14:00:00,129.615,36.0767,0,0,,33.194,20.8929,5.1441,,,,,10.0
102-04,2011-10-12 14:00:00,129.615,36.0767,0,10,,33.1858,20.3486,5.1974,,,,,
102-04,2011-10-12 14:00:00,129.615,36.0767,0,20,,33.3117,18.1506,5.4251,,,,,
102-04,2011-10-12 14:00:00,129.615,36.0767,0,30,,33.9752,12.322,6.1198,,,,,
102-04,2011-10-12 14:00:00,129.615,36.0767,0,50,,34.0077,5.575,7.0166,,,,,
102-04,2011-12-20 19:00:00,129.615,36.0767,0,0,,34.2316,15.6903,3.6239,,,,,
