station,date_time,longitude,latitude,bot.depth[m],depth(m),염분[psu],수온[℃],용존산소[ml/L],규산염[μM],아질산성질소[μM],인산염인[μM],질산성질소[μM],투명도[m]
105-08,2019-06-24 20:39:00,130.3117,37.5533,0,50,34.4381,13.3238,5.4198,,,,,
105-08,2019-06-24 20:39:00,130.3117,37.5533,0,75,34.3843,12.1775,5.5037,,,,,
105-08,2019-06-24 20:39:00,130.3117,37.5533,0,100,34.361,11.879,5.5308,,,,,
105-08,2019-06-24 20:39:00,130.3117,37.5533,0,125,34.3523,11.7487,5.5498,,,,,
105-08,2019-06-24 20:39:00,130.3117,37.5533,0,150,34.3475,11.6135,5.5534,,,,,
105-08,2019-06-24 20:39:00,130.3117,37.5533,0,200,34.3096,10.4302,5.4,,,,,
105-08,2019-06-24 20:39:00,130.3117,37.5533,0,250,34.1571,6.5432,5.6142,,,,,
105-08,2019-06-24 20:39:00,130.3117,37.5533,0,300,34.0294,2.5392,5.52,,,,,
105-08,2019-06-24 20:39:00,130.3117,37.5533,0,400,34.0276,1.0138,5.1419,,,,,
105-08,2019-06-24 20:39:00,130.3117,37.5533,0,500,34.0416,0.8023,4.7489,,,,,
105-08,2019-08-09 00:06:00,130.3117,37.5533,0,0,32.7039,25.5807,4.752,,,,,
105-08,2019-08-09 00:06:00,130.3117,37.5533,0,10,32.7431,25.0085,4.7793,,,,,
105-08,2019-08-09 00:06:00,130.3117,37.5533,0,20,32.7463,23.6798,4.9445,,,,,
105-08,2019-08-09 00:06:00,130.3117,37.5533,0,30,33.2605,20.9536,5.1653,,,,,
105-08,2019-08-09 00:06:00,130.3117,37.5533,0,50,34.0439,18.5238,4.6302,,,,,
105-08,2019-08-09 00:06:00,130.3117,37.5533,0,75,34.4032,15.8474,4.2855,,,,,
105-08,2019-08-09 00:06:00,130.3117,37.5533,0,100,34.4521,13.7723,4.9808,,,,,
105-08,2019-08-09 00:06:00,130.3117,37.5533,0,125,34.3855,12.236,5.3891,,,,,
105-08,2019-08-09 00:06:00,130.3117,37.5533,0,150,34.3566,11.7,5.4962,,,,,
105-08,2019-08-09 00:06:00,130.3117,37.5533,0,200,34.2055,7.6996,5.4676,,,,,
105-08,2019-08-09 00:06:00,130.3117,37.5533,0,250,34.05,3.5518,5.7254,,,,,
105-08,2019-08-09 00:06:00,130.3117,37.5533,0,300,34.0023,1.4218,5.7204,,,,,
105-08,2019-08-09 00:06:00,130.3117,37.5533,0,400,34.0156,0.9078,5.6385,,,,,
105-08,2019-08-09 00:06:00,130.3117,37.5533,0,500,34.0331,0.7923,5.0139,,,,,
105-08,2019-10-16 18:32:00,130.3117,37.5533,0,0,32.7762,21.8455,5.0466,,,,,
105-08,2019-10-16 18:32:00,130.3117,37.5533,0,10,32.7654,21.7169,4.9836,,,,,
105-08,2019-10-16 18:32:00,130.3117,37.5533,0,20,32.8391,21.6072,4.8534,,,,,
105-08,2019-10-16 18:32:00,130.3117,37.5533,0,30,32.8876,21.6142,4.722,,,,,
105-08,2019-10-16 18:32:00,130.3117,37.5533,0,50,34.0016,17.6345,4.0147,,,,,
105-08,2019-10-16 18:32:00,130.3117,37.5533,0,75,34.4262,15.8244,3.2175,,,,,
105-08,2019-10-16 18:32:00,130.3117,37.5533,0,100,34.3898,14.1554,4.2273,,,,,
105-08,2019-10-16 18:32:00,130.3117,37.5533,0,125,34.328,11.7098,4.9133,,,,,
105-08,2019-10-16 18:32:00,130.3117,37.5533,0,150,34.2417,8.8503,5.2494,,,,,
105-08,2019-10-16 18:32:00,130.3117,37.5533,0,200,34.0768,4.5791,6.2589,,,,,
105-08,2019-10-16 18:32:00,130.3117,37.5533,0,250,34.0189,2.237,6.6645,,,,,
105-08,2019-10-16 18:32:00,130.3117,37.5533,0,300,34.0085,1.2272,6.6198,,,,,
105-08,2019-10-16 18:32:00,130.3117,37.5533,0,400,34.0246,0.8364,5.79,,,,,
105-08,2019-10-16 18:32:00,130.3117,37.5533,0,500,34.0377,0.7237,4.8606,,,,,
105-08,2019-12-15 21:03:00,130.3117,37.5533,0,0,34.2027,16.1973,7.9755,,,,,
105-08,2019-12-15 21:03:00,130.3117,37.5533,0,10,34.2025,16.2092,7.9736,,,,,
105-08,2019-12-15 21:03:00,130.3117,37.5533,0,20,34.2029,16.2101,7.9735,,,,,
105-08,2019-12-15 21:03:00,130.3117,37.5533,0,30,34.2049,16.2179,7.9722,,,,,
105-08,2019-12-15 21:03:00,130.3117,37.5533,0,50,34.1942,16.1749,7.9794,,,,,
105-08,2019-12-15 21:03:00,130.3117,37.5533,0,75,34.1839,16.1296,7.9872,,,,,
105-08,2019-12-15 21:03:00,130.3117,37.5533,0,100,33.9782,14.7848,8.2135,,,,,
105-08,2019-12-15 21:03:00,130.3117,37.5533,0,125,34.406,13.6903,8.3689,,,,,
105-08,2019-12-15 21:03:00,130.3117,37.5533,0,150,34.3026,9.9781,9.0733,,,,,
105-08,2019-12-15 21:03:00,130.3117,37.5533,0,200,34.0577,2.431,10.8624,,,,,
105-08,2019-12-15 21:03:00,130.3117,37.5533,0,250,34.0293,1.2607,11.1955,,,,,
105-08,2019-12-15 21:03:00,130.3117,37.5533,0,300,34.033,0.9588,11.2842,,,,,
105-08,2019-12-15 21:03:00,130.3117,37.5533,0,400,34.0484,0.7917,11.3318,,,,,
105-08,2019-12-15 21:03:00,130.3117,37.5533,0,500,34.0574,0.6935,11.3614,,,,,
105-09,2019-02-18 01:20:00,130.625,37.5533,0,0,34.391,12.8098,5.5989,7.73483,0.348507,0.391821,4.94351,
105-09,2019-02-18 01:20:00,130.625,37.5533,0,10,34.3904,12.8051,5.5952,7.74071,0.340189,0.395268,4.8932,
105-09,2019-02-18 01:20:00,130.625,37.5533,0,20,34.3903,12.8018,5.5851,7.70971,0.342871,0.400214,4.9014,
105-09,2019-02-18 01:20:00,130.625,37.5533,0,30,34.3899,12.8006,5.6199,7.70746,0.349454,0.381561,4.84284,
105-09,2019-02-18 01:20:00,130.625,37.5533,0,50,34.3908,12.8018,5.6072,7.76882,0.346736,0.399007,4.96136,
105-09,2019-02-18 01:20:00,130.625,37.5533,0,75,34.3226,12.362,5.5717,8.06433,0.306418,0.420754,5.52571,
105-09,2019-02-18 01:20:00,130.625,37.5533,0,100,34.2885,12.049,5.5652,8.28897,0.159585,0.45695,6.25573,
105-09,2019-02-18 01:20:00,130.625,37.5533,0,125,34.2843,11.9935,5.5791,,,,,
105-09,2019-02-18 01:20:00,130.625,37.5533,0,150,34.2458,9.9566,5.3011,,,,,
105-09,2019-02-18 01:20:00,130.625,37.5533,0,200,34.0867,3.8662,5.2636,21.6076,0.022725,1.23203,16.7443,
105-09,2019-02-18 01:20:00,130.625,37.5533,0,250,34.0177,1.6103,5.5666,,,,,
105-09,2019-02-18 01:20:00,130.625,37.5533,0,300,34.028,1.1331,5.3028,,,,,
105-09,2019-02-18 01:20:00,130.625,37.5533,0,400,34.0416,0.8529,4.9911,,,,,
105-09,2019-02-18 01:20:00,130.625,37.5533,0,500,34.0525,0.7076,4.6151,42.9699,0.01413,1.8957,24.9494,
105-09,2019-04-17 15:52:00,130.625,37.5533,0,0,34.5026,14.8596,6.0121,3.07561,0.008968,0.137793,0.205021,7.8
105-09,2019-04-17 15:52:00,130.625,37.5533,0,10,34.5039,13.9593,6.1352,2.96247,0.007414,0.131914,0.114837,7.8
105-09,2019-04-17 15:52:00,130.625,37.5533,0,20,34.4688,13.212,6.2505,2.98851,0.006071,0.129336,0.126916,7.8
105-09,2019-04-17 15:52:00,130.625,37.5533,0,30,34.429,12.6114,6.1257,3.26782,0.018993,0.159557,0.292272,7.8
105-09,2019-04-17 15:52:00,130.625,37.5533,0,50,34.3669,11.9135,5.9535,4.14263,0.232146,0.310279,3.07847,7.8
105-09,2019-04-17 15:52:00,130.625,37.5533,0,75,34.3601,11.8376,5.8725,3.93809,0.300511,0.334337,3.35456,7.8
105-09,2019-04-17 15:52:00,130.625,37.5533,0,100,34.3439,11.5523,5.7844,4.54198,0.492216,0.410655,4.93055,7.8
105-09,2019-04-17 15:52:00,130.625,37.5533,0,125,34.3482,11.3265,5.7278,,,,,7.8
105-09,2019-04-17 15:52:00,130.625,37.5533,0,150,34.3108,10.6018,5.5484,,,,,7.8
105-09,2019-04-17 15:52:00,130.625,37.5533,0,200,34.1395,6.3095,5.7111,12.4997,0.021321,0.840474,11.1235,7.8
105-09,2019-04-17 15:52:00,130.625,37.5533,0,250,34.0423,2.9975,5.801,,,,,7.8
105-09,2019-04-17 15:52:00,130.625,37.5533,0,300,34.0135,1.4305,5.726,,,,,7.8
105-09,2019-04-17 15:52:00,130.625,37.5533,0,400,34.0295,0.8934,5.4795,,,,,7.8
105-09,2019-04-17 15:52:00,130.625,37.5533,0,500,34.0457,0.7592,4.9165,43.0439,0.026316,1.98769,26.9074,7.8
105-09,2019-06-24 22:29:00,130.625,37.5533,0,0,34.4638,20.2688,5.0329,4.98135,0.002791,0.046327,0.117212,
105-09,2019-06-24 22:29:00,130.625,37.5533,0,10,34.4479,19.9296,5.0809,,,,,
105-09,2019-06-24 22:29:00,130.625,37.5533,0,20,34.4458,19.758,5.0785,6.40986,0.003697,0.047091,0.120839,
105-09,2019-06-24 22:29:00,130.625,37.5533,0,30,34.4525,18.3326,5.3708,,,,,
105-09,2019-06-24 22:29:00,130.625,37.5533,0,50,34.4742,14.9243,5.4943,5.73435,0.042185,0.189255,0.588214,
105-09,2019-06-24 22:29:00,130.625,37.5533,0,75,34.3936,12.4167,5.5252,,,,,
105-09,2019-06-24 22:29:00,130.625,37.5533,0,100,34.3579,11.8804,5.5449,7.6457,0.020473,0.580918,9.51589,
105-09,2019-06-24 22:29:00,130.625,37.5533,0,125,34.3476,11.7609,5.5671,,,,,
105-09,2019-06-24 22:29:00,130.625,37.5533,0,150,34.3514,11.6594,5.522,,,,,
105-09,2019-06-24 22:29:00,130.625,37.5533,0,200,34.2749,9.5269,5.4022,,,,,
105-09,2019-06-24 22:29:00,130.625,37.5533,0,250,34.1035,5.1545,5.595,,,,,
105-09,2019-06-24 22:29:00,130.625,37.5533,0,300,34.027,2.5032,5.5029,,,,,
105-09,2019-06-24 22:29:00,130.625,37.5533,0,400,34.0299,0.9885,5.0556,,,,,
105-09,2019-08-09 01:46:00,130.625,37.5533,0,0,32.6672,25.1618,4.7539,4.94735,0.013214,0.025721,0.144448,
105-09,2019-08-09 01:46:00,130.625,37.5533,0,10,32.6395,24.5155,4.7638,5.32579,0.005129,0.004518,0.071935,
105-09,2019-08-09 01:46:00,130.625,37.5533,0,20,32.8559,23.6036,4.9182,5.15201,0.000943,0.017314,0.133906,
105-09,2019-08-09 01:46:00,130.625,37.5533,0,30,33.7211,19.7243,5.0194,4.80441,0.148943,0.096011,0.989007,
105-09,2019-08-09 01:46:00,130.625,37.5533,0,50,34.4461,17.4957,5.6984,2.59952,0.001729,0.095407,0.123808,
105-09,2019-08-09 01:46:00,130.625,37.5533,0,75,34.4545,14.1657,5.264,3.69982,0.356614,0.236904,2.01879,
105-09,2019-08-09 01:46:00,130.625,37.5533,0,100,34.407,12.5532,5.3061,3.73941,0.02442,0.342942,4.52017,
105-09,2019-08-09 01:46:00,130.625,37.5533,0,125,34.3568,11.8733,5.4936,,,,,
105-09,2019-08-09 01:46:00,130.625,37.5533,0,150,34.3472,11.7057,5.5495,,,,,
105-09,2019-08-09 01:46:00,130.625,37.5533,0,200,34.2577,9.1659,5.3864,11.4756,0.0052,0.819878,11.5209,
105-09,2019-08-09 01:46:00,130.625,37.5533,0,250,34.0877,4.7043,5.6575,,,,,
105-09,2019-08-09 01:46:00,130.625,37.5533,0,300,34.0093,1.8364,5.6407,,,,,
105-09,2019-08-09 01:46:00,130.625,37.5533,0,400,34.0208,1.0591,5.2386,,,,,
105-09,2019-08-09 01:46:00,130.625,37.5533,0,500,34.0368,0.7894,4.87,38.9852,0.01092,1.87631,25.0246,
105-09,2019-10-16 20:40:00,130.625,37.5533,0,0,32.8833,21.3429,4.8387,1.40255,0.022757,0.306418,0.275095,
105-09,2019-10-16 20:40:00,130.625,37.5533,0,10,32.8825,21.3516,4.8604,1.3911,0.010686,0.300214,0.232564,
105-09,2019-10-16 20:40:00,130.625,37.5533,0,20,32.8866,21.3484,4.8341,1.62092,0.010186,0.287211,0.261419,
105-09,2019-10-16 20:40:00,130.625,37.5533,0,30,32.9543,20.2689,4.6494,3.70315,0.067757,0.274407,0.652829,
105-09,2019-10-16 20:40:00,130.625,37.5533,0,50,33.9616,17.2015,3.645,12.9456,0.127529,0.610704,9.42612,
105-09,2019-10-16 20:40:00,130.625,37.5533,0,75,34.3646,14.9109,3.6887,18.8281,0.004421,0.906942,12.8899,
105-09,2019-10-16 20:40:00,130.625,37.5533,0,100,34.3804,12.1595,5.1145,4.1473,0.006382,0.495464,5.98809,
105-09,2019-10-16 20:40:00,130.625,37.5533,0,125,34.3363,11.0575,5.512,,,,,
105-09,2019-10-16 20:40:00,130.625,37.5533,0,150,34.1884,7.5306,5.5945,,,,,
105-09,2019-10-16 20:40:00,130.625,37.5533,0,200,34.0084,2.5617,6.9759,16.7998,0.018158,1.03059,14.5681,
105-09,2019-10-16 20:40:00,130.625,37.5533,0,250,34.0024,1.4637,6.9279,,,,,
105-09,2019-10-16 20:40:00,130.625,37.5533,0,300,34.0115,1.0593,6.5496,,,,,
105-09,2019-10-16 20:40:00,130.625,37.5533,0,400,34.0256,0.8599,5.5187,,,,,
105-09,2019-10-16 20:40:00,130.625,37.5533,0,500,34.0383,0.6968,4.7857,28.2701,0.016897,1.58941,21.1445,
105-09,2019-12-15 22:45:00,130.625,37.5533,0,0,34.1153,15.983,8.0136,,,,,
105-09,2019-12-15 22:45:00,130.625,37.5533,0,10,34.1154,15.9824,8.0137,,,,,
105-09,2019-12-15 22:45:00,130.625,37.5533,0,20,34.115,15.9835,8.0136,,,,,
105-09,2019-12-15 22:45:00,130.625,37.5533,0,30,34.1153,15.986,8.0132,,,,,
105-09,2019-12-15 22:45:00,130.625,37.5533,0,50,34.1148,15.7732,8.0467,,,,,
105-09,2019-12-15 22:45:00,130.625,37.5533,0,75,33.9856,14.493,8.2633,,,,,
105-09,2019-12-15 22:45:00,130.625,37.5533,0,100,33.9459,14.2473,8.3065,,,,,
105-09,2019-12-15 22:45:00,130.625,37.5533,0,125,33.9109,13.9414,8.3609,,,,,
105-09,2019-12-15 22:45:00,130.625,37.5533,0,150,34.3981,13.0376,8.4881,,,,,
105-09,2019-12-15 22:45:00,130.625,37.5533,0,200,34.1523,5.6579,10.0215,,,,,
105-09,2019-12-15 22:45:00,130.625,37.5533,0,250,34.0515,2.3982,10.858,,,,,
105-09,2019-12-15 22:45:00,130.625,37.5533,0,300,34.0256,1.1535,11.227,,,,,
105-09,2019-12-15 22:45:00,130.625,37.5533,0,400,34.0449,0.8578,11.3132,,,,,
105-09,2019-12-15 22:45:00,130.625,37.5533,0,500,34.0543,0.7273,11.3513,,,,,
105-10,2019-02-18 03:47:00,130.9317,37.5533,0,0,34.3784,12.5826,5.5785,,,,,
105-10,2019-02-18 03:47:00,130.9317,37.5533,0,10,34.3822,12.5891,5.5817,,,,,
105-10,2019-02-18 03:47:00,130.9317,37.5533,0,20,34.3648,12.5093,5.5542,,,,,
105-10,2019-02-18 03:47:00,130.9317,37.5533,0,30,34.384,12.4271,5.5812,,,,,
105-10,2019-02-18 03:47:00,130.9317,37.5533,0,50,34.3507,11.9831,5.7231,,,,,
105-10,2019-02-18 03:47:00,130.9317,37.5533,0,75,34.3413,11.8716,5.7248,,,,,
105-10,2019-02-18 03:47:00,130.9317,37.5533,0,100,34.2959,11.5129,5.647,,,,,
105-10,2019-02-18 03:47:00,130.9317,37.5533,0,125,34.2275,10.1767,5.3245,,,,,
105-10,2019-02-18 03:47:00,130.9317,37.5533,0,150,34.1914,9.0352,5.4782,,,,,
105-10,2019-02-18 03:47:00,130.9317,37.5533,0,200,34.1098,4.18,5.3038,,,,,
105-10,2019-02-18 03:47:00,130.9317,37.5533,0,250,34.0266,1.7567,5.4799,,,,,
105-10,2019-02-18 03:47:00,130.9317,37.5533,0,300,34.021,1.2057,5.4236,,,,,
105-10,2019-02-18 03:47:00,130.9317,37.5533,0,400,34.039,0.8932,5.0456,,,,,
105-10,2019-02-18 03:47:00,130.9317,37.5533,0,500,34.0497,0.737,4.7156,,,,,
105-10,2019-04-17 18:02:00,130.9317,37.5533,0,0,34.4661,13.7809,6.2359,,,,,
105-10,2019-04-17 18:02:00,130.9317,37.5533,0,10,34.4614,13.116,6.2411,,,,,
105-10,2019-04-17 18:02:00,130.9317,37.5533,0,20,34.4229,12.7871,6.1864,,,,,
105-10,2019-04-17 18:02:00,130.9317,37.5533,0,30,34.3937,12.484,6.1255,,,,,
105-10,2019-04-17 18:02:00,130.9317,37.5533,0,50,34.37,11.9841,5.953,,,,,
105-10,2019-04-17 18:02:00,130.9317,37.5533,0,75,34.3593,11.8773,5.8946,,,,,
105-10,2019-04-17 18:02:00,130.9317,37.5533,0,100,34.3505,11.6908,5.8345,,,,,
105-10,2019-04-17 18:02:00,130.9317,37.5533,0,125,34.355,11.3151,5.6895,,,,,
105-10,2019-04-17 18:02:00,130.9317,37.5533,0,150,34.3251,10.647,5.5963,,,,,
105-10,2019-04-17 18:02:00,130.9317,37.5533,0,200,34.1197,5.6748,5.7729,,,,,
105-10,2019-04-17 18:02:00,130.9317,37.5533,0,250,34.0493,3.0516,5.6855,,,,,
105-10,2019-04-17 18:02:00,130.9317,37.5533,0,300,34.0199,1.6408,5.5569,,,,,
105-10,2019-04-17 18:02:00,130.9317,37.5533,0,400,34.0314,0.914,5.3456,,,,,
105-10,2019-04-17 18:02:00,130.9317,37.5533,0,500,34.0444,0.7881,4.8811,,,,,
105-10,2019-06-25 00:37:00,130.9317,37.5533,0,0,34.4074,20.131,5.0239,,,,,
105-10,2019-06-25 00:37:00,130.9317,37.5533,0,10,34.3964,19.915,5.0779,,,,,
105-10,2019-06-25 00:37:00,130.9317,37.5533,0,20,34.4646,18.825,5.1437,,,,,
105-10,2019-06-25 00:37:00,130.9317,37.5533,0,30,34.4522,18.1709,5.3742,,,,,
105-10,2019-06-25 00:37:00,130.9317,37.5533,0,50,34.4775,15.5825,5.6326,,,,,
105-10,2019-06-25 00:37:00,130.9317,37.5533,0,75,34.4231,12.8478,5.4493,,,,,
105-10,2019-06-25 00:37:00,130.9317,37.5533,0,100,34.3582,11.9195,5.5114,,,,,
105-10,2019-06-25 00:37:00,130.9317,37.5533,0,125,34.3507,11.7448,5.5502,,,,,
105-10,2019-06-25 00:37:00,130.9317,37.5533,0,150,34.3486,11.4085,5.4743,,,,,
105-10,2019-06-25 00:37:00,130.9317,37.5533,0,200,34.2234,8.3149,5.3856,,,,,
105-10,2019-06-25 00:37:00,130.9317,37.5533,0,250,34.058,3.737,5.5188,,,,,
105-10,2019-06-25 00:37:00,130.9317,37.5533,0,300,34.019,1.905,5.5528,,,,,
105-10,2019-06-25 00:37:00,130.9317,37.5533,0,400,34.0255,1.0059,5.2324,,,,,
105-10,2019-06-25 00:37:00,130.9317,37.5533,0,500,34.04,0.7976,4.8383,,,,,
105-10,2019-08-09 04:46:00,130.9317,37.5533,0,0,32.6288,25.2869,4.7466,,,,,
105-10,2019-08-09 04:46:00,130.9317,37.5533,0,10,32.7666,23.7824,4.9104,,,,,
105-10,2019-08-09 04:46:00,130.9317,37.5533,0,20,33.6711,16.8347,4.9232,,,,,
105-10,2019-08-09 04:46:00,130.9317,37.5533,0,30,33.9079,16.3505,4.0553,,,,,
105-10,2019-08-09 04:46:00,130.9317,37.5533,0,50,34.2578,16.0166,4.0824,,,,,
105-10,2019-08-09 04:46:00,130.9317,37.5533,0,75,34.3523,15.0518,3.9012,,,,,
105-10,2019-08-09 04:46:00,130.9317,37.5533,0,100,34.4308,13.4045,4.8992,,,,,
105-10,2019-08-09 04:46:00,130.9317,37.5533,0,125,34.3771,12.0749,5.4093,,,,,
105-10,2019-08-09 04:46:00,130.9317,37.5533,0,150,34.3548,11.6797,5.4904,,,,,
105-10,2019-08-09 04:46:00,130.9317,37.5533,0,200,34.2486,8.8387,5.3915,,,,,
105-10,2019-08-09 04:46:00,130.9317,37.5533,0,250,34.0663,3.605,5.4577,,,,,
105-10,2019-08-09 04:46:00,130.9317,37.5533,0,300,34.0044,1.5664,5.8122,,,,,
105-10,2019-08-09 04:46:00,130.9317,37.5533,0,400,34.0158,0.889,5.6626,,,,,
105-10,2019-08-09 04:46:00,130.9317,37.5533,0,500,34.0317,0.7584,5.1733,,,,,
105-10,2019-10-16 22:35:00,130.9317,37.5533,0,0,33.084,19.1356,5.0577,,,,,
105-10,2019-10-16 22:35:00,130.9317,37.5533,0,10,33.0945,19.1815,5.0649,,,,,
105-10,2019-10-16 22:35:00,130.9317,37.5533,0,20,33.1725,19.2374,5.0379,,,,,
105-10,2019-10-16 22:35:00,130.9317,37.5533,0,30,33.3278,19.095,5.0196,,,,,
105-10,2019-10-16 22:35:00,130.9317,37.5533,0,50,34.0645,15.7181,3.2698,,,,,
105-10,2019-10-16 22:35:00,130.9317,37.5533,0,75,34.2199,11.7528,4.4489,,,,,
105-10,2019-10-16 22:35:00,130.9317,37.5533,0,100,34.1933,7.4679,5.3188,,,,,
105-10,2019-10-16 22:35:00,130.9317,37.5533,0,125,34.0806,5.0092,6.0946,,,,,
105-10,2019-10-16 22:35:00,130.9317,37.5533,0,150,34.0222,3.4541,6.8297,,,,,
105-10,2019-10-16 22:35:00,130.9317,37.5533,0,200,34.0089,1.4565,6.9002,,,,,
105-10,2019-10-16 22:35:00,130.9317,37.5533,0,250,34.0086,1.0296,6.7522,,,,,
105-10,2019-10-16 22:35:00,130.9317,37.5533,0,300,34.0189,0.9311,6.1173,,,,,
105-10,2019-10-16 22:35:00,130.9317,37.5533,0,400,34.0285,0.7633,5.3717,,,,,
105-10,2019-10-16 22:35:00,130.9317,37.5533,0,500,34.0391,0.6667,4.7451,,,,,
105-10,2019-12-16 00:37:00,130.9317,37.5533,0,0,34.1467,15.7811,8.0443,,,,,
105-10,2019-12-16 00:37:00,130.9317,37.5533,0,10,34.1474,15.7834,8.0439,,,,,
105-10,2019-12-16 00:37:00,130.9317,37.5533,0,20,34.1475,15.7822,8.0441,,,,,
105-10,2019-12-16 00:37:00,130.9317,37.5533,0,30,34.1476,15.7821,8.0441,,,,,
105-10,2019-12-16 00:37:00,130.9317,37.5533,0,50,34.0564,15.0761,8.1624,,,,,
105-10,2019-12-16 00:37:00,130.9317,37.5533,0,75,33.9672,14.4445,8.2717,,,,,
105-10,2019-12-16 00:37:00,130.9317,37.5533,0,100,33.9583,14.3802,8.2838,,,,,
105-10,2019-12-16 00:37:00,130.9317,37.5533,0,125,33.9199,13.3919,8.4539,,,,,
105-10,2019-12-16 00:37:00,130.9317,37.5533,0,150,34.0006,11.6182,8.7718,,,,,
105-10,2019-12-16 00:37:00,130.9317,37.5533,0,200,34.2487,9.9142,9.089,,,,,
105-10,2019-12-16 00:37:00,130.9317,37.5533,0,250,34.101,4.4203,10.3302,,,,,
105-10,2019-12-16 00:37:00,130.9317,37.5533,0,300,34.0321,1.8378,11.0274,,,,,
105-10,2019-12-16 00:37:00,130.9317,37.5533,0,400,34.0391,0.9145,11.2972,,,,,
105-10,2019-12-16 00:37:00,130.9317,37.5533,0,500,34.0519,0.7427,11.3465,,,,,
105-11,2019-02-18 05:54:00,131.2433,37.5533,0,0,34.2746,11.8948,5.5805,8.55128,0.122513,0.480075,6.5323,
105-11,2019-02-18 05:54:00,131.2433,37.5533,0,10,34.2824,11.9055,5.5817,8.51674,0.134655,0.47145,6.52841,
105-11,2019-02-18 05:54:00,131.2433,37.5533,0,20,34.2825,11.906,5.5702,8.60966,0.129498,0.477725,6.56254,
105-11,2019-02-18 05:54:00,131.2433,37.5533,0,30,34.2825,11.9039,5.5733,8.48683,0.13344,0.4663,6.47658,
105-11,2019-02-18 05:54:00,131.2433,37.5533,0,50,34.2828,11.908,5.5822,8.46267,0.136283,0.470175,6.41253,
105-11,2019-02-18 05:54:00,131.2433,37.5533,0,75,34.2824,11.904,5.5696,8.46922,0.134725,0.46325,6.49996,
105-11,2019-02-18 05:54:00,131.2433,37.5533,0,100,34.2821,11.9108,5.5713,8.49643,0.129368,0.462825,6.4966,
105-11,2019-02-18 05:54:00,131.2433,37.5533,0,125,34.2821,11.9174,5.5638,,,,,
105-11,2019-02-18 05:54:00,131.2433,37.5533,0,150,34.2809,11.9003,5.5508,,,,,
105-11,2019-02-18 05:54:00,131.2433,37.5533,0,200,34.1996,8.2861,5.1671,14.4398,0.05781,0.8243,11.5811,
105-11,2019-02-18 05:54:00,131.2433,37.5533,0,250,34.0363,2.3114,5.5156,,,,,
105-11,2019-02-18 05:54:00,131.2433,37.5533,0,300,34.0268,1.2858,5.3343,,,,,
105-11,2019-02-18 05:54:00,131.2433,37.5533,0,400,34.0396,0.895,5.0089,,,,,
105-11,2019-02-18 05:54:00,131.2433,37.5533,0,500,34.051,0.7393,4.6454,41.9031,0.014548,1.86337,24.7849,
105-11,2019-04-17 20:03:00,131.2433,37.5533,0,0,34.5015,13.7988,6.0098,2.34799,0.005132,0.129611,0.206185,
105-11,2019-04-17 20:03:00,131.2433,37.5533,0,10,34.5006,13.7992,5.9695,2.52641,0.016368,0.123929,0.11302,
105-11,2019-04-17 20:03:00,131.2433,37.5533,0,20,34.494,13.3404,6.0427,3.05433,0.015842,0.180747,0.151163,
105-11,2019-04-17 20:03:00,131.2433,37.5533,0,30,34.4867,13.2893,5.9117,2.53476,0.081347,0.161666,0.553669,
105-11,2019-04-17 20:03:00,131.2433,37.5533,0,50,34.4253,12.5603,5.8733,3.69082,0.260153,0.292484,2.72792,
105-11,2019-04-17 20:03:00,131.2433,37.5533,0,75,34.3685,11.9867,5.8489,3.96546,0.287458,0.312503,3.22205,
105-11,2019-04-17 20:03:00,131.2433,37.5533,0,100,34.3498,11.7411,5.8072,4.41951,0.466063,0.377721,4.33471,
105-11,2019-04-17 20:03:00,131.2433,37.5533,0,125,34.3459,11.5939,5.7266,,,,,
105-11,2019-04-17 20:03:00,131.2433,37.5533,0,150,34.326,10.7339,5.6473,,,,,
105-11,2019-04-17 20:03:00,131.2433,37.5533,0,200,34.1732,6.7993,5.7788,11.7339,0.020768,0.777539,10.5498,
105-11,2019-04-17 20:03:00,131.2433,37.5533,0,250,34.0413,2.7136,5.874,,,,,
105-11,2019-04-17 20:03:00,131.2433,37.5533,0,300,34.0052,1.4917,5.9044,,,,,
105-11,2019-04-17 20:03:00,131.2433,37.5533,0,400,34.0177,0.9566,5.8172,,,,,
105-11,2019-04-17 20:03:00,131.2433,37.5533,0,500,34.0417,0.8328,4.9722,37.3224,0.006263,1.82986,24.1101,
105-11,2019-06-25 02:41:00,131.2433,37.5533,0,0,34.3478,19.8962,5.0611,4.62759,0.013539,0.046282,0.081082,
105-11,2019-06-25 02:41:00,131.2433,37.5533,0,10,34.3448,19.584,5.1158,,,,,
105-11,2019-06-25 02:41:00,131.2433,37.5533,0,20,34.3511,19.2469,5.1512,6.92504,0.135748,0.235145,1.64346,
105-11,2019-06-25 02:41:00,131.2433,37.5533,0,30,34.4063,18.0584,5.5073,,,,,
105-11,2019-06-25 02:41:00,131.2433,37.5533,0,50,34.4852,15.8274,4.8469,6.01774,0.096036,0.164909,0.547399,
105-11,2019-06-25 02:41:00,131.2433,37.5533,0,75,34.4692,13.4181,5.2926,,,,,
105-11,2019-06-25 02:41:00,131.2433,37.5533,0,100,34.4196,12.3381,5.3665,3.9776,0.011024,0.361273,4.95834,
105-11,2019-06-25 02:41:00,131.2433,37.5533,0,125,34.3756,11.6551,5.4184,,,,,
