station,date_time,longitude,latitude,bot.depth[m],depth(m),염분[psu],수온[℃],용존산소[ml/L],규산염[μM],아질산성질소[μM],인산염인[μM],질산성질소[μM],투명도[m]
102-00,2019-02-22 13:21:00,129.5883,36.0767,0,0,34.3952,12.2681,6.134,,,,,8.5
102-00,2019-02-22 13:21:00,129.5883,36.0767,0,10,34.3908,12.1104,6.1245,,,,,8.5
102-00,2019-02-22 13:21:00,129.5883,36.0767,0,20,34.3931,11.841,5.9843,,,,,8.5
102-00,2019-02-22 13:21:00,129.5883,36.0767,0,30,34.3571,11.0108,5.9236,,,,,8.5
102-00,2019-04-23 11:00:00,129.5883,36.0767,0,0,34.255,13.7612,6.1439,,,,,5.2
102-00,2019-04-23 11:00:00,129.5883,36.0767,0,10,34.2393,13.1284,6.0598,,,,,5.2
102-00,2019-04-23 11:00:00,129.5883,36.0767,0,20,34.1813,8.0776,5.3495,,,,,5.2
102-00,2019-04-23 11:00:00,129.5883,36.0767,0,30,34.1398,4.4147,4.8755,,,,,5.2
102-00,2019-07-02 10:10:00,129.5883,36.0767,0,0,33.2761,19.7432,5.7287,,,,,6.0
102-00,2019-07-02 10:10:00,129.5883,36.0767,0,10,34.0282,16.5156,4.5461,,,,,6.0
102-00,2019-07-02 10:10:00,129.5883,36.0767,0,20,34.2464,15.4108,3.8557,,,,,6.0
102-00,2019-07-02 10:10:00,129.5883,36.0767,0,30,34.2903,14.5831,3.7267,,,,,6.0
102-00,2019-07-02 10:10:00,129.5883,36.0767,0,50,34.1971,5.3016,4.6044,,,,,6.0
102-00,2019-08-12 21:50:00,129.5883,36.0767,0,0,32.414,25.3791,5.8783,,,,,
102-00,2019-08-12 21:50:00,129.5883,36.0767,0,10,33.9297,18.4461,6.3552,,,,,
102-00,2019-08-12 21:50:00,129.5883,36.0767,0,20,34.2468,14.6052,4.6844,,,,,
102-00,2019-08-12 21:50:00,129.5883,36.0767,0,30,34.2615,13.9602,3.7608,,,,,
102-00,2019-10-21 21:59:00,129.5883,36.0767,0,0,32.3735,21.1565,4.4848,,,,,
102-00,2019-10-21 21:59:00,129.5883,36.0767,0,10,32.3443,21.1275,4.7836,,,,,
102-00,2019-10-21 21:59:00,129.5883,36.0767,0,20,32.4193,21.1035,4.7005,,,,,
102-00,2019-10-21 21:59:00,129.5883,36.0767,0,30,33.2134,19.6328,4.157,,,,,
102-04,2019-02-22 13:03:00,129.615,36.0767,0,0,34.3695,12.9235,5.8969,7.33098,0.316677,0.374375,3.84199,5.0
102-04,2019-02-22 13:03:00,129.615,36.0767,0,10,34.3576,12.7712,5.7493,,,,,5.0
102-04,2019-02-22 13:03:00,129.615,36.0767,0,20,34.3377,12.4384,5.6308,,,,,5.0
102-04,2019-02-22 13:03:00,129.615,36.0767,0,30,34.295,11.5508,5.4466,,,,,5.0
102-04,2019-02-22 13:03:00,129.615,36.0767,0,50,34.244,9.8486,5.3011,,,,,5.0
102-04,2019-02-22 13:03:00,129.615,36.0767,0,75,34.0745,2.1859,5.0057,,,,,5.0
102-04,2019-04-23 10:39:00,129.615,36.0767,0,0,34.3819,15.5926,6.2184,6.95966,0.010741,0.059243,0.148922,
102-04,2019-04-23 10:39:00,129.615,36.0767,0,10,34.3591,15.2587,6.2518,,,,,
102-04,2019-04-23 10:39:00,129.615,36.0767,0,20,34.178,13.3904,6.9359,,,,,
102-04,2019-04-23 10:39:00,129.615,36.0767,0,30,34.1996,11.7936,5.648,,,,,
102-04,2019-04-23 10:39:00,129.615,36.0767,0,50,34.1331,1.7741,4.8176,,,,,
102-04,2019-04-23 10:39:00,129.615,36.0767,0,75,34.0549,1.3449,4.6966,,,,,
102-04,2019-07-02 09:47:00,129.615,36.0767,0,0,33.6663,18.4951,5.333,,,,,7.0
102-04,2019-07-02 09:47:00,129.615,36.0767,0,10,33.9331,15.7622,5.239,,,,,7.0
102-04,2019-07-02 09:47:00,129.615,36.0767,0,20,34.3022,15.093,4.0433,,,,,7.0
102-04,2019-07-02 09:47:00,129.615,36.0767,0,30,34.3672,14.8853,3.7069,,,,,7.0
102-04,2019-07-02 09:47:00,129.615,36.0767,0,50,34.3074,9.527,4.3703,,,,,7.0
102-04,2019-07-02 09:47:00,129.615,36.0767,0,75,34.0654,2.6307,5.3005,,,,,7.0
102-04,2019-08-12 21:29:00,129.615,36.0767,0,0,32.27,25.5931,5.7819,1.72512,0.064634,0.026731,0.383447,
102-04,2019-08-12 21:29:00,129.615,36.0767,0,10,32.8331,21.6363,6.0087,,,,,
102-04,2019-08-12 21:29:00,129.615,36.0767,0,20,34.1151,14.4045,3.6194,,,,,
102-04,2019-08-12 21:29:00,129.615,36.0767,0,30,34.2347,13.3124,3.5736,,,,,
102-04,2019-08-12 21:29:00,129.615,36.0767,0,50,34.2297,8.4683,4.0562,,,,,
102-04,2019-08-12 21:29:00,129.615,36.0767,0,75,34.1183,4.9658,4.5767,,,,,
102-04,2019-10-21 21:42:00,129.615,36.0767,0,0,32.5918,21.478,4.605,4.84103,0.520267,0.247079,2.1409,
102-04,2019-10-21 21:42:00,129.615,36.0767,0,10,32.5901,21.4786,4.6686,,,,,
102-04,2019-10-21 21:42:00,129.615,36.0767,0,20,32.5908,21.4809,4.6729,,,,,
102-04,2019-10-21 21:42:00,129.615,36.0767,0,30,32.8645,21.6391,4.538,,,,,
102-04,2019-10-21 21:42:00,129.615,36.0767,0,50,34.2667,12.1725,3.3235,,,,,
102-04,2019-10-21 21:42:00,129.615,36.0767,0,75,34.1525,5.7007,4.5436,,,,,
102-05,2019-02-22 12:22:00,129.6883,36.0767,0,0,34.5546,15.2321,5.249,5.61513,0.346975,0.3241,2.81276,15.0
102-05,2019-02-22 12:22:00,129.6883,36.0767,0,10,34.5533,15.1663,5.5504,,,,,15.0
102-05,2019-02-22 12:22:00,129.6883,36.0767,0,20,34.5545,15.1428,5.5295,5.56878,0.344973,0.319125,2.75951,15.0
102-05,2019-02-22 12:22:00,129.6883,36.0767,0,30,34.506,14.7527,5.5694,,,,,15.0
102-05,2019-02-22 12:22:00,129.6883,36.0767,0,50,34.3782,13.8021,5.4593,8.34453,0.402271,0.45355,4.95598,15.0
102-05,2019-02-22 12:22:00,129.6883,36.0767,0,75,34.235,10.5772,5.154,,,,,15.0
102-05,2019-02-22 12:22:00,129.6883,36.0767,0,100,34.1077,3.0192,4.9931,32.0876,0.106669,1.54387,20.32,15.0
102-05,2019-02-22 12:22:00,129.6883,36.0767,0,125,34.0548,1.6946,5.0712,,,,,15.0
102-05,2019-02-22 12:22:00,129.6883,36.0767,0,150,34.0413,1.2555,5.0732,,,,,15.0
102-05,2019-04-23 10:04:00,129.6883,36.0767,0,0,34.5191,16.3853,5.9411,6.37201,0.011502,0.052629,0.094902,7.0
102-05,2019-04-23 10:04:00,129.6883,36.0767,0,10,34.5184,16.322,6.0146,,,,,7.0
102-05,2019-04-23 10:04:00,129.6883,36.0767,0,20,34.4573,15.4876,5.586,9.72773,0.806506,0.394114,3.94293,7.0
102-05,2019-04-23 10:04:00,129.6883,36.0767,0,30,34.3356,14.5447,5.3761,,,,,7.0
102-05,2019-04-23 10:04:00,129.6883,36.0767,0,50,34.1686,13.2027,5.5632,15.9538,1.22621,0.7422,7.89696,7.0
102-05,2019-04-23 10:04:00,129.6883,36.0767,0,75,34.2742,9.1123,5.123,,,,,7.0
102-05,2019-04-23 10:04:00,129.6883,36.0767,0,100,34.0994,1.7062,4.8568,47.0529,0.065422,2.16339,27.1505,7.0
102-05,2019-04-23 10:04:00,129.6883,36.0767,0,125,34.0511,1.1128,4.8109,,,,,7.0
102-05,2019-04-23 10:04:00,129.6883,36.0767,0,150,34.0447,0.9164,4.8126,,,,,7.0
102-05,2019-07-02 09:12:00,129.6883,36.0767,0,0,33.3055,20.0635,5.4706,5.4356,0.030872,0.038841,0.006178,6.9
102-05,2019-07-02 09:12:00,129.6883,36.0767,0,10,33.7168,18.3366,5.4839,,,,,6.9
102-05,2019-07-02 09:12:00,129.6883,36.0767,0,20,33.898,15.1981,4.8925,5.85374,0.001069,0.090454,0.093356,6.9
102-05,2019-07-02 09:12:00,129.6883,36.0767,0,30,34.1963,15.2491,4.3249,,,,,6.9
102-05,2019-07-02 09:12:00,129.6883,36.0767,0,50,34.3807,14.972,3.6904,17.3146,0.023833,0.816367,11.3131,6.9
102-05,2019-07-02 09:12:00,129.6883,36.0767,0,75,34.2221,6.7602,4.8518,,,,,6.9
102-05,2019-07-02 09:12:00,129.6883,36.0767,0,100,34.0819,4.2372,5.7,16.9482,0.036064,1.04588,14.3697,6.9
102-05,2019-07-02 09:12:00,129.6883,36.0767,0,125,34.045,2.0697,5.0917,,,,,6.9
102-05,2019-08-12 20:37:00,129.6883,36.0767,0,0,32.112,27.1084,4.6746,5.73661,0.023948,0.009207,0.030019,
102-05,2019-08-12 20:37:00,129.6883,36.0767,0,10,32.5927,22.233,5.5539,,,,,
102-05,2019-08-12 20:37:00,129.6883,36.0767,0,20,33.2241,17.0819,5.3919,10.8797,0.18577,0.286784,3.23284,
102-05,2019-08-12 20:37:00,129.6883,36.0767,0,30,34.1397,15.2266,3.6803,,,,,
102-05,2019-08-12 20:37:00,129.6883,36.0767,0,50,34.2633,13.8948,3.5377,21.7671,0.045388,1.01374,14.581,
102-05,2019-08-12 20:37:00,129.6883,36.0767,0,75,34.2435,9.6039,3.881,,,,,
102-05,2019-08-12 20:37:00,129.6883,36.0767,0,100,34.1022,4.0776,4.6241,27.8163,0.241306,1.51654,19.8902,
102-05,2019-08-12 20:37:00,129.6883,36.0767,0,125,34.0378,2.0129,4.8494,,,,,
102-05,2019-08-12 20:37:00,129.6883,36.0767,0,150,34.0284,1.6521,4.7948,,,,,
102-05,2019-10-21 21:02:00,129.6883,36.0767,0,0,32.8628,21.82,4.6224,4.14409,0.334,0.21455,1.64456,
102-05,2019-10-21 21:02:00,129.6883,36.0767,0,10,32.8592,21.8156,4.6575,,,,,
102-05,2019-10-21 21:02:00,129.6883,36.0767,0,20,33.4449,22.739,4.6944,2.66763,0.059133,0.146121,0.445489,
102-05,2019-10-21 21:02:00,129.6883,36.0767,0,30,33.5198,22.8585,4.6304,,,,,
102-05,2019-10-21 21:02:00,129.6883,36.0767,0,50,33.6564,21.4071,4.4354,16.8585,0.483167,0.748592,9.91337,
102-05,2019-10-21 21:02:00,129.6883,36.0767,0,75,34.202,6.3784,4.4894,,,,,
102-05,2019-10-21 21:02:00,129.6883,36.0767,0,100,34.0834,3.9163,5.4439,22.9227,0.0613,1.29416,17.1545,
102-05,2019-10-21 21:02:00,129.6883,36.0767,0,125,34.0331,2.5377,6.2133,,,,,
102-05,2019-10-21 21:02:00,129.6883,36.0767,0,150,34.022,2.1717,6.0849,,,,,
102-06,2019-02-22 11:08:00,129.7967,36.0767,0,0,34.557,15.1062,5.6032,,,,,15.0
102-06,2019-02-22 11:08:00,129.7967,36.0767,0,10,34.5579,15.1022,5.6173,,,,,15.0
102-06,2019-02-22 11:08:00,129.7967,36.0767,0,20,34.5572,15.0866,5.5788,,,,,15.0
102-06,2019-02-22 11:08:00,129.7967,36.0767,0,30,34.5541,15.0653,5.5471,,,,,15.0
102-06,2019-02-22 11:08:00,129.7967,36.0767,0,50,34.4771,14.6042,5.3979,,,,,15.0
102-06,2019-02-22 11:08:00,129.7967,36.0767,0,75,34.3725,13.5669,5.5394,,,,,15.0
102-06,2019-02-22 11:08:00,129.7967,36.0767,0,100,34.287,10.2023,5.2134,,,,,15.0
102-06,2019-02-22 11:08:00,129.7967,36.0767,0,125,34.1653,5.864,5.0542,,,,,15.0
102-06,2019-02-22 11:08:00,129.7967,36.0767,0,150,34.0715,2.8458,5.1358,,,,,15.0
102-06,2019-02-22 11:08:00,129.7967,36.0767,0,200,34.0297,1.0759,5.3661,,,,,15.0
102-06,2019-02-22 11:08:00,129.7967,36.0767,0,250,34.0373,0.91,5.1296,,,,,15.0
102-06,2019-02-22 11:08:00,129.7967,36.0767,0,300,34.0444,0.8115,4.9067,,,,,15.0
102-06,2019-02-22 11:08:00,129.7967,36.0767,0,400,34.0538,0.684,4.6059,,,,,15.0
102-06,2019-02-22 11:08:00,129.7967,36.0767,0,500,34.0595,0.524,4.364,,,,,15.0
102-06,2019-04-23 09:00:00,129.7967,36.0767,0,0,34.5093,15.9353,5.8003,,,,,10.0
102-06,2019-04-23 09:00:00,129.7967,36.0767,0,10,34.5094,15.884,5.8077,,,,,10.0
102-06,2019-04-23 09:00:00,129.7967,36.0767,0,20,34.4998,15.7323,5.3411,,,,,10.0
102-06,2019-04-23 09:00:00,129.7967,36.0767,0,30,34.4515,15.275,5.0658,,,,,10.0
102-06,2019-04-23 09:00:00,129.7967,36.0767,0,50,34.5301,15.1247,5.4309,,,,,10.0
102-06,2019-04-23 09:00:00,129.7967,36.0767,0,75,34.505,14.6174,5.3461,,,,,10.0
102-06,2019-04-23 09:00:00,129.7967,36.0767,0,100,34.3576,10.0509,5.2616,,,,,10.0
102-06,2019-04-23 09:00:00,129.7967,36.0767,0,125,34.1856,5.5829,5.2344,,,,,10.0
102-06,2019-04-23 09:00:00,129.7967,36.0767,0,150,34.0481,1.8906,5.2815,,,,,10.0
102-06,2019-04-23 09:00:00,129.7967,36.0767,0,200,34.0255,1.1062,5.304,,,,,10.0
102-06,2019-04-23 09:00:00,129.7967,36.0767,0,250,34.0372,0.9069,5.0216,,,,,10.0
102-06,2019-04-23 09:00:00,129.7967,36.0767,0,300,34.0416,0.8292,4.8535,,,,,10.0
102-06,2019-04-23 09:00:00,129.7967,36.0767,0,400,34.0512,0.6778,4.5792,,,,,10.0
102-06,2019-04-23 09:00:00,129.7967,36.0767,0,500,34.055,0.5873,4.395,,,,,10.0
102-06,2019-07-02 08:16:00,129.7967,36.0767,0,0,33.2314,20.9681,5.2235,,,,,11.3
102-06,2019-07-02 08:16:00,129.7967,36.0767,0,10,33.302,20.5741,5.5126,,,,,11.3
102-06,2019-07-02 08:16:00,129.7967,36.0767,0,20,33.871,15.7629,4.8227,,,,,11.3
102-06,2019-07-02 08:16:00,129.7967,36.0767,0,30,33.9445,15.022,4.4066,,,,,11.3
102-06,2019-07-02 08:16:00,129.7967,36.0767,0,50,34.428,15.2206,3.7106,,,,,11.3
102-06,2019-07-02 08:16:00,129.7967,36.0767,0,75,34.4067,14.0168,4.0901,,,,,11.3
102-06,2019-07-02 08:16:00,129.7967,36.0767,0,100,34.2461,8.517,5.4544,,,,,11.3
102-06,2019-07-02 08:16:00,129.7967,36.0767,0,125,34.1267,5.5696,5.6581,,,,,11.3
102-06,2019-07-02 08:16:00,129.7967,36.0767,0,150,34.0677,3.6865,5.4484,,,,,11.3
102-06,2019-07-02 08:16:00,129.7967,36.0767,0,200,34.016,1.5773,5.6308,,,,,11.3
102-06,2019-07-02 08:16:00,129.7967,36.0767,0,250,34.0257,1.2176,5.0669,,,,,11.3
102-06,2019-07-02 08:16:00,129.7967,36.0767,0,300,34.0296,0.9767,5.0588,,,,,11.3
102-06,2019-07-02 08:16:00,129.7967,36.0767,0,400,34.0391,0.7699,4.7531,,,,,11.3
102-06,2019-07-02 08:16:00,129.7967,36.0767,0,500,34.0438,0.6652,4.5723,,,,,11.3
102-06,2019-08-12 19:31:00,129.7967,36.0767,0,0,32.2832,27.7637,4.5784,,,,,
102-06,2019-08-12 19:31:00,129.7967,36.0767,0,10,32.3905,27.2994,4.6031,,,,,
102-06,2019-08-12 19:31:00,129.7967,36.0767,0,20,32.8642,19.3973,5.3716,,,,,
102-06,2019-08-12 19:31:00,129.7967,36.0767,0,30,33.7681,16.7473,4.3671,,,,,
102-06,2019-08-12 19:31:00,129.7967,36.0767,0,50,34.1881,14.723,3.5497,,,,,
102-06,2019-08-12 19:31:00,129.7967,36.0767,0,75,34.2724,14.6487,3.4584,,,,,
102-06,2019-08-12 19:31:00,129.7967,36.0767,0,100,34.2679,9.4051,4.2784,,,,,
102-06,2019-08-12 19:31:00,129.7967,36.0767,0,125,34.0681,3.1569,5.3824,,,,,
102-06,2019-08-12 19:31:00,129.7967,36.0767,0,150,34.0288,2.0263,5.4504,,,,,
102-06,2019-08-12 19:31:00,129.7967,36.0767,0,200,34.0149,1.1481,5.5381,,,,,
102-06,2019-08-12 19:31:00,129.7967,36.0767,0,250,34.0227,0.9251,5.4223,,,,,
102-06,2019-08-12 19:31:00,129.7967,36.0767,0,300,34.0349,0.8222,5.048,,,,,
102-06,2019-08-12 19:31:00,129.7967,36.0767,0,400,34.0436,0.711,4.7378,,,,,
102-06,2019-08-12 19:31:00,129.7967,36.0767,0,500,34.0476,0.5944,4.5283,,,,,
102-06,2019-10-21 20:08:00,129.7967,36.0767,0,0,33.4045,22.5266,4.6979,,,,,
102-06,2019-10-21 20:08:00,129.7967,36.0767,0,10,33.3568,22.5108,4.6792,,,,,
102-06,2019-10-21 20:08:00,129.7967,36.0767,0,20,33.4666,22.6907,4.6936,,,,,
102-06,2019-10-21 20:08:00,129.7967,36.0767,0,30,33.5501,22.8545,4.681,,,,,
102-06,2019-10-21 20:08:00,129.7967,36.0767,0,50,33.6326,22.9736,4.4764,,,,,
102-06,2019-10-21 20:08:00,129.7967,36.0767,0,75,34.4075,11.5862,3.6892,,,,,
102-06,2019-10-21 20:08:00,129.7967,36.0767,0,100,34.1207,4.9507,5.4889,,,,,
102-06,2019-10-21 20:08:00,129.7967,36.0767,0,125,34.0376,2.8446,8.1224,,,,,
102-06,2019-10-21 20:08:00,129.7967,36.0767,0,150,34.012,1.9282,7.5832,,,,,
102-06,2019-10-21 20:08:00,129.7967,36.0767,0,200,34.0109,1.2721,6.2028,,,,,
102-06,2019-10-21 20:08:00,129.7967,36.0767,0,250,34.0099,0.9122,6.5643,,,,,
102-06,2019-10-21 20:08:00,129.7967,36.0767,0,300,34.0172,0.8204,6.1471,,,,,
102-06,2019-10-21 20:08:00,129.7967,36.0767,0,400,34.0328,0.7242,5.0032,,,,,
102-06,2019-10-21 20:08:00,129.7967,36.0767,0,500,34.0365,0.6654,4.6685,,,,,
102-07,2019-02-22 09:44:00,130.0,36.0767,0,0,34.5263,14.8193,5.5353,5.21446,0.388367,0.3221,2.94548,12.1
102-07,2019-02-22 09:44:00,130.0,36.0767,0,10,34.5263,14.816,5.5432,,,,,12.1
102-07,2019-02-22 09:44:00,130.0,36.0767,0,20,34.4498,14.018,5.6852,5.18452,0.262065,0.324825,3.06888,12.1
102-07,2019-02-22 09:44:00,130.0,36.0767,0,30,34.3962,12.9219,5.8141,,,,,12.1
102-07,2019-02-22 09:44:00,130.0,36.0767,0,50,34.3018,11.6799,5.7273,8.23449,0.261263,0.49445,5.97085,12.1
102-07,2019-02-22 09:44:00,130.0,36.0767,0,75,34.3042,11.5887,5.6969,,,,,12.1
102-07,2019-02-22 09:44:00,130.0,36.0767,0,100,34.3087,11.3067,5.6998,8.05925,0.24946,0.496075,5.91893,12.1
102-07,2019-02-22 09:44:00,130.0,36.0767,0,125,34.3159,11.0608,5.7864,,,,,12.1
102-07,2019-02-22 09:44:00,130.0,36.0767,0,150,34.1908,8.7443,5.5348,,,,,12.1
102-07,2019-02-22 09:44:00,130.0,36.0767,0,200,34.0664,3.3194,5.4811,,,,,12.1
102-07,2019-02-22 09:44:00,130.0,36.0767,0,250,34.0405,1.6277,5.1907,,,,,12.1
102-07,2019-02-22 09:44:00,130.0,36.0767,0,300,34.036,0.9613,5.1128,,,,,12.1
102-07,2019-02-22 09:44:00,130.0,36.0767,0,400,34.0466,0.7765,4.8194,,,,,12.1
102-07,2019-02-22 09:44:00,130.0,36.0767,0,500,34.0555,0.6572,4.5236,,,,,12.1
102-07,2019-04-23 07:35:00,130.0,36.0767,0,0,34.5166,15.7323,6.2091,2.92267,0.005969,0.018771,0.085308,
102-07,2019-04-23 07:35:00,130.0,36.0767,0,10,34.5052,15.416,6.2404,,,,,
102-07,2019-04-23 07:35:00,130.0,36.0767,0,20,34.4693,15.0143,5.9714,2.99126,0.013339,0.043657,0.006213,
102-07,2019-04-23 07:35:00,130.0,36.0767,0,30,34.4721,14.9187,5.7799,,,,,
102-07,2019-04-23 07:35:00,130.0,36.0767,0,50,34.4199,14.411,5.5043,8.90595,0.879147,0.375943,3.72581,
102-07,2019-04-23 07:35:00,130.0,36.0767,0,75,34.2985,13.4602,5.442,,,,,
102-07,2019-04-23 07:35:00,130.0,36.0767,0,100,34.4295,12.5168,5.5054,6.11789,1.07656,0.501729,5.28986,
102-07,2019-04-23 07:35:00,130.0,36.0767,0,125,34.2548,8.7542,5.2904,,,,,
102-07,2019-04-23 07:35:00,130.0,36.0767,0,150,34.1338,5.8355,5.316,,,,,
102-07,2019-04-23 07:35:00,130.0,36.0767,0,200,34.0291,2.0728,5.3717,,,,,
102-07,2019-04-23 07:35:00,130.0,36.0767,0,250,34.0214,1.2215,5.3461,,,,,
102-07,2019-04-23 07:35:00,130.0,36.0767,0,300,34.0324,0.9906,5.1019,,,,,
102-07,2019-04-23 07:35:00,130.0,36.0767,0,400,34.0464,0.7636,4.7162,,,,,
102-07,2019-04-23 07:35:00,130.0,36.0767,0,500,34.0526,0.6497,4.5272,,,,,
102-07,2019-07-02 06:42:00,130.0,36.0767,0,0,33.9347,21.9349,4.8325,3.81587,0.002362,0.009192,0.101889,
102-07,2019-07-02 06:42:00,130.0,36.0767,0,10,34.0254,21.7877,4.9004,,,,,
102-07,2019-07-02 06:42:00,130.0,36.0767,0,20,34.3439,20.0226,5.1764,4.17103,0.010659,0.041605,0.119072,
102-07,2019-07-02 06:42:00,130.0,36.0767,0,30,34.426,18.8405,5.2243,,,,,
102-07,2019-07-02 06:42:00,130.0,36.0767,0,50,34.5376,17.1773,4.565,8.31745,0.459844,0.387718,4.94459,
102-07,2019-07-02 06:42:00,130.0,36.0767,0,75,34.4845,15.7288,4.7191,,,,,
102-07,2019-07-02 06:42:00,130.0,36.0767,0,100,34.4156,12.078,4.8695,20.9468,0.067146,0.990031,14.7256,
102-07,2019-07-02 06:42:00,130.0,36.0767,0,125,34.1858,7.1538,5.5872,,,,,
102-07,2019-07-02 06:42:00,130.0,36.0767,0,150,34.1307,4.75,5.4905,,,,,
102-07,2019-07-02 06:42:00,130.0,36.0767,0,200,34.0329,1.9327,5.4447,,,,,
102-07,2019-07-02 06:42:00,130.0,36.0767,0,250,34.017,1.099,5.4,,,,,
102-07,2019-07-02 06:42:00,130.0,36.0767,0,300,34.029,0.9583,5.0208,,,,,
102-07,2019-07-02 06:42:00,130.0,36.0767,0,400,34.0418,0.7606,4.6703,,,,,
102-07,2019-07-02 06:42:00,130.0,36.0767,0,500,34.0478,0.6352,4.4834,,,,,
102-07,2019-08-12 18:06:00,130.0,36.0767,0,0,32.4278,27.5529,4.5505,4.51678,0.015876,0.014352,0.154227,20.0
102-07,2019-08-12 18:06:00,130.0,36.0767,0,10,32.5572,26.2936,4.6916,,,,,20.0
102-07,2019-08-12 18:06:00,130.0,36.0767,0,20,32.8496,23.8814,4.8625,4.17804,0.018158,0.015044,0.064408,20.0
102-07,2019-08-12 18:06:00,130.0,36.0767,0,30,33.2522,21.2673,5.0058,,,,,20.0
102-07,2019-08-12 18:06:00,130.0,36.0767,0,50,33.8925,18.9899,4.4526,6.73367,0.57506,0.207939,3.36687,20.0
102-07,2019-08-12 18:06:00,130.0,36.0767,0,75,34.3645,16.5709,4.9377,,,,,20.0
102-07,2019-08-12 18:06:00,130.0,36.0767,0,100,34.3451,14.9007,3.8927,15.4234,0.017478,0.713353,10.8926,20.0
102-07,2019-08-12 18:06:00,130.0,36.0767,0,125,34.3354,10.3599,4.696,,,,,20.0
102-07,2019-08-12 18:06:00,130.0,36.0767,0,150,34.0893,3.6706,5.2961,,,,,20.0
102-07,2019-08-12 18:06:00,130.0,36.0767,0,200,34.0317,1.5008,5.3758,,,,,20.0
102-07,2019-08-12 18:06:00,130.0,36.0767,0,250,34.0261,0.9824,5.2564,,,,,20.0
102-07,2019-08-12 18:06:00,130.0,36.0767,0,300,34.0342,0.8682,4.9929,,,,,20.0
102-07,2019-08-12 18:06:00,130.0,36.0767,0,400,34.0442,0.7205,4.6926,,,,,20.0
102-07,2019-08-12 18:06:00,130.0,36.0767,0,500,34.0499,0.6092,4.5014,,,,,20.0
102-07,2019-10-21 18:40:00,130.0,36.0767,0,0,33.1282,22.1137,4.689,3.04231,0.139833,0.186933,0.711505,
102-07,2019-10-21 18:40:00,130.0,36.0767,0,10,33.1271,22.1076,4.6749,,,,,
102-07,2019-10-21 18:40:00,130.0,36.0767,0,20,33.1281,22.1199,4.6844,3.06846,0.145867,0.175404,0.782438,
102-07,2019-10-21 18:40:00,130.0,36.0767,0,30,33.1289,22.1218,4.6756,,,,,
102-07,2019-10-21 18:40:00,130.0,36.0767,0,50,33.115,22.0784,4.6727,2.94842,0.1515,0.179375,1.11413,
102-07,2019-10-21 18:40:00,130.0,36.0767,0,75,34.4343,16.4657,3.0385,,,,,
102-07,2019-10-21 18:40:00,130.0,36.0767,0,100,34.4305,12.7741,3.5557,22.7296,0.011833,1.07825,14.9936,
102-07,2019-10-21 18:40:00,130.0,36.0767,0,125,34.1394,4.8776,5.1564,,,,,
102-07,2019-10-21 18:40:00,130.0,36.0767,0,150,34.0436,2.2961,6.8525,,,,,
102-07,2019-10-21 18:40:00,130.0,36.0767,0,200,34.0173,1.2639,7.2661,,,,,
102-07,2019-10-21 18:40:00,130.0,36.0767,0,250,34.0138,0.8946,6.2307,,,,,
102-07,2019-10-21 18:40:00,130.0,36.0767,0,300,34.0213,0.8025,6.1187,,,,,
102-07,2019-10-21 18:40:00,130.0,36.0767,0,400,34.0345,0.7049,5.1107,,,,,
102-07,2019-10-21 18:40:00,130.0,36.0767,0,500,34.0433,0.621,4.4908,,,,,
102-08,2019-02-22 07:55:00,130.3067,36.0767,0,0,34.4021,12.6801,5.7333,,,,,18.0
102-08,2019-02-22 07:55:00,130.3067,36.0767,0,10,34.4016,12.6868,5.7158,,,,,18.0
102-08,2019-02-22 07:55:00,130.3067,36.0767,0,20,34.3987,12.6717,5.7116,,,,,18.0
102-08,2019-02-22 07:55:00,130.3067,36.0767,0,30,34.3985,12.6692,5.7026,,,,,18.0
102-08,2019-02-22 07:55:00,130.3067,36.0767,0,50,34.3806,12.5192,5.6374,,,,,18.0
102-08,2019-02-22 07:55:00,130.3067,36.0767,0,75,34.3284,12.0536,5.5436,,,,,18.0
102-08,2019-02-22 07:55:00,130.3067,36.0767,0,100,34.255,10.9412,5.3542,,,,,18.0
102-08,2019-02-22 07:55:00,130.3067,36.0767,0,125,34.142,7.2051,5.6011,,,,,18.0
102-08,2019-02-22 07:55:00,130.3067,36.0767,0,150,34.0973,5.0428,5.6629,,,,,18.0
102-08,2019-02-22 07:55:00,130.3067,36.0767,0,200,34.0284,2.087,5.5035,,,,,18.0
102-08,2019-02-22 07:55:00,130.3067,36.0767,0,250,34.0268,1.2488,5.3153,,,,,18.0
102-08,2019-02-22 07:55:00,130.3067,36.0767,0,300,34.0359,1.0167,5.0675,,,,,18.0
102-08,2019-02-22 07:55:00,130.3067,36.0767,0,400,34.0461,0.8029,4.8183,,,,,18.0
102-08,2019-02-22 07:55:00,130.3067,36.0767,0,500,34.0542,0.6801,4.5727,,,,,18.0
102-08,2019-04-23 05:48:00,130.3067,36.0767,0,0,34.5786,15.502,5.6812,,,,,
102-08,2019-04-23 05:48:00,130.3067,36.0767,0,10,34.5777,15.4918,5.7033,,,,,
102-08,2019-04-23 05:48:00,130.3067,36.0767,0,20,34.5853,15.1756,5.5782,,,,,
102-08,2019-04-23 05:48:00,130.3067,36.0767,0,30,34.5812,15.112,5.4667,,,,,
102-08,2019-04-23 05:48:00,130.3067,36.0767,0,50,34.5504,14.796,5.7291,,,,,
