station,date_time,longitude,latitude,bot.depth[m],depth(m),염분[psu],수온[℃],용존산소[ml/L],규산염[μM],아질산성질소[μM],인산염인[μM],질산성질소[μM],투명도[m]
102-00,2018-12-21 12:30:00,129.5883,36.0767,0,10,34.1477,14.6844,5.054,,,,,6.4
102-00,2018-12-21 12:30:00,129.5883,36.0767,0,20,34.1402,14.5191,5.113,,,,,6.4
102-00,2018-12-21 12:30:00,129.5883,36.0767,0,30,34.0997,13.7546,5.205,,,,,6.4
102-04,2018-03-04 00:22:00,129.615,36.0767,0,0,34.4305,10.8917,5.687,13.078,0.322,0.573,7.109,
102-04,2018-03-04 00:22:00,129.615,36.0767,0,10,34.4308,10.8941,5.725,,,,,
102-04,2018-03-04 00:22:00,129.615,36.0767,0,20,34.4308,10.9007,5.736,,,,,
102-04,2018-03-04 00:22:00,129.615,36.0767,0,30,34.4148,10.5768,5.728,,,,,
102-04,2018-03-04 00:22:00,129.615,36.0767,0,50,34.2193,8.4354,5.743,,,,,
102-04,2018-03-04 00:22:00,129.615,36.0767,0,75,34.1122,5.6279,5.555,,,,,
102-04,2018-04-17 12:28:00,129.615,36.0767,0,0,34.4872,14.571,5.993,4.519,0.029,0.087,0.501,10.0
102-04,2018-04-17 12:28:00,129.615,36.0767,0,10,34.4803,14.4836,6.036,,,,,10.0
102-04,2018-04-17 12:28:00,129.615,36.0767,0,20,34.4146,13.866,5.916,,,,,10.0
102-04,2018-04-17 12:28:00,129.615,36.0767,0,30,34.2913,11.8554,5.956,,,,,10.0
102-04,2018-04-17 12:28:00,129.615,36.0767,0,50,34.2049,6.9657,5.382,,,,,10.0
102-04,2018-04-17 12:28:00,129.615,36.0767,0,75,34.0573,3.762,5.368,,,,,10.0
102-04,2018-06-23 10:31:00,129.615,36.0767,0,0,34.1742,15.0696,5.91,,,,,4.3
102-04,2018-06-23 10:31:00,129.615,36.0767,0,10,34.4005,11.9255,4.304,,,,,4.3
102-04,2018-06-23 10:31:00,129.615,36.0767,0,20,34.3481,10.1227,4.527,,,,,4.3
102-04,2018-06-23 10:31:00,129.615,36.0767,0,30,34.2414,7.2901,4.892,,,,,4.3
102-04,2018-06-23 10:31:00,129.615,36.0767,0,50,34.0526,3.0011,5.454,,,,,4.3
102-04,2018-06-23 10:31:00,129.615,36.0767,0,75,34.0288,2.703,5.303,,,,,4.3
102-04,2018-08-29 03:28:00,129.615,36.0767,0,0,32.8472,23.2054,4.67,2.307,0.018,0.034,0.761,
102-04,2018-08-29 03:28:00,129.615,36.0767,0,10,32.9411,22.7736,4.777,,,,,
102-04,2018-08-29 03:28:00,129.615,36.0767,0,20,33.7975,16.5565,4.844,,,,,
102-04,2018-08-29 03:28:00,129.615,36.0767,0,30,34.0832,14.2016,4.469,,,,,
102-04,2018-08-29 03:28:00,129.615,36.0767,0,50,34.2466,10.9194,3.885,,,,,
102-04,2018-08-29 03:28:00,129.615,36.0767,0,75,34.1049,4.3007,5.192,,,,,
102-04,2018-10-25 11:47:00,129.615,36.0767,0,0,33.6225,19.417,5.054,5.879,0.18,0.281,3.249,8.0
102-04,2018-10-25 11:47:00,129.615,36.0767,0,10,33.6613,19.0914,4.843,,,,,8.0
102-04,2018-10-25 11:47:00,129.615,36.0767,0,20,33.8308,17.354,4.367,,,,,8.0
102-04,2018-10-25 11:47:00,129.615,36.0767,0,30,34.0334,14.423,3.837,,,,,8.0
102-04,2018-10-25 11:47:00,129.615,36.0767,0,50,34.1779,5.7656,4.709,,,,,8.0
102-04,2018-10-25 11:47:00,129.615,36.0767,0,75,34.0588,3.1625,5.37,,,,,8.0
102-04,2018-12-21 12:11:00,129.615,36.0767,0,0,34.1414,15.0488,4.96,,,,,7.8
102-04,2018-12-21 12:11:00,129.615,36.0767,0,10,34.1465,14.8029,4.954,,,,,7.8
102-04,2018-12-21 12:11:00,129.615,36.0767,0,20,34.146,14.6808,4.866,,,,,7.8
102-04,2018-12-21 12:11:00,129.615,36.0767,0,30,34.1124,14.0585,5.162,,,,,7.8
102-04,2018-12-21 12:11:00,129.615,36.0767,0,50,34.3155,10.3638,3.771,,,,,7.8
102-04,2018-12-21 12:11:00,129.615,36.0767,0,75,34.1038,4.2911,4.631,,,,,7.8
102-05,2018-03-03 23:38:00,129.6883,36.0767,0,0,34.4523,11.0736,5.774,12.828,0.328,0.54,7.146,
102-05,2018-03-03 23:38:00,129.6883,36.0767,0,10,34.4517,11.0613,5.755,,,,,
102-05,2018-03-03 23:38:00,129.6883,36.0767,0,20,34.4471,10.9641,5.785,11.283,0.3,0.486,6.422,
102-05,2018-03-03 23:38:00,129.6883,36.0767,0,30,34.4355,10.7211,5.797,,,,,
102-05,2018-03-03 23:38:00,129.6883,36.0767,0,50,34.4299,10.695,5.804,11.559,0.336,0.513,7.026,
102-05,2018-03-03 23:38:00,129.6883,36.0767,0,75,34.3535,9.818,5.813,,,,,
102-05,2018-03-03 23:38:00,129.6883,36.0767,0,100,34.1029,5.7815,5.471,16.923,0.014,0.946,13.357,
102-05,2018-03-03 23:38:00,129.6883,36.0767,0,125,34.0067,2.4138,5.633,,,,,
102-05,2018-03-03 23:38:00,129.6883,36.0767,0,150,34.0065,1.7907,5.569,,,,,
102-05,2018-04-17 11:46:00,129.6883,36.0767,0,0,34.5606,14.5379,6.145,1.87,0.053,0.074,0.36,10.0
102-05,2018-04-17 11:46:00,129.6883,36.0767,0,10,34.5598,14.4575,6.12,,,,,10.0
102-05,2018-04-17 11:46:00,129.6883,36.0767,0,20,34.5585,14.4157,5.948,2.052,0.1,0.085,0.583,10.0
102-05,2018-04-17 11:46:00,129.6883,36.0767,0,30,34.5643,14.3019,5.772,,,,,10.0
102-05,2018-04-17 11:46:00,129.6883,36.0767,0,50,34.551,13.7869,5.48,6.268,0.82,0.307,3.076,10.0
102-05,2018-04-17 11:46:00,129.6883,36.0767,0,75,34.2728,8.844,5.355,,,,,10.0
102-05,2018-04-17 11:46:00,129.6883,36.0767,0,100,34.0409,3.3233,5.516,19.741,0.023,1.106,15.992,10.0
102-05,2018-04-17 11:46:00,129.6883,36.0767,0,125,34.0137,1.8395,5.329,,,,,10.0
102-05,2018-04-17 11:46:00,129.6883,36.0767,0,150,34.0104,1.5904,5.301,,,,,10.0
102-05,2018-04-17 11:46:00,129.6883,36.0767,0,200,34.0351,0.9724,5.359,,,,,10.0
102-05,2018-06-23 09:49:00,129.6883,36.0767,0,0,33.5371,20.4442,5.053,5.568,0.002,0.054,0.041,12.1
102-05,2018-06-23 09:49:00,129.6883,36.0767,0,10,33.821,18.4123,5.582,,,,,12.1
102-05,2018-06-23 09:49:00,129.6883,36.0767,0,20,34.2486,15.6556,4.374,11.922,0.049,0.44,5.441,12.1
102-05,2018-06-23 09:49:00,129.6883,36.0767,0,30,34.4373,14.3558,4.233,,,,,12.1
102-05,2018-06-23 09:49:00,129.6883,36.0767,0,50,34.4041,11.7233,4.393,20.74,0.098,0.973,12.778,12.1
102-05,2018-06-23 09:49:00,129.6883,36.0767,0,75,34.1517,4.8455,5.681,,,,,12.1
102-05,2018-06-23 09:49:00,129.6883,36.0767,0,100,34.022,2.2277,5.487,23.101,0.043,1.359,18.077,12.1
102-05,2018-06-23 09:49:00,129.6883,36.0767,0,125,34.0171,1.7988,4.844,,,,,12.1
102-05,2018-06-23 09:49:00,129.6883,36.0767,0,150,34.0159,1.711,4.765,,,,,12.1
102-05,2018-08-29 04:00:00,129.6883,36.0767,0,0,32.6982,24.618,4.66,2.169,0.001,0.018,0.143,
102-05,2018-08-29 04:00:00,129.6883,36.0767,0,10,32.9014,22.3712,4.795,,,,,
102-05,2018-08-29 04:00:00,129.6883,36.0767,0,20,33.3185,17.7565,4.938,7.557,0.158,0.258,2.054,
102-05,2018-08-29 04:00:00,129.6883,36.0767,0,30,33.8393,14.3312,4.385,,,,,
102-05,2018-08-29 04:00:00,129.6883,36.0767,0,50,34.2556,8.1908,4.531,21.28,0.036,1.079,15.346,
102-05,2018-08-29 04:00:00,129.6883,36.0767,0,75,34.0935,3.7901,5.674,,,,,
102-05,2018-08-29 04:00:00,129.6883,36.0767,0,100,34.0402,2.1961,5.463,24.164,0.039,1.284,17.954,
102-05,2018-08-29 04:00:00,129.6883,36.0767,0,125,34.0239,1.6685,5.57,,,,,
102-05,2018-08-29 04:00:00,129.6883,36.0767,0,150,34.0182,1.3811,5.68,,,,,
102-05,2018-10-25 11:07:00,129.6883,36.0767,0,0,33.5818,20.6122,4.98,2.479,0.131,0.192,1.928,11.0
102-05,2018-10-25 11:07:00,129.6883,36.0767,0,10,33.5817,20.596,5.019,,,,,11.0
102-05,2018-10-25 11:07:00,129.6883,36.0767,0,20,33.5848,20.5586,5.002,3.747,0.175,0.251,2.777,11.0
102-05,2018-10-25 11:07:00,129.6883,36.0767,0,30,34.0452,16.91,3.798,,,,,11.0
102-05,2018-10-25 11:07:00,129.6883,36.0767,0,50,34.3274,9.9058,3.718,26.626,0.36,1.364,17.808,11.0
102-05,2018-10-25 11:07:00,129.6883,36.0767,0,75,34.0832,3.344,5.404,,,,,11.0
102-05,2018-10-25 11:07:00,129.6883,36.0767,0,100,34.0292,2.3036,5.843,22.197,0.001,1.342,17.568,11.0
102-05,2018-10-25 11:07:00,129.6883,36.0767,0,125,34.0211,1.615,5.72,,,,,11.0
102-05,2018-10-25 11:07:00,129.6883,36.0767,0,150,34.0185,1.3308,5.723,,,,,11.0
102-05,2018-12-21 11:31:00,129.6883,36.0767,0,0,34.1807,15.6571,4.898,,,,,6.4
102-05,2018-12-21 11:31:00,129.6883,36.0767,0,10,34.1771,15.4655,4.877,,,,,6.4
102-05,2018-12-21 11:31:00,129.6883,36.0767,0,20,34.1502,15.0001,4.775,,,,,6.4
102-05,2018-12-21 11:31:00,129.6883,36.0767,0,30,34.151,14.9505,4.753,,,,,6.4
102-05,2018-12-21 11:31:00,129.6883,36.0767,0,50,34.3746,13.7708,3.571,,,,,6.4
102-05,2018-12-21 11:31:00,129.6883,36.0767,0,75,34.1719,4.3527,4.83,,,,,6.4
102-05,2018-12-21 11:31:00,129.6883,36.0767,0,100,34.0667,2.2826,5.114,,,,,6.4
102-05,2018-12-21 11:31:00,129.6883,36.0767,0,125,34.0337,1.4171,5.497,,,,,6.4
102-05,2018-12-21 11:31:00,129.6883,36.0767,0,150,34.0302,1.1592,5.389,,,,,6.4
102-06,2018-03-03 22:37:00,129.7967,36.0767,0,0,34.4662,11.2757,5.996,,,,,
102-06,2018-03-03 22:37:00,129.7967,36.0767,0,10,34.4662,11.2775,6.03,,,,,
102-06,2018-03-03 22:37:00,129.7967,36.0767,0,20,34.4664,11.2766,6.029,,,,,
102-06,2018-03-03 22:37:00,129.7967,36.0767,0,30,34.4659,11.2716,5.967,,,,,
102-06,2018-03-03 22:37:00,129.7967,36.0767,0,50,34.4589,11.1948,5.897,,,,,
102-06,2018-03-03 22:37:00,129.7967,36.0767,0,75,34.3591,9.9417,5.881,,,,,
102-06,2018-03-03 22:37:00,129.7967,36.0767,0,100,34.1805,7.6064,5.565,,,,,
102-06,2018-03-03 22:37:00,129.7967,36.0767,0,125,34.0585,4.7946,5.43,,,,,
102-06,2018-03-03 22:37:00,129.7967,36.0767,0,150,33.9918,2.6086,5.768,,,,,
102-06,2018-03-03 22:37:00,129.7967,36.0767,0,200,34.0075,1.5979,5.646,,,,,
102-06,2018-03-03 22:37:00,129.7967,36.0767,0,250,34.02,1.1916,5.394,,,,,
102-06,2018-03-03 22:37:00,129.7967,36.0767,0,300,34.028,1.0346,5.409,,,,,
102-06,2018-03-03 22:37:00,129.7967,36.0767,0,400,34.0421,0.8559,5.11,,,,,
102-06,2018-03-03 22:37:00,129.7967,36.0767,0,500,34.0524,0.7378,4.788,,,,,
102-06,2018-04-17 10:38:00,129.7967,36.0767,0,0,34.5779,14.6313,5.708,,,,,15.0
102-06,2018-04-17 10:38:00,129.7967,36.0767,0,10,34.5768,14.5675,5.722,,,,,15.0
102-06,2018-04-17 10:38:00,129.7967,36.0767,0,20,34.572,14.5051,5.738,,,,,15.0
102-06,2018-04-17 10:38:00,129.7967,36.0767,0,30,34.5716,14.4647,5.693,,,,,15.0
102-06,2018-04-17 10:38:00,129.7967,36.0767,0,50,34.5718,14.2102,5.532,,,,,15.0
102-06,2018-04-17 10:38:00,129.7967,36.0767,0,75,34.5246,13.608,5.476,,,,,15.0
102-06,2018-04-17 10:38:00,129.7967,36.0767,0,100,34.3197,7.1834,5.359,,,,,15.0
102-06,2018-04-17 10:38:00,129.7967,36.0767,0,125,34.015,2.4578,5.669,,,,,15.0
102-06,2018-04-17 10:38:00,129.7967,36.0767,0,150,34.003,1.5716,5.741,,,,,15.0
102-06,2018-04-17 10:38:00,129.7967,36.0767,0,200,34.0174,1.231,5.571,,,,,15.0
102-06,2018-04-17 10:38:00,129.7967,36.0767,0,250,34.0358,0.9876,5.227,,,,,15.0
102-06,2018-04-17 10:38:00,129.7967,36.0767,0,300,34.044,0.8727,5.039,,,,,15.0
102-06,2018-04-17 10:38:00,129.7967,36.0767,0,400,34.0557,0.7076,4.716,,,,,15.0
102-06,2018-04-17 10:38:00,129.7967,36.0767,0,500,34.0591,0.595,4.512,,,,,15.0
102-06,2018-06-23 08:46:00,129.7967,36.0767,0,0,33.463,21.3432,4.949,,,,,17.0
102-06,2018-06-23 08:46:00,129.7967,36.0767,0,10,33.4607,21.3283,5.052,,,,,17.0
102-06,2018-06-23 08:46:00,129.7967,36.0767,0,20,33.9834,17.9203,5.357,,,,,17.0
102-06,2018-06-23 08:46:00,129.7967,36.0767,0,30,34.1408,15.7671,5.333,,,,,17.0
102-06,2018-06-23 08:46:00,129.7967,36.0767,0,50,34.4509,14.3535,4.284,,,,,17.0
102-06,2018-06-23 08:46:00,129.7967,36.0767,0,75,34.4551,13.6232,4.142,,,,,17.0
102-06,2018-06-23 08:46:00,129.7967,36.0767,0,100,34.2216,5.8148,5.016,,,,,17.0
102-06,2018-06-23 08:46:00,129.7967,36.0767,0,125,34.0336,2.6351,5.617,,,,,17.0
102-06,2018-06-23 08:46:00,129.7967,36.0767,0,150,34.0105,1.8999,5.733,,,,,17.0
102-06,2018-06-23 08:46:00,129.7967,36.0767,0,200,34.0126,1.3652,5.738,,,,,17.0
102-06,2018-06-23 08:46:00,129.7967,36.0767,0,250,34.0275,1.1131,5.439,,,,,17.0
102-06,2018-06-23 08:46:00,129.7967,36.0767,0,300,34.0366,0.969,5.455,,,,,17.0
102-06,2018-06-23 08:46:00,129.7967,36.0767,0,400,34.0493,0.8257,4.927,,,,,17.0
102-06,2018-06-23 08:46:00,129.7967,36.0767,0,500,34.0558,0.691,4.703,,,,,17.0
102-06,2018-08-29 04:51:00,129.7967,36.0767,0,0,32.545,24.5671,4.74,,,,,
102-06,2018-08-29 04:51:00,129.7967,36.0767,0,10,33.0501,21.6624,5.034,,,,,
102-06,2018-08-29 04:51:00,129.7967,36.0767,0,20,33.5861,17.2128,4.293,,,,,
102-06,2018-08-29 04:51:00,129.7967,36.0767,0,30,34.0444,13.4878,3.881,,,,,
102-06,2018-08-29 04:51:00,129.7967,36.0767,0,50,34.2008,10.8625,3.989,,,,,
102-06,2018-08-29 04:51:00,129.7967,36.0767,0,75,34.1312,4.5435,5.277,,,,,
102-06,2018-08-29 04:51:00,129.7967,36.0767,0,100,34.0346,2.1067,5.695,,,,,
102-06,2018-08-29 04:51:00,129.7967,36.0767,0,125,34.0155,1.6971,5.691,,,,,
102-06,2018-08-29 04:51:00,129.7967,36.0767,0,150,34.0142,1.4833,5.9,,,,,
102-06,2018-08-29 04:51:00,129.7967,36.0767,0,200,34.0242,1.176,5.557,,,,,
102-06,2018-08-29 04:51:00,129.7967,36.0767,0,250,34.0361,0.9923,5.329,,,,,
102-06,2018-08-29 04:51:00,129.7967,36.0767,0,300,34.0438,0.8976,5.053,,,,,
102-06,2018-08-29 04:51:00,129.7967,36.0767,0,400,34.0551,0.7508,4.773,,,,,
102-06,2018-08-29 04:51:00,129.7967,36.0767,0,500,34.0613,0.6209,4.551,,,,,
102-06,2018-10-25 10:05:00,129.7967,36.0767,0,0,33.6003,20.5323,4.949,,,,,24.0
102-06,2018-10-25 10:05:00,129.7967,36.0767,0,10,33.5994,20.5078,4.984,,,,,24.0
102-06,2018-10-25 10:05:00,129.7967,36.0767,0,20,33.5984,20.4768,4.926,,,,,24.0
102-06,2018-10-25 10:05:00,129.7967,36.0767,0,30,33.7225,19.3644,3.866,,,,,24.0
102-06,2018-10-25 10:05:00,129.7967,36.0767,0,50,34.5817,16.1842,3.42,,,,,24.0
102-06,2018-10-25 10:05:00,129.7967,36.0767,0,75,34.2673,8.0073,4.096,,,,,24.0
102-06,2018-10-25 10:05:00,129.7967,36.0767,0,100,34.0682,2.6223,5.507,,,,,24.0
102-06,2018-10-25 10:05:00,129.7967,36.0767,0,125,34.0174,1.6598,5.815,,,,,24.0
102-06,2018-10-25 10:05:00,129.7967,36.0767,0,150,34.0165,1.4994,5.72,,,,,24.0
102-06,2018-10-25 10:05:00,129.7967,36.0767,0,200,34.0196,1.0198,5.855,,,,,24.0
102-06,2018-10-25 10:05:00,129.7967,36.0767,0,250,34.0267,0.9548,5.705,,,,,24.0
102-06,2018-10-25 10:05:00,129.7967,36.0767,0,300,34.0358,0.9286,5.464,,,,,24.0
102-06,2018-10-25 10:05:00,129.7967,36.0767,0,400,34.052,0.7654,4.844,,,,,24.0
102-06,2018-10-25 10:05:00,129.7967,36.0767,0,500,34.0607,0.6209,4.517,,,,,24.0
102-06,2018-12-21 10:25:00,129.7967,36.0767,0,0,34.2239,17.2968,4.849,,,,,14.1
102-06,2018-12-21 10:25:00,129.7967,36.0767,0,10,34.223,17.2973,4.881,,,,,14.1
102-06,2018-12-21 10:25:00,129.7967,36.0767,0,20,34.2031,17.018,4.911,,,,,14.1
102-06,2018-12-21 10:25:00,129.7967,36.0767,0,30,34.1473,16.5052,4.983,,,,,14.1
102-06,2018-12-21 10:25:00,129.7967,36.0767,0,50,34.11,16.0871,4.874,,,,,14.1
102-06,2018-12-21 10:25:00,129.7967,36.0767,0,75,34.5173,15.8943,3.349,,,,,14.1
102-06,2018-12-21 10:25:00,129.7967,36.0767,0,100,34.1797,5.1947,4.908,,,,,14.1
102-06,2018-12-21 10:25:00,129.7967,36.0767,0,125,34.0322,1.9839,5.683,,,,,14.1
102-06,2018-12-21 10:25:00,129.7967,36.0767,0,150,34.0245,1.5839,5.539,,,,,14.1
102-06,2018-12-21 10:25:00,129.7967,36.0767,0,200,34.0271,1.1273,5.469,,,,,14.1
102-06,2018-12-21 10:25:00,129.7967,36.0767,0,250,34.0353,0.9929,5.213,,,,,14.1
102-06,2018-12-21 10:25:00,129.7967,36.0767,0,300,34.0428,0.8519,5.08,,,,,14.1
102-06,2018-12-21 10:25:00,129.7967,36.0767,0,400,34.0523,0.7473,4.743,,,,,14.1
102-06,2018-12-21 10:25:00,129.7967,36.0767,0,500,34.0579,0.6092,4.462,,,,,14.1
102-07,2018-03-03 21:07:00,130.0,36.0767,0,0,34.4709,11.4772,6.013,8.524,0.174,0.335,4.494,
102-07,2018-03-03 21:07:00,130.0,36.0767,0,10,34.4713,11.4801,6.067,,,,,
102-07,2018-03-03 21:07:00,130.0,36.0767,0,20,34.4712,11.4743,6.065,8.444,0.185,0.334,4.655,
102-07,2018-03-03 21:07:00,130.0,36.0767,0,30,34.4701,11.4162,6.014,,,,,
102-07,2018-03-03 21:07:00,130.0,36.0767,0,50,34.4649,11.2774,5.877,9.886,0.234,0.427,5.825,
102-07,2018-03-03 21:07:00,130.0,36.0767,0,75,34.3879,10.2611,5.846,,,,,
102-07,2018-03-03 21:07:00,130.0,36.0767,0,100,34.2504,8.5772,5.696,12.424,0.082,0.625,9.241,
102-07,2018-03-03 21:07:00,130.0,36.0767,0,125,34.0662,4.7699,5.421,,,,,
102-07,2018-03-03 21:07:00,130.0,36.0767,0,150,34.0107,2.6756,5.555,,,,,
102-07,2018-03-03 21:07:00,130.0,36.0767,0,200,34.0037,1.4458,5.71,,,,,
102-07,2018-03-03 21:07:00,130.0,36.0767,0,250,34.0237,1.1397,5.412,,,,,
102-07,2018-03-03 21:07:00,130.0,36.0767,0,300,34.038,0.9548,5.133,,,,,
102-07,2018-03-03 21:07:00,130.0,36.0767,0,400,34.0524,0.7654,4.784,,,,,
102-07,2018-03-03 21:07:00,130.0,36.0767,0,500,34.0589,0.6371,4.537,,,,,
102-07,2018-04-17 09:14:00,130.0,36.0767,0,0,34.5698,14.5725,5.863,3.261,0.19,0.117,1.061,16.0
102-07,2018-04-17 09:14:00,130.0,36.0767,0,10,34.5694,14.5281,5.795,,,,,16.0
102-07,2018-04-17 09:14:00,130.0,36.0767,0,20,34.57,14.5121,5.767,3.402,0.259,0.133,1.141,16.0
102-07,2018-04-17 09:14:00,130.0,36.0767,0,30,34.5672,14.4639,5.755,,,,,16.0
102-07,2018-04-17 09:14:00,130.0,36.0767,0,50,34.6433,14.1564,4.28,5.051,0.362,0.218,1.774,16.0
102-07,2018-04-17 09:14:00,130.0,36.0767,0,75,34.4956,13.5292,5.511,,,,,16.0
102-07,2018-04-17 09:14:00,130.0,36.0767,0,100,34.4571,13.0257,5.499,8.606,0.666,0.376,4.478,16.0
102-07,2018-04-17 09:14:00,130.0,36.0767,0,125,34.466,12.0025,5.451,,,,,16.0
102-07,2018-04-17 09:14:00,130.0,36.0767,0,150,34.2281,5.8049,5.397,,,,,16.0
102-07,2018-04-17 09:14:00,130.0,36.0767,0,200,34.015,1.3097,5.594,,,,,16.0
102-07,2018-04-17 09:14:00,130.0,36.0767,0,250,34.0275,1.0781,5.467,,,,,16.0
102-07,2018-04-17 09:14:00,130.0,36.0767,0,300,34.0398,0.9185,5.197,,,,,16.0
102-07,2018-04-17 09:14:00,130.0,36.0767,0,400,34.0503,0.7578,4.862,,,,,16.0
102-07,2018-04-17 09:14:00,130.0,36.0767,0,500,34.0577,0.631,4.594,,,,,16.0
102-07,2018-06-23 07:13:00,130.0,36.0767,0,0,33.7327,21.5747,4.878,3.241,0.002,0.053,0.058,
102-07,2018-06-23 07:13:00,130.0,36.0767,0,10,33.9175,20.5355,5.022,,,,,
102-07,2018-06-23 07:13:00,130.0,36.0767,0,20,33.996,18.415,5.577,1.398,0.002,0.052,0.061,
102-07,2018-06-23 07:13:00,130.0,36.0767,0,30,34.1642,17.3978,4.973,,,,,
102-07,2018-06-23 07:13:00,130.0,36.0767,0,50,34.3644,16.2696,4.596,9.992,0.213,0.458,6.071,
102-07,2018-06-23 07:13:00,130.0,36.0767,0,75,34.4651,15.2689,4.537,,,,,
102-07,2018-06-23 07:13:00,130.0,36.0767,0,100,34.4826,13.8713,4.327,16.413,0.02,0.735,10.011,
102-07,2018-06-23 07:13:00,130.0,36.0767,0,125,34.3102,8.522,4.963,,,,,
102-07,2018-06-23 07:13:00,130.0,36.0767,0,150,34.0748,2.8116,5.294,,,,,
102-07,2018-06-23 07:13:00,130.0,36.0767,0,200,34.0144,1.4141,5.549,,,,,
102-07,2018-06-23 07:13:00,130.0,36.0767,0,250,34.0297,1.0894,5.286,,,,,
102-07,2018-06-23 07:13:00,130.0,36.0767,0,300,34.0405,0.9495,5.038,,,,,
102-07,2018-06-23 07:13:00,130.0,36.0767,0,400,34.0539,0.751,4.739,,,,,
102-07,2018-06-23 07:13:00,130.0,36.0767,0,500,34.061,0.6544,4.57,,,,,
102-07,2018-08-29 06:07:00,130.0,36.0767,0,0,33.1886,20.4157,5.144,4.381,0.007,0.068,0.346,8.0
102-07,2018-08-29 06:07:00,130.0,36.0767,0,10,33.6221,16.815,4.224,,,,,8.0
102-07,2018-08-29 06:07:00,130.0,36.0767,0,20,33.9134,14.3555,4.125,16.32,0.198,0.751,10.67,8.0
102-07,2018-08-29 06:07:00,130.0,36.0767,0,30,34.1665,11.2338,4.016,,,,,8.0
102-07,2018-08-29 06:07:00,130.0,36.0767,0,50,34.1871,8.7697,4.291,22.41,0.028,1.092,15.514,8.0
102-07,2018-08-29 06:07:00,130.0,36.0767,0,75,34.1377,5.566,4.882,,,,,8.0
102-07,2018-08-29 06:07:00,130.0,36.0767,0,100,34.0764,3.6939,5.416,20.906,0.002,1.181,16.649,8.0
102-07,2018-08-29 06:07:00,130.0,36.0767,0,125,34.0322,2.5135,5.566,,,,,8.0
102-07,2018-08-29 06:07:00,130.0,36.0767,0,150,34.0179,1.631,5.572,,,,,8.0
102-07,2018-08-29 06:07:00,130.0,36.0767,0,200,34.0293,1.1084,5.424,,,,,8.0
102-07,2018-08-29 06:07:00,130.0,36.0767,0,250,34.0415,0.9287,5.149,,,,,8.0
102-07,2018-08-29 06:07:00,130.0,36.0767,0,300,34.0494,0.8282,4.933,,,,,8.0
102-07,2018-08-29 06:07:00,130.0,36.0767,0,400,34.0584,0.6972,4.679,,,,,8.0
102-07,2018-08-29 06:07:00,130.0,36.0767,0,500,34.0629,0.5827,4.503,,,,,8.0
102-07,2018-10-25 08:16:00,130.0,36.0767,0,0,33.9564,21.6499,4.869,1.256,0.007,0.156,1.578,13.0
