station,date_time,longitude,latitude,bot.depth[m],depth(m),염분[psu],수온[℃],용존산소[ml/L],규산염[μM],아질산성질소[μM],인산염인[μM],질산성질소[μM],투명도[m]
104-11,2018-10-23 05:50:00,131.255,37.0567,0,300,34.0284,1.1312,5.386,,,,,
104-11,2018-10-23 05:50:00,131.255,37.0567,0,400,34.0481,0.8462,4.904,,,,,
104-11,2018-10-23 05:50:00,131.255,37.0567,0,500,34.0591,0.679,4.619,,,,,
104-11,2018-12-16 07:47:00,131.255,37.0567,0,0,34.1667,16.6801,4.872,,,,,
104-11,2018-12-16 07:47:00,131.255,37.0567,0,10,34.1496,16.6571,4.866,,,,,
104-11,2018-12-16 07:47:00,131.255,37.0567,0,20,34.15,16.6489,4.862,,,,,
104-11,2018-12-16 07:47:00,131.255,37.0567,0,30,34.1512,16.6516,4.866,,,,,
104-11,2018-12-16 07:47:00,131.255,37.0567,0,50,34.1449,16.6278,4.853,,,,,
104-11,2018-12-16 07:47:00,131.255,37.0567,0,75,34.1048,16.3774,4.904,,,,,
104-11,2018-12-16 07:47:00,131.255,37.0567,0,100,34.1863,16.3194,4.837,,,,,
104-11,2018-12-16 07:47:00,131.255,37.0567,0,125,34.3427,14.1371,3.522,,,,,
104-11,2018-12-16 07:47:00,131.255,37.0567,0,150,34.2796,9.5559,5.104,,,,,
104-11,2018-12-16 07:47:00,131.255,37.0567,0,200,34.0779,3.8195,5.541,,,,,
104-11,2018-12-16 07:47:00,131.255,37.0567,0,250,34.0392,1.946,5.537,,,,,
104-11,2018-12-16 07:47:00,131.255,37.0567,0,300,34.0328,1.3727,5.356,,,,,
104-11,2018-12-16 07:47:00,131.255,37.0567,0,400,34.0451,0.866,4.933,,,,,
104-11,2018-12-16 07:47:00,131.255,37.0567,0,500,34.0545,0.7336,4.662,,,,,
104-12,2018-02-27 14:19:00,131.5633,37.0567,0,0,34.2563,9.2336,5.92,,,,,18.0
104-12,2018-02-27 14:19:00,131.5633,37.0567,0,10,34.2533,9.2052,6.051,,,,,18.0
104-12,2018-02-27 14:19:00,131.5633,37.0567,0,20,34.237,9.0637,6.049,,,,,18.0
104-12,2018-02-27 14:19:00,131.5633,37.0567,0,30,34.2248,8.9921,6.051,,,,,18.0
104-12,2018-02-27 14:19:00,131.5633,37.0567,0,50,34.2283,8.9727,6.01,,,,,18.0
104-12,2018-02-27 14:19:00,131.5633,37.0567,0,75,34.2136,8.7881,6.024,,,,,18.0
104-12,2018-02-27 14:19:00,131.5633,37.0567,0,100,34.2141,8.7759,6.041,,,,,18.0
104-12,2018-02-27 14:19:00,131.5633,37.0567,0,125,34.2087,8.6177,6.015,,,,,18.0
104-12,2018-02-27 14:19:00,131.5633,37.0567,0,150,34.1837,8.1478,5.931,,,,,18.0
104-12,2018-02-27 14:19:00,131.5633,37.0567,0,200,34.0468,4.4822,5.721,,,,,18.0
104-12,2018-02-27 14:19:00,131.5633,37.0567,0,250,33.9978,1.5935,5.806,,,,,18.0
104-12,2018-02-27 14:19:00,131.5633,37.0567,0,300,34.0149,1.2448,5.512,,,,,18.0
104-12,2018-02-27 14:19:00,131.5633,37.0567,0,400,34.0449,0.8725,4.946,,,,,18.0
104-12,2018-02-27 14:19:00,131.5633,37.0567,0,500,34.0546,0.7354,4.688,,,,,18.0
104-12,2018-08-28 00:27:00,131.5633,37.0567,0,0,33.2423,26.2011,4.501,,,,,
104-12,2018-08-28 00:27:00,131.5633,37.0567,0,10,33.2464,26.2054,4.526,,,,,
104-12,2018-08-28 00:27:00,131.5633,37.0567,0,20,33.326,24.9799,4.633,,,,,
104-12,2018-08-28 00:27:00,131.5633,37.0567,0,30,34.1918,14.4033,6.236,,,,,
104-12,2018-08-28 00:27:00,131.5633,37.0567,0,50,34.2283,10.0028,5.592,,,,,
104-12,2018-08-28 00:27:00,131.5633,37.0567,0,75,34.1295,5.7634,5.935,,,,,
104-12,2018-08-28 00:27:00,131.5633,37.0567,0,100,34.0686,4.0578,6.056,,,,,
104-12,2018-08-28 00:27:00,131.5633,37.0567,0,125,34.0298,2.5339,5.808,,,,,
104-12,2018-08-28 00:27:00,131.5633,37.0567,0,150,34.0168,1.9027,5.94,,,,,
104-12,2018-08-28 00:27:00,131.5633,37.0567,0,200,34.0202,1.2982,5.519,,,,,
104-12,2018-08-28 00:27:00,131.5633,37.0567,0,250,34.0359,1.0418,5.315,,,,,
104-12,2018-08-28 00:27:00,131.5633,37.0567,0,300,34.0441,0.9313,5.039,,,,,
104-12,2018-08-28 00:27:00,131.5633,37.0567,0,400,34.0559,0.7374,4.745,,,,,
104-12,2018-08-28 00:27:00,131.5633,37.0567,0,500,34.0613,0.6303,4.555,,,,,
104-13,2018-02-27 11:42:00,131.8767,37.0567,0,0,34.2246,8.7208,6.15,7.838,0.139,0.476,6.396,18.0
104-13,2018-02-27 11:42:00,131.8767,37.0567,0,10,34.2247,8.7003,6.109,,,,,18.0
104-13,2018-02-27 11:42:00,131.8767,37.0567,0,20,34.2244,8.7061,6.103,8.149,0.138,0.468,6.681,18.0
104-13,2018-02-27 11:42:00,131.8767,37.0567,0,30,34.2255,8.6803,6.077,,,,,18.0
104-13,2018-02-27 11:42:00,131.8767,37.0567,0,50,34.2166,8.361,6.124,8.246,0.162,0.476,6.869,18.0
104-13,2018-02-27 11:42:00,131.8767,37.0567,0,75,34.2147,8.3053,6.145,,,,,18.0
104-13,2018-02-27 11:42:00,131.8767,37.0567,0,100,34.1921,7.9526,6.096,9.094,0.167,0.525,7.486,18.0
104-13,2018-02-27 11:42:00,131.8767,37.0567,0,125,34.1405,6.9471,6.038,,,,,18.0
104-13,2018-02-27 11:42:00,131.8767,37.0567,0,150,34.06,4.7862,5.397,,,,,18.0
104-13,2018-02-27 11:42:00,131.8767,37.0567,0,200,34.0197,2.1827,5.388,,,,,18.0
104-13,2018-02-27 11:42:00,131.8767,37.0567,0,250,34.0176,1.2907,5.431,,,,,18.0
104-13,2018-02-27 11:42:00,131.8767,37.0567,0,300,34.0359,1.04,5.066,,,,,18.0
104-13,2018-02-27 11:42:00,131.8767,37.0567,0,400,34.0534,0.7442,4.694,,,,,18.0
104-13,2018-02-27 11:42:00,131.8767,37.0567,0,500,34.0582,0.6479,4.534,,,,,18.0
104-13,2018-08-28 02:11:00,131.8767,37.0567,0,0,33.0664,26.4109,4.633,3.605,0.001,0.062,0.061,
104-13,2018-08-28 02:11:00,131.8767,37.0567,0,10,33.0666,26.4061,4.507,,,,,
104-13,2018-08-28 02:11:00,131.8767,37.0567,0,20,33.1154,26.2089,4.529,3.333,0.001,0.06,0.027,
104-13,2018-08-28 02:11:00,131.8767,37.0567,0,30,33.4849,18.6232,5.473,,,,,
104-13,2018-08-28 02:11:00,131.8767,37.0567,0,50,34.335,14.9218,4.027,12.622,0.173,0.598,8.864,
104-13,2018-08-28 02:11:00,131.8767,37.0567,0,75,34.3235,11.3706,4.728,,,,,
104-13,2018-08-28 02:11:00,131.8767,37.0567,0,100,34.217,7.745,5.729,7.857,0.003,0.579,8.292,
104-13,2018-08-28 02:11:00,131.8767,37.0567,0,125,34.1046,4.4536,5.534,,,,,
104-13,2018-08-28 02:11:00,131.8767,37.0567,0,150,34.0309,2.5097,5.696,,,,,
104-13,2018-08-28 02:11:00,131.8767,37.0567,0,200,34.0149,1.4146,5.69,,,,,
104-13,2018-08-28 02:11:00,131.8767,37.0567,0,250,34.0297,1.0886,5.46,,,,,
104-13,2018-08-28 02:11:00,131.8767,37.0567,0,300,34.0397,0.9441,5.244,,,,,
104-13,2018-08-28 02:11:00,131.8767,37.0567,0,400,34.0552,0.753,4.745,,,,,
104-13,2018-08-28 02:11:00,131.8767,37.0567,0,500,34.0613,0.6378,4.566,,,,,
104-14,2018-02-27 09:35:00,132.1933,37.0567,0,0,34.3382,9.4976,6.029,,,,,16.5
104-14,2018-02-27 09:35:00,132.1933,37.0567,0,10,34.3408,9.5189,6.009,,,,,16.5
104-14,2018-02-27 09:35:00,132.1933,37.0567,0,20,34.3423,9.5297,6.01,,,,,16.5
104-14,2018-02-27 09:35:00,132.1933,37.0567,0,30,34.3322,9.4381,6.024,,,,,16.5
104-14,2018-02-27 09:35:00,132.1933,37.0567,0,50,34.3218,9.3663,5.993,,,,,16.5
104-14,2018-02-27 09:35:00,132.1933,37.0567,0,75,34.2017,8.1402,6.022,,,,,16.5
104-14,2018-02-27 09:35:00,132.1933,37.0567,0,100,34.1275,6.6515,6.029,,,,,16.5
104-14,2018-02-27 09:35:00,132.1933,37.0567,0,125,34.0397,3.0045,5.369,,,,,16.5
104-14,2018-02-27 09:35:00,132.1933,37.0567,0,150,34.0162,1.9784,5.407,,,,,16.5
104-14,2018-02-27 09:35:00,132.1933,37.0567,0,200,34.0264,1.2178,5.272,,,,,16.5
104-14,2018-02-27 09:35:00,132.1933,37.0567,0,250,34.0371,0.9794,5.062,,,,,16.5
104-14,2018-02-27 09:35:00,132.1933,37.0567,0,300,34.0457,0.852,4.867,,,,,16.5
104-14,2018-02-27 09:35:00,132.1933,37.0567,0,400,34.0551,0.7082,4.626,,,,,16.5
104-14,2018-02-27 09:35:00,132.1933,37.0567,0,500,34.0597,0.5936,4.476,,,,,16.5
104-14,2018-08-28 04:07:00,132.1933,37.0567,0,0,33.2792,26.9365,4.484,,,,,
104-14,2018-08-28 04:07:00,132.1933,37.0567,0,10,33.2791,26.9286,4.476,,,,,
104-14,2018-08-28 04:07:00,132.1933,37.0567,0,20,33.3694,26.1501,4.588,,,,,
104-14,2018-08-28 04:07:00,132.1933,37.0567,0,30,33.7622,22.2502,4.943,,,,,
104-14,2018-08-28 04:07:00,132.1933,37.0567,0,50,34.0334,17.8468,4.352,,,,,
104-14,2018-08-28 04:07:00,132.1933,37.0567,0,75,34.2614,15.8126,4.056,,,,,
104-14,2018-08-28 04:07:00,132.1933,37.0567,0,100,34.3481,14.387,4.025,,,,,
104-14,2018-08-28 04:07:00,132.1933,37.0567,0,125,34.321,9.9009,5.485,,,,,
104-14,2018-08-28 04:07:00,132.1933,37.0567,0,150,34.224,8.2091,5.809,,,,,
104-14,2018-08-28 04:07:00,132.1933,37.0567,0,200,34.0604,3.1485,5.577,,,,,
104-14,2018-08-28 04:07:00,132.1933,37.0567,0,250,34.0265,1.3311,5.464,,,,,
104-14,2018-08-28 04:07:00,132.1933,37.0567,0,300,34.0345,1.024,5.33,,,,,
104-14,2018-08-28 04:07:00,132.1933,37.0567,0,400,34.0514,0.8082,4.827,,,,,
104-14,2018-08-28 04:07:00,132.1933,37.0567,0,500,34.0593,0.6703,4.6,,,,,
105-00,2018-02-23 07:38:00,129.15,37.5533,0,0,34.2904,7.8666,6.055,,,,,15.0
105-00,2018-02-23 07:38:00,129.15,37.5533,0,10,34.2906,7.8663,6.05,,,,,15.0
105-00,2018-02-23 07:38:00,129.15,37.5533,0,20,34.2912,7.8657,6.027,,,,,15.0
105-00,2018-04-11 19:51:00,129.15,37.5533,0,0,34.2248,9.2337,6.283,,,,,
105-00,2018-04-11 19:51:00,129.15,37.5533,0,10,34.2149,8.7656,6.434,,,,,
105-00,2018-04-11 19:51:00,129.15,37.5533,0,20,34.1985,7.985,6.441,,,,,
105-00,2018-04-11 19:51:00,129.15,37.5533,0,30,34.1032,5.0912,5.856,,,,,
105-00,2018-06-19 06:23:00,129.15,37.5533,0,0,34.1727,12.711,6.9,,,,,
105-00,2018-06-19 06:23:00,129.15,37.5533,0,10,34.2531,9.5322,6.541,,,,,
105-00,2018-06-19 06:23:00,129.15,37.5533,0,20,34.1842,6.8029,5.587,,,,,
105-00,2018-06-19 06:23:00,129.15,37.5533,0,30,34.1126,5.0462,5.462,,,,,
105-00,2018-08-21 09:13:00,129.15,37.5533,0,0,33.42,18.1004,5.652,,,,,11.3
105-00,2018-08-21 09:13:00,129.15,37.5533,0,10,33.6116,15.4447,6.121,,,,,11.3
105-00,2018-08-21 09:13:00,129.15,37.5533,0,20,33.7103,12.5067,6.451,,,,,11.3
105-00,2018-08-21 09:13:00,129.15,37.5533,0,30,33.8021,10.2904,7.018,,,,,11.3
105-00,2018-10-22 08:21:00,129.15,37.5533,0,0,33.1993,18.831,5.276,,,,,
105-00,2018-10-22 08:21:00,129.15,37.5533,0,10,33.2553,18.9573,5.272,,,,,
105-00,2018-10-22 08:21:00,129.15,37.5533,0,20,33.3392,18.9219,5.152,,,,,
105-00,2018-10-22 08:21:00,129.15,37.5533,0,30,33.7681,15.2284,4.298,,,,,
105-00,2018-12-15 13:25:00,129.15,37.5533,0,0,34.1523,13.5459,5.103,,,,,10.6
105-00,2018-12-15 13:25:00,129.15,37.5533,0,10,34.1514,13.5357,5.083,,,,,10.6
105-00,2018-12-15 13:25:00,129.15,37.5533,0,20,34.1613,13.5691,5.078,,,,,10.6
105-00,2018-12-15 13:25:00,129.15,37.5533,0,30,34.1614,13.569,5.075,,,,,10.6
105-03,2018-02-23 07:57:00,129.1717,37.5533,0,0,34.2729,8.1019,6.049,10.128,0.153,0.57,7.925,13.0
105-03,2018-02-23 07:57:00,129.1717,37.5533,0,10,34.273,8.1039,6.007,,,,,13.0
105-03,2018-02-23 07:57:00,129.1717,37.5533,0,20,34.2736,8.105,5.976,10.156,0.151,0.576,7.868,13.0
105-03,2018-02-23 07:57:00,129.1717,37.5533,0,30,34.274,8.1001,5.982,,,,,13.0
105-03,2018-04-11 20:07:00,129.1717,37.5533,0,0,34.2207,9.0409,6.349,5.577,0.156,0.299,4.044,
105-03,2018-04-11 20:07:00,129.1717,37.5533,0,10,34.2237,9.0659,6.288,,,,,
105-03,2018-04-11 20:07:00,129.1717,37.5533,0,20,34.1983,8.1493,6.228,8.859,0.235,0.504,7.066,
105-03,2018-04-11 20:07:00,129.1717,37.5533,0,30,34.1865,7.9209,6.173,,,,,
105-03,2018-06-19 06:44:00,129.1717,37.5533,0,0,34.1739,14.4446,6.4,16.702,0.112,1.099,14.729,
105-03,2018-06-19 06:44:00,129.1717,37.5533,0,10,34.2597,10.1456,6.69,,,,,
105-03,2018-06-19 06:44:00,129.1717,37.5533,0,20,34.181,6.5361,5.283,13.447,0.219,0.907,12.402,
105-03,2018-06-19 06:44:00,129.1717,37.5533,0,30,34.1035,4.9642,5.692,,,,,
105-03,2018-06-19 06:44:00,129.1717,37.5533,0,50,34.0732,4.0788,5.832,0.013,0.018,0.039,0.079,
105-03,2018-08-21 08:48:00,129.1717,37.5533,0,0,33.4003,18.7212,5.642,0.713,0.016,0.01,0.005,9.2
105-03,2018-08-21 08:48:00,129.1717,37.5533,0,10,33.6261,15.6227,5.843,,,,,9.2
105-03,2018-08-21 08:48:00,129.1717,37.5533,0,20,33.7139,12.2654,6.547,1.441,0.001,0.03,0.006,9.2
105-03,2018-08-21 08:48:00,129.1717,37.5533,0,30,33.8222,9.3476,7.14,,,,,9.2
105-03,2018-08-21 08:48:00,129.1717,37.5533,0,50,33.9446,5.5392,7.381,5.376,0.221,0.345,2.567,9.2
105-03,2018-10-22 08:40:00,129.1717,37.5533,0,0,33.2695,18.8771,5.25,1.882,0.001,0.1,0.116,15.0
105-03,2018-10-22 08:40:00,129.1717,37.5533,0,10,33.2747,18.884,5.298,,,,,15.0
105-03,2018-10-22 08:40:00,129.1717,37.5533,0,20,33.3066,18.9324,5.234,4.009,0.049,0.202,1.533,15.0
105-03,2018-10-22 08:40:00,129.1717,37.5533,0,30,33.5684,17.5104,4.888,,,,,15.0
105-03,2018-10-22 08:40:00,129.1717,37.5533,0,50,34.0542,4.8471,5.469,17.369,0.139,1.122,13.776,15.0
105-03,2018-12-15 13:41:00,129.1717,37.5533,0,0,34.0568,13.4853,5.208,,,,,16.0
105-03,2018-12-15 13:41:00,129.1717,37.5533,0,10,34.0571,13.4166,5.15,,,,,16.0
105-03,2018-12-15 13:41:00,129.1717,37.5533,0,20,34.0418,13.3098,5.164,,,,,16.0
105-03,2018-12-15 13:41:00,129.1717,37.5533,0,30,34.0466,13.2386,5.202,,,,,16.0
105-03,2018-12-15 13:41:00,129.1717,37.5533,0,50,34.1475,11.7602,4.329,,,,,16.0
105-04,2018-02-23 08:36:00,129.2583,37.5533,0,0,34.29,8.246,6.03,,,,,18.0
105-04,2018-02-23 08:36:00,129.2583,37.5533,0,10,34.2902,8.2468,6.027,,,,,18.0
105-04,2018-02-23 08:36:00,129.2583,37.5533,0,20,34.2885,8.227,6.003,,,,,18.0
105-04,2018-02-23 08:36:00,129.2583,37.5533,0,30,34.287,8.2142,5.954,,,,,18.0
105-04,2018-02-23 08:36:00,129.2583,37.5533,0,50,34.1776,6.5843,5.634,,,,,18.0
105-04,2018-02-23 08:36:00,129.2583,37.5533,0,75,34.0161,3.2581,5.896,,,,,18.0
105-04,2018-02-23 08:36:00,129.2583,37.5533,0,100,34.037,2.8609,6.348,,,,,18.0
105-04,2018-02-23 08:36:00,129.2583,37.5533,0,125,34.0327,2.4905,6.293,,,,,18.0
105-04,2018-02-23 08:36:00,129.2583,37.5533,0,150,34.033,2.2,6.374,,,,,18.0
105-04,2018-02-23 08:36:00,129.2583,37.5533,0,200,34.0211,1.6272,5.684,,,,,18.0
105-04,2018-04-11 20:40:00,129.2583,37.5533,0,0,34.3304,10.9887,6.461,,,,,
105-04,2018-04-11 20:40:00,129.2583,37.5533,0,10,34.3011,10.1751,6.713,,,,,
105-04,2018-04-11 20:40:00,129.2583,37.5533,0,20,34.2603,9.7159,6.488,,,,,
105-04,2018-04-11 20:40:00,129.2583,37.5533,0,30,34.202,8.374,6.167,,,,,
105-04,2018-04-11 20:40:00,129.2583,37.5533,0,50,34.0639,4.2486,5.717,,,,,
105-04,2018-04-11 20:40:00,129.2583,37.5533,0,75,34.0358,2.9068,6.123,,,,,
105-04,2018-04-11 20:40:00,129.2583,37.5533,0,100,34.0279,2.1433,6.171,,,,,
105-04,2018-04-11 20:40:00,129.2583,37.5533,0,125,34.0331,1.8537,6.123,,,,,
105-04,2018-04-11 20:40:00,129.2583,37.5533,0,150,34.0317,1.7871,6.105,,,,,
105-04,2018-04-11 20:40:00,129.2583,37.5533,0,200,34.0205,1.4064,6.056,,,,,
105-04,2018-06-19 07:42:00,129.2583,37.5533,0,0,34.2365,13.9082,6.252,,,,,7.0
105-04,2018-06-19 07:42:00,129.2583,37.5533,0,10,34.2863,11.3237,5.061,,,,,7.0
105-04,2018-06-19 07:42:00,129.2583,37.5533,0,20,34.2046,6.8296,5.257,,,,,7.0
105-04,2018-06-19 07:42:00,129.2583,37.5533,0,30,34.1291,5.285,5.755,,,,,7.0
105-04,2018-06-19 07:42:00,129.2583,37.5533,0,50,34.0522,3.6928,6.312,,,,,7.0
105-04,2018-06-19 07:42:00,129.2583,37.5533,0,75,34.0584,3.0251,6.404,,,,,7.0
105-04,2018-06-19 07:42:00,129.2583,37.5533,0,100,34.0302,2.3108,6.347,,,,,7.0
105-04,2018-06-19 07:42:00,129.2583,37.5533,0,125,34.0225,1.9743,6.102,,,,,7.0
105-04,2018-06-19 07:42:00,129.2583,37.5533,0,150,34.0121,1.5126,6.022,,,,,7.0
105-04,2018-06-19 07:42:00,129.2583,37.5533,0,200,34.013,1.3002,5.988,,,,,7.0
105-04,2018-08-21 08:12:00,129.2583,37.5533,0,0,33.4389,21.477,5.439,,,,,11.3
105-04,2018-08-21 08:12:00,129.2583,37.5533,0,10,33.3355,20.4708,5.552,,,,,11.3
105-04,2018-08-21 08:12:00,129.2583,37.5533,0,20,33.9871,13.8714,4.534,,,,,11.3
105-04,2018-08-21 08:12:00,129.2583,37.5533,0,30,34.0049,11.4463,6.686,,,,,11.3
105-04,2018-08-21 08:12:00,129.2583,37.5533,0,50,34.0705,5.849,6.772,,,,,11.3
105-04,2018-08-21 08:12:00,129.2583,37.5533,0,75,34.0534,3.9898,6.215,,,,,11.3
105-04,2018-08-21 08:12:00,129.2583,37.5533,0,100,34.0468,2.8927,5.99,,,,,11.3
105-04,2018-08-21 08:12:00,129.2583,37.5533,0,125,34.034,2.294,5.934,,,,,11.3
105-04,2018-08-21 08:12:00,129.2583,37.5533,0,150,34.0185,1.8557,6.214,,,,,11.3
105-04,2018-08-21 08:12:00,129.2583,37.5533,0,200,34.0038,1.0948,6.165,,,,,11.3
105-04,2018-10-22 09:48:00,129.2583,37.5533,0,0,33.3207,19.3922,5.235,,,,,12.0
105-04,2018-10-22 09:48:00,129.2583,37.5533,0,10,33.321,19.3898,5.163,,,,,12.0
105-04,2018-10-22 09:48:00,129.2583,37.5533,0,20,33.3204,19.3809,5.157,,,,,12.0
105-04,2018-10-22 09:48:00,129.2583,37.5533,0,30,33.6537,17.2956,4.878,,,,,12.0
105-04,2018-10-22 09:48:00,129.2583,37.5533,0,50,34.2635,10.4395,5.051,,,,,12.0
105-04,2018-10-22 09:48:00,129.2583,37.5533,0,75,34.116,5.7345,5.908,,,,,12.0
105-04,2018-10-22 09:48:00,129.2583,37.5533,0,100,34.0494,3.3525,5.851,,,,,12.0
105-04,2018-10-22 09:48:00,129.2583,37.5533,0,125,34.0078,1.4521,6.088,,,,,12.0
105-04,2018-10-22 09:48:00,129.2583,37.5533,0,150,34.0053,1.1733,6.067,,,,,12.0
105-04,2018-10-22 09:48:00,129.2583,37.5533,0,200,34.0065,0.9602,6.114,,,,,12.0
105-04,2018-12-15 14:18:00,129.2583,37.5533,0,0,34.0863,13.6573,5.16,,,,,22.0
105-04,2018-12-15 14:18:00,129.2583,37.5533,0,10,34.0834,13.6317,5.199,,,,,22.0
105-04,2018-12-15 14:18:00,129.2583,37.5533,0,20,34.0834,13.6043,5.155,,,,,22.0
105-04,2018-12-15 14:18:00,129.2583,37.5533,0,30,34.0898,13.6098,5.157,,,,,22.0
105-04,2018-12-15 14:18:00,129.2583,37.5533,0,50,34.1081,13.5675,5.119,,,,,22.0
105-04,2018-12-15 14:18:00,129.2583,37.5533,0,75,34.2086,8.1191,4.325,,,,,22.0
105-04,2018-12-15 14:18:00,129.2583,37.5533,0,100,34.0782,3.9085,5.448,,,,,22.0
105-04,2018-12-15 14:18:00,129.2583,37.5533,0,125,34.0238,2.1983,5.914,,,,,22.0
105-04,2018-12-15 14:18:00,129.2583,37.5533,0,150,34.0063,1.6465,6.08,,,,,22.0
105-04,2018-12-15 14:18:00,129.2583,37.5533,0,200,34.0061,1.1086,6.031,,,,,22.0
105-05,2018-02-23 09:36:00,129.3767,37.5533,0,0,34.2843,8.2044,5.958,10.556,0.15,0.592,7.98,19.0
105-05,2018-02-23 09:36:00,129.3767,37.5533,0,10,34.2843,8.194,5.967,9.577,0.133,0.547,7.165,19.0
105-05,2018-02-23 09:36:00,129.3767,37.5533,0,20,34.2839,8.1984,5.986,10.355,0.146,0.6,8.114,19.0
105-05,2018-02-23 09:36:00,129.3767,37.5533,0,30,34.23,7.5672,5.867,13.2,0.175,0.781,10.514,19.0
105-05,2018-02-23 09:36:00,129.3767,37.5533,0,50,34.0594,4.8073,5.563,14.432,0.011,0.926,12.732,19.0
105-05,2018-02-23 09:36:00,129.3767,37.5533,0,75,34.1131,3.6639,6.553,11.396,0.13,0.837,9.67,19.0
105-05,2018-02-23 09:36:00,129.3767,37.5533,0,100,34.0185,2.4731,6.668,11.73,0.196,0.917,10.075,19.0
105-05,2018-02-23 09:36:00,129.3767,37.5533,0,125,34.0166,2.2558,6.51,,,,,19.0
105-05,2018-02-23 09:36:00,129.3767,37.5533,0,150,34.0318,2.0604,6.406,,,,,19.0
105-05,2018-02-23 09:36:00,129.3767,37.5533,0,200,34.0427,1.8918,6.675,11.86,0.032,0.856,9.439,19.0
105-05,2018-02-23 09:36:00,129.3767,37.5533,0,250,34.023,1.4734,5.983,,,,,19.0
105-05,2018-02-23 09:36:00,129.3767,37.5533,0,300,34.0252,1.1886,5.627,,,,,19.0
105-05,2018-04-11 21:29:00,129.3767,37.5533,0,0,34.3339,10.7878,6.417,4.791,0.126,0.155,1.914,
105-05,2018-04-11 21:29:00,129.3767,37.5533,0,10,34.3332,10.7899,6.466,4.732,0.134,0.159,1.948,
105-05,2018-04-11 21:29:00,129.3767,37.5533,0,20,34.3184,10.5933,6.468,4.767,0.131,0.163,2.017,
105-05,2018-04-11 21:29:00,129.3767,37.5533,0,30,34.2702,9.6861,6.602,5.15,0.141,0.199,2.303,
105-05,2018-04-11 21:29:00,129.3767,37.5533,0,50,34.1011,4.9817,5.581,16.447,0.036,0.92,13.742,
105-05,2018-04-11 21:29:00,129.3767,37.5533,0,75,34.0115,2.6171,5.915,16.821,0.024,0.96,14.531,
105-05,2018-04-11 21:29:00,129.3767,37.5533,0,100,34.0282,1.8769,6.176,19.84,0.033,1.058,15.997,
105-05,2018-04-11 21:29:00,129.3767,37.5533,0,125,34.0266,1.7347,6.16,,,,,
105-05,2018-04-11 21:29:00,129.3767,37.5533,0,150,34.0144,1.3426,6.245,,,,,
105-05,2018-04-11 21:29:00,129.3767,37.5533,0,200,34.0203,1.1521,6.005,24.436,0.027,1.231,18.376,
105-05,2018-04-11 21:29:00,129.3767,37.5533,0,250,34.0296,1.0177,5.911,,,,,
105-05,2018-04-11 21:29:00,129.3767,37.5533,0,300,34.0349,0.9498,5.651,,,,,
105-05,2018-06-19 08:52:00,129.3767,37.5533,0,0,34.283,17.5303,5.895,1.749,0.002,0.038,0.058,12.0
105-05,2018-06-19 08:52:00,129.3767,37.5533,0,10,34.2865,17.3386,6.918,,,,,12.0
105-05,2018-06-19 08:52:00,129.3767,37.5533,0,20,34.3088,8.4903,4.815,18.5,0.335,1.028,13.621,12.0
105-05,2018-06-19 08:52:00,129.3767,37.5533,0,30,34.1701,5.8326,5.417,,,,,12.0
105-05,2018-06-19 08:52:00,129.3767,37.5533,0,50,34.0687,3.7529,5.872,16.128,0.034,1.056,14.434,12.0
105-05,2018-06-19 08:52:00,129.3767,37.5533,0,75,34.047,2.9256,5.967,,,,,12.0
105-05,2018-06-19 08:52:00,129.3767,37.5533,0,100,34.0389,2.3949,5.972,16.685,0.014,1.097,15.002,12.0
105-05,2018-06-19 08:52:00,129.3767,37.5533,0,125,34.0267,1.8673,5.918,,,,,12.0
105-05,2018-06-19 08:52:00,129.3767,37.5533,0,150,34.0193,1.5138,5.961,,,,,12.0
105-05,2018-06-19 08:52:00,129.3767,37.5533,0,200,34.019,1.2327,6.04,,,,,12.0
105-05,2018-06-19 08:52:00,129.3767,37.5533,0,250,34.0204,0.9879,5.956,,,,,12.0
105-05,2018-06-19 08:52:00,129.3767,37.5533,0,300,34.0279,0.9404,5.752,,,,,12.0
105-05,2018-08-21 04:38:00,129.3767,37.5533,0,0,32.7902,24.4449,4.528,1.023,0.016,0.023,0.032,
105-05,2018-08-21 04:38:00,129.3767,37.5533,0,10,32.7883,24.4318,4.854,1.025,0.003,0.03,0.089,
105-05,2018-08-21 04:38:00,129.3767,37.5533,0,20,33.7209,16.1584,5.118,9.744,0.147,0.398,5.327,
105-05,2018-08-21 04:38:00,129.3767,37.5533,0,30,34.2385,12.5765,4.216,17.34,0.091,0.832,12.015,
105-05,2018-08-21 04:38:00,129.3767,37.5533,0,50,34.1899,7.4398,5.084,8.79,0.052,0.635,7.439,
105-05,2018-08-21 04:38:00,129.3767,37.5533,0,75,34.0886,4.3667,5.836,16.272,0.025,1.059,14.297,
105-05,2018-08-21 04:38:00,129.3767,37.5533,0,100,34.0198,2.7457,6.334,20.33,0.012,1.138,15.582,
105-05,2018-08-21 04:38:00,129.3767,37.5533,0,125,34.0372,2.4847,5.85,,,,,
105-05,2018-08-21 04:38:00,129.3767,37.5533,0,150,34.0268,2.0517,5.804,,,,,
105-05,2018-08-21 04:38:00,129.3767,37.5533,0,200,34.0001,1.2261,6.214,13.7,0.023,0.892,12.414,
105-05,2018-08-21 04:38:00,129.3767,37.5533,0,250,34.0036,0.9571,6.325,,,,,
