station,date_time,longitude,latitude,bot.depth[m],depth(m),depth(text),염분[psu],수온[℃],용존산소[ml/L],규산염[μM],아질산성질소[μM],인산염인[μM],질산성질소[μM],투명도[m]
102-00,2008-02-29 05:33:00,129.5883,36.0767,0,0,,34.6116,12.9103,4.9234,,,,,
102-00,2008-02-29 05:33:00,129.5883,36.0767,0,10,,34.5855,12.9493,5.7403,,,,,
102-00,2008-02-29 05:33:00,129.5883,36.0767,0,20,,34.5631,12.7838,5.7705,,,,,
102-00,2008-02-29 05:33:00,129.5883,36.0767,0,30,,34.5648,12.7095,5.8151,,,,,
102-00,2008-02-29 05:33:00,129.5883,36.0767,0,50,,34.4405,12.0076,5.7748,,,,,
102-00,2008-02-29 05:33:00,129.5883,36.0767,0,75,,34.0377,9.3051,5.7306,,,,,
102-00,2008-04-15 17:03:00,129.5883,36.0767,0,0,,34.5505,14.5797,5.7285,,,,,
102-00,2008-04-15 17:03:00,129.5883,36.0767,0,10,,34.4986,14.0883,5.8106,,,,,
102-00,2008-04-15 17:03:00,129.5883,36.0767,0,20,,34.5147,13.5963,5.6302,,,,,
102-00,2008-04-15 17:03:00,129.5883,36.0767,0,30,,34.4684,13.5094,5.6086,,,,,
102-00,2008-04-15 17:03:00,129.5883,36.0767,0,50,,34.4929,11.2071,5.2925,,,,,
102-00,2008-04-15 17:03:00,129.5883,36.0767,0,75,,34.1362,2.8841,4.9253,,,,,
102-00,2008-06-17 22:56:00,129.5883,36.0767,0,0,,33.931,19.4053,4.6036,,,,,
102-00,2008-06-17 22:56:00,129.5883,36.0767,0,10,,33.9073,19.4275,5.1304,,,,,
102-00,2008-06-17 22:56:00,129.5883,36.0767,0,20,,33.9491,18.8419,5.2922,,,,,
102-00,2008-06-17 22:56:00,129.5883,36.0767,0,30,,33.7445,17.0226,5.1898,,,,,
102-00,2008-06-17 22:56:00,129.5883,36.0767,0,50,,34.2584,8.3406,4.6206,,,,,
102-00,2008-06-17 22:56:00,129.5883,36.0767,0,75,,34.1622,4.9071,4.9927,,,,,
102-00,2008-08-14 19:56:00,129.5883,36.0767,0,0,,32.4324,22.0109,4.8329,,,,,
102-00,2008-08-14 19:56:00,129.5883,36.0767,0,10,,34.1376,13.4497,3.4231,,,,,
102-00,2008-08-14 19:56:00,129.5883,36.0767,0,20,,34.2983,11.6464,3.2181,,,,,
102-00,2008-08-14 19:56:00,129.5883,36.0767,0,30,,34.21,10.1164,3.2684,,,,,
102-00,2008-08-14 19:56:00,129.5883,36.0767,0,50,,34.1327,7.4072,3.2572,,,,,
102-00,2008-08-14 19:56:00,129.5883,36.0767,0,75,,34.1447,5.2852,3.2996,,,,,
102-00,2008-10-14 12:42:00,129.5883,36.0767,0,0,,32.707,21.7048,5.1593,,,,,
102-00,2008-10-14 12:42:00,129.5883,36.0767,0,10,,32.6919,21.7016,6.2732,,,,,
102-00,2008-10-14 12:42:00,129.5883,36.0767,0,20,,32.8611,19.5104,5.4498,,,,,
102-00,2008-10-14 12:42:00,129.5883,36.0767,0,30,,34.1669,14.5021,4.2176,,,,,
102-00,2008-10-14 12:42:00,129.5883,36.0767,0,50,,34.1581,12.0767,4.2624,,,,,
102-00,2008-10-14 12:42:00,129.5883,36.0767,0,75,,34.1581,4.7261,,,,,,
102-00,2008-12-13 15:52:00,129.5883,36.0767,0,0,,33.9589,15.9354,5.9156,,,,,
