station,date_time,longitude,latitude,depth(m),depth(text),전체수심(m),염분[psu],수온[℃],용존산소[ml/L],규산염[μM],아질산성질소[μM],인산염인[μM],질산성질소[μM],투명도[m]
315-16,2020-03-06 22:04:00,126.2,32.5,0,,98.0,34.2472,15.9285,8.0549,7.155,0.2342,0.365697,5.56952,
315-16,2020-03-06 22:04:00,126.2,32.5,10,,98.0,34.2895,15.8773,7.9372,,,,,
315-16,2020-03-06 22:04:00,126.2,32.5,20,,98.0,34.2992,15.8625,7.9,,,,,
315-16,2020-03-06 22:04:00,126.2,32.5,30,,98.0,34.3021,15.8658,7.8585,,,,,
315-16,2020-03-06 22:04:00,126.2,32.5,50,,98.0,34.3106,15.8881,7.8971,,,,,
315-16,2020-03-06 22:04:00,126.2,32.5,75,,98.0,34.3109,15.8912,8.0564,,,,,
315-16,2020-05-22 15:42:00,126.2,32.5,0,,98.0,32.4732,17.6703,6.0531,9.687,0.003,0.05084,1.96165,13.0
315-16,2020-05-22 15:42:00,126.2,32.5,10,,98.0,32.451,17.294,6.0964,,,,,13.0
315-16,2020-05-22 15:42:00,126.2,32.5,20,,98.0,32.52,14.7712,8.4762,,,,,13.0
315-16,2020-05-22 15:42:00,126.2,32.5,30,,98.0,32.7113,13.0494,5.987,,,,,13.0
315-16,2020-05-22 15:42:00,126.2,32.5,50,,98.0,33.1301,13.8403,5.8732,,,,,13.0
315-16,2020-05-22 15:42:00,126.2,32.5,75,,98.0,34.1524,15.5893,4.9183,,,,,13.0
315-16,2020-08-07 18:58:00,126.2,32.5,0,,98.0,,,4.7153,8.6191,0.0713,0.08866,8.97425,9.0
315-16,2020-08-07 18:58:00,126.2,32.5,10,,98.0,,,4.5747,,,,,9.0
315-16,2020-08-07 18:58:00,126.2,32.5,20,,98.0,,,5.5101,,,,,9.0
315-16,2020-08-07 18:58:00,126.2,32.5,30,,98.0,,,3.8114,,,,,9.0
315-16,2020-08-07 18:58:00,126.2,32.5,50,,98.0,,,4.1474,,,,,9.0
315-16,2020-11-12 12:30:00,126.2,32.5,0,,98.0,,,3.6708,5.53571,0.41,0.017,1.724,10.0
315-16,2020-11-12 12:30:00,126.2,32.5,10,,98.0,,,3.6992,,,,,10.0
315-16,2020-11-12 12:30:00,126.2,32.5,20,,98.0,,,3.6138,,,,,10.0
315-16,2020-11-12 12:30:00,126.2,32.5,30,,98.0,,,3.5861,,,,,10.0
315-16,2020-11-12 12:30:00,126.2,32.5,50,,98.0,,,3.6134,,,,,10.0
315-16,2020-11-12 12:30:00,126.2,32.5,75,,98.0,,,2.569,,,,,10.0
315-17,2020-03-06 23:30:00,125.885,32.5,0,,90.0,33.8529,14.237,8.2586,9.7782,0.1444,0.428627,6.57697,
315-17,2020-03-06 23:30:00,125.885,32.5,10,,90.0,33.8302,14.233,8.2939,9.7735,0.1464,0.423667,6.00007,
315-17,2020-03-06 23:30:00,125.885,32.5,20,,90.0,33.874,14.3271,8.2202,9.6449,0.1362,0.419843,5.90262,
315-17,2020-03-06 23:30:00,125.885,32.5,30,,90.0,33.878,14.3408,8.159,9.7011,0.1458,0.423667,6.31479,
315-17,2020-03-06 23:30:00,125.885,32.5,50,,90.0,33.9635,14.6375,9.8601,9.2943,0.1479,0.41354,6.85161,
315-17,2020-03-06 23:30:00,125.885,32.5,75,,90.0,34.0265,14.8198,8.1796,9.2534,0.1491,0.41447,6.75178,
315-17,2020-05-22 17:10:00,125.885,32.5,0,,90.0,32.3658,17.6588,6.54,2.6123,0.0272,0.03689,3.4729,8.0
315-17,2020-05-22 17:10:00,125.885,32.5,10,,90.0,32.4733,17.2713,6.5904,3.1332,0.0026,0.03689,3.91811,8.0
315-17,2020-05-22 17:10:00,125.885,32.5,20,,90.0,32.5331,16.3298,7.4671,3.989,0.0085,0.043607,4.10726,8.0
315-17,2020-05-22 17:10:00,125.885,32.5,30,,90.0,32.4172,12.6789,6.3977,9.5352,0.041,0.07905,1.74425,8.0
315-17,2020-05-22 17:10:00,125.885,32.5,50,,90.0,33.4484,14.2231,5.3997,10.1785,0.0692,0.49693,7.88656,8.0
315-17,2020-05-22 17:10:00,125.885,32.5,75,,90.0,33.9661,15.2578,4.8481,10.4351,0.0856,0.506643,7.3339,8.0
315-17,2020-08-07 17:08:00,125.885,32.5,0,,90.0,,,4.7148,8.5894,0.0239,0.081943,2.70162,9.0
315-17,2020-08-07 17:08:00,125.885,32.5,10,,90.0,,,4.8268,8.5664,0.0185,0.106227,3.19982,9.0
315-17,2020-08-07 17:08:00,125.885,32.5,20,,90.0,,,5.6178,7.976,0.0213,0.11439,3.39868,9.0
315-17,2020-08-07 17:08:00,125.885,32.5,30,,90.0,,,5.025,9.7176,0.0915,0.163163,2.45189,9.0
315-17,2020-08-07 17:08:00,125.885,32.5,50,,90.0,,,3.8947,12.2744,0.0347,0.712483,8.81518,9.0
315-17,2020-08-07 17:08:00,125.885,32.5,75,,90.0,,,3.5848,14.3508,0.0449,0.828837,10.3574,9.0
315-17,2020-11-12 13:53:00,125.885,32.5,0,,90.0,,,3.8228,4.53571,0.406,0.0,4.782,
315-17,2020-11-12 13:53:00,125.885,32.5,10,,90.0,,,3.8373,4.17857,0.412,0.0,4.464,
315-17,2020-11-12 13:53:00,125.885,32.5,20,,90.0,,,3.6999,4.96429,0.028,0.0,5.098,
315-17,2020-11-12 13:53:00,125.885,32.5,30,,90.0,,,3.6701,4.57143,0.012,0.013,3.585,
315-17,2020-11-12 13:53:00,125.885,32.5,50,,90.0,,,3.6421,4.28571,0.017,0.0,4.472,
315-17,2020-11-12 13:53:00,125.885,32.5,75,,90.0,,,3.3589,26.5714,0.0,0.59,14.856,
315-18,2020-03-07 01:45:00,125.5867,32.5,0,,77.0,33.4401,12.8783,8.6589,10.8631,0.1517,0.426663,6.27301,
315-18,2020-03-07 01:45:00,125.5867,32.5,10,,77.0,33.4428,12.8637,8.4571,,,,,
315-18,2020-03-07 01:45:00,125.5867,32.5,20,,77.0,33.4486,12.8564,8.4533,,,,,
315-18,2020-03-07 01:45:00,125.5867,32.5,30,,77.0,33.4538,12.8606,8.4581,,,,,
315-18,2020-03-07 01:45:00,125.5867,32.5,50,,77.0,33.4653,12.9054,8.4601,,,,,
315-18,2020-05-22 19:13:00,125.5867,32.5,0,,77.0,32.2174,17.4493,6.4206,2.7729,0.003,0.045157,2.227,
315-18,2020-05-22 19:13:00,125.5867,32.5,10,,77.0,32.218,17.4243,6.4376,,,,,
315-18,2020-05-22 19:13:00,125.5867,32.5,20,,77.0,32.2428,16.0214,9.9519,,,,,
315-18,2020-05-22 19:13:00,125.5867,32.5,30,,77.0,32.452,13.1492,5.6731,,,,,
315-18,2020-05-22 19:13:00,125.5867,32.5,50,,77.0,32.9084,13.1177,5.418,,,,,
315-18,2020-05-22 19:13:00,125.5867,32.5,75,,77.0,33.1129,13.5203,5.2089,,,,,
315-18,2020-08-07 15:39:00,125.5867,32.5,0,,77.0,,,4.8827,5.3924,0.0585,0.12338,9.06203,10.0
315-18,2020-08-07 15:39:00,125.5867,32.5,10,,77.0,,,4.8511,,,,,10.0
315-18,2020-08-07 15:39:00,125.5867,32.5,20,,77.0,,,5.2209,,,,,10.0
315-18,2020-08-07 15:39:00,125.5867,32.5,30,,77.0,,,4.3765,,,,,10.0
315-18,2020-08-07 15:39:00,125.5867,32.5,50,,77.0,,,3.867,,,,,10.0
315-18,2020-11-12 15:55:00,125.5867,32.5,0,,77.0,,,3.7824,4.89286,0.535,0.0,5.954,
315-18,2020-11-12 15:55:00,125.5867,32.5,10,,77.0,,,3.8305,,,,,
315-18,2020-11-12 15:55:00,125.5867,32.5,20,,77.0,,,3.7185,,,,,
315-18,2020-11-12 15:55:00,125.5867,32.5,30,,77.0,,,3.9831,,,,,
315-18,2020-11-12 15:55:00,125.5867,32.5,50,,77.0,,,3.555,,,,,
315-19,2020-03-07 03:10:00,125.2867,32.5,0,,67.0,33.0654,11.7305,8.658,11.2994,0.1371,0.442163,7.57614,
315-19,2020-03-07 03:10:00,125.2867,32.5,10,,67.0,33.1224,11.8417,8.8153,11.3213,0.125,0.4557,7.27716,
315-19,2020-03-07 03:10:00,125.2867,32.5,20,,67.0,33.1395,11.7407,8.7005,11.2823,0.1114,0.455907,7.70831,
315-19,2020-03-07 03:10:00,125.2867,32.5,30,,67.0,33.161,11.7812,8.6604,11.1946,0.1018,0.458903,7.42418,
315-19,2020-03-07 03:10:00,125.2867,32.5,50,,67.0,33.327,12.2482,8.621,11.1384,0.1149,0.459523,7.12216,
315-19,2020-05-22 20:27:00,125.2867,32.5,0,,67.0,32.427,17.9408,5.9538,11.9861,0.0073,0.070577,4.46421,
315-19,2020-05-22 20:27:00,125.2867,32.5,10,,67.0,32.4278,17.9356,5.9676,12.038,0.0116,0.065513,1.97486,
315-19,2020-05-22 20:27:00,125.2867,32.5,20,,67.0,32.4603,15.9352,8.4582,12.7852,0.0864,0.120073,4.90804,
315-19,2020-05-22 20:27:00,125.2867,32.5,30,,67.0,32.4162,12.8194,5.7578,16.2104,0.459,0.543533,12.4275,
315-19,2020-05-22 20:27:00,125.2867,32.5,50,,67.0,32.5032,12.534,5.5984,15.1715,0.1004,0.677763,14.421,
315-19,2020-08-07 13:12:00,125.2867,32.5,0,,67.0,,,4.7158,3.982,0.077,0.143943,2.64551,9.0
315-19,2020-08-07 13:12:00,125.2867,32.5,10,,67.0,,,4.8516,4.1523,0.0642,0.133817,2.44665,9.0
315-19,2020-08-07 13:12:00,125.2867,32.5,20,,67.0,,,4.462,10.2592,0.065,0.136607,5.12425,9.0
315-19,2020-08-07 13:12:00,125.2867,32.5,30,,67.0,,,3.811,13.9738,0.0777,0.57567,11.3944,9.0
315-19,2020-08-07 13:12:00,125.2867,32.5,50,,67.0,,,3.614,14.5795,0.0844,0.792877,11.2796,9.0
315-19,2020-11-12 17:18:00,125.2867,32.5,0,,67.0,,,3.7836,8.28571,0.276,0.016,6.09,4.0
315-19,2020-11-12 17:18:00,125.2867,32.5,10,,67.0,,,3.7473,8.53571,0.258,0.022,7.621,4.0
315-19,2020-11-12 17:18:00,125.2867,32.5,20,,67.0,,,3.8975,9.92857,0.323,0.027,8.59,4.0
315-19,2020-11-12 17:18:00,125.2867,32.5,30,,67.0,,,4.5491,9.25,0.387,0.041,7.998,4.0
315-19,2020-11-12 17:18:00,125.2867,32.5,50,,67.0,,,3.6345,8.75,0.586,0.055,6.467,4.0
315-20,2020-03-07 05:00:00,125.0,32.5,0,,54.0,32.7668,10.9075,8.9033,11.3489,0.1308,0.47368,7.57342,
315-20,2020-03-07 05:00:00,125.0,32.5,10,,54.0,32.946,11.0925,9.1001,,,,,
315-20,2020-03-07 05:00:00,125.0,32.5,20,,54.0,32.9813,11.2011,8.8202,,,,,
315-20,2020-03-07 05:00:00,125.0,32.5,30,,54.0,33.1126,11.4629,8.6566,,,,,
315-20,2020-03-07 05:00:00,125.0,32.5,50,,54.0,33.2186,11.6848,8.9044,,,,,
315-20,2020-05-22 22:04:00,125.0,32.5,0,,54.0,32.4615,16.9753,6.5056,8.9761,0.0014,0.088763,1.99355,
315-20,2020-05-22 22:04:00,125.0,32.5,10,,54.0,32.4606,16.9492,6.5213,,,,,
315-20,2020-05-22 22:04:00,125.0,32.5,20,,54.0,32.4651,14.0601,8.4286,,,,,
315-20,2020-05-22 22:04:00,125.0,32.5,30,,54.0,32.5286,13.4092,5.5861,,,,,
315-20,2020-05-22 22:04:00,125.0,32.5,50,,54.0,32.5139,13.3816,5.5494,,,,,
315-20,2020-08-07 11:42:00,125.0,32.5,0,,54.0,,,4.9127,4.0605,0.0392,0.169467,2.36174,10.0
315-20,2020-08-07 11:42:00,125.0,32.5,10,,54.0,,,4.8557,,,,,10.0
315-20,2020-08-07 11:42:00,125.0,32.5,20,,54.0,,,3.8133,,,,,10.0
315-20,2020-08-07 11:42:00,125.0,32.5,30,,54.0,,,3.0483,,,,,10.0
315-20,2020-08-07 11:42:00,125.0,32.5,50,,54.0,,,3.0779,,,,,10.0
315-20,2020-11-12 19:15:00,125.0,32.5,0,,54.0,,,3.417,7.21429,0.571,0.0,6.612,
315-20,2020-11-12 19:15:00,125.0,32.5,10,,54.0,,,3.7833,,,,,
315-20,2020-11-12 19:15:00,125.0,32.5,20,,54.0,,,3.699,,,,,
315-20,2020-11-12 19:15:00,125.0,32.5,30,,54.0,,,3.8106,,,,,
315-20,2020-11-12 19:15:00,125.0,32.5,50,,54.0,,,3.7836,,,,,
315-21,2020-03-07 07:00:00,124.5,32.5,0,,40.0,32.6065,10.5229,10.633,11.2108,0.1788,0.483187,7.81502,
315-21,2020-03-07 07:00:00,124.5,32.5,10,,40.0,32.6863,10.6428,9.0195,11.4213,0.1334,0.512327,8.66915,
315-21,2020-03-07 07:00:00,124.5,32.5,20,,40.0,32.8127,10.62,8.8182,11.6795,0.1297,0.531857,8.68961,
315-21,2020-03-07 07:00:00,124.5,32.5,30,,40.0,32.8449,10.6553,9.1421,11.4223,0.1303,0.519147,8.3247,
315-21,2020-05-22 23:57:00,124.5,32.5,0,,40.0,32.2219,16.871,6.8292,11.5739,0.0022,0.0496,1.6273,
315-21,2020-05-22 23:57:00,124.5,32.5,10,,40.0,32.2226,16.8666,6.8289,12.2211,0.0223,0.06107,1.83507,
315-21,2020-05-22 23:57:00,124.5,32.5,20,,40.0,32.3268,13.8234,7.9138,13.7565,0.9364,0.459833,10.1104,
315-21,2020-05-22 23:57:00,124.5,32.5,30,,40.0,32.314,13.4232,5.4597,13.7624,0.9666,0.486493,10.1408,
315-21,2020-08-07 08:56:00,124.5,32.5,0,,40.0,,,4.9983,4.6193,0.2081,0.12772,8.5324,10.0
315-21,2020-08-07 08:56:00,124.5,32.5,10,,40.0,,,4.3431,2.473,0.1362,0.131957,4.79756,10.0
315-21,2020-08-07 08:56:00,124.5,32.5,20,,40.0,,,4.518,2.6605,0.1537,0.112737,2.36221,10.0
315-21,2020-08-07 08:56:00,124.5,32.5,30,,40.0,,,3.2449,7.1876,0.3338,0.245623,8.89894,10.0
315-21,2020-11-12 20:44:00,124.5,32.5,0,,40.0,,,3.6617,11.6786,0.044,0.019,9.861,
315-21,2020-11-12 20:44:00,124.5,32.5,10,,40.0,,,3.6924,10.4286,0.035,0.048,8.151,
315-21,2020-11-12 20:44:00,124.5,32.5,20,,40.0,,,3.8392,10.1071,0.047,0.062,8.887,
315-21,2020-11-12 20:44:00,124.5,32.5,30,,40.0,,,3.687,11.4286,0.051,0.075,8.073,
315-22,2020-03-07 09:09:00,124.0,32.5,0,,35.0,31.8831,9.6417,9.6913,13.1064,0.113,0.48205,8.7721,
315-22,2020-03-07 09:09:00,124.0,32.5,10,,35.0,31.9512,9.6878,13.1518,12.8054,0.0996,0.49972,8.38589,
315-22,2020-03-07 09:09:00,124.0,32.5,20,,35.0,31.9939,9.7191,9.7446,14.2656,0.1102,0.561927,10.3322,
315-22,2020-03-07 09:09:00,124.0,32.5,30,,35.0,31.9941,9.7202,9.1828,12.6977,0.0988,0.48484,8.73787,
315-22,2020-05-23 02:40:00,124.0,32.5,0,,35.0,30.2928,18.0896,6.2547,11.4211,0.0132,0.1271,6.90882,
315-22,2020-05-23 02:40:00,124.0,32.5,10,,35.0,30.2331,18.0896,6.2609,8.9105,0.2878,0.123897,3.29472,
315-22,2020-05-23 02:40:00,124.0,32.5,20,,35.0,31.8502,14.4094,5.7548,11.9372,1.3303,0.271663,12.3688,
315-22,2020-05-23 02:40:00,124.0,32.5,30,,35.0,31.8741,14.3251,5.578,11.9352,1.3246,0.269803,8.67934,
315-22,2020-08-07 06:35:00,124.0,32.5,0,,35.0,,,5.0234,9.8266,0.3262,0.144357,15.4904,8.0
315-22,2020-08-07 06:35:00,124.0,32.5,10,,35.0,,,5.0541,8.3234,0.3069,0.13051,14.8824,8.0
315-22,2020-08-07 06:35:00,124.0,32.5,20,,35.0,,,4.7434,1.9677,0.1808,0.12803,8.39257,8.0
315-22,2020-08-07 06:35:00,124.0,32.5,30,,35.0,,,4.7421,2.0022,0.1922,0.116457,8.22371,8.0
315-22,2020-11-12 23:11:00,124.0,32.5,0,,35.0,,,3.7769,22.7143,0.114,0.146,15.903,
315-22,2020-11-12 23:11:00,124.0,32.5,10,,35.0,,,3.8103,18.9286,0.103,0.211,12.228,
315-22,2020-11-12 23:11:00,124.0,32.5,20,,35.0,,,3.6989,18.6071,0.109,0.184,13.174,
315-22,2020-11-12 23:11:00,124.0,32.5,30,,35.0,,,3.7692,21.75,0.094,0.228,14.565,
316-12,2020-03-06 12:10:00,127.37,32.0,0,,128.0,33.9944,18.3529,8.1019,4.2297,0.2326,0.19716,3.50181,13.0
316-12,2020-03-06 12:10:00,127.37,32.0,10,,128.0,34.6058,18.3871,7.7785,4.4393,0.2395,0.208527,5.25609,13.0
316-12,2020-03-06 12:10:00,127.37,32.0,20,,128.0,34.6057,18.3765,7.7788,4.2812,0.2308,0.207287,3.78959,13.0
316-12,2020-03-06 12:10:00,127.37,32.0,30,,128.0,34.6052,18.3666,7.5813,4.3107,0.2346,0.205943,3.1906,13.0
316-12,2020-03-06 12:10:00,127.37,32.0,50,,128.0,34.6013,18.3152,7.3767,4.686,0.2811,0.2294,3.51919,13.0
316-12,2020-03-06 12:10:00,127.37,32.0,75,,128.0,34.5712,17.5756,7.017,7.8532,0.2562,0.435447,6.97723,13.0
316-12,2020-03-06 12:10:00,127.37,32.0,100,,128.0,34.5855,16.8819,7.0171,8.0303,0.4075,0.470683,6.95878,13.0
316-12,2020-05-27 18:28:00,127.37,32.0,0,,128.0,33.3938,20.661,5.4225,3.899,0.0282,0.040713,4.74624,13.0
316-12,2020-05-27 18:28:00,127.37,32.0,10,,128.0,33.6573,20.5854,5.4134,3.9655,0.0233,0.05704,2.54428,13.0
316-12,2020-05-27 18:28:00,127.37,32.0,20,,128.0,33.9086,20.1235,5.5753,4.0047,0.0229,0.064997,1.8569,13.0
316-12,2020-05-27 18:28:00,127.37,32.0,30,,128.0,33.7475,18.0792,5.6647,5.5244,0.0639,0.09951,2.66852,13.0
316-12,2020-05-27 18:28:00,127.37,32.0,50,,128.0,34.109,16.6786,4.4727,8.7783,0.0614,0.445677,8.47183,13.0
316-12,2020-05-27 18:28:00,127.37,32.0,75,,128.0,34.42,16.0625,4.245,13.2963,0.0767,0.761153,10.9404,13.0
316-12,2020-05-27 18:28:00,127.37,32.0,100,,128.0,34.4405,15.0072,3.7414,17.921,0.1501,0.979393,14.1125,13.0
316-12,2020-05-27 18:28:00,127.37,32.0,125,,128.0,34.4208,14.8993,3.7038,22.8288,0.2339,1.20404,17.5699,13.0
316-12,2020-08-14 03:41:00,127.37,32.0,0,,128.0,,,4.5438,7.644,0.0199,0.061173,3.76642,
316-12,2020-08-14 03:41:00,127.37,32.0,10,,128.0,,,4.5448,7.3387,0.0117,0.0589,0.685037,
316-12,2020-08-14 03:41:00,127.37,32.0,20,,128.0,,,4.3198,1.2654,0.0412,0.063447,0.522168,
316-12,2020-08-14 03:41:00,127.37,32.0,30,,128.0,,,3.5851,4.2461,0.9026,0.271663,5.19108,
316-12,2020-08-14 03:41:00,127.37,32.0,50,,128.0,,,3.6421,9.2937,0.0384,0.574017,7.65918,
316-12,2020-08-14 03:41:00,127.37,32.0,75,,128.0,,,3.5589,13.2666,0.0262,0.698843,9.59264,
316-12,2020-08-14 03:41:00,127.37,32.0,100,,128.0,,,3.8111,15.9603,0.0115,0.87017,12.0021,
316-12,2020-08-14 03:41:00,127.37,32.0,125,,128.0,,,3.6411,17.4683,0.0048,0.97216,12.2915,
316-12,2020-11-16 01:53:00,127.37,32.0,0,,128.0,,,3.6985,4.25,0.033,0.0,6.93,
316-12,2020-11-16 01:53:00,127.37,32.0,10,,128.0,,,3.585,3.67857,0.107,0.0,5.078,
316-12,2020-11-16 01:53:00,127.37,32.0,20,,128.0,,,3.5293,3.75,0.016,0.0,6.013,
316-12,2020-11-16 01:53:00,127.37,32.0,30,,128.0,,,3.5851,3.03571,0.027,0.0,4.702,
316-12,2020-11-16 01:53:00,127.37,32.0,50,,128.0,,,3.5837,4.64286,0.258,0.0,4.831,
316-12,2020-11-16 01:53:00,127.37,32.0,75,,128.0,,,2.6085,16.2143,0.03,0.279,11.536,
316-12,2020-11-16 01:53:00,127.37,32.0,100,,128.0,,,2.6816,21.9643,0.0,0.446,12.456,
316-12,2020-11-16 01:53:00,127.37,32.0,125,,128.0,,,2.7665,21.3929,0.0,0.347,12.685,
316-13,2020-03-06 10:15:00,127.0683,32.0,0,,120.0,34.5813,17.6959,7.779,5.5233,0.3686,0.26288,4.20277,14.0
316-13,2020-03-06 10:15:00,127.0683,32.0,10,,120.0,34.5906,17.6858,7.6197,5.4242,0.3619,0.263293,4.70957,14.0
316-13,2020-03-06 10:15:00,127.0683,32.0,20,,120.0,34.5912,17.68,7.7738,5.4918,0.3695,0.25854,4.28021,14.0
316-13,2020-03-06 10:15:00,127.0683,32.0,30,,120.0,34.5894,17.6607,7.6938,5.65,0.367,0.259057,4.52026,14.0
316-13,2020-03-06 10:15:00,127.0683,32.0,50,,120.0,34.5908,17.6569,7.6178,5.7919,0.3746,0.270423,4.63471,14.0
316-13,2020-03-06 10:15:00,127.0683,32.0,75,,120.0,34.5851,17.6329,7.3392,7.1035,0.3454,0.338417,5.86744,14.0
316-13,2020-03-06 10:15:00,127.0683,32.0,100,,120.0,34.5607,16.5011,6.2945,12.752,0.1399,0.654823,10.6416,14.0
316-13,2020-05-27 16:35:00,127.0683,32.0,0,,120.0,33.4854,21.2743,5.2941,3.9293,0.0229,0.073883,3.16579,11.0
316-13,2020-05-27 16:35:00,127.0683,32.0,10,,120.0,33.4856,21.266,5.2963,4.2054,0.0203,0.069027,3.89313,11.0
316-13,2020-05-27 16:35:00,127.0683,32.0,20,,120.0,33.7302,18.7621,6.4071,5.4598,0.0588,0.075847,2.36999,11.0
316-13,2020-05-27 16:35:00,127.0683,32.0,30,,120.0,33.8871,17.2687,5.2253,7.2096,0.0856,0.08835,2.50925,11.0
316-13,2020-05-27 16:35:00,127.0683,32.0,50,,120.0,34.1002,15.9988,4.4636,8.9261,0.0921,0.37944,7.80244,11.0
316-13,2020-05-27 16:35:00,127.0683,32.0,75,,120.0,34.059,15.1916,4.7417,12.649,0.0712,0.63364,10.5775,11.0
316-13,2020-05-27 16:35:00,127.0683,32.0,100,,120.0,34.4177,15.6486,3.9412,15.8804,0.104,0.87358,15.2051,11.0
316-13,2020-08-14 05:37:00,127.0683,32.0,0,,120.0,,,4.5172,7.7024,0.0003,0.061173,3.35391,
316-13,2020-08-14 05:37:00,127.0683,32.0,10,,120.0,,,4.4585,6.5962,0.0278,0.060553,0.704937,
316-13,2020-08-14 05:37:00,127.0683,32.0,20,,120.0,,,3.7837,4.1657,0.6918,0.233327,2.62641,
316-13,2020-08-14 05:37:00,127.0683,32.0,30,,120.0,,,3.7544,5.9924,0.4859,0.402277,7.24968,
316-13,2020-08-14 05:37:00,127.0683,32.0,50,,120.0,,,3.7828,9.0056,0.4078,0.438547,6.19609,
316-13,2020-08-14 05:37:00,127.0683,32.0,75,,120.0,,,3.359,13.8791,0.0282,0.760843,10.1309,
316-13,2020-08-14 05:37:00,127.0683,32.0,100,,120.0,,,3.7272,17.0913,0.0252,0.949117,12.3799,
316-13,2020-11-16 03:50:00,127.0683,32.0,0,,120.0,,,3.5291,5.71429,0.448,0.0,4.744,
316-13,2020-11-16 03:50:00,127.0683,32.0,10,,120.0,,,3.6417,6.21429,0.426,0.002,5.175,
316-13,2020-11-16 03:50:00,127.0683,32.0,20,,120.0,,,3.5307,5.92857,0.417,0.0,5.163,
316-13,2020-11-16 03:50:00,127.0683,32.0,30,,120.0,,,3.6128,6.75,0.463,0.0,5.88,
316-13,2020-11-16 03:50:00,127.0683,32.0,50,,120.0,,,3.6132,21.25,0.178,0.291,12.544,
316-13,2020-11-16 03:50:00,127.0683,32.0,75,,120.0,,,2.7665,20.3929,0.11,0.303,11.76,
316-13,2020-11-16 03:50:00,127.0683,32.0,100,,120.0,,,2.2589,31.3214,0.0,0.682,14.235,
316-14,2020-03-06 08:55:00,126.7683,32.0,0,,109.0,34.5999,17.66,7.4571,5.7033,0.3183,0.25575,4.08856,12.0
316-14,2020-03-06 08:55:00,126.7683,32.0,10,,109.0,34.6005,17.6571,7.5765,,,,,12.0
316-14,2020-03-06 08:55:00,126.7683,32.0,20,,109.0,34.6012,17.6633,7.4553,,,,,12.0
316-14,2020-03-06 08:55:00,126.7683,32.0,30,,109.0,34.6009,17.666,7.3769,,,,,12.0
316-14,2020-03-06 08:55:00,126.7683,32.0,50,,109.0,34.6008,17.6666,7.3706,,,,,12.0
316-14,2020-03-06 08:55:00,126.7683,32.0,75,,109.0,34.5683,17.5349,7.0969,,,,,12.0
316-14,2020-03-06 08:55:00,126.7683,32.0,100,,109.0,34.5484,17.0062,6.7359,,,,,12.0
316-14,2020-05-27 15:12:00,126.7683,32.0,0,,109.0,33.6769,20.5735,5.5781,3.6855,0.0197,0.059313,2.21939,10.0
316-14,2020-05-27 15:12:00,126.7683,32.0,10,,109.0,33.6808,20.5606,5.5619,,,,,10.0
316-14,2020-05-27 15:12:00,126.7683,32.0,20,,109.0,33.7019,19.7105,5.7713,,,,,10.0
316-14,2020-05-27 15:12:00,126.7683,32.0,30,,109.0,34.0139,17.3155,4.7949,,,,,10.0
316-14,2020-05-27 15:12:00,126.7683,32.0,50,,109.0,34.2193,16.7737,4.4813,,,,,10.0
316-14,2020-05-27 15:12:00,126.7683,32.0,75,,109.0,34.275,15.7746,4.5845,,,,,10.0
316-14,2020-05-27 15:12:00,126.7683,32.0,100,,109.0,34.3979,15.7498,4.0668,,,,,10.0
316-14,2020-08-14 07:46:00,126.7683,32.0,0,,109.0,,,4.3487,6.6096,0.0191,0.067477,9.48374,11.0
316-14,2020-08-14 07:46:00,126.7683,32.0,10,,109.0,,,4.7423,,,,,11.0
316-14,2020-08-14 07:46:00,126.7683,32.0,20,,109.0,,,4.7157,,,,,11.0
316-14,2020-08-14 07:46:00,126.7683,32.0,30,,109.0,,,3.9264,,,,,11.0
316-14,2020-08-14 07:46:00,126.7683,32.0,50,,109.0,,,3.3009,,,,,11.0
316-14,2020-08-14 07:46:00,126.7683,32.0,75,,109.0,,,3.5002,,,,,11.0
316-14,2020-08-14 07:46:00,126.7683,32.0,100,,109.0,,,3.3036,,,,,11.0
316-14,2020-11-16 05:58:00,126.7683,32.0,0,,109.0,,,3.5285,6.21429,0.513,0.0,5.15,
316-14,2020-11-16 05:58:00,126.7683,32.0,10,,109.0,,,3.5016,,,,,
316-14,2020-11-16 05:58:00,126.7683,32.0,20,,109.0,,,3.6709,,,,,
316-14,2020-11-16 05:58:00,126.7683,32.0,30,,109.0,,,3.8699,,,,,
316-14,2020-11-16 05:58:00,126.7683,32.0,50,,109.0,,,3.473,,,,,
316-14,2020-11-16 05:58:00,126.7683,32.0,75,,109.0,,,3.7543,,,,,
316-14,2020-11-16 05:58:00,126.7683,32.0,100,,109.0,,,2.0313,,,,,
316-15,2020-03-06 06:53:00,126.4833,32.0,0,,100.0,34.4929,16.6916,7.7775,5.7737,0.2186,0.28892,4.78718,6.0
316-15,2020-03-06 06:53:00,126.4833,32.0,10,,100.0,34.4675,16.6863,7.7348,5.7452,0.2119,0.311137,5.0131,6.0
316-15,2020-03-06 06:53:00,126.4833,32.0,20,,100.0,34.4652,16.6936,8.6999,5.7197,0.2051,0.302457,5.50265,6.0
316-15,2020-03-06 06:53:00,126.4833,32.0,30,,100.0,34.4667,16.6982,7.6991,5.7541,0.1912,0.303593,4.57321,6.0
316-15,2020-03-06 06:53:00,126.4833,32.0,50,,100.0,34.4677,16.7113,9.3793,5.7286,0.2002,0.301423,6.01176,6.0
