station,date_time,longitude,latitude,depth(m),depth(text),전체수심(m),염분[psu],수온[℃],용존산소[ml/L],규산염[μM],아질산성질소[μM],인산염인[μM],질산성질소[μM],투명도[m]
103-07,2020-01-05 15:41:00,130.0,36.505,300,,850.0,34.0423,1.2804,,,,,,14.0
103-07,2020-01-05 15:41:00,130.0,36.505,400,,850.0,34.0477,0.8096,,,,,,14.0
103-07,2020-01-05 15:41:00,130.0,36.505,500,,850.0,34.0575,0.6722,,,,,,14.0
103-07,2020-02-20 18:16:00,130.0,36.505,0,,850.0,34.2118,12.2615,6.9286,6.5553,0.221416,0.330684,5.26518,
103-07,2020-02-20 18:16:00,130.0,36.505,10,,850.0,34.2167,12.1125,6.9628,6.46617,0.222838,0.308362,5.74201,
103-07,2020-02-20 18:16:00,130.0,36.505,20,,850.0,34.2187,12.0879,6.9915,6.1025,0.233059,0.290341,5.02877,
103-07,2020-02-20 18:16:00,130.0,36.505,30,,850.0,34.2252,12.0708,6.9758,5.5755,0.225981,0.276119,5.44112,
103-07,2020-02-20 18:16:00,130.0,36.505,50,,850.0,34.2227,12.0389,6.8988,5.21173,0.236003,0.283197,5.84375,
103-07,2020-02-20 18:16:00,130.0,36.505,75,,850.0,34.2253,12.0431,6.877,4.98719,0.252224,0.276776,4.94312,
103-07,2020-02-20 18:16:00,130.0,36.505,100,,850.0,34.2355,12.0832,6.8271,4.88995,0.275346,0.299554,6.36094,
103-07,2020-02-20 18:16:00,130.0,36.505,125,,850.0,34.3732,11.9163,6.2269,,,,,
103-07,2020-02-20 18:16:00,130.0,36.505,150,,850.0,34.359,11.5546,6.2818,,,,,
103-07,2020-02-20 18:16:00,130.0,36.505,200,,850.0,34.1376,5.7788,6.9396,16.6277,0.020632,0.976532,14.9942,
103-07,2020-02-20 18:16:00,130.0,36.505,250,,850.0,34.0525,1.836,7.7134,,,,,
103-07,2020-02-20 18:16:00,130.0,36.505,300,,850.0,34.0302,1.1043,8.0749,,,,,
103-07,2020-02-20 18:16:00,130.0,36.505,400,,850.0,34.0522,0.7967,6.5417,,,,,
103-07,2020-02-20 18:16:00,130.0,36.505,500,,850.0,34.0612,0.6522,5.6465,45.9773,0.016411,1.90831,26.1352,
103-07,2020-04-20 01:35:00,130.0,36.505,0,,850.0,34.562,15.1206,6.6332,2.50331,0.148922,0.254207,1.30007,
103-07,2020-04-20 01:35:00,130.0,36.505,10,,850.0,34.5424,15.1122,6.6296,2.46072,0.150084,0.114753,1.17107,
103-07,2020-04-20 01:35:00,130.0,36.505,20,,850.0,34.5458,15.1152,6.6618,2.47692,0.150646,0.117043,0.9065,
103-07,2020-04-20 01:35:00,130.0,36.505,30,,850.0,34.5491,15.1213,6.6513,2.42834,0.161408,0.119432,0.820176,
103-07,2020-04-20 01:35:00,130.0,36.505,50,,850.0,34.5736,15.0668,6.6338,2.28033,0.18107,0.122514,0.70776,
103-07,2020-04-20 01:35:00,130.0,36.505,75,,850.0,34.4444,13.2473,6.3295,4.62978,0.914032,0.29316,2.52356,
103-07,2020-04-20 01:35:00,130.0,36.505,100,,850.0,34.2896,11.8581,7.1057,3.8574,0.192095,0.212225,2.32688,
103-07,2020-04-20 01:35:00,130.0,36.505,125,,850.0,34.2492,11.4687,7.2594,,,,,
103-07,2020-04-20 01:35:00,130.0,36.505,150,,850.0,34.2342,10.7484,7.247,,,,,
103-07,2020-04-20 01:35:00,130.0,36.505,200,,850.0,34.0854,3.3016,7.199,20.8627,0.010557,1.22054,17.4193,
103-07,2020-04-20 01:35:00,130.0,36.505,250,,850.0,34.0318,1.6463,8.0923,,,,,
103-07,2020-04-20 01:35:00,130.0,36.505,300,,850.0,34.0346,1.1869,8.0379,,,,,
103-07,2020-04-20 01:35:00,130.0,36.505,400,,850.0,34.0484,0.8032,7.033,,,,,
103-07,2020-04-20 01:35:00,130.0,36.505,500,,850.0,34.0585,0.6831,5.8891,44.2818,0.002128,1.88663,25.4635,
103-07,2020-06-17 15:04:00,130.0,36.505,0,,850.0,33.3741,20.9979,6.2764,5.92616,0.002243,0.014229,0.159886,12.7
103-07,2020-06-17 15:04:00,130.0,36.505,10,,850.0,33.4255,20.4061,6.3664,,,,,12.7
103-07,2020-06-17 15:04:00,130.0,36.505,20,,850.0,34.4158,18.2389,6.9612,3.52311,0.002471,0.068241,0.188803,12.7
103-07,2020-06-17 15:04:00,130.0,36.505,30,,850.0,34.4015,16.2185,7.7475,,,,,12.7
103-07,2020-06-17 15:04:00,130.0,36.505,50,,850.0,34.3553,14.0119,7.6001,3.87643,0.015712,0.136614,0.195275,12.7
103-07,2020-06-17 15:04:00,130.0,36.505,75,,850.0,34.2954,12.3097,7.3941,,,,,12.7
103-07,2020-06-17 15:04:00,130.0,36.505,100,,850.0,34.2552,11.328,7.7515,5.97843,0.003231,0.396098,5.67743,12.7
103-07,2020-06-17 15:04:00,130.0,36.505,125,,850.0,34.2478,10.7744,7.7934,,,,,12.7
103-07,2020-06-17 15:04:00,130.0,36.505,150,,850.0,34.1776,9.222,7.89,,,,,12.7
103-07,2020-06-17 15:04:00,130.0,36.505,200,,850.0,34.0906,5.188,8.3631,,,,,12.7
103-07,2020-06-17 15:04:00,130.0,36.505,250,,850.0,34.043,2.2887,8.622,,,,,12.7
103-07,2020-06-17 15:04:00,130.0,36.505,300,,850.0,34.0312,1.2715,8.4189,,,,,12.7
103-07,2020-06-17 15:04:00,130.0,36.505,400,,850.0,34.0418,0.8876,7.1734,,,,,12.7
103-07,2020-06-17 15:04:00,130.0,36.505,500,,850.0,34.0517,0.7369,6.2515,,,,,12.7
103-07,2020-08-28 18:35:00,130.0,36.505,0,,850.0,32.7976,24.0155,5.7239,1.94848,0.007289,0.003537,0.687744,13.0
103-07,2020-08-28 18:35:00,130.0,36.505,10,,850.0,32.8962,21.9171,6.2132,8.2734,0.019118,0.101361,1.06669,13.0
103-07,2020-08-28 18:35:00,130.0,36.505,20,,850.0,33.7293,16.6152,7.1373,15.1906,0.180447,0.485184,7.3424,13.0
103-07,2020-08-28 18:35:00,130.0,36.505,30,,850.0,34.0983,15.8417,7.2743,17.8492,0.234576,0.747108,12.3634,13.0
103-07,2020-08-28 18:35:00,130.0,36.505,50,,850.0,34.3731,14.3887,8.2594,19.9794,0.165505,0.837932,13.7433,13.0
103-07,2020-08-28 18:35:00,130.0,36.505,75,,850.0,34.2065,9.1837,10.6813,22.1113,0.087234,0.915955,15.7293,13.0
103-07,2020-08-28 18:35:00,130.0,36.505,100,,850.0,34.0589,3.9889,10.8461,21.3424,0.007463,1.03698,18.264,13.0
103-07,2020-08-28 18:35:00,130.0,36.505,125,,850.0,34.03,2.1983,11.3021,,,,,13.0
103-07,2020-08-28 18:35:00,130.0,36.505,150,,850.0,34.0162,1.645,10.9455,,,,,13.0
103-07,2020-08-28 18:35:00,130.0,36.505,200,,850.0,34.0178,1.1337,11.3692,26.6508,0.003892,1.2024,20.9798,13.0
103-07,2020-08-28 18:35:00,130.0,36.505,250,,850.0,34.0228,0.9711,10.9501,,,,,13.0
103-07,2020-08-28 18:35:00,130.0,36.505,300,,850.0,34.0302,0.8632,11.5133,,,,,13.0
103-07,2020-08-28 18:35:00,130.0,36.505,400,,850.0,34.0408,0.7045,10.4831,,,,,13.0
103-07,2020-08-28 18:35:00,130.0,36.505,500,,850.0,34.0477,0.6219,11.9654,47.5943,0.002053,1.51763,26.413,13.0
103-07,2020-10-27 19:30:00,130.0,36.505,0,,850.0,32.7881,19.2987,5.3319,4.85096,0.001943,0.002129,2.59798,
103-07,2020-10-27 19:30:00,130.0,36.505,10,,850.0,32.7868,19.2824,5.3214,4.76333,0.001957,0.002143,2.09022,
103-07,2020-10-27 19:30:00,130.0,36.505,20,,850.0,32.7863,19.2018,5.2693,5.084,0.3059,0.075986,2.45103,
103-07,2020-10-27 19:30:00,130.0,36.505,30,,850.0,33.6562,16.5325,4.5218,12.9938,0.054967,0.58796,9.32818,
103-07,2020-10-27 19:30:00,130.0,36.505,50,,850.0,34.274,12.3598,3.6696,21.2708,0.001233,1.03043,15.0069,
103-07,2020-10-27 19:30:00,130.0,36.505,75,,850.0,34.1064,7.2049,5.0505,14.9429,0.00168,0.887007,12.5286,
103-07,2020-10-27 19:30:00,130.0,36.505,100,,850.0,33.9672,3.9271,6.0897,14.5438,0.002313,0.917681,13.2464,
103-07,2020-10-27 19:30:00,130.0,36.505,125,,850.0,33.9961,2.2502,6.1087,,,,,
103-07,2020-10-27 19:30:00,130.0,36.505,150,,850.0,34.0186,1.6758,6.0854,,,,,
103-07,2020-10-27 19:30:00,130.0,36.505,200,,850.0,34.0364,1.2393,6.0427,24.0103,0.002272,1.30465,18.2938,
103-07,2020-10-27 19:30:00,130.0,36.505,250,,850.0,34.044,1.053,5.8014,,,,,
103-07,2020-10-27 19:30:00,130.0,36.505,300,,850.0,34.0501,0.9334,5.6645,,,,,
103-07,2020-10-27 19:30:00,130.0,36.505,400,,850.0,34.0592,0.787,5.4464,,,,,
103-07,2020-10-27 19:30:00,130.0,36.505,500,,850.0,34.0674,0.6633,4.9656,41.6245,0.002316,1.77773,23.5008,
103-07,2020-12-19 19:04:00,130.0,36.505,0,,850.0,34.2081,17.4616,4.9378,,,,,
103-07,2020-12-19 19:04:00,130.0,36.505,10,,850.0,34.2082,17.4643,4.9502,,,,,
103-07,2020-12-19 19:04:00,130.0,36.505,20,,850.0,34.2008,17.4118,4.9491,,,,,
103-07,2020-12-19 19:04:00,130.0,36.505,30,,850.0,33.9976,15.134,5.1154,,,,,
103-07,2020-12-19 19:04:00,130.0,36.505,50,,850.0,33.9342,14.6256,5.1483,,,,,
103-07,2020-12-19 19:04:00,130.0,36.505,75,,850.0,33.9286,14.1759,5.1651,,,,,
103-07,2020-12-19 19:04:00,130.0,36.505,100,,850.0,34.1384,7.38,5.1731,,,,,
103-07,2020-12-19 19:04:00,130.0,36.505,125,,850.0,34.0869,5.3526,5.2092,,,,,
103-07,2020-12-19 19:04:00,130.0,36.505,150,,850.0,34.0313,3.1273,5.3486,,,,,
103-07,2020-12-19 19:04:00,130.0,36.505,200,,850.0,34.0341,1.3117,5.5554,,,,,
103-07,2020-12-19 19:04:00,130.0,36.505,250,,850.0,34.0368,1.0107,5.4427,,,,,
103-07,2020-12-19 19:04:00,130.0,36.505,300,,850.0,34.0432,0.869,5.1503,,,,,
103-07,2020-12-19 19:04:00,130.0,36.505,400,,850.0,34.0575,0.7077,4.7178,,,,,
103-07,2020-12-19 19:04:00,130.0,36.505,500,,850.0,34.0642,0.6099,4.4659,,,,,
103-08,2020-01-05 17:49:00,130.3117,36.505,0,,2100.0,34.1608,15.1923,,,,,,
103-08,2020-01-05 17:49:00,130.3117,36.505,10,,2100.0,34.1442,15.1908,,,,,,
103-08,2020-01-05 17:49:00,130.3117,36.505,20,,2100.0,34.1449,15.1846,,,,,,
103-08,2020-01-05 17:49:00,130.3117,36.505,30,,2100.0,34.1439,15.1811,,,,,,
103-08,2020-01-05 17:49:00,130.3117,36.505,50,,2100.0,34.1397,15.1088,,,,,,
103-08,2020-01-05 17:49:00,130.3117,36.505,75,,2100.0,34.1301,15.0522,,,,,,
103-08,2020-01-05 17:49:00,130.3117,36.505,100,,2100.0,34.1171,14.9925,,,,,,
103-08,2020-01-05 17:49:00,130.3117,36.505,125,,2100.0,34.1568,13.8476,,,,,,
103-08,2020-01-05 17:49:00,130.3117,36.505,150,,2100.0,34.3875,12.6596,,,,,,
103-08,2020-01-05 17:49:00,130.3117,36.505,200,,2100.0,34.2573,8.6332,,,,,,
103-08,2020-01-05 17:49:00,130.3117,36.505,250,,2100.0,34.0554,3.0969,,,,,,
103-08,2020-01-05 17:49:00,130.3117,36.505,300,,2100.0,34.0348,1.4873,,,,,,
103-08,2020-01-05 17:49:00,130.3117,36.505,400,,2100.0,34.0487,0.8744,,,,,,
103-08,2020-01-05 17:49:00,130.3117,36.505,500,,2100.0,34.0597,0.6763,,,,,,
103-08,2020-02-20 20:49:00,130.3117,36.505,0,,2100.0,34.1358,11.6838,7.0189,,,,,
103-08,2020-02-20 20:49:00,130.3117,36.505,10,,2100.0,34.1431,11.6098,7.0238,,,,,
103-08,2020-02-20 20:49:00,130.3117,36.505,20,,2100.0,34.1419,11.5947,6.998,,,,,
103-08,2020-02-20 20:49:00,130.3117,36.505,30,,2100.0,34.1416,11.5931,6.9813,,,,,
103-08,2020-02-20 20:49:00,130.3117,36.505,50,,2100.0,34.1416,11.5882,6.9516,,,,,
103-08,2020-02-20 20:49:00,130.3117,36.505,75,,2100.0,34.1428,11.5882,6.91,,,,,
103-08,2020-02-20 20:49:00,130.3117,36.505,100,,2100.0,34.1691,11.2927,6.8417,,,,,
103-08,2020-02-20 20:49:00,130.3117,36.505,125,,2100.0,34.1515,10.4357,6.7697,,,,,
103-08,2020-02-20 20:49:00,130.3117,36.505,150,,2100.0,34.127,7.9882,6.5886,,,,,
103-08,2020-02-20 20:49:00,130.3117,36.505,200,,2100.0,34.1007,3.785,7.2278,,,,,
103-08,2020-02-20 20:49:00,130.3117,36.505,250,,2100.0,34.0442,1.5869,7.648,,,,,
103-08,2020-02-20 20:49:00,130.3117,36.505,300,,2100.0,34.0427,1.0357,7.6155,,,,,
103-08,2020-02-20 20:49:00,130.3117,36.505,400,,2100.0,34.0505,0.7994,6.8761,,,,,
103-08,2020-02-20 20:49:00,130.3117,36.505,500,,2100.0,34.0615,0.6639,5.797,,,,,
103-08,2020-04-20 00:01:00,130.3117,36.505,0,,2100.0,34.2143,12.066,7.3538,,,,,
103-08,2020-04-20 00:01:00,130.3117,36.505,10,,2100.0,34.2212,12.0664,7.3662,,,,,
103-08,2020-04-20 00:01:00,130.3117,36.505,20,,2100.0,34.2582,12.0206,7.4183,,,,,
103-08,2020-04-20 00:01:00,130.3117,36.505,30,,2100.0,34.2556,11.9935,7.4345,,,,,
103-08,2020-04-20 00:01:00,130.3117,36.505,50,,2100.0,34.2635,11.7687,7.3238,,,,,
103-08,2020-04-20 00:01:00,130.3117,36.505,75,,2100.0,34.2215,10.8228,7.0806,,,,,
103-08,2020-04-20 00:01:00,130.3117,36.505,100,,2100.0,34.234,10.4025,7.4347,,,,,
103-08,2020-04-20 00:01:00,130.3117,36.505,125,,2100.0,34.1683,9.1633,7.1654,,,,,
103-08,2020-04-20 00:01:00,130.3117,36.505,150,,2100.0,34.1241,8.031,7.4448,,,,,
103-08,2020-04-20 00:01:00,130.3117,36.505,200,,2100.0,34.0673,4.0677,7.6598,,,,,
103-08,2020-04-20 00:01:00,130.3117,36.505,250,,2100.0,34.0343,1.9985,8.0237,,,,,
103-08,2020-04-20 00:01:00,130.3117,36.505,300,,2100.0,34.0313,1.2199,8.031,,,,,
103-08,2020-04-20 00:01:00,130.3117,36.505,400,,2100.0,34.0464,0.8752,6.8396,,,,,
103-08,2020-04-20 00:01:00,130.3117,36.505,500,,2100.0,34.0572,0.7206,5.8218,,,,,
103-08,2020-06-17 17:01:00,130.3117,36.505,0,,2100.0,33.9262,21.1085,6.2759,,,,,12.0
103-08,2020-06-17 17:01:00,130.3117,36.505,10,,2100.0,33.9308,20.9632,6.3053,,,,,12.0
103-08,2020-06-17 17:01:00,130.3117,36.505,20,,2100.0,34.3932,16.9738,7.428,,,,,12.0
103-08,2020-06-17 17:01:00,130.3117,36.505,30,,2100.0,34.3985,15.1274,7.7489,,,,,12.0
103-08,2020-06-17 17:01:00,130.3117,36.505,50,,2100.0,34.3072,13.3017,7.2282,,,,,12.0
103-08,2020-06-17 17:01:00,130.3117,36.505,75,,2100.0,34.2866,11.9226,7.4737,,,,,12.0
103-08,2020-06-17 17:01:00,130.3117,36.505,100,,2100.0,34.2564,11.3829,7.7618,,,,,12.0
103-08,2020-06-17 17:01:00,130.3117,36.505,125,,2100.0,34.2354,11.0317,7.8306,,,,,12.0
103-08,2020-06-17 17:01:00,130.3117,36.505,150,,2100.0,34.2267,10.4214,7.6904,,,,,12.0
103-08,2020-06-17 17:01:00,130.3117,36.505,200,,2100.0,34.1187,6.6707,7.8687,,,,,12.0
103-08,2020-06-17 17:01:00,130.3117,36.505,250,,2100.0,34.0541,3.1258,8.3268,,,,,12.0
103-08,2020-06-17 17:01:00,130.3117,36.505,300,,2100.0,34.0329,1.5142,8.2173,,,,,12.0
103-08,2020-06-17 17:01:00,130.3117,36.505,400,,2100.0,34.0396,0.8903,7.1283,,,,,12.0
103-08,2020-06-17 17:01:00,130.3117,36.505,500,,2100.0,34.0529,0.7349,6.0624,,,,,12.0
103-08,2020-08-28 20:54:00,130.3117,36.505,0,,2100.0,32.0205,27.9111,4.9488,,,,,
103-08,2020-08-28 20:54:00,130.3117,36.505,10,,2100.0,32.5156,25.6279,5.5362,,,,,
103-08,2020-08-28 20:54:00,130.3117,36.505,20,,2100.0,33.6563,23.2349,5.701,,,,,
103-08,2020-08-28 20:54:00,130.3117,36.505,30,,2100.0,33.7979,20.5955,6.6342,,,,,
103-08,2020-08-28 20:54:00,130.3117,36.505,50,,2100.0,34.0281,17.879,7.0348,,,,,
103-08,2020-08-28 20:54:00,130.3117,36.505,75,,2100.0,34.3948,16.4622,8.2913,,,,,
103-08,2020-08-28 20:54:00,130.3117,36.505,100,,2100.0,34.2805,13.1028,10.4343,,,,,
103-08,2020-08-28 20:54:00,130.3117,36.505,125,,2100.0,34.1685,9.3713,11.4187,,,,,
103-08,2020-08-28 20:54:00,130.3117,36.505,150,,2100.0,34.0634,4.9728,11.18,,,,,
103-08,2020-08-28 20:54:00,130.3117,36.505,200,,2100.0,34.0207,2.1103,11.4065,,,,,
103-08,2020-08-28 20:54:00,130.3117,36.505,250,,2100.0,34.0168,1.1381,10.9376,,,,,
103-08,2020-08-28 20:54:00,130.3117,36.505,300,,2100.0,34.0242,0.9594,10.7335,,,,,
103-08,2020-08-28 20:54:00,130.3117,36.505,400,,2100.0,34.0376,0.7742,11.0658,,,,,
103-08,2020-08-28 20:54:00,130.3117,36.505,500,,2100.0,34.0461,0.6613,12.2265,,,,,
103-08,2020-10-27 21:52:00,130.3117,36.505,0,,2100.0,32.835,18.8521,5.4329,,,,,
103-08,2020-10-27 21:52:00,130.3117,36.505,10,,2100.0,32.8882,18.604,5.3859,,,,,
103-08,2020-10-27 21:52:00,130.3117,36.505,20,,2100.0,32.9067,18.4377,5.3376,,,,,
103-08,2020-10-27 21:52:00,130.3117,36.505,30,,2100.0,33.0078,17.9245,5.2259,,,,,
103-08,2020-10-27 21:52:00,130.3117,36.505,50,,2100.0,33.9848,12.312,4.3841,,,,,
103-08,2020-10-27 21:52:00,130.3117,36.505,75,,2100.0,34.2491,9.1195,4.0932,,,,,
103-08,2020-10-27 21:52:00,130.3117,36.505,100,,2100.0,34.1012,4.208,5.1741,,,,,
103-08,2020-10-27 21:52:00,130.3117,36.505,125,,2100.0,34.0608,2.5686,5.4487,,,,,
103-08,2020-10-27 21:52:00,130.3117,36.505,150,,2100.0,34.049,1.9983,5.438,,,,,
103-08,2020-10-27 21:52:00,130.3117,36.505,200,,2100.0,34.045,1.1957,5.4114,,,,,
103-08,2020-10-27 21:52:00,130.3117,36.505,250,,2100.0,34.0477,0.9272,5.3844,,,,,
103-08,2020-10-27 21:52:00,130.3117,36.505,300,,2100.0,34.0548,0.8268,5.1662,,,,,
103-08,2020-10-27 21:52:00,130.3117,36.505,400,,2100.0,34.0676,0.6891,4.7484,,,,,
103-08,2020-10-27 21:52:00,130.3117,36.505,500,,2100.0,34.0744,0.5746,4.5177,,,,,
103-08,2020-12-09 21:01:00,130.3117,36.505,0,,2100.0,34.2843,17.6937,4.8684,,,,,
103-08,2020-12-09 21:01:00,130.3117,36.505,10,,2100.0,34.2675,17.5693,4.8866,,,,,
103-08,2020-12-09 21:01:00,130.3117,36.505,20,,2100.0,34.2115,17.1059,4.9602,,,,,
103-08,2020-12-09 21:01:00,130.3117,36.505,30,,2100.0,34.1208,16.4336,4.883,,,,,
103-08,2020-12-09 21:01:00,130.3117,36.505,50,,2100.0,34.0868,16.118,4.8356,,,,,
103-08,2020-12-09 21:01:00,130.3117,36.505,75,,2100.0,34.0719,15.3242,4.5591,,,,,
103-08,2020-12-09 21:01:00,130.3117,36.505,100,,2100.0,34.2595,10.6567,3.8221,,,,,
103-08,2020-12-09 21:01:00,130.3117,36.505,125,,2100.0,34.1208,4.8877,4.5733,,,,,
103-08,2020-12-09 21:01:00,130.3117,36.505,150,,2100.0,34.0415,2.4034,5.3653,,,,,
103-08,2020-12-09 21:01:00,130.3117,36.505,200,,2100.0,34.0374,1.5927,5.3532,,,,,
103-08,2020-12-09 21:01:00,130.3117,36.505,250,,2100.0,34.0353,1.1611,5.5175,,,,,
103-08,2020-12-09 21:01:00,130.3117,36.505,300,,2100.0,34.0418,1.0028,5.4364,,,,,
103-08,2020-12-09 21:01:00,130.3117,36.505,400,,2100.0,34.0497,0.8207,5.1949,,,,,
103-08,2020-12-09 21:01:00,130.3117,36.505,500,,2100.0,34.0573,0.71,4.7995,,,,,
103-09,2020-01-05 19:28:00,130.6217,36.505,0,,2150.0,34.1232,14.8463,5.15,6.74198,0.734036,0.303059,4.10646,
103-09,2020-01-05 19:28:00,130.6217,36.505,10,,2150.0,34.1272,14.8591,,,,,,
103-09,2020-01-05 19:28:00,130.6217,36.505,20,,2150.0,34.0495,14.276,5.15,6.79963,0.683359,0.332805,4.55662,
103-09,2020-01-05 19:28:00,130.6217,36.505,30,,2150.0,33.9509,13.5856,,,,,,
103-09,2020-01-05 19:28:00,130.6217,36.505,50,,2150.0,33.9416,13.4696,5.08,6.77564,0.629089,0.319126,4.37277,
103-09,2020-01-05 19:28:00,130.6217,36.505,75,,2150.0,33.9729,13.505,,,,,,
103-09,2020-01-05 19:28:00,130.6217,36.505,100,,2150.0,34.1367,12.5871,4.76,7.75336,0.542219,0.387712,5.3752,
103-09,2020-01-05 19:28:00,130.6217,36.505,125,,2150.0,34.3828,12.1909,,,,,,
103-09,2020-01-05 19:28:00,130.6217,36.505,150,,2150.0,34.3493,11.2024,,,,,,
103-09,2020-01-05 19:28:00,130.6217,36.505,200,,2150.0,34.1127,4.4849,,,,,,
103-09,2020-01-05 19:28:00,130.6217,36.505,250,,2150.0,34.0457,1.9626,,,,,,
103-09,2020-01-05 19:28:00,130.6217,36.505,300,,2150.0,34.0391,1.2302,,,,,,
103-09,2020-01-05 19:28:00,130.6217,36.505,400,,2150.0,34.0497,0.829,,,,,,
103-09,2020-01-05 19:28:00,130.6217,36.505,500,,2150.0,34.058,0.6943,,,,,,
103-09,2020-02-20 22:20:00,130.6217,36.505,0,,2150.0,34.1459,11.7366,6.9545,7.48472,0.096011,0.327189,5.95814,
103-09,2020-02-20 22:20:00,130.6217,36.505,10,,2150.0,34.1438,11.7331,6.9622,7.48122,0.083732,0.327268,6.06896,
103-09,2020-02-20 22:20:00,130.6217,36.505,20,,2150.0,34.1432,11.7201,6.9329,7.61909,0.093554,0.319346,5.83763,
103-09,2020-02-20 22:20:00,130.6217,36.505,30,,2150.0,34.1459,11.7127,6.9202,7.49815,0.097676,0.312424,6.39121,
103-09,2020-02-20 22:20:00,130.6217,36.505,50,,2150.0,34.1452,11.6914,6.8813,7.56636,0.111397,0.317903,6.58916,
103-09,2020-02-20 22:20:00,130.6217,36.505,75,,2150.0,34.1495,11.6196,6.8243,7.73016,0.166519,0.328781,7.26125,
103-09,2020-02-20 22:20:00,130.6217,36.505,100,,2150.0,34.1614,11.4818,6.8905,8.47939,0.149941,0.373759,8.48766,
103-09,2020-02-20 22:20:00,130.6217,36.505,125,,2150.0,34.1316,9.4932,6.8101,,,,,
103-09,2020-02-20 22:20:00,130.6217,36.505,150,,2150.0,34.1354,7.991,6.548,,,,,
103-09,2020-02-20 22:20:00,130.6217,36.505,200,,2150.0,34.0509,2.5989,7.7603,22.8213,0.034938,1.25464,18.7808,
103-09,2020-02-20 22:20:00,130.6217,36.505,250,,2150.0,34.0324,1.4093,8.0204,,,,,
103-09,2020-02-20 22:20:00,130.6217,36.505,300,,2150.0,34.035,0.9981,7.8376,,,,,
103-09,2020-02-20 22:20:00,130.6217,36.505,400,,2150.0,34.0514,0.8149,6.5334,,,,,
103-09,2020-02-20 22:20:00,130.6217,36.505,500,,2150.0,34.059,0.6464,5.67,46.771,0.021716,1.88912,25.9242,
103-09,2020-04-19 21:48:00,130.6217,36.505,0,,2150.0,34.161,11.7211,7.4803,1.99865,0.138281,0.106746,2.23798,
103-09,2020-04-19 21:48:00,130.6217,36.505,10,,2150.0,34.1716,11.7217,7.4975,1.92965,0.132043,0.099727,2.48969,
103-09,2020-04-19 21:48:00,130.6217,36.505,20,,2150.0,34.204,11.7211,7.5229,1.96421,0.138805,0.099541,2.10665,
103-09,2020-04-19 21:48:00,130.6217,36.505,30,,2150.0,34.205,11.6844,7.4445,2.03921,0.144768,0.11045,2.13515,
103-09,2020-04-19 21:48:00,130.6217,36.505,50,,2150.0,34.2114,11.5113,7.2831,3.44197,0.21533,0.199131,3.33556,
103-09,2020-04-19 21:48:00,130.6217,36.505,75,,2150.0,34.2083,11.2687,7.0951,6.63269,0.158992,0.337177,5.58185,
103-09,2020-04-19 21:48:00,130.6217,36.505,100,,2150.0,34.2077,11.0027,6.9957,7.44761,0.007654,0.364271,6.42982,
103-09,2020-04-19 21:48:00,130.6217,36.505,125,,2150.0,34.2047,10.6152,6.9424,,,,,
103-09,2020-04-19 21:48:00,130.6217,36.505,150,,2150.0,34.241,10.4719,7.3556,,,,,
103-09,2020-04-19 21:48:00,130.6217,36.505,200,,2150.0,34.0939,6.0569,7.3829,13.9952,0.006416,0.805241,11.9476,
103-09,2020-04-19 21:48:00,130.6217,36.505,250,,2150.0,34.039,2.545,7.9545,,,,,
103-09,2020-04-19 21:48:00,130.6217,36.505,300,,2150.0,34.0246,1.3025,8.0937,,,,,
103-09,2020-04-19 21:48:00,130.6217,36.505,400,,2150.0,34.0402,0.8633,6.9882,,,,,
103-09,2020-04-19 21:48:00,130.6217,36.505,500,,2150.0,34.0549,0.73,5.8737,41.3921,0.002142,1.83607,24.7771,
103-09,2020-06-17 18:36:00,130.6217,36.505,0,,2150.0,33.5647,21.1582,6.2651,4.71375,0.002295,0.020781,0.019941,13.9
103-09,2020-06-17 18:36:00,130.6217,36.505,10,,2150.0,34.1009,19.7492,6.3626,,,,,13.9
103-09,2020-06-17 18:36:00,130.6217,36.505,20,,2150.0,34.4107,16.4107,7.3859,3.92847,0.001369,0.085779,0.28176,13.9
103-09,2020-06-17 18:36:00,130.6217,36.505,30,,2150.0,34.4168,14.6961,7.4223,,,,,13.9
103-09,2020-06-17 18:36:00,130.6217,36.505,50,,2150.0,34.3585,13.4163,7.321,3.75317,0.111787,0.257598,2.23749,13.9
103-09,2020-06-17 18:36:00,130.6217,36.505,75,,2150.0,34.2644,11.6851,7.5656,,,,,13.9
103-09,2020-06-17 18:36:00,130.6217,36.505,100,,2150.0,34.252,11.2115,7.7609,6.25158,0.002594,0.400313,6.17201,13.9
103-09,2020-06-17 18:36:00,130.6217,36.505,125,,2150.0,34.233,10.8964,7.7906,,,,,13.9
103-09,2020-06-17 18:36:00,130.6217,36.505,150,,2150.0,34.2187,10.1199,7.669,,,,,13.9
103-09,2020-06-17 18:36:00,130.6217,36.505,200,,2150.0,34.0902,5.7731,8.1647,,,,,13.9
103-09,2020-06-17 18:36:00,130.6217,36.505,250,,2150.0,34.0493,2.4351,8.3245,,,,,13.9
103-09,2020-06-17 18:36:00,130.6217,36.505,300,,2150.0,34.0282,1.4029,8.352,,,,,13.9
103-09,2020-06-17 18:36:00,130.6217,36.505,400,,2150.0,34.0417,0.8554,7.1057,,,,,13.9
103-09,2020-06-17 18:36:00,130.6217,36.505,500,,2150.0,34.0583,0.7006,5.7638,,,,,13.9
