station,date_time,longitude,latitude,총질소[μg/L],염분[psu],수온[℃],클로로필-a[μg/L],부유물질 농도[μg/L],용존산소[mg/L],수소이온농도[무단위],규산염[μg/L],아질산성질소[μg/L],인산염인[μg/L],질산성질소[μg/L],투명도[m],용존무기질소[μg/L],화학적산소요구량[mg/L],암모니아성 질소[μg/L],총인[μg/L],overlap_count,유분[mg/L],부유물질 농도[mg/L]
가로림연안4_연안,2017-11-20,126.3336111,36.9225,256.7,32.1,10.06,0.82,,9.36,8.15,,8.3,,96.4,0.8,115.0,1.52,10.2,31.8,1,,16.3
거진연안2_연안,2017-02-19,128.4597222,38.44027778,145.9,34.33,10.05,0.0,,9.36,8.28,,2.2,,,9.0,66.8,1.21,0.8,20.7,1,,11.9
거진연안2_연안,2017-05-12,128.4597222,38.44027778,105.4,34.32,13.16,1.73,,9.15,8.19,65.3,0.9,,6.9,7.5,8.1,0.91,0.3,16.1,1,,3.8
거진연안2_연안,2017-08-20,128.4597222,38.44027778,111.1,30.7,23.53,1.11,,7.37,8.21,,1.1,2.0,24.9,5.6,26.4,0.82,0.4,6.4,1,,4.7
거진연안2_연안,2017-11-22,128.4597222,38.44027778,250.3,33.56,14.27,1.26,,8.43,8.22,,4.8,,,7.5,64.6,0.39,7.5,32.4,1,,1.8
가로림연안4_연안,2018-02-08,126.3336111,36.9225,290.1,31.99,-0.15,2.2,,10.26,8.27,,2.7,,,2.5,184.9,1.25,4.0,33.3,1,,9.3
가로림연안4_연안,2018-05-15,126.3336111,36.9225,198.7,31.52,12.74,2.66,,7.89,8.05,76.2,1.3,1.3,79.5,1.7,93.0,2.43,12.2,20.7,1,,30.3
가로림연안4_연안,2018-08-13,126.3336111,36.9225,184.2,31.65,26.17,1.9,,7.3,8.0,,3.7,,19.0,1.3,59.7,1.18,37.0,29.0,1,,28.0
가로림연안4_연안,2018-11-12,126.3336111,36.9225,316.1,31.09,14.83,0.66,,7.49,8.12,,12.9,,,1.4,171.3,1.44,16.2,37.1,1,,11.6
거진연안2_연안,2018-02-08,128.4597222,38.44027778,221.0,34.07,2.67,0.16,,11.24,8.12,,2.5,,,8.5,134.0,0.51,15.6,28.5,1,,10.8
거진연안2_연안,2018-05-05,128.4597222,38.44027778,181.9,33.97,10.34,1.21,,9.75,8.19,,0.7,,,8.5,127.0,2.6,9.9,19.8,1,,4.9
거진연안2_연안,2018-08-09,128.4597222,38.44027778,91.0,32.89,24.34,2.55,,7.91,8.0,147.9,0.4,0.0,9.6,3.0,22.1,1.59,12.1,9.9,1,,7.4
거진연안2_연안,2018-11-03,128.4597222,38.44027778,136.9,33.18,15.6,1.12,,8.14,8.29,,0.9,0.6,10.1,8.5,17.4,0.87,6.5,13.1,1,,4.2
