"project_name","station","yyyy-mm-dd hh:mm:ss","Longitude [degrees_east]","Latitude [degrees_north]","bot.depth[m]","수심(m)","수심(text)","염분[psu]","sal_qc","수온[℃]","wtrtmp_qc","클로로필-a[μg/L]","chla_qc","부유물질 농도[μg/L]","sussed_qc","용존산소[mg/L]","disoxy_qc","수소이온농도[무단위]","hydioncon_qc","아질산성질소[μg/L]","nitnit_qc","인산염인[μg/L]","po4p_qc","질산성질소[μg/L]","natnit_qc","투명도[m]","tr_qc","용존무기질소[μg/L]","disinon_qc","화학적산소요구량[mg/L]","cheoxydem_qc","암모니아성 질소[μg/L]","amn_qc","유분[mg/L]","fra_qc"
"해양환경측정망","영일만6_연안","1999-11-01 00:00:00","129.4511111","36.04055556","0","0","표층","32.78","1","14.7","1","","","2.2","2","8.57","1","8","2","11.116","2","16.089","1","130.886","1","7.5","2","191.394","2","1.97","2","64.862","2","",""
"해양환경측정망","영일만6_연안","1999-11-01 00:00:00","129.4511111","36.04055556","0","21","저층","33.23","1","15.26","1","","","","","8.46","1","7.98","2","9.898","2","15.903","1","92.05","1","","","136.864","2","0.649","2","40.124","2","",""
"해양환경측정망","영일만7_연안","1999-02-01 00:00:00","129.4319444","36.05333333","0","0","표층","34.4","1","10.84","1","","","1.8","2","8.71","1","8.1","2","4.564","2","7.657","1","80.08","1","5.5","2","99.204","2","0.78","2","14.56","2","",""
"해양환경측정망","영일만7_연안","1999-02-01 00:00:00","129.4319444","36.05333333","0","21","저층","34.39","1","10.78","1","","","","","8.83","1","8.11","2","5.32","2","7.781","1","59.43","1","","","70.63","2","0.63","2","5.88","2","",""
"해양환경측정망","영일만7_연안","1999-05-01 00:00:00","129.4319444","36.05333333","0","0","표층","33.74","1","17.24","1","","","2.6","2","8.28571","1","8.25","2","11.326","2","9.61","1","50.848","1","4.5","2","130.774","2","1.584","2","68.6","2","",""
"해양환경측정망","영일만7_연안","1999-05-01 00:00:00","129.4319444","36.05333333","0","21","저층","34.04","1","12.66","1","","","","","7.56571","1","8.08","2","10.22","2","11.501","1","17.584","1","","","82.838","2","0.56","2","55.034","2","",""
"해양환경측정망","영일만7_연안","1999-08-01 00:00:00","129.4319444","36.05333333","0","0","표층","29.56","1","26.09","1","","","7.4","2","8.71","1","8.4","2","5.348","2","1.209","1","72.73","1","2","2","89.138","2","1.63","2","11.06","2","",""
"해양환경측정망","영일만7_연안","1999-08-01 00:00:00","129.4319444","36.05333333","0","21","저층","32.62","1","24.45","1","","","","","6.22","1","8.14","2","1.512","2","4.34","1","10.024","1","","","23.716","2","1.14","2","12.18","2","",""
"해양환경측정망","영일만7_연안","1999-11-01 00:00:00","129.4319444","36.05333333","0","0","표층","32.87","1","14.81","1","","","2.3","2","8.82","1","8.01","2","10.794","2","21.266","1","120.694","1","6","2","174.454","2","1.73","2","49.392","2","",""
"해양환경측정망","영일만7_연안","1999-11-01 00:00:00","129.4319444","36.05333333","0","21","저층","33.21","1","15.24","1","","","","","8.63","1","8","2","9.1","2","15.283","1","83.398","1","","","137.172","2","0.207","2","34.916","2","",""
"해양환경측정망","영일만8_연안","1999-02-01 00:00:00","129.4186111","36.06027778","0","0","표층","34.44","1","10.83","1","","","1.6","2","8.71","1","8.11","2","4.732","2","8.029","1","85.61","1","6.5","2","104.986","2","0.67","2","14.644","2","",""
"해양환경측정망","영일만8_연안","1999-02-01 00:00:00","129.4186111","36.06027778","0","15","저층","34.43","1","10.83","1","","","","","8.53","1","7.8","2","4.466","2","10.788","1","59.066","1","","","78.694","2","0.6","2","15.162","2","",""
"해양환경측정망","영일만8_연안","1999-05-01 00:00:00","129.4186111","36.06027778","0","0","표층","33.85","1","17.02","1","","","2.7","2","8.15571","1","8.23","2","18.046","2","10.912","1","35.126","1","5","2","122.262","2","0.576","2","69.09","2","",""
"해양환경측정망","영일만8_연안","1999-05-01 00:00:00","129.4186111","36.06027778","0","14","저층","34.13","1","14.54","1","","","","","8.20571","1","8.17","2","6.412","2","7.595","1","18.956","1","","","68.95","2","0.72","2","43.582","2","",""
"해양환경측정망","영일만8_연안","1999-08-01 00:00:00","129.4186111","36.06027778","0","0","표층","30.4","1","26.63","1","","","5.8","2","8.39","1","8.36","2","3.766","2","1.612","1","49.868","1","2","2","68.054","2","2.06","2","14.42","2","",""
"해양환경측정망","영일만8_연안","1999-08-01 00:00:00","129.4186111","36.06027778","0","15","저층","32.68","1","24.6","1","","","","","6","1","8.15","2","1.4","2","2.232","1","23.03","1","","","134.61","2","0.56","2","110.18","2","",""
"해양환경측정망","영일만8_연안","1999-11-01 00:00:00","129.4186111","36.06027778","0","0","표층","32.98","1","14.97","1","","","1.3","2","8.82","1","8.01","2","9.786","2","18.569","1","108.108","1","7","2","176.162","2","1.34","2","42.966","2","",""
"해양환경측정망","영일만8_연안","1999-11-01 00:00:00","129.4186111","36.06027778","0","15","저층","32.85","1","15.24","1","","","","","8.33","1","8.01","2","9.072","2","12.71","1","81.004","1","","","117.502","2","0.29","2","44.674","2","",""
"해양환경측정망","영일만9_연안","1999-02-01 00:00:00","129.45","36.08805556","0","0","표층","34.46","1","11.25","1","","","1","2","8.45714","1","8.04","2","6.342","2","2.48","1","64.4","1","7","2","86.156","2","0.58","2","15.414","2","",""
"해양환경측정망","영일만9_연안","1999-02-01 00:00:00","129.45","36.08805556","0","23","저층","34.43","1","11.2","1","","","","","8.57143","1","8.07","2","4.998","2","12.059","1","86.674","1","","","99.554","2","0.528","2","7.882","2","",""
"해양환경측정망","영일만9_연안","1999-05-01 00:00:00","129.45","36.08805556","0","0","표층","34.03","1","16.82","1","","","1.8","2","8.52571","1","8.26","2","8.75","2","9.61","1","67.676","1","5.5","2","117.698","2","0.176","2","41.272","2","",""
"해양환경측정망","영일만9_연안","1999-05-01 00:00:00","129.45","36.08805556","0","23","저층","34.17","1","11.76","1","","","","","7.61571","1","8.11","2","4.452","2","3.627","1","9.38","1","","","87.332","2","0.48","2","73.5","2","",""
"해양환경측정망","영일만9_연안","1999-08-01 00:00:00","129.45","36.08805556","0","0","표층","30.6","1","26.02","1","","","6","2","8.43","1","8.38","2","3.584","2","6.045","1","47.264","1","2","2","70.028","2","2.54","2","19.18","2","",""
"해양환경측정망","영일만9_연안","1999-08-01 00:00:00","129.45","36.08805556","0","23","저층","32.61","1","24.68","1","","","","","6.41","1","8.18","2","1.302","2","1.302","1","5.6","1","","","19.642","2","0.48","2","12.74","2","",""
"해양환경측정망","영일만9_연안","1999-11-01 00:00:00","129.45","36.08805556","0","0","표층","33.49","1","15.59","1","","","1.2","2","8.67","1","8.01","2","7.056","2","14.353","1","77.532","1","9.5","2","111.44","2","1.62","2","58.268","2","",""
"해양환경측정망","영일만9_연안","1999-11-01 00:00:00","129.45","36.08805556","0","22","저층","33.48","1","15.54","1","","","","","8.75","1","8.01","2","7.938","2","17.391","1","62.076","1","","","99.722","2","0.1","2","27.426","2","",""
"해양환경측정망","영일만H1_항만","1999-02-01 00:00:00","129.3777778","36.05","0","0","표층","34.16","1","9.21","1","","","9.6","2","8.41429","1","8.11","2","10.626","2","11.47","1","120.316","1","1","2","173.194","2","1.26","2","42.252","2","",""
"해양환경측정망","영일만H1_항만","1999-02-01 00:00:00","129.3777778","36.05","0","8.6","저층","34.21","1","9.18","1","","","","","8.5","1","8.13","2","10.262","2","9.3","1","117.04","1","","","205.338","2","0.85","2","78.036","2","",""
"해양환경측정망","영일만H1_항만","1999-05-01 00:00:00","129.3777778","36.05","0","0","표층","33.65","1","17.62","1","","","4.7","2","6.99571","1","8.15","2","13.832","2","19.716","1","23.492","1","2","2","172.144","2","0.928","2","134.82","2","",""
"해양환경측정망","영일만H1_항만","1999-05-01 00:00:00","129.3777778","36.05","0","8.6","저층","34.06","1","16.54","1","","","","","7.37571","1","8.21","2","7.182","2","12.989","1","18.256","1","","","99.89","2","0.88","2","74.452","2","",""
"해양환경측정망","영일만H1_항만","1999-08-01 00:00:00","129.3777778","36.05","0","0","표층","26.18","1","25.61","1","","","14.3","2","7.9","1","8.17","2","5.166","2","2.325","1","30.506","1","1","2","88.032","2","2.38","2","52.36","2","",""
"해양환경측정망","영일만H1_항만","1999-08-01 00:00:00","129.3777778","36.05","0","8","저층","29.79","1","25.38","1","","","","","6.27","1","8.22","2","9.758","2","5.58","1","75.782","1","","","105.98","2","2.7","2","20.44","2","",""
"해양환경측정망","영일만H1_항만","1999-11-01 00:00:00","129.3777778","36.05","0","0","표층","32.75","1","14.47","1","","","5.5","2","6.84","1","7.86","2","17.094","2","40.455","1","99.54","1","2.5","2","251.23","2","1.86","2","18.13","2","",""
"해양환경측정망","영일만H1_항만","1999-11-01 00:00:00","129.3777778","36.05","0","8","저층","32.76","1","14.21","1","","","","","6.9","1","7.87","2","17.122","2","40.889","1","107.1","1","","","255.318","2","1.21","2","12.894","2","",""
"해양환경측정망","영일만H2_항만","1999-02-01 00:00:00","129.4133333","36.02388889","0","0","표층","34.41","1","9.75","1","","","2","2","8.35714","1","8.09","2","8.988","2","8.68","1","132.034","1","4.5","2","169.722","2","1.06","2","28.7","2","",""
"해양환경측정망","영일만H2_항만","1999-02-01 00:00:00","129.4133333","36.02388889","0","13","저층","34.35","1","9.7","1","","","","","8.51429","1","8.09","2","7.882","2","12.09","1","115.794","1","","","150.08","2","0.8","2","26.404","2","",""
"해양환경측정망","영일만H2_항만","1999-05-01 00:00:00","129.4133333","36.02388889","0","0","표층","33.68","1","17.26","1","","","2.1","2","7.79571","1","8.23","2","9.38","2","15.5","1","57.61","1","3","2","103.138","2","0.672","2","36.148","2","",""
"해양환경측정망","영일만H2_항만","1999-05-01 00:00:00","129.4133333","36.02388889","0","13","저층","34.05","1","12.38","1","","","","","5.86571","1","7.94","2","14.854","2","13.95","1","56.462","1","","","122.542","2","1.216","2","51.226","2","",""
"해양환경측정망","영일만H2_항만","1999-08-01 00:00:00","129.4133333","36.02388889","0","0","표층","28.25","1","25.29","1","","","9.8","2","9.11","1","8.46","2","12.964","2","6.293","1","179.018","1","2","2","208.082","2","1.81","2","16.1","2","",""
"해양환경측정망","영일만H2_항만","1999-08-01 00:00:00","129.4133333","36.02388889","0","20","저층","32.07","1","24.17","1","","","","","5.39","1","8.28","2","2.114","2","1.581","1","14.77","1","","","22.904","2","1.12","2","6.02","2","",""
"해양환경측정망","영일만H2_항만","1999-11-01 00:00:00","129.4133333","36.02388889","0","0","표층","32.71","1","14.13","1","","","3.1","2","7.86","1","7.97","2","9.618","2","20.863","1","160.776","1","3.5","2","198.142","2","2.72","2","299.53","2","",""
"해양환경측정망","영일만H2_항만","1999-11-01 00:00:00","129.4133333","36.02388889","0","20","저층","32.74","1","14.06","1","","","","","7.93","1","7.69","2","9.45","2","21.328","1","149.66","1","","","201.67","2","0.75","2","72.184","2","",""
"해양환경측정망","온산연안1_환경관리","1999-02-01 00:00:00","129.35806","35.45333","0","0","표층","34.1","1","10.5","1","","","4","2","8.6","1","8.315","2","5","2","28","1","64","1","4","2","498","2","3.02","2","429","2","",""
"해양환경측정망","온산연안1_환경관리","1999-02-01 00:00:00","129.35806","35.45333","0","13.5","저층","34.01","1","10.8","1","","","","","7.96","1","8.405","2","5","2","29","1","226","1","","","823","2","0.58","2","592","2","",""
"해양환경측정망","온산연안1_환경관리","1999-05-01 00:00:00","129.35806","35.45333","0","0","표층","33.38","1","17.54","1","","","7.2","2","11.91","1","8.376","2","7","2","9","1","67","1","1.9","2","154","2","2.73","2","80","2","",""
"해양환경측정망","온산연안1_환경관리","1999-05-01 00:00:00","129.35806","35.45333","0","16","저층","34.41","1","14.34","1","","","","","10.7","1","8.233","2","4","2","10","1","42","1","","","124","2","1.76","2","78","2","",""
"해양환경측정망","온산연안1_환경관리","1999-08-01 00:00:00","129.35806","35.45333","0","0","표층","30.6","1","24.18","1","","","1.6","2","13.505","1","8.41","2","6","2","162","4","81","1","1.9","2","126","2","1.8","2","39","2","",""
"해양환경측정망","온산연안1_환경관리","1999-08-01 00:00:00","129.35806","35.45333","0","13","저층","32.62","1","21.43","1","","","","","11.275","1","8.16","2","7","2","10","1","126","1","","","168","2","1.16","2","35","2","",""
"해양환경측정망","온산연안1_환경관리","1999-11-01 00:00:00","129.35806","35.45333","0","0","표층","30.91","1","17.32","1","","","2.6","2","5.51","1","8.17","2","17","2","30","1","209.3","1","4.5","2","231.3","2","1.13","2","5","2","",""
"해양환경측정망","온산연안1_환경관리","1999-11-01 00:00:00","129.35806","35.45333","0","16","저층","29.91","1","18.23","1","","","","","5.91","1","7.91","2","5","2","11","1","71.6","1","","","78.6","2","1.42","2","2","2","",""
"해양환경측정망","온산연안2_환경관리","1999-02-01 00:00:00","129.3575","35.38","0","0","표층","34.59","1","12.6","1","","","10.8","2","8.38","1","8.266","2","10","2","38","1","76","1","4","2","1686","2","0.69","2","1600","2","",""
"해양환경측정망","온산연안2_환경관리","1999-02-01 00:00:00","129.3575","35.38","0","5.5","저층","34.51","1","12.1","1","","","","","8.08","1","8.414","2","6","2","28","1","114","1","","","1185","2","0.72","2","1065","2","",""
"해양환경측정망","온산연안2_환경관리","1999-05-01 00:00:00","129.3575","35.38","0","0","표층","34.32","1","15.78","1","","","5.4","2","9.75","1","8.215","2","4","2","3","1","24","1","3.1","2","132","2","1.22","2","104","2","",""
"해양환경측정망","온산연안2_환경관리","1999-05-01 00:00:00","129.3575","35.38","0","22","저층","34.51","1","10.32","1","","","","","8.94","1","8.14","2","1","2","1","1","35","1","","","74","2","1.19","2","38","2","",""
"해양환경측정망","온산연안2_환경관리","1999-08-01 00:00:00","129.3575","35.38","0","0","표층","32.01","1","23.58","1","","","1.4","2","9.625","1","8.25","2","3","2","35","1","52","1","4.1","2","164","2","1.01","2","109","2","",""
"해양환경측정망","온산연안2_환경관리","1999-08-01 00:00:00","129.3575","35.38","0","23","저층","32.43","1","23.02","1","","","","","9.995","1","8.35","2","3","2","5","1","79","1","","","113","2","0.81","2","31","2","",""
"해양환경측정망","온산연안2_환경관리","1999-11-01 00:00:00","129.3575","35.38","0","0","표층","32.34","1","17.96","1","","","5.4","2","6.32","1","8.2","2","5","2","6","1","118.7","1","4.5","2","125.7","2","0.99","2","2","2","",""
"해양환경측정망","온산연안2_환경관리","1999-11-01 00:00:00","129.3575","35.38","0","15","저층","32.54","1","18.05","1","","","","","6.63","1","7.89","2","6","2","9","1","75.1","1","","","83.1","2","0.83","2","2","2","",""
"해양환경측정망","온산연안3_환경관리","1999-02-01 00:00:00","129.40778","35.3675","0","0","표층","34.64","1","12.6","1","","","3","2","8.45","1","8.17","2","9","2","31","1","162","1","4","2","742","2","0.43","2","571","2","",""
"해양환경측정망","온산연안3_환경관리","1999-02-01 00:00:00","129.40778","35.3675","0","43","저층","34.5","1","12.3","1","","","","","8.09","1","8.387","2","6","2","30","1","58","1","","","627","2","1.57","2","563","2","",""
"해양환경측정망","온산연안3_환경관리","1999-05-01 00:00:00","129.40778","35.3675","0","0","표층","34.48","1","15.22","1","","","3.8","2","9.4","1","8.193","2","1","2","5","1","9","1","3","2","58","2","0.91","2","48","2","",""
"해양환경측정망","온산연안3_환경관리","1999-05-01 00:00:00","129.40778","35.3675","0","71","저층","34.43","1","9.02","1","","","","","8.12","1","8.111","2","3","2","10","1","31","1","","","76","2","1.04","2","42","2","",""
"해양환경측정망","온산연안3_환경관리","1999-08-01 00:00:00","129.40778","35.3675","0","0","표층","32.14","1","24.73","1","","","0.2","2","10.08","1","8.37","2","2","2","12","1","49","1","6.2","2","84","2","0.43","2","33","2","",""
"해양환경측정망","온산연안3_환경관리","1999-08-01 00:00:00","129.40778","35.3675","0","60","저층","34.163","1","9.44","1","","","","","7.185","1","8.24","2","4","2","37","1","289","1","","","321","2","0.34","2","28","2","",""
"해양환경측정망","온산연안3_환경관리","1999-11-01 00:00:00","129.40778","35.3675","0","0","표층","32.61","1","18","1","","","8.6","2","6.28","1","8.23","2","3","2","4","1","52","1","4.5","2","56","2","2.06","2","1","2","",""
"해양환경측정망","온산연안3_환경관리","1999-11-01 00:00:00","129.40778","35.3675","0","70","저층","32.29","1","17.12","1","","","","","6.18","1","7.98","2","6","2","14","1","128.7","1","","","136.7","2","0.8","2","2","2","",""
"해양환경측정망","완도연안1_환경관리","1999-02-01 00:00:00","126.78306","34.31889","0","0","표층","32.6","1","8.5","1","3.8","1","10","2","9.25714","1","8.03","2","11.5493","2","23.125","1","96.9014","1","2.3","2","115.775","2","1.19","2","7.22222","2","",""
"해양환경측정망","완도연안1_환경관리","1999-02-01 00:00:00","126.78306","34.31889","0","16","저층","32.5","1","8.4","1","","","","","9.82857","1","8.03","2","14.6479","2","15.9375","1","137.183","1","","","162.113","2","0.81","2","10.1389","2","",""
"해양환경측정망","완도연안1_환경관리","1999-05-01 00:00:00","126.78306","34.31889","0","0","표층","33.35","1","15.5","1","3.8","1","7.5","2","8.07","1","8.18","2","3.80282","2","29.375","1","6.61972","1","1.3","2","17.8873","2","0.71","2","7.36111","2","",""
"해양환경측정망","완도연안1_환경관리","1999-05-01 00:00:00","126.78306","34.31889","0","18","저층","33.46","1","15.5","1","","","","","8.33","1","8.16","2","4.3662","2","14.6875","1","13.9437","1","","","20.5634","2","0.61","2","2.22222","2","",""
"해양환경측정망","완도연안1_환경관리","1999-08-01 00:00:00","126.78306","34.31889","0","0","표층","32.351","1","23.4","1","4.98","1","21.5","2","5.63","1","7.94","2","26.1972","2","14.0625","1","88.3099","1","1.8","2","130","2","0.9","2","15.493","2","",""
"해양환경측정망","완도연안1_환경관리","1999-08-01 00:00:00","126.78306","34.31889","0","15","저층","32.892","1","23","1","","","","","5.51","1","7.98","2","26.6197","2","16.875","1","35.6338","1","","","64.7535","2","1.21","2","2.5","2","",""
"해양환경측정망","완도연안1_환경관리","1999-11-01 00:00:00","126.78306","34.31889","0","0","표층","33.84","1","16.5","1","4.98","1","14.5","2","6.8","1","7.95","2","21.831","2","14.375","1","87.7465","1","2.2","2","120.141","2","0.66","2","10.5634","2","",""
"해양환경측정망","완도연안1_환경관리","1999-11-01 00:00:00","126.78306","34.31889","0","15.1","저층","33.72","1","16.5","1","","","","","6.94","1","7.97","2","12.9577","2","6.25","1","75.3521","1","","","105.352","2","0.6","2","17.0423","2","",""
"해양환경측정망","완도연안2_환경관리","1999-02-01 00:00:00","126.75889","34.35333","0","0","표층","32.64","1","8.5","1","14","1","7","2","9.38571","1","7.97","2","10","2","16.875","1","123.944","1","2.2","2","141.127","2","0.95","2","7.08333","2","",""
"해양환경측정망","완도연안2_환경관리","1999-02-01 00:00:00","126.75889","34.35333","0","19","저층","32.65","1","8.4","1","","","","","9.25714","1","8.01","2","14.0845","2","21.25","1","158.732","1","","","180.282","2","0.96","2","7.36111","2","",""
"해양환경측정망","완도연안2_환경관리","1999-05-01 00:00:00","126.75889","34.35333","0","0","표층","33.28","1","17","1","14","1","7.5","2","8.27","1","8.17","2","2.11268","2","8.4375","1","34.9296","1","1.5","2","52.1127","2","0.71","2","14.8611","2","",""
"해양환경측정망","완도연안2_환경관리","1999-05-01 00:00:00","126.75889","34.35333","0","20","저층","33.31","1","16","1","","","","","8.29","1","8.19","2","1.40845","2","11.875","1","10.4225","1","","","17.7465","2","0.82","2","5.83333","2","",""
"해양환경측정망","완도연안2_환경관리","1999-08-01 00:00:00","126.75889","34.35333","0","0","표층","30.115","1","25.4","1","6.43","1","19.5","2","6.74","1","7.95","2","28.0282","2","13.75","1","48.7324","1","2","2","80.8451","2","1.25","2","4.08451","2","",""
"해양환경측정망","완도연안2_환경관리","1999-08-01 00:00:00","126.75889","34.35333","0","8.4","저층","30.601","1","24.8","1","","","","","6.36","1","8.06","2","30.4225","2","21.5625","1","38.5915","1","","","71.5141","2","0.66","2","2.5","2","",""
"해양환경측정망","완도연안2_환경관리","1999-11-01 00:00:00","126.75889","34.35333","0","0","표층","33.26","1","16.3","1","6.43","1","18","2","7.89","1","7.96","2","22.8169","2","14.0625","1","89.1549","1","2","2","120.423","2","0.63","2","8.4507","2","",""
"해양환경측정망","완도연안2_환경관리","1999-11-01 00:00:00","126.75889","34.35333","0","13.4","저층","33.57","1","16.5","1","","","","","7.01","1","7.98","2","24.9296","2","3.125","1","72.8169","1","","","120.986","2","0.63","2","23.2394","2","",""
"해양환경측정망","완도연안3_환경관리","1999-02-01 00:00:00","126.85611","34.36778","0","0","표층","32.56","1","9.2","1","17.2","1","10","2","9.9","1","8.05","2","19.0141","2","27.8125","1","119.437","1","2","2","144.085","2","1.56","2","5.55556","2","",""
"해양환경측정망","완도연안3_환경관리","1999-02-01 00:00:00","126.85611","34.36778","0","18","저층","32.61","1","9","1","","","","","9.42857","1","8.01","2","25.3521","2","18.125","1","85.2113","1","","","123.38","2","1.45","2","12.6389","2","",""
"해양환경측정망","완도연안3_환경관리","1999-05-01 00:00:00","126.85611","34.36778","0","0","표층","33.57","1","15.4","1","17.2","1","6","2","8.11","1","8.15","2","9.01408","2","32.5","1","44.0845","1","2.1","2","116.338","2","0.97","2","62.3611","2","",""
"해양환경측정망","완도연안3_환경관리","1999-05-01 00:00:00","126.85611","34.36778","0","15","저층","33.59","1","15.5","1","","","","","8.37","1","8.14","2","1.83099","2","15","1","136.056","1","","","265.775","2","0.64","2","126.111","2","",""
"해양환경측정망","완도연안3_환경관리","1999-08-01 00:00:00","126.85611","34.36778","0","0","표층","31.177","1","25","1","4.72","1","28","2","6.11","1","8.05","2","17.0423","2","12.8125","1","68.169","1","2.1","2","119.014","2","1.47","2","33.8028","2","",""
"해양환경측정망","완도연안3_환경관리","1999-08-01 00:00:00","126.85611","34.36778","0","18","저층","31.35","1","24.8","1","","","","","5.89","1","8.04","2","23.2394","2","22.8125","1","50.7042","1","","","76.4437","2","0.84","2","2.5","2","",""
"해양환경측정망","완도연안3_환경관리","1999-11-01 00:00:00","126.85611","34.36778","0","0","표층","33.52","1","16.8","1","4.72","1","22.5","2","7.14","1","7.94","2","33.8028","2","0.3125","1","79.5775","1","2","2","124.789","2","0.44","2","11.4085","2","",""
"해양환경측정망","완도연안3_환경관리","1999-11-01 00:00:00","126.85611","34.36778","0","18.3","저층","33.55","1","16.8","1","","","","","7.16","1","7.98","2","25.493","2","10.625","1","68.7324","1","","","115.634","2","0.35","2","21.4085","2","",""
"해양환경측정망","완도연안4_환경관리","1999-02-01 00:00:00","126.73889","34.24444","0","0","표층","32.55","1","8.3","1","9.4","1","10.5","2","10.0571","1","8.01","2","24.507","2","19.6875","1","93.9437","1","1.3","2","128.169","2","1.41","2","9.58333","2","",""
"해양환경측정망","완도연안4_환경관리","1999-02-01 00:00:00","126.73889","34.24444","0","30","저층","32.4","1","8.3","1","","","","","10.5429","1","8","2","18.5915","2","18.125","1","64.6479","1","","","69.2958","2","1.6","2","14.0278","2","",""
"해양환경측정망","완도연안4_환경관리","1999-05-01 00:00:00","126.73889","34.24444","0","0","표층","33.48","1","14.7","1","9.4","1","6.5","2","8.16","1","8.03","2","6.61972","2","17.5","1","47.4648","1","1","2","89.1549","2","0.5","2","34.5833","2","",""
"해양환경측정망","완도연안4_환경관리","1999-05-01 00:00:00","126.73889","34.24444","0","33","저층","33.41","1","14.5","1","","","","","8.23","1","8.14","2","4.08451","2","11.5625","1","2.53521","1","","","51.4085","2","0.43","2","44.1667","2","",""
"해양환경측정망","완도연안4_환경관리","1999-08-01 00:00:00","126.73889","34.24444","0","0","표층","31.254","1","23","1","3.9","1","24","2","6.71","1","7.92","2","14.2254","2","16.5625","1","17.3239","1","1","2","50.5634","2","1.3","2","19.0141","2","",""
"해양환경측정망","완도연안4_환경관리","1999-08-01 00:00:00","126.73889","34.24444","0","31","저층","33.223","1","22.8","1","","","","","6.16","1","7.99","2","18.5915","2","27.8125","1","69.4366","1","","","90.5282","2","0.7","2","2.5","2","",""
"해양환경측정망","완도연안4_환경관리","1999-11-01 00:00:00","126.73889","34.24444","0","0","표층","33.72","1","16.6","1","3.9","1","21","2","6.83","1","8.95","2","20.2817","2","2.1875","1","104.648","1","2.2","2","153.944","2","0.5","2","29.0141","2","",""
"해양환경측정망","완도연안4_환경관리","1999-11-01 00:00:00","126.73889","34.24444","0","32.5","저층","33.83","1","16.5","1","","","","","6.89","1","7.97","2","7.1831","2","15.9375","1","106.338","1","","","132.254","2","0.7","2","18.7324","2","",""
"해양환경측정망","완도연안5_환경관리","1999-02-01 00:00:00","127","34.38944","0","0","표층","32.59","1","9.4","1","8.8","1","15","2","9.6","1","8.01","2","13.662","2","26.875","1","71.1268","1","1.5","2","97.4648","2","1.58","2","12.5","2","",""
"해양환경측정망","완도연안5_환경관리","1999-02-01 00:00:00","127","34.38944","0","30","저층","32.59","1","9.8","1","","","","","10.0286","1","8.01","2","13.8028","2","20","1","142.817","1","","","164.507","2","1.45","2","7.77778","2","",""
"해양환경측정망","완도연안5_환경관리","1999-05-01 00:00:00","127","34.38944","0","0","표층","33.76","1","15","1","8.8","1","5","2","8.21","1","8.1","2","4.64789","2","16.875","1","32.2535","1","2.1","2","95.3521","2","0.44","2","57.6389","2","",""
"해양환경측정망","완도연안5_환경관리","1999-05-01 00:00:00","127","34.38944","0","28","저층","33.72","1","15","1","","","","","8.16","1","8.12","2","1.83099","2","5.3125","1","36.6197","1","","","44.9296","2","0.26","2","6.38889","2","",""
"해양환경측정망","완도연안5_환경관리","1999-08-01 00:00:00","127","34.38944","0","0","표층","33.113","1","24.5","1","4.02","1","12.5","2","6.16","1","8.07","2","6.33803","2","16.875","1","20.5634","1","2","2","33.662","2","0.93","2","6.76056","2","",""
"해양환경측정망","완도연안5_환경관리","1999-08-01 00:00:00","127","34.38944","0","26.5","저층","32.34","1","24.4","1","","","","","5.69","1","8.08","2","8.73239","2","7.5","1","21.831","1","","","33.0634","2","1.03","2","2.5","2","",""
"해양환경측정망","완도연안5_환경관리","1999-11-01 00:00:00","127","34.38944","0","0","표층","33.6","1","17.1","1","4.02","1","8.5","2","7.11","1","7.96","2","40.4225","2","14.6875","1","53.2394","1","2","2","101.69","2","0.77","2","8.02817","2","",""
"해양환경측정망","완도연안5_환경관리","1999-11-01 00:00:00","127","34.38944","0","25.7","저층","33.63","1","16.9","1","","","","","7.5","1","7.99","2","21.9718","2","15.625","1","73.5211","1","","","98.7324","2","0.9","2","3.23944","2","",""
"해양환경측정망","울산연안1_환경관리","1999-02-01 00:00:00","129.47667","35.52056","0","0","표층","34.63","1","12.5","1","","","7","2","8.5","1","8.182","2","11","2","34","1","154","1","4.5","2","860","2","0.66","2","695","2","",""
"해양환경측정망","울산연안1_환경관리","1999-02-01 00:00:00","129.47667","35.52056","0","50","저층","34.6","1","12.3","1","","","","","7.49","1","8.206","2","8","2","24","1","131","1","","","717","2","0.29","2","578","2","",""
"해양환경측정망","울산연안1_환경관리","1999-05-01 00:00:00","129.47667","35.52056","0","0","표층","34.63","1","16.04","1","","","6","2","8.53","1","8.126","2","2","2","3","1","42","1","5.3","2","69","2","0.55","2","25","2","",""
"해양환경측정망","울산연안1_환경관리","1999-05-01 00:00:00","129.47667","35.52056","0","43","저층","34.66","1","10.15","1","","","","","8.82","1","8.068","2","2","2","5","1","80","1","","","124","2","0.7","2","42","2","",""
"해양환경측정망","울산연안1_환경관리","1999-08-01 00:00:00","129.47667","35.52056","0","0","표층","32.29","1","23.76","1","","","0.4","2","8.26","1","8.19","2","2","2","10","1","78","1","7.1","2","109","2","1.26","2","29","2","",""
"해양환경측정망","울산연안1_환경관리","1999-08-01 00:00:00","129.47667","35.52056","0","44","저층","29.97","1","10.84","1","","","","","7.1","1","8.09","2","7","2","28","1","275","1","","","333","2","1.9","2","51","2","",""
"해양환경측정망","울산연안1_환경관리","1999-11-01 00:00:00","129.47667","35.52056","0","0","표층","32.62","1","18.8","1","","","6.02","2","6.49","1","8.2","2","1","2","8","1","31","1","5","2","33","2","1.02","2","1","2","",""
