province,city,city_code,town,latitude,longitude,시설년도,시설유형,품종,area,ORIG_FID,geometry
전라남도,여수시,13,여수시 서도리,34.05901739625756,127.28437500000007,2022,어초,미역,1033322.84592,192,POINT (127.28437500000007 34.05901739625756)
충청남도,보령시,18,보령시 오천면 오도,36.20576907631647,126.05759423179381,2020,어초,감태,99000.3077085,193,POINT (126.05759423179381 36.20576907631647)
인천광역시,옹진군,28,옹진군 덕적면 굴업도,37.19930795685468,125.98783319827032,2020,어초,미역,100095.341371,194,POINT (125.98783319827032 37.19930795685468)
인천광역시,옹진군,28,옹진군 자월면 자월도,37.269420094492034,126.28997290839197,2020,어초,감태,100573.377596,195,POINT (126.28997290839197 37.269420094492034)
경기도,안산시,27,안산시 풍도,37.10625000000016,126.37812500000007,2021,어초,감태,907654.88906,196,POINT (126.37812500000007 37.10625000000016)
경기도,안산시,27,안산시 대부도 선감(염생),37.21392226967458,126.64092944225422,2021,어초,감태,33327.1135811,197,POINT (126.64092944225422 37.21392226967458)
인천광역시,옹진군,28,옹진군 대청도2,37.80692769654911,124.6792284325428,2021,어초,미역,1064181.5024,198,POINT (124.6792284325428 37.80692769654911)
인천광역시,옹진군,28,옹진군 소이작도(잘피),37.17711803443569,126.23128962502676,2022,어초,감태,728902.720958,199,POINT (126.23128962502676 37.17711803443569)
인천광역시,옹진군,28,옹진군 사항포,37.98136962977742,124.65614369579328,2022,어초,미역,1495940.04253,200,POINT (124.65614369579328 37.98136962977742)
강원도,고성군,82,고성군 화포리·초도리,38.480208779851296,128.4441705188043,2020,어초,미역,1265698.63477,201,POINT (128.4441705188043 38.480208779851296)
강원도,고성군,82,고성군 공현진리,38.356284294503666,128.5188358757008,2020,어초,감태,1490975.83596,202,POINT (128.5188358757008 38.356284294503666)
강원도,고성군,82,고성군 오호리,38.331778059306885,128.53253563430098,2020,어초,감태,1091280.6823,203,POINT (128.53253563430098 38.331778059306885)
강원도,속초시,21,속초시 장사동,38.23149211648615,128.5939601073028,2020,어초,감태,1481683.81635,204,POINT (128.5939601073028 38.23149211648615)
강원도,양양군,83,양양군 동호리,38.06908030878071,128.68210610582025,2020,어초,감태,1282159.00816,205,POINT (128.68210610582025 38.06908030878071)
강원도,양양군,83,양양군 인구리·광진리,37.96906538746788,128.76943474451787,2020,어초,감태,1327246.13475,206,POINT (128.76943474451787 37.96906538746788)
강원도,강릉시,15,강릉시 심곡리,37.6684780272102,129.058972308482,2020,어초,감태,839298.920423,207,POINT (129.058972308482 37.6684780272102)
경상북도,영덕군,77,영덕군 축산리,36.51926542933779,129.44667270083312,2020,어초,감태,799618.162154,208,POINT (129.44667270083312 36.51926542933779)
강원도,고성군,82,고성군 교암리,38.281749151975134,128.55734792438125,2021,어초,감태,1211041.40021,209,POINT (128.55734792438125 38.281749151975134)
강원도,양양군,83,양양군 동산리,37.98125669007982,128.7687768797174,2021,어초,모자반,1515044.57005,210,POINT (128.7687768797174 37.98125669007982)
강원도,양양군,83,양양군 광진리,37.958746695814,128.77240606018972,2021,어초,감태,415299.798993,211,POINT (128.77240606018972 37.958746695814)
강원도,강릉시,15,강릉시 금진리,37.643750000000125,129.06875000000014,2021,어초,감태,1529319.74749,212,POINT (129.06875000000014 37.643750000000125)
경상북도,포항시,11,포항시 화진2리,36.24549699213162,129.3832309101233,2021,어초,감태,853632.226588,213,POINT (129.3832309101233 36.24549699213162)
강원도,고성군,82,고성군 청간리,38.26875000000001,128.56875000000002,2022,어초,미역,1516628.78149,214,POINT (128.56875000000002 38.26875000000001)
강원도,속초시,21,속초시 대포동,38.168750000000045,128.61874999999998,2022,어초,감태,1518668.50989,215,POINT (128.61874999999998 38.168750000000045)
경상북도,포항시,11,포항시 하정2리,35.96842613025211,129.55713289337461,2022,어초,미역,1308860.0966,216,POINT (129.55713289337461 35.96842613025211)
경상북도,포항시,11,포항시 계원1리,35.8652828488419,129.53437500000007,2022,어초,감태,1025337.72718,217,POINT (129.53437500000007 35.8652828488419)
경상북도,포항시,11,포항시 구평2리,35.94349743512521,129.5440807307416,2022,어초,감태,1467767.72599,218,POINT (129.5440807307416 35.94349743512521)
