province,city,city_code,town,latitude,longitude,시설년도,시설유형,품종,area,ORIG_FID,geometry
제주특별자,제주시,11,제주시 화북동,33.53175553875428,126.56877431662895,2020,어초,모자반,1473873.74263,169,POINT (126.56877431662895 33.53175553875428)
제주특별자,서귀포시,13,서귀포시 강정동,33.23123395494025,126.45622777602273,2020,어초,감태,1610211.53715,170,POINT (126.45622777602273 33.23123395494025)
전라북도,부안군,80,부안군 벌금(잘피),35.61224503029638,126.28744080976946,2021,어초,감태,125040.852143,171,POINT (126.28744080976946 35.61224503029638)
제주특별자,제주시,11,제주시 평대리1,33.55208333333337,126.84375,2021,어초,감태,536573.040171,172,POINT (126.84375 33.55208333333337)
제주특별자,제주시,11,제주시 평대리2,33.532318298669054,126.85713067504878,2021,어초,감태,1247115.255,173,POINT (126.85713067504878 33.532318298669054)
제주특별자,제주시,11,제주시 판포리2,33.36945943215568,126.19335591142396,2021,어초,모자반,1414435.33606,174,POINT (126.19335591142396 33.36945943215568)
제주특별자,서귀포시,13,서귀포시 온평리1,33.41856093754109,126.91899068300813,2021,어초,모자반,1543731.11448,175,POINT (126.91899068300813 33.41856093754109)
전라남도,완도군,89,완도군 청계리,34.15205680852205,126.89507468713362,2022,어초,모자반,456012.850056,176,POINT (126.89507468713362 34.15205680852205)
제주특별자,제주시,11,제주시 신흥리,33.55863369206213,126.64687500000002,2022,어초,감태,1326980.90478,177,POINT (126.64687500000002 33.55863369206213)
제주특별자,서귀포시,13,서귀포시 남원리1,33.26806392495678,126.70658170911224,2022,어초,미역,1425298.46107,178,POINT (126.70658170911224 33.26806392495678)
제주특별자,서귀포시,13,서귀포시 중문동,33.240291354190504,126.4168855957912,2022,어초,감태,555030.191112,179,POINT (126.4168855957912 33.240291354190504)
제주특별자,서귀포시,13,서귀포시 태흥1리,33.26875000000001,126.73125000000005,2022,어초,감태,1615062.60251,180,POINT (126.73125000000005 33.26875000000001)
전라남도,여수시,13,여수시 낭도,34.601536596012124,127.55693000321287,2020,어초,미역,354626.639786,181,POINT (127.55693000321287 34.601536596012124)
경상남도,거제시,31,거제시 예구·내도,34.79064602948483,128.71878028572814,2020,어초,감태,657472.528917,182,POINT (128.71878028572814 34.79064602948483)
경상남도,남해군,84,남해군 진동리,34.82853548444518,128.06875000000002,2020,어초,감태,1053488.99977,183,POINT (128.06875000000002 34.82853548444518)
경상남도,남해군,84,남해군 홍현리,34.74587009754896,127.91120328512454,2021,어초,감태,217834.538182,184,POINT (127.91120328512454 34.74587009754896)
경상남도,통영시,22,통영시 양지리,34.792981453577454,128.24410654725034,2021,어초,감태,1330231.48943,185,POINT (128.24410654725034 34.792981453577454)
경상남도,통영시,22,통영시 노대리,34.66694667326374,128.24062500000002,2021,어초,감태,795678.016813,186,POINT (128.24062500000002 34.66694667326374)
전라남도,여수시,13,여수시 개도리,34.565833413946166,127.64315290361901,2021,어초,감태,661692.540942,187,POINT (127.64315290361901 34.565833413946166)
경상남도,통영시,22,통영시 비진리,34.71952957806701,128.4543950223523,2022,어초,모자반,1032134.98703,188,POINT (128.4543950223523 34.71952957806701)
경상남도,통영시,22,통영시 동항리,34.668750000000045,128.30937500000005,2022,어초,감태,1401044.54499,189,POINT (128.30937500000005 34.668750000000045)
경상남도,남해군,84,남해군 석교리,34.75660983084407,127.90903106508893,2022,어초,미역,867244.990341,190,POINT (127.90903106508893 34.75660983084407)
전라남도,여수시,13,여수시 유송리,34.54594703647513,127.7175484307553,2022,어초,감태,927273.171425,191,POINT (127.7175484307553 34.54594703647513)
