project_name,station,yyyy-mm-dd hh:mm:ss,유효시간,Longitude [degrees_east],Latitude [degrees_north],수심(m),수심(text),전체수심(m),염분[psu],sal_qc,수온[℃],wtrtmp_qc,용존산소[ml/L],disoxy_qc,규산염[μM],reasil_qc,아질산성질소[μM],nitnit_qc,인산염인[μM],po4p_qc,질산성질소[μM],natnit_qc,투명도[m],tr_qc
정선해양관측,105-05,2020-08-23 16:07,Minute,129.3767,37.5533,100,,280,33.963,1,4.32,1,6.8785,1,21.2601,1,0.014614,2,1.11807,1,17.9002,1,12,2
정선해양관측,105-05,2020-08-23 16:07,Minute,129.3767,37.5533,125,,280,33.9898,1,2.4965,1,6.9363,1,,,,,,,,,12,2
정선해양관측,105-05,2020-08-23 16:07,Minute,129.3767,37.5533,150,,280,33.9949,1,2.2025,1,7.3739,1,,,,,,,,,12,2
정선해양관측,105-05,2020-08-23 16:07,Minute,129.3767,37.5533,200,,280,34.0077,1,1.6876,1,7.3371,1,26.7442,1,0.001583,2,1.33335,1,21.0385,1,12,2
정선해양관측,105-05,2020-08-23 16:07,Minute,129.3767,37.5533,250,,280,34.0147,1,1.297,1,7.2176,1,,,,,,,,,12,2
정선해양관측,105-05,2020-08-23 16:07,Minute,129.3767,37.5533,300,,280,34.0214,1,1.1095,1,7.6218,1,,,,,,,,,12,2
정선해양관측,105-05,2020-10-25 19:37,Minute,129.3767,37.5533,0,,280,33.1187,1,20.4779,1,4.1881,1,3.98089,1,0.281513,2,0.066968,1,3.24387,1,,
정선해양관측,105-05,2020-10-25 19:37,Minute,129.3767,37.5533,10,,280,33.2389,1,20.4812,1,4.9786,1,3.92966,1,0.286335,2,0.068061,1,3.60056,1,,
정선해양관측,105-05,2020-10-25 19:37,Minute,129.3767,37.5533,20,,280,33.2509,1,20.5122,1,4.9499,1,3.81752,1,0.336858,2,0.083955,1,2.46986,1,,
정선해양관측,105-05,2020-10-25 19:37,Minute,129.3767,37.5533,30,,280,33.2997,1,20.6148,1,4.9293,1,4.56332,1,0.296981,2,0.150948,1,3.82045,1,,
정선해양관측,105-05,2020-10-25 19:37,Minute,129.3767,37.5533,50,,280,33.744,1,14.0984,1,4.6373,1,16.597,1,0.016403,2,0.789842,1,12.0012,1,,
정선해양관측,105-05,2020-10-25 19:37,Minute,129.3767,37.5533,75,,280,34.0798,1,8.1359,1,5.5745,1,11.9122,1,0.006026,2,0.760335,1,11.771,1,,
정선해양관측,105-05,2020-10-25 19:37,Minute,129.3767,37.5533,100,,280,33.9637,1,4.1584,1,5.933,1,15.8223,1,0.002035,2,0.998629,1,14.3734,1,,
정선해양관측,105-05,2020-10-25 19:37,Minute,129.3767,37.5533,125,,280,33.9852,1,2.8134,1,5.9274,1,,,,,,,,,,
정선해양관측,105-05,2020-10-25 19:37,Minute,129.3767,37.5533,150,,280,34.0193,1,1.8971,1,6.0491,1,,,,,,,,,,
정선해양관측,105-05,2020-10-25 19:37,Minute,129.3767,37.5533,200,,280,34.0242,1,1.4254,1,6.0838,1,24.8816,1,0.002233,2,1.38372,1,19.6122,1,,
정선해양관측,105-05,2020-10-25 19:37,Minute,129.3767,37.5533,250,,280,34.0387,1,1.1382,1,6.0883,1,,,,,,,,,,
정선해양관측,105-05,2020-10-25 19:37,Minute,129.3767,37.5533,300,,280,34.0453,1,1.0161,1,5.8891,1,,,,,,,,,,
정선해양관측,105-05,2020-12-06 9:02,Minute,129.3767,37.5533,0,,280,34.1081,1,18.0561,1,4.9293,1,,,,,,,,,15,2
정선해양관측,105-05,2020-12-06 9:02,Minute,129.3767,37.5533,10,,280,34.1085,1,18.0601,1,4.9253,1,,,,,,,,,15,2
정선해양관측,105-05,2020-12-06 9:02,Minute,129.3767,37.5533,20,,280,34.1124,1,18.0656,1,4.9181,1,,,,,,,,,15,2
정선해양관측,105-05,2020-12-06 9:02,Minute,129.3767,37.5533,30,,280,34.1709,1,17.898,1,4.8767,1,,,,,,,,,15,2
정선해양관측,105-05,2020-12-06 9:02,Minute,129.3767,37.5533,50,,280,34.1593,1,14.3841,1,3.7963,1,,,,,,,,,15,2
정선해양관측,105-05,2020-12-06 9:02,Minute,129.3767,37.5533,75,,280,34.1471,1,7.9034,1,5.1186,1,,,,,,,,,15,2
정선해양관측,105-05,2020-12-06 9:02,Minute,129.3767,37.5533,100,,280,34.0039,1,3.4869,1,5.6244,1,,,,,,,,,15,2
정선해양관측,105-05,2020-12-06 9:02,Minute,129.3767,37.5533,125,,280,34.0239,1,1.6113,1,5.7915,1,,,,,,,,,15,2
정선해양관측,105-05,2020-12-06 9:02,Minute,129.3767,37.5533,150,,280,34.0253,1,1.3632,1,5.8352,1,,,,,,,,,15,2
정선해양관측,105-05,2020-12-06 9:02,Minute,129.3767,37.5533,200,,280,34.0271,1,1.2634,1,5.8188,1,,,,,,,,,15,2
정선해양관측,105-05,2020-12-06 9:02,Minute,129.3767,37.5533,250,,280,34.0299,1,1.2019,1,5.7869,1,,,,,,,,,15,2
정선해양관측,105-05,2020-12-06 9:02,Minute,129.3767,37.5533,300,,280,34.0356,1,1.0769,1,5.7263,1,,,,,,,,,15,2
정선해양관측,105-06,2020-02-13 15:45,Minute,129.6883,37.5533,0,,810,34.3403,1,13.399,1,7.2167,1,,,,,,,,,8.7,2
정선해양관측,105-06,2020-02-13 15:45,Minute,129.6883,37.5533,10,,810,34.3235,1,13.0915,1,7.2659,1,,,,,,,,,8.7,2
정선해양관측,105-06,2020-02-13 15:45,Minute,129.6883,37.5533,20,,810,34.2956,1,12.5282,1,7.1713,1,,,,,,,,,8.7,2
정선해양관측,105-06,2020-02-13 15:45,Minute,129.6883,37.5533,30,,810,34.2995,1,12.4175,1,7.3398,1,,,,,,,,,8.7,2
정선해양관측,105-06,2020-02-13 15:45,Minute,129.6883,37.5533,50,,810,34.2974,1,12.408,1,7.3212,1,,,,,,,,,8.7,2
정선해양관측,105-06,2020-02-13 15:45,Minute,129.6883,37.5533,75,,810,34.2773,1,12.0113,1,7.2828,1,,,,,,,,,8.7,2
정선해양관측,105-06,2020-02-13 15:45,Minute,129.6883,37.5533,100,,810,34.1588,1,6.6295,1,6.8604,1,,,,,,,,,8.7,2
정선해양관측,105-06,2020-02-13 15:45,Minute,129.6883,37.5533,125,,810,34.0959,1,4.2734,1,8.1407,1,,,,,,,,,8.7,2
정선해양관측,105-06,2020-02-13 15:45,Minute,129.6883,37.5533,150,,810,34.0695,1,3.2386,1,8.3997,1,,,,,,,,,8.7,2
정선해양관측,105-06,2020-02-13 15:45,Minute,129.6883,37.5533,200,,810,34.0279,1,1.3144,1,8.5546,1,,,,,,,,,8.7,2
정선해양관측,105-06,2020-02-13 15:45,Minute,129.6883,37.5533,250,,810,34.03,1,0.9853,1,8.5739,1,,,,,,,,,8.7,2
정선해양관측,105-06,2020-02-13 15:45,Minute,129.6883,37.5533,300,,810,34.0387,1,0.8481,1,7.9928,1,,,,,,,,,8.7,2
정선해양관측,105-06,2020-02-13 15:45,Minute,129.6883,37.5533,400,,810,34.0546,1,0.7149,1,6.4814,1,,,,,,,,,8.7,2
정선해양관측,105-06,2020-02-13 15:45,Minute,129.6883,37.5533,500,,810,34.0626,1,0.6093,1,5.5142,1,,,,,,,,,8.7,2
정선해양관측,105-06,2020-04-11 14:56,Minute,129.6883,37.5533,0,,810,34.5782,1,15.8639,1,7.9434,1,,,,,,,,,9,2
정선해양관측,105-06,2020-04-11 14:56,Minute,129.6883,37.5533,10,,810,34.5781,1,15.4445,1,8.0147,1,,,,,,,,,9,2
정선해양관측,105-06,2020-04-11 14:56,Minute,129.6883,37.5533,20,,810,34.5659,1,15.284,1,7.8736,1,,,,,,,,,9,2
정선해양관측,105-06,2020-04-11 14:56,Minute,129.6883,37.5533,30,,810,34.4721,1,14.3622,1,7.6053,1,,,,,,,,,9,2
정선해양관측,105-06,2020-04-11 14:56,Minute,129.6883,37.5533,50,,810,34.4179,1,13.4505,1,7.6499,1,,,,,,,,,9,2
정선해양관측,105-06,2020-04-11 14:56,Minute,129.6883,37.5533,75,,810,34.3068,1,10.7403,1,7.4556,1,,,,,,,,,9,2
정선해양관측,105-06,2020-04-11 14:56,Minute,129.6883,37.5533,100,,810,34.1108,1,6.4561,1,8.2581,1,,,,,,,,,9,2
정선해양관측,105-06,2020-04-11 14:56,Minute,129.6883,37.5533,125,,810,34.0823,1,3.3431,1,11.2049,1,,,,,,,,,9,2
정선해양관측,105-06,2020-04-11 14:56,Minute,129.6883,37.5533,150,,810,34.0428,1,1.7946,1,14.0605,4,,,,,,,,,9,2
정선해양관측,105-06,2020-04-11 14:56,Minute,129.6883,37.5533,200,,810,34.0297,1,1.1348,1,13.8241,1,,,,,,,,,9,2
정선해양관측,105-06,2020-04-11 14:56,Minute,129.6883,37.5533,250,,810,34.0333,1,0.9829,1,10.8107,1,,,,,,,,,9,2
정선해양관측,105-06,2020-04-11 14:56,Minute,129.6883,37.5533,300,,810,34.0412,1,0.8376,1,7.5527,1,,,,,,,,,9,2
정선해양관측,105-06,2020-04-11 14:56,Minute,129.6883,37.5533,400,,810,34.0516,1,0.7423,1,7.4144,1,,,,,,,,,9,2
정선해양관측,105-06,2020-04-11 14:56,Minute,129.6883,37.5533,500,,810,34.0568,1,0.6699,1,6.4836,1,,,,,,,,,9,2
정선해양관측,105-06,2020-06-12 18:22,Minute,129.6883,37.5533,0,,810,33.6576,1,18.6705,1,6.9618,1,,,,,,,,,,
정선해양관측,105-06,2020-06-12 18:22,Minute,129.6883,37.5533,10,,810,33.7541,1,17.634,1,7.0988,1,,,,,,,,,,
정선해양관측,105-06,2020-06-12 18:22,Minute,129.6883,37.5533,20,,810,33.8483,1,16.8173,1,7.4805,1,,,,,,,,,,
정선해양관측,105-06,2020-06-12 18:22,Minute,129.6883,37.5533,30,,810,34.2221,1,15.8758,1,6.1363,1,,,,,,,,,,
정선해양관측,105-06,2020-06-12 18:22,Minute,129.6883,37.5533,50,,810,34.3588,1,15.3241,1,5.2459,1,,,,,,,,,,
정선해양관측,105-06,2020-06-12 18:22,Minute,129.6883,37.5533,75,,810,34.3722,1,13.5874,1,5.5319,1,,,,,,,,,,
정선해양관측,105-06,2020-06-12 18:22,Minute,129.6883,37.5533,100,,810,34.2594,1,11.0527,1,7.1657,1,,,,,,,,,,
정선해양관측,105-06,2020-06-12 18:22,Minute,129.6883,37.5533,125,,810,34.2048,1,9.4229,1,7.5403,1,,,,,,,,,,
정선해양관측,105-06,2020-06-12 18:22,Minute,129.6883,37.5533,150,,810,34.1099,1,6.6233,1,8.024,1,,,,,,,,,,
정선해양관측,105-06,2020-06-12 18:22,Minute,129.6883,37.5533,200,,810,34.0465,1,2.3898,1,8.415,1,,,,,,,,,,
정선해양관측,105-06,2020-06-12 18:22,Minute,129.6883,37.5533,250,,810,34.0307,1,1.342,1,8.2558,1,,,,,,,,,,
정선해양관측,105-06,2020-06-12 18:22,Minute,129.6883,37.5533,300,,810,34.0368,1,1.0667,1,7.9921,1,,,,,,,,,,
정선해양관측,105-06,2020-06-12 18:22,Minute,129.6883,37.5533,400,,810,34.045,1,0.866,1,7.0527,1,,,,,,,,,,
정선해양관측,105-06,2020-06-12 18:22,Minute,129.6883,37.5533,500,,810,34.0504,1,0.7691,1,6.2645,1,,,,,,,,,,
정선해양관측,105-06,2020-08-23 20:28,Minute,129.6883,37.5533,0,,810,32.5654,1,21.8162,1,5.4167,1,,,,,,,,,,
정선해양관측,105-06,2020-08-23 20:28,Minute,129.6883,37.5533,10,,810,33.3307,1,18.2196,1,5.9974,1,,,,,,,,,,
정선해양관측,105-06,2020-08-23 20:28,Minute,129.6883,37.5533,20,,810,33.7849,1,16.4502,1,6.5408,1,,,,,,,,,,
정선해양관측,105-06,2020-08-23 20:28,Minute,129.6883,37.5533,30,,810,33.9792,1,16.3421,1,6.6861,1,,,,,,,,,,
정선해양관측,105-06,2020-08-23 20:28,Minute,129.6883,37.5533,50,,810,34.4765,1,15.3558,1,7.6459,1,,,,,,,,,,
정선해양관측,105-06,2020-08-23 20:28,Minute,129.6883,37.5533,75,,810,34.2604,1,10.8713,1,10.9021,1,,,,,,,,,,
정선해양관측,105-06,2020-08-23 20:28,Minute,129.6883,37.5533,100,,810,34.1417,1,8.2758,1,10.0794,1,,,,,,,,,,
정선해양관측,105-06,2020-08-23 20:28,Minute,129.6883,37.5533,125,,810,33.9287,1,4.9444,1,9.4243,1,,,,,,,,,,
정선해양관측,105-06,2020-08-23 20:28,Minute,129.6883,37.5533,150,,810,33.9472,1,3.3334,1,9.0997,1,,,,,,,,,,
정선해양관측,105-06,2020-08-23 20:28,Minute,129.6883,37.5533,200,,810,34.0074,1,1.8214,1,9.3596,1,,,,,,,,,,
정선해양관측,105-06,2020-08-23 20:28,Minute,129.6883,37.5533,250,,810,34.0155,1,1.2209,1,10.179,1,,,,,,,,,,
정선해양관측,105-06,2020-08-23 20:28,Minute,129.6883,37.5533,300,,810,34.0242,1,1.0319,1,9.4822,1,,,,,,,,,,
정선해양관측,105-06,2020-08-23 20:28,Minute,129.6883,37.5533,400,,810,34.0316,1,0.8591,1,10.0966,1,,,,,,,,,,
정선해양관측,105-06,2020-08-23 20:28,Minute,129.6883,37.5533,500,,810,34.0379,1,0.7405,1,9.8762,1,,,,,,,,,,
정선해양관측,105-06,2020-10-26 0:01,Minute,129.6883,37.5533,0,,810,33.4582,1,20.942,1,4.8585,1,,,,,,,,,,
정선해양관측,105-06,2020-10-26 0:01,Minute,129.6883,37.5533,10,,810,33.4457,1,20.9258,1,4.8006,1,,,,,,,,,,
정선해양관측,105-06,2020-10-26 0:01,Minute,129.6883,37.5533,20,,810,33.4465,1,20.9252,1,4.7897,1,,,,,,,,,,
정선해양관측,105-06,2020-10-26 0:01,Minute,129.6883,37.5533,30,,810,33.4472,1,20.9258,1,4.7899,1,,,,,,,,,,
정선해양관측,105-06,2020-10-26 0:01,Minute,129.6883,37.5533,50,,810,33.3449,1,19.4663,1,4.5408,1,,,,,,,,,,
정선해양관측,105-06,2020-10-26 0:01,Minute,129.6883,37.5533,75,,810,34.3021,1,11.8673,1,4.1949,1,,,,,,,,,,
정선해양관측,105-06,2020-10-26 0:01,Minute,129.6883,37.5533,100,,810,34.0515,1,6.7782,1,5.3352,1,,,,,,,,,,
정선해양관측,105-06,2020-10-26 0:01,Minute,129.6883,37.5533,125,,810,33.9729,1,3.5065,1,5.9409,1,,,,,,,,,,
정선해양관측,105-06,2020-10-26 0:01,Minute,129.6883,37.5533,150,,810,34.0028,1,2.3568,1,5.9175,1,,,,,,,,,,
정선해양관측,105-06,2020-10-26 0:01,Minute,129.6883,37.5533,200,,810,34.0311,1,1.2785,1,6.0683,1,,,,,,,,,,
정선해양관측,105-06,2020-10-26 0:01,Minute,129.6883,37.5533,250,,810,34.042,1,1.0639,1,5.9591,1,,,,,,,,,,
정선해양관측,105-06,2020-10-26 0:01,Minute,129.6883,37.5533,300,,810,34.0514,1,0.9175,1,5.8651,1,,,,,,,,,,
정선해양관측,105-06,2020-10-26 0:01,Minute,129.6883,37.5533,400,,810,34.0617,1,0.7422,1,5.3041,1,,,,,,,,,,
정선해양관측,105-06,2020-10-26 0:01,Minute,129.6883,37.5533,500,,810,34.0682,1,0.6298,1,4.9017,1,,,,,,,,,,
정선해양관측,105-06,2020-12-06 11:01,Minute,129.6883,37.5533,0,,810,34.1968,1,17.6382,1,4.9456,1,,,,,,,,,16,2
정선해양관측,105-06,2020-12-06 11:01,Minute,129.6883,37.5533,10,,810,34.1974,1,17.642,1,4.9554,1,,,,,,,,,16,2
정선해양관측,105-06,2020-12-06 11:01,Minute,129.6883,37.5533,20,,810,34.1902,1,17.5452,1,4.9572,1,,,,,,,,,16,2
정선해양관측,105-06,2020-12-06 11:01,Minute,129.6883,37.5533,30,,810,34.1003,1,16.1827,1,5.0207,1,,,,,,,,,16,2
정선해양관측,105-06,2020-12-06 11:01,Minute,129.6883,37.5533,50,,810,34.4006,1,16.0144,1,4.0695,1,,,,,,,,,16,2
정선해양관측,105-06,2020-12-06 11:01,Minute,129.6883,37.5533,75,,810,34.1971,1,7.3688,1,4.2415,1,,,,,,,,,16,2
정선해양관측,105-06,2020-12-06 11:01,Minute,129.6883,37.5533,100,,810,34.0736,1,4.7658,1,5.3315,1,,,,,,,,,16,2
정선해양관측,105-06,2020-12-06 11:01,Minute,129.6883,37.5533,125,,810,34.0542,1,3.1878,1,5.348,1,,,,,,,,,16,2
정선해양관측,105-06,2020-12-06 11:01,Minute,129.6883,37.5533,150,,810,34.0322,1,2.0909,1,5.5452,1,,,,,,,,,16,2
정선해양관측,105-06,2020-12-06 11:01,Minute,129.6883,37.5533,200,,810,34.0325,1,1.3306,1,5.5186,1,,,,,,,,,16,2
정선해양관측,105-06,2020-12-06 11:01,Minute,129.6883,37.5533,250,,810,34.0387,1,1.0145,1,5.7135,1,,,,,,,,,16,2
정선해양관측,105-06,2020-12-06 11:01,Minute,129.6883,37.5533,300,,810,34.045,1,0.8914,1,5.6314,1,,,,,,,,,16,2
정선해양관측,105-06,2020-12-06 11:01,Minute,129.6883,37.5533,400,,810,34.0528,1,0.7615,1,5.1104,1,,,,,,,,,16,2
정선해양관측,105-06,2020-12-06 11:01,Minute,129.6883,37.5533,500,,810,34.0604,1,0.6661,1,4.7515,1,,,,,,,,,16,2
정선해양관측,105-07,2020-02-13 17:25,Minute,130,37.5533,0,,1480,34.3956,1,14.4744,1,6.5785,1,9.68433,1,0.3137,2,0.3926,1,6.57158,1,11,2
정선해양관측,105-07,2020-02-13 17:25,Minute,130,37.5533,10,,1480,34.3949,1,14.424,1,6.6008,1,9.82272,1,0.321607,2,0.37805,1,6.43148,1,11,2
정선해양관측,105-07,2020-02-13 17:25,Minute,130,37.5533,20,,1480,34.3953,1,14.4038,1,6.5818,1,9.64662,1,0.331614,2,0.3736,1,6.57205,1,11,2
정선해양관측,105-07,2020-02-13 17:25,Minute,130,37.5533,30,,1480,34.3951,1,14.3901,1,6.5599,1,9.63078,1,0.335121,2,0.36805,1,6.2066,1,11,2
정선해양관측,105-07,2020-02-13 17:25,Minute,130,37.5533,50,,1480,34.3952,1,14.3898,1,6.5433,1,9.65494,1,0.335929,2,0.371,1,8.08766,1,11,2
정선해양관측,105-07,2020-02-13 17:25,Minute,130,37.5533,75,,1480,34.3945,1,14.3474,1,6.5165,1,9.64114,1,0.322436,2,0.37225,1,7.06581,1,11,2
정선해양관측,105-07,2020-02-13 17:25,Minute,130,37.5533,100,,1480,34.2556,1,13.0811,1,6.6752,1,9.18235,1,0.218543,2,0.3746,1,6.42807,1,11,2
정선해양관측,105-07,2020-02-13 17:25,Minute,130,37.5533,125,,1480,34.1837,1,9.5212,1,6.2922,1,,,,,,,,,11,2
정선해양관측,105-07,2020-02-13 17:25,Minute,130,37.5533,150,,1480,34.1446,1,5.8453,1,6.6914,1,,,,,,,,,11,2
정선해양관측,105-07,2020-02-13 17:25,Minute,130,37.5533,200,,1480,34.0435,1,2.5144,1,8.5207,1,20.7601,1,0.00555,2,1.18035,1,17.7925,1,11,2
정선해양관측,105-07,2020-02-13 17:25,Minute,130,37.5533,250,,1480,34.0316,1,1.3802,1,8.6047,1,,,,,,,,,11,2
정선해양관측,105-07,2020-02-13 17:25,Minute,130,37.5533,300,,1480,34.0322,1,0.9667,1,8.3303,1,,,,,,,,,11,2
정선해양관측,105-07,2020-02-13 17:25,Minute,130,37.5533,400,,1480,34.0494,1,0.7791,1,6.9332,1,,,,,,,,,11,2
정선해양관측,105-07,2020-02-13 17:25,Minute,130,37.5533,500,,1480,34.0591,1,0.6815,1,5.7976,1,43.4087,1,0.001404,2,1.8461,1,25.4692,1,11,2
정선해양관측,105-07,2020-04-11 16:31,Minute,130,37.5533,0,,1480,34.4603,1,14.4455,1,7.6269,1,1.93406,1,0.018555,2,0.111644,1,1.83213,1,8,2
정선해양관측,105-07,2020-04-11 16:31,Minute,130,37.5533,10,,1480,34.4507,1,14.0953,1,7.6784,1,2.2913,1,0.031913,2,0.114779,1,2.09664,1,8,2
정선해양관측,105-07,2020-04-11 16:31,Minute,130,37.5533,20,,1480,34.2825,1,11.9699,1,7.9049,1,3.14795,1,0.020771,2,0.143892,1,0.262726,1,8,2
정선해양관측,105-07,2020-04-11 16:31,Minute,130,37.5533,30,,1480,34.265,1,11.7694,1,8.01,1,3.54356,1,0.034829,2,0.192613,1,0.739687,1,8,2
정선해양관측,105-07,2020-04-11 16:31,Minute,130,37.5533,50,,1480,34.2484,1,11.5453,1,7.9099,1,4.2782,1,0.154787,2,0.191458,1,1.68466,1,8,2
정선해양관측,105-07,2020-04-11 16:31,Minute,130,37.5533,75,,1480,34.2705,1,11.3428,1,7.9404,1,5.7314,1,0.290345,2,0.284513,1,3.22313,1,8,2
정선해양관측,105-07,2020-04-11 16:31,Minute,130,37.5533,100,,1480,34.2213,1,10.5494,1,7.9031,1,8.03886,1,0.385703,2,0.420376,1,5.53817,1,8,2
정선해양관측,105-07,2020-04-11 16:31,Minute,130,37.5533,125,,1480,34.1993,1,9.9965,1,7.7848,1,,,,,,,,,8,2
정선해양관측,105-07,2020-04-11 16:31,Minute,130,37.5533,150,,1480,34.164,1,8.6024,1,8.0632,1,,,,,,,,,8,2
정선해양관측,105-07,2020-04-11 16:31,Minute,130,37.5533,200,,1480,34.0879,1,4.9321,1,8.2229,1,16.5485,1,0.007139,2,0.991358,1,13.697,1,8,2
정선해양관측,105-07,2020-04-11 16:31,Minute,130,37.5533,250,,1480,34.0452,1,2.18,1,8.8264,1,,,,,,,,,8,2
정선해양관측,105-07,2020-04-11 16:31,Minute,130,37.5533,300,,1480,34.0313,1,1.3505,1,8.0475,1,,,,,,,,,8,2
정선해양관측,105-07,2020-04-11 16:31,Minute,130,37.5533,400,,1480,34.0396,1,0.8892,1,8.22,1,,,,,,,,,8,2
정선해양관측,105-07,2020-04-11 16:31,Minute,130,37.5533,500,,1480,34.0493,1,0.7725,1,7.1542,1,35.3264,1,0.002608,2,1.66,1,22.2919,1,8,2
정선해양관측,105-07,2020-06-12 20:09,Minute,130,37.5533,0,,1480,34.21,1,20.0701,1,6.2472,1,2.91714,1,0.002653,2,0.049749,1,0.03108,1,,
정선해양관측,105-07,2020-06-12 20:09,Minute,130,37.5533,10,,1480,34.3531,1,19.5138,1,6.3534,1,,,,,,,,,,
정선해양관측,105-07,2020-06-12 20:09,Minute,130,37.5533,20,,1480,34.3677,1,15.8131,1,7.4713,1,2.82126,1,0.023268,2,0.081208,1,0.254539,1,,
정선해양관측,105-07,2020-06-12 20:09,Minute,130,37.5533,30,,1480,34.3711,1,14.6959,1,7.7589,1,,,,,,,,,,
정선해양관측,105-07,2020-06-12 20:09,Minute,130,37.5533,50,,1480,34.3118,1,12.4044,1,7.4541,1,3.25072,1,0.106397,2,0.261367,1,1.79785,1,,
정선해양관측,105-07,2020-06-12 20:09,Minute,130,37.5533,75,,1480,34.2756,1,11.495,1,7.4031,1,,,,,,,,,,
정선해양관측,105-07,2020-06-12 20:09,Minute,130,37.5533,100,,1480,34.2357,1,11.0535,1,7.75,1,5.66403,1,0.016439,2,0.375637,1,5.22716,1,,
정선해양관측,105-07,2020-06-12 20:09,Minute,130,37.5533,125,,1480,34.2332,1,10.8822,1,7.7974,1,,,,,,,,,,
정선해양관측,105-07,2020-06-12 20:09,Minute,130,37.5533,150,,1480,34.2171,1,10.234,1,7.7049,1,,,,,,,,,,
정선해양관측,105-07,2020-06-12 20:09,Minute,130,37.5533,200,,1480,34.1211,1,7.2774,1,7.9746,1,,,,,,,,,,
정선해양관측,105-07,2020-06-12 20:09,Minute,130,37.5533,250,,1480,34.0718,1,3.4586,1,8.0502,1,,,,,,,,,,
정선해양관측,105-07,2020-06-12 20:09,Minute,130,37.5533,300,,1480,34.0404,1,1.7312,1,8.2075,1,,,,,,,,,,
정선해양관측,105-07,2020-06-12 20:09,Minute,130,37.5533,400,,1480,34.036,1,0.9363,1,7.7496,1,,,,,,,,,,
정선해양관측,105-07,2020-06-12 20:09,Minute,130,37.5533,500,,1480,34.0493,1,0.7942,1,6.3035,1,,,,,,,,,,
정선해양관측,105-07,2020-08-23 22:02,Minute,130,37.5533,0,,1480,33.2334,1,22.3837,1,5.641,1,1.73492,1,0.00248,2,0.002124,1,1.2098,1,,
정선해양관측,105-07,2020-08-23 22:02,Minute,130,37.5533,10,,1480,33.4485,1,22.0104,1,5.3965,1,1.68465,1,0.002415,2,0.010107,1,1.1795,1,,
정선해양관측,105-07,2020-08-23 22:02,Minute,130,37.5533,20,,1480,33.6461,1,19.4255,1,5.824,1,4.69142,1,0.002281,2,0.042286,1,0.812173,1,,
정선해양관측,105-07,2020-08-23 22:02,Minute,130,37.5533,30,,1480,33.9708,1,17.2747,1,6.5613,1,7.13597,1,0.138593,2,0.369265,1,6.47356,1,,
정선해양관측,105-07,2020-08-23 22:02,Minute,130,37.5533,50,,1480,34.2974,1,15.4446,1,8.058,1,15.7808,1,0.274949,2,0.586044,1,8.09676,1,,
정선해양관측,105-07,2020-08-23 22:02,Minute,130,37.5533,75,,1480,33.9565,1,9.7064,1,10.6264,1,9.13451,1,0.092505,2,0.532723,1,7.30394,1,,
정선해양관측,105-07,2020-08-23 22:02,Minute,130,37.5533,100,,1480,33.8667,1,6.1071,1,10.352,1,9.79503,1,0.02276,2,0.659202,1,9.08006,1,,
정선해양관측,105-07,2020-08-23 22:02,Minute,130,37.5533,125,,1480,33.8811,1,3.2575,1,9.6429,1,,,,,,,,,,
정선해양관측,105-07,2020-08-23 22:02,Minute,130,37.5533,150,,1480,34.0027,1,2.7988,1,9.3144,1,,,,,,,,,,
정선해양관측,105-07,2020-08-23 22:02,Minute,130,37.5533,200,,1480,34.0092,1,1.6552,1,9.8544,1,24.0589,1,0.002316,2,1.28548,1,19.5493,1,,
정선해양관측,105-07,2020-08-23 22:02,Minute,130,37.5533,250,,1480,34.016,1,1.2532,1,10.5145,1,,,,,,,,,,
정선해양관측,105-07,2020-08-23 22:02,Minute,130,37.5533,300,,1480,34.0235,1,1.0597,1,10.0415,1,,,,,,,,,,
정선해양관측,105-07,2020-08-23 22:02,Minute,130,37.5533,400,,1480,34.0325,1,0.863,1,9.7287,1,,,,,,,,,,
정선해양관측,105-07,2020-08-23 22:02,Minute,130,37.5533,500,,1480,34.0378,1,0.7749,1,10.3113,1,39.4078,1,0.002256,2,1.66416,1,24.7638,1,,
정선해양관측,105-07,2020-10-26 1:43,Minute,130,37.5533,0,,1480,33.4324,1,20.8547,1,4.8322,1,3.85229,1,0.302994,2,0.111216,1,2.44692,1,,
정선해양관측,105-07,2020-10-26 1:43,Minute,130,37.5533,10,,1480,33.4304,1,20.8608,1,4.8474,1,6.81199,1,0.327516,2,0.09041,1,3.61371,1,,
정선해양관측,105-07,2020-10-26 1:43,Minute,130,37.5533,20,,1480,33.425,1,20.8461,1,4.8504,1,7.1287,1,0.371139,2,0.113003,1,3.7217,1,,
정선해양관측,105-07,2020-10-26 1:43,Minute,130,37.5533,30,,1480,33.4112,1,20.7899,1,4.8694,1,6.97386,1,0.368561,2,0.121197,1,3.2439,1,,
정선해양관측,105-07,2020-10-26 1:43,Minute,130,37.5533,50,,1480,33.2376,1,20.0134,1,4.9329,1,8.00263,1,0.144284,2,0.16119,1,3.27889,1,,
정선해양관측,105-07,2020-10-26 1:43,Minute,130,37.5533,75,,1480,34.2829,1,15.9753,1,3.2329,1,24.8423,1,0.086206,2,1.01878,1,14.4082,1,,
정선해양관측,105-07,2020-10-26 1:43,Minute,130,37.5533,100,,1480,34.1206,1,8.8172,1,4.6186,1,17.6597,1,0.088029,2,1.06258,1,14.1578,1,,
정선해양관측,105-07,2020-10-26 1:43,Minute,130,37.5533,125,,1480,34.1558,1,5.8543,1,4.6544,1,,,,,,,,,,
