"project_name","station","yyyy-mm-dd hh:mm:ss","Longitude [degrees_east]","Latitude [degrees_north]","bot.depth[m]","수심(m)","수심(text)","총질소[μg/L]","tn_qc","염분[psu]","sal_qc","수온[℃]","wtrtmp_qc","클로로필-a[μg/L]","chla_qc","부유물질 농도[μg/L]","sussed_qc","용존산소[mg/L]","disoxy_qc","수소이온농도[무단위]","hydioncon_qc","규산염[μg/L]","reasil_qc","아질산성질소[μg/L]","nitnit_qc","인산염인[μg/L]","po4p_qc","질산성질소[μg/L]","natnit_qc","투명도[m]","tr_qc","용존무기질소[μg/L]","disinon_qc","화학적산소요구량[mg/L]","cheoxydem_qc","암모니아성 질소[μg/L]","amn_qc","유분[mg/L]","fra_qc","총인[μg/L]","totp_qc"
"해양환경측정망","고흥연안6_연안","2010-11-01 00:00:00","127.4916667","34.52277778","0","0","표층","140","2","31.8","1","16","1","5.67","1","7","2","8.68","1","8.04","2","247","1","6","2","5","1","20","1","2.7","2","27","2","0.72","2","1","2","","","25","2"
"해양환경측정망","고흥연안6_연안","2010-11-01 00:00:00","127.4916667","34.52277778","0","8","저층","105","2","31.81","1","15.96","1","5.59","1","5","2","8.68","1","8.01","2","243","1","6","2","7","1","19","1","","","27","2","0.64","2","2","2","","","22","2"
"해양환경측정망","고흥연안7_연안","2010-02-01 00:00:00","127.5475","34.45888889","0","0","표층","162","2","32.98","1","7.49","1","4.29","1","85.6","2","10.43","1","8.14","2","236","1","2","2","6","1","21","1","1","2","35","2","0.08","2","12","2","","","23","2"
"해양환경측정망","고흥연안7_연안","2010-02-01 00:00:00","127.5475","34.45888889","0","7.8","저층","170","2","32.98","1","7.39","1","4.95","1","83.2","2","10.09","1","8.13","2","220","1","2","2","3","1","25","1","","","29","2","0.21","2","2","2","","","23","2"
"해양환경측정망","고흥연안7_연안","2010-05-01 00:00:00","127.5475","34.45888889","0","0","표층","482","2","33.32","1","15.47","1","3.32","1","13.6","2","8.96","1","8.22","2","50","1","2","2","6","1","1","1","3.8","2","3","2","0.6","2","1","2","","","11","2"
"해양환경측정망","고흥연안7_연안","2010-05-01 00:00:00","127.5475","34.45888889","0","10","저층","64","2","33.74","1","14.61","1","4.52","1","21.2","2","8.5","1","8.25","2","124","1","4","2","8","1","11","1","","","16","2","0.48","2","0","2","","","14","2"
"해양환경측정망","고흥연안7_연안","2010-08-01 00:00:00","127.5475","34.45888889","0","0","표층","88","2","31.99","1","25.22","1","1.38","1","6.4","2","9.27","1","8.21","2","51","1","0","2","0","1","3","1","3.1","2","6","2","0.57","2","2","2","","","9","2"
"해양환경측정망","고흥연안7_연안","2010-08-01 00:00:00","127.5475","34.45888889","0","10","저층","91","2","33.06","1","19.48","1","4.47","1","17.2","2","7.23","1","8.08","2","214","1","0","2","0","1","2","1","","","2","2","0.36","2","0","2","","","4","2"
"해양환경측정망","고흥연안7_연안","2010-11-01 00:00:00","127.5475","34.45888889","0","0","표층","216","2","32","1","16.44","1","3.94","1","5.4","2","9.67","1","8.06","2","283","1","8","2","8","1","35","1","2.3","2","47","2","0.71","2","4","2","","","29","2"
"해양환경측정망","고흥연안7_연안","2010-11-01 00:00:00","127.5475","34.45888889","0","11","저층","152","2","32.3","1","16.72","1","4.13","1","9.4","2","8.97","1","8.04","2","262","1","7","2","7","1","30","1","","","40","2","0.59","2","3","2","","","19","2"
"해양환경측정망","고흥연안8_연안","2010-02-01 00:00:00","127.5475","34.4225","0","0","표층","120","2","32.98","1","7.44","1","4.27","1","86.4","2","10.34","1","8.15","2","242","1","2","2","5","1","24","1","0.9","2","28","2","0.13","2","2","2","","","19","2"
"해양환경측정망","고흥연안8_연안","2010-02-01 00:00:00","127.5475","34.4225","0","19","저층","99","2","32.98","1","7.39","1","3.52","1","82.4","2","11.44","1","8.14","2","237","1","2","2","5","1","28","1","","","34","2","0.13","2","4","2","","","21","2"
"해양환경측정망","고흥연안8_연안","2010-05-01 00:00:00","127.5475","34.4225","0","0","표층","79","2","33.61","1","14.98","1","3.66","1","16.8","2","8.38","1","8.21","2","112","1","5","2","8","1","18","1","1.6","2","23","2","0.65","2","0","2","","","11","2"
"해양환경측정망","고흥연안8_연안","2010-05-01 00:00:00","127.5475","34.4225","0","18","저층","69","2","33.77","1","13.69","1","4.57","1","19.6","2","8.63","1","8.23","2","167","1","5","2","9","1","22","1","","","37","2","0.81","2","10","2","","","15","2"
"해양환경측정망","고흥연안8_연안","2010-08-01 00:00:00","127.5475","34.4225","0","0","표층","40","2","32.3","1","23.99","1","2.39","1","8","2","8.44","1","8.16","2","135","1","0","2","0","1","3","1","2.5","2","3","2","0.28","2","1","2","","","2","2"
"해양환경측정망","고흥연안8_연안","2010-08-01 00:00:00","127.5475","34.4225","0","18","저층","97","2","33.19","1","18.52","1","3.02","1","14.6","2","6.65","1","8.07","2","352","1","0","2","2","1","13","1","","","21","2","0.46","2","8","2","","","7","2"
"해양환경측정망","고흥연안8_연안","2010-11-01 00:00:00","127.5475","34.4225","0","0","표층","138","2","32.13","1","16.88","1","2.89","1","7.8","2","8.63","1","8.05","2","272","1","9","2","6","1","38","1","1.6","2","50","2","0.56","2","4","2","","","24","2"
"해양환경측정망","고흥연안8_연안","2010-11-01 00:00:00","127.5475","34.4225","0","17.5","저층","139","2","32.36","1","16.88","1","3.83","1","7.8","2","8.51","1","8.03","2","321","1","10","2","7","1","46","1","","","59","2","0.57","2","3","2","","","16","2"
"해양환경측정망","광양만1_환경관리","2010-02-01 00:00:00","127.67972","34.85139","0","0","표층","104","2","31.91","1","5.72","1","2.78","1","17.2","2","11.57","1","7.84","2","54","1","3","2","5","1","50","1","3","2","57","2","0.19","2","4","2","","","24","2"
"해양환경측정망","광양만1_환경관리","2010-02-01 00:00:00","127.67972","34.85139","0","4","저층","131","2","32.05","1","5.41","1","6.78","1","140","2","12.07","1","7.86","2","43","1","2","2","6","1","64","1","","","69","2","0.14","2","3","2","","","20","2"
"해양환경측정망","광양만1_환경관리","2010-05-01 00:00:00","127.67972","34.85139","0","0","표층","163","2","31.92","1","17.16","1","1.3","1","12.4","2","8.96","1","8.25","2","34","1","1","2","7","1","6","1","3","2","10","2","0.86","2","3","2","","","14","2"
"해양환경측정망","광양만1_환경관리","2010-05-01 00:00:00","127.67972","34.85139","0","6","저층","72","2","32.05","1","16.35","1","1.42","1","15.2","2","8.92","1","8.29","2","36","1","2","2","8","1","16","1","","","22","2","1.05","2","4","2","","","28","2"
"해양환경측정망","광양만1_환경관리","2010-08-01 00:00:00","127.67972","34.85139","0","0","표층","142","2","28.25","1","27.33","1","6.21","1","7.6","2","10.97","1","8.34","2","9","1","0","2","0","1","3","1","1.5","2","3","2","2.12","2","0","2","","","14","2"
"해양환경측정망","광양만1_환경관리","2010-08-01 00:00:00","127.67972","34.85139","0","6","저층","319","2","32.21","1","20.79","1","2","1","15.6","2","3.91","1","7.85","2","874","1","16","2","16","1","16","1","","","103","2","1.42","2","71","2","","","21","2"
"해양환경측정망","광양만1_환경관리","2010-11-01 00:00:00","127.67972","34.85139","0","0","표층","410","2","31.09","1","14.91","1","3.14","1","8.4","2","8.09","1","7.87","2","1365","1","7","2","48","1","227","1","1.2","2","236","2","0.6","2","2","2","","","57","2"
"해양환경측정망","광양만1_환경관리","2010-11-01 00:00:00","127.67972","34.85139","0","6","저층","351","2","31.26","1","14.68","1","2.1","1","15.4","2","7.97","1","7.76","2","1239","1","44","2","45","1","167","1","","","211","2","0.44","2","0","2","","","48","2"
"해양환경측정망","광양만2_환경관리","2010-02-01 00:00:00","127.65056","34.88389","0","0","표층","158","2","32.03","1","5.95","1","2.32","1","12.4","2","11.1","1","7.84","2","66","1","3","2","8","1","27","1","2.9","2","31","2","0.22","2","1","2","","","26","2"
"해양환경측정망","광양만2_환경관리","2010-02-01 00:00:00","127.65056","34.88389","0","17","저층","185","2","32.16","1","5.62","1","3.37","1","7.6","2","11.14","1","7.86","2","52","1","3","2","5","1","13","1","","","19","2","0.14","2","3","2","","","29","2"
"해양환경측정망","광양만2_환경관리","2010-05-01 00:00:00","127.65056","34.88389","0","0","표층","162","2","31.64","1","17.14","1","1.88","1","15.2","2","9.17","1","8.2","2","37","1","5","2","8","1","63","1","3","2","72","2","0.89","2","4","2","","","13","2"
"해양환경측정망","광양만2_환경관리","2010-05-01 00:00:00","127.65056","34.88389","0","18","저층","111","2","32.51","1","14.68","1","3.43","1","20.4","2","8.05","1","8.3","2","28","1","4","2","9","1","49","1","","","58","2","0.98","2","4","2","","","25","2"
"해양환경측정망","광양만2_환경관리","2010-08-01 00:00:00","127.65056","34.88389","0","0","표층","144","2","27.86","1","27.38","1","10.6","1","49.4","2","9.93","1","8.37","2","152","1","0","2","1","1","14","1","2","2","15","2","2.72","2","1","2","","","7","2"
"해양환경측정망","광양만2_환경관리","2010-08-01 00:00:00","127.65056","34.88389","0","20","저층","241","2","32.58","1","19.95","1","2.85","1","42.8","2","3.32","1","7.89","2","656","1","62","2","14","1","79","1","","","158","2","1.18","2","17","2","","","15","2"
"해양환경측정망","광양만2_환경관리","2010-11-01 00:00:00","127.65056","34.88389","0","0","표층","283","2","31.77","1","16.83","1","1.43","1","6.6","2","7.47","1","7.86","2","937","1","36","2","31","1","110","1","2.7","2","147","2","0.47","2","1","2","","","36","2"
"해양환경측정망","광양만2_환경관리","2010-11-01 00:00:00","127.65056","34.88389","0","18","저층","206","2","31.82","1","16.84","1","1.62","1","7","2","7.39","1","7.71","2","868","1","36","2","32","1","107","1","","","144","2","0.46","2","1","2","","","31","2"
"해양환경측정망","광양만3_환경관리","2010-02-01 00:00:00","127.68222","34.90222","0","0","표층","169","2","32.11","1","6.18","1","1.92","1","10","2","10.93","1","7.87","2","77","1","3","2","4","1","36","1","2.8","2","41","2","0.12","2","2","2","","","24","2"
"해양환경측정망","광양만3_환경관리","2010-02-01 00:00:00","127.68222","34.90222","0","15","저층","220","2","32.51","1","6.41","1","3.58","1","15.2","2","10.3","1","7.87","2","139","1","3","2","9","1","35","1","","","51","2","0.23","2","13","2","","","30","2"
"해양환경측정망","광양만3_환경관리","2010-05-01 00:00:00","127.68222","34.90222","0","0","표층","178","2","31.21","1","17.63","1","1.23","1","11.2","2","9.71","1","8.14","2","21","1","4","2","7","1","11","1","","","15","2","1.2","2","0","2","","","7","2"
"해양환경측정망","광양만3_환경관리","2010-05-01 00:00:00","127.68222","34.90222","0","18","저층","72","2","32.81","1","14.17","1","4.39","1","16","2","7.59","1","8.33","2","31","1","3","2","6","1","15","1","","","26","2","0.93","2","8","2","","","22","2"
"해양환경측정망","광양만3_환경관리","2010-08-01 00:00:00","127.68222","34.90222","0","0","표층","176","2","27.79","1","27.01","1","9.31","1","7.8","2","9.43","1","8.33","2","119","1","0","2","1","1","3","1","1.6","2","3","2","2.48","2","0","2","","","7","2"
"해양환경측정망","광양만3_환경관리","2010-08-01 00:00:00","127.68222","34.90222","0","21","저층","98","2","32.99","1","19.61","1","1.36","1","8.8","2","4.07","1","7.95","2","661","1","22","2","19","1","46","1","","","74","2","0.65","2","6","2","","","27","2"
"해양환경측정망","광양만3_환경관리","2010-11-01 00:00:00","127.68222","34.90222","0","0","표층","285","2","31.65","1","16.87","1","1.6","1","8","2","7.64","1","7.91","2","957","1","39","2","33","1","115","1","3","2","156","2","0.46","2","2","2","","","33","2"
"해양환경측정망","광양만3_환경관리","2010-11-01 00:00:00","127.68222","34.90222","0","19","저층","274","2","31.67","1","16.71","1","2.16","1","10.6","2","7.35","1","7.8","2","972","1","40","2","35","1","123","1","","","166","2","0.41","2","3","2","","","40","2"
"해양환경측정망","광양만4_환경관리","2010-02-01 00:00:00","127.82333","34.92083","0","0","표층","169","2","31.93","1","8.69","1","1.36","1","12.4","2","10.17","1","7.88","2","133","1","4","2","6","1","47","1","3.3","2","62","2","0.2","2","11","2","","","19","2"
"해양환경측정망","광양만4_환경관리","2010-02-01 00:00:00","127.82333","34.92083","0","13.4","저층","150","2","32.36","1","6.83","1","1.77","1","16","2","10.21","1","7.89","2","146","1","3","2","8","1","39","1","","","43","2","0.15","2","1","2","","","20","2"
"해양환경측정망","광양만4_환경관리","2010-05-01 00:00:00","127.82333","34.92083","0","0","표층","98","2","32.62","1","15.49","1","2.52","1","32","2","8.5","1","8.29","2","35","1","2","2","6","1","0","1","2.2","2","7","2","0.81","2","5","2","","","11","2"
"해양환경측정망","광양만4_환경관리","2010-05-01 00:00:00","127.82333","34.92083","0","10","저층","50","2","33.16","1","14.47","1","2.17","1","11.6","2","8.8","1","8.29","2","38","1","4","2","9","1","10","1","","","17","2","0.95","2","2","2","","","19","2"
"해양환경측정망","광양만4_환경관리","2010-08-01 00:00:00","127.82333","34.92083","0","0","표층","198","2","27.78","1","27.3","1","13.36","1","9.6","2","10.18","1","8.3","2","384","1","0","2","2","1","4","1","1.5","2","9","2","2.05","2","4","2","","","7","2"
"해양환경측정망","광양만4_환경관리","2010-08-01 00:00:00","127.82333","34.92083","0","12","저층","215","2","32.38","1","20.43","1","2.23","1","7","2","5.19","1","7.96","2","557","1","12","2","4","1","41","1","","","70","2","0.57","2","18","2","","","13","2"
"해양환경측정망","광양만4_환경관리","2010-11-01 00:00:00","127.82333","34.92083","0","0","표층","237","2","17.21","4","18.65","1","2.23","1","7","2","7.22","1","8.01","2","665","1","22","2","25","1","73","1","2.4","2","97","2","0.49","2","2","2","","","31","2"
"해양환경측정망","광양만4_환경관리","2010-11-01 00:00:00","127.82333","34.92083","0","10","저층","273","2","18.43","4","17.6","1","2.22","1","9.6","2","7.1","1","7.95","2","626","1","23","2","23","1","74","1","","","100","2","0.36","2","2","2","","","33","2"
"해양환경측정망","광양만5_환경관리","2010-02-01 00:00:00","127.80111","34.83194","0","0","표층","167","2","31.95","1","6.65","1","2.5","1","11.2","2","10.64","1","7.91","2","104","1","4","2","5","1","46","1","3.6","2","54","2","0.18","2","4","2","","","19","2"
"해양환경측정망","광양만5_환경관리","2010-02-01 00:00:00","127.80111","34.83194","0","36","저층","155","2","33.18","1","8.13","1","1.83","1","22.4","2","9.75","1","7.86","2","318","1","4","2","11","1","69","1","","","76","2","0.07","2","3","2","","","24","2"
"해양환경측정망","광양만5_환경관리","2010-05-01 00:00:00","127.80111","34.83194","0","0","표층","42","2","32.55","1","15.89","1","1.85","1","19.2","2","9.5","1","8.28","2","14","1","3","2","9","1","18","1","2.5","2","29","2","0.97","2","7","2","","","13","2"
"해양환경측정망","광양만5_환경관리","2010-05-01 00:00:00","127.80111","34.83194","0","42","저층","46","2","33.41","1","14.35","1","1.83","1","19.2","2","9.13","1","8.31","2","30","1","4","2","13","1","16","1","","","25","2","0.82","2","5","2","","","17","2"
"해양환경측정망","광양만5_환경관리","2010-08-01 00:00:00","127.80111","34.83194","0","0","표층","206","2","28.69","1","25.64","1","9.6","1","7.6","2","8.81","1","8.25","2","56","1","0","2","0","1","5","1","1.8","2","7","2","2.56","2","2","2","","","9","2"
"해양환경측정망","광양만5_환경관리","2010-08-01 00:00:00","127.80111","34.83194","0","35","저층","67","2","33.34","1","18.51","1","0.83","1","5.4","2","5.28","1","8.01","2","499","1","6","2","9","1","17","1","","","24","2","0.36","2","1","2","","","12","2"
"해양환경측정망","광양만5_환경관리","2010-11-01 00:00:00","127.80111","34.83194","0","0","표층","316","2","18.31","4","16.64","1","2.65","1","6.8","2","7.68","1","8.04","2","1014","1","37","2","37","1","138","1","2.2","2","177","2","0.6","2","2","2","","","38","2"
"해양환경측정망","광양만5_환경관리","2010-11-01 00:00:00","127.80111","34.83194","0","42","저층","213","2","19.95","4","17.24","1","1.83","1","6.6","2","7.43","1","8.11","2","717","1","24","2","23","1","86","1","","","113","2","0.57","2","2","2","","","29","2"
"해양환경측정망","광양만6_환경관리","2010-02-01 00:00:00","127.78889","34.86944","0","0","표층","205","2","32.03","1","6.74","1","2.73","1","14.8","2","10.47","1","7.91","2","98","1","5","2","3","1","64","1","3.6","2","81","2","0.22","2","12","2","","","16","2"
"해양환경측정망","광양만6_환경관리","2010-02-01 00:00:00","127.78889","34.86944","0","16.5","저층","181","2","32.82","1","7","1","2.01","1","22","2","9.88","1","7.87","2","195","1","1","2","10","1","43","1","","","69","2","0.23","2","25","2","","","25","2"
"해양환경측정망","광양만6_환경관리","2010-05-01 00:00:00","127.78889","34.86944","0","0","표층","30","2","32.54","1","16.27","1","0.96","1","8.8","2","9.34","1","8.31","2","26","1","3","2","10","1","12","1","2.7","2","19","2","0.6","2","4","2","","","11","2"
"해양환경측정망","광양만6_환경관리","2010-05-01 00:00:00","127.78889","34.86944","0","14","저층","65","2","32.82","1","14.99","1","2.68","1","11.6","2","9.09","1","8.31","2","17","1","3","2","10","1","15","1","","","23","2","0.73","2","6","2","","","14","2"
"해양환경측정망","광양만6_환경관리","2010-08-01 00:00:00","127.78889","34.86944","0","0","표층","244","2","26.97","4","27.31","1","12.77","1","7.8","2","10.97","1","8.39","2","388","1","0","2","0","1","4","1","1.7","2","9","2","2.45","2","6","2","","","12","2"
"해양환경측정망","광양만6_환경관리","2010-08-01 00:00:00","127.78889","34.86944","0","16","저층","127","2","33.13","1","19.3","1","1.14","1","6.4","2","5.19","1","8.02","2","455","1","7","2","2","1","3","1","","","10","2","0.39","2","0","2","","","5","2"
"해양환경측정망","광양만6_환경관리","2010-11-01 00:00:00","127.78889","34.86944","0","0","표층","247","2","17.26","4","17.19","1","1.82","1","11.8","2","7.31","1","8.06","2","753","1","24","2","23","1","92","1","1.9","2","118","2","0.52","2","2","2","","","30","2"
"해양환경측정망","광양만6_환경관리","2010-11-01 00:00:00","127.78889","34.86944","0","14","저층","232","2","18.03","4","17.08","1","1.96","1","16","2","7.31","1","7.82","2","787","1","28","2","28","1","98","1","","","126","2","0.55","2","0","2","","","36","2"
"해양환경측정망","광양만7_환경관리","2010-02-01 00:00:00","127.79889","34.90278","0","0","표층","194","2","31.57","1","9.03","1","2.31","1","12.4","2","9.92","1","7.87","2","142","1","3","2","4","1","52","1","2.7","2","83","2","0.3","2","28","2","","","20","2"
"해양환경측정망","광양만7_환경관리","2010-02-01 00:00:00","127.79889","34.90278","0","3","저층","160","2","32.41","1","6.74","1","1.45","1","12.4","2","10.51","1","7.87","2","154","1","3","2","6","1","34","1","","","43","2","0.15","2","6","2","","","21","2"
"해양환경측정망","광양만7_환경관리","2010-05-01 00:00:00","127.79889","34.90278","0","0","표층","71","2","32.53","1","15.82","1","1.89","1","7.6","2","8.96","1","8.3","2","31","1","3","2","9","1","5","1","2.5","2","15","2","2.04","2","7","2","","","10","2"
"해양환경측정망","광양만7_환경관리","2010-05-01 00:00:00","127.79889","34.90278","0","6","저층","170","2","32.65","1","15.26","1","2.14","1","17.2","2","8.84","1","8.3","2","20","1","3","2","8","1","16","1","","","22","2","0.86","2","3","2","","","16","2"
"해양환경측정망","광양만7_환경관리","2010-08-01 00:00:00","127.79889","34.90278","0","0","표층","265","2","28.96","1","25.08","1","19.35","1","8","2","9.27","1","8.13","2","527","1","3","2","0","1","22","1","1.5","2","30","2","2.07","2","4","2","","","28","2"
"해양환경측정망","광양만7_환경관리","2010-08-01 00:00:00","127.79889","34.90278","0","8","저층","220","2","32.74","1","19.97","1","1.22","1","10.2","2","5.61","1","7.99","2","578","1","10","2","5","1","32","1","","","52","2","0.47","2","10","2","","","53","2"
"해양환경측정망","광양만7_환경관리","2010-11-01 00:00:00","127.79889","34.90278","0","0","표층","312","2","17.58","4","16.92","1","1.58","1","8.6","2","7.06","1","8.06","2","922","1","24","2","18","1","128","1","2","2","155","2","0.51","2","3","2","","","31","2"
"해양환경측정망","광양만7_환경관리","2010-11-01 00:00:00","127.79889","34.90278","0","4","저층","226","2","17.78","4","17.49","1","1.94","1","56.8","2","7.14","1","8.06","2","663","1","23","2","25","1","81","1","","","103","2","0.46","2","0","2","","","35","2"
"해양환경측정망","광양만8_환경관리","2010-02-01 00:00:00","127.75972","34.89167","0","0","표층","166","2","31.92","1","7.27","1","2.21","1","16.4","2","10.3","1","7.91","2","97","1","4","2","1","1","36","1","3.2","2","59","2","0.14","2","19","2","","","17","2"
"해양환경측정망","광양만8_환경관리","2010-02-01 00:00:00","127.75972","34.89167","0","27","저층","173","2","32.86","1","7.05","1","2.23","1","18","2","10.72","1","7.87","2","208","1","0","2","2","1","53","1","","","73","2","0.12","2","20","2","","","24","2"
"해양환경측정망","광양만8_환경관리","2010-05-01 00:00:00","127.75972","34.89167","0","0","표층","98","2","32.44","1","15.89","1","1.72","1","14","2","9.38","1","8.27","2","34","1","2","2","8","1","5","1","3.9","2","11","2","0.79","2","4","2","","","11","2"
"해양환경측정망","광양만8_환경관리","2010-05-01 00:00:00","127.75972","34.89167","0","21","저층","124","2","33.05","1","14.4","1","2.51","1","16","2","8.59","1","8.32","2","32","1","3","2","8","1","10","1","","","18","2","0.9","2","5","2","","","15","2"
"해양환경측정망","광양만8_환경관리","2010-08-01 00:00:00","127.75972","34.89167","0","0","표층","342","2","24.45","4","27.3","1","18.76","1","7.4","2","10.51","1","8.39","2","604","1","3","2","0","1","43","1","1.4","2","51","2","2.86","2","4","2","","","29","2"
"해양환경측정망","광양만8_환경관리","2010-08-01 00:00:00","127.75972","34.89167","0","16","저층","184","2","33.12","1","19.15","1","0.89","1","9.6","2","5.53","1","7.99","2","616","1","10","2","8","1","34","1","","","48","2","0.6","2","5","2","","","25","2"
"해양환경측정망","광양만8_환경관리","2010-11-01 00:00:00","127.75972","34.89167","0","0","표층","268","2","31.81","1","17.28","1","2.13","1","5.2","2","7.55","1","7.98","2","858","1","33","2","29","1","105","1","3","2","142","2","0.55","2","3","2","","","35","2"
"해양환경측정망","광양만8_환경관리","2010-11-01 00:00:00","127.75972","34.89167","0","24","저층","242","2","31.91","1","17.4","1","2.03","1","17.6","2","7.35","1","8.03","2","835","1","33","2","31","1","109","1","","","143","2","0.57","2","0","2","","","37","2"
"해양환경측정망","광양만9_환경관리","2010-02-01 00:00:00","127.72389","34.9025","0","0","표층","235","2","31.86","1","6.45","1","1.66","1","11.2","2","10.85","1","7.92","2","83","1","7","2","2","1","63","1","3","2","106","2","0.23","2","36","2","","","16","2"
"해양환경측정망","광양만9_환경관리","2010-02-01 00:00:00","127.72389","34.9025","0","21","저층","163","2","32.67","1","6.73","1","1.79","1","14.4","2","10.26","1","7.91","2","105","1","3","2","7","1","36","1","","","53","2","0.17","2","14","2","","","22","2"
"해양환경측정망","광양만9_환경관리","2010-05-01 00:00:00","127.72389","34.9025","0","0","표층","115","2","32.04","1","16.75","1","0.86","1","13.6","2","10.09","1","8.23","2","23","1","4","2","7","1","14","1","4","2","26","2","0.9","2","8","2","","","10","2"
"해양환경측정망","광양만9_환경관리","2010-05-01 00:00:00","127.72389","34.9025","0","25","저층","169","2","32.97","1","14.31","1","2.64","1","20.4","2","8.38","1","8.34","2","33","1","4","2","8","1","3","1","","","21","2","0.81","2","14","2","","","18","2"
"해양환경측정망","광양만9_환경관리","2010-08-01 00:00:00","127.72389","34.9025","0","0","표층","328","2","28.59","1","26.26","1","12.59","1","7.2","2","8.44","1","8.25","2","186","1","2","2","0","1","3","1","1.5","2","8","2","1.96","2","3","2","","","29","2"
"해양환경측정망","광양만9_환경관리","2010-08-01 00:00:00","127.72389","34.9025","0","27","저층","294","2","33.12","1","19.37","1","1.25","1","7.4","2","3.7","1","7.95","2","720","1","18","2","16","1","43","1","","","85","2","0.62","2","25","2","","","38","2"
"해양환경측정망","광양만9_환경관리","2010-11-01 00:00:00","127.72389","34.9025","0","0","표층","316","2","31.57","1","16.69","1","2.09","1","7","2","7.55","1","7.94","2","1000","1","40","2","31","1","122","1","3","2","162","2","0.43","2","0","2","","","33","2"
"해양환경측정망","광양만9_환경관리","2010-11-01 00:00:00","127.72389","34.9025","0","26","저층","313","2","31.64","1","15.89","1","2.91","1","15.6","2","7.72","1","7.68","2","1062","1","43","2","42","1","145","1","","","188","2","0.66","2","0","2","","","51","2"
"해양환경측정망","광양만H1_항만","2010-02-01 00:00:00","127.7402778","34.8625","0","0","표층","138","2","31.85","1","7.93","1","4.09","1","13.6","2","10.26","1","7.75","2","131","1","5","2","218","4","104","1","2.1","2","166","2","0.11","2","57","2","","","20","2"
"해양환경측정망","광양만H1_항만","2010-02-01 00:00:00","127.7402778","34.8625","0","4","저층","87","2","32.25","1","6.21","1","3.47","1","10.4","2","10.3","1","7.75","2","129","1","4","2","15","1","42","1","","","58","2","0.19","2","12","2","","","18","2"
"해양환경측정망","광양만H1_항만","2010-08-01 00:00:00","127.7402778","34.8625","0","0","표층","236","2","27.98","1","26.98","1","12.9","1","8.4","2","9.76","1","8.23","2","201","1","0","2","0","1","3","1","1.8","2","3","2","2.24","2","0","2","","","19","2"
"해양환경측정망","광양만H1_항만","2010-08-01 00:00:00","127.7402778","34.8625","0","4","저층","246","2","31.91","1","21.25","1","9.41","1","15.4","2","5.82","1","7.9","2","333","1","10","2","11","1","61","1","","","72","2","2.18","2","1","2","","","35","2"
"해양환경측정망","구룡포연안1_연안","2010-02-01 00:00:00","129.5638889","35.98305556","0","0","표층","206","2","34.2","1","11.29","1","0.972","1","13","2","8.61071","1","8.12","2","320","1","6","2","17","1","102","1","7","2","125","2","0.352","2","17","2","","","35","2"
"해양환경측정망","구룡포연안1_연안","2010-02-01 00:00:00","129.5638889","35.98305556","0","22","저층","222","2","33.97","1","8.18","1","0.572","1","14","2","8.37153","1","8.09","2","388","1","6","2","21","1","118","1","","","138","2","0.656","2","14","2","","","41","2"
"해양환경측정망","구룡포연안1_연안","2010-05-01 00:00:00","129.5638889","35.98305556","0","0","표층","312.846","2","34.14","1","12.8","1","4.08","1","9.6","2","10.9707","1","8.27","2","13","1","1","2","1","1","1","1","5","2","12","2","0.0906667","2","10","2","","","31","2"
"해양환경측정망","구룡포연안1_연안","2010-05-01 00:00:00","129.5638889","35.98305556","0","20","저층","452.084","2","34.08","1","8.9","1","14.24","1","6.6","2","10.4445","1","8.18","2","42","1","1","2","2","1","7","1","","","9","2","0.538667","2","1","2","","","25","2"
"해양환경측정망","구룡포연안1_연안","2010-08-01 00:00:00","129.5638889","35.98305556","0","0","표층","971.089","2","32.03","1","24.23","1","3.64","1","16.8","2","9.83854","1","8.24","2","25","1","1","2","0","1","8","1","5","2","55","2","1.456","2","46","2","","","28","2"
"해양환경측정망","구룡포연안1_연안","2010-08-01 00:00:00","129.5638889","35.98305556","0","28","저층","704.885","2","33.86","1","14.79","1","5.48","1","10.2","2","6.761","1","8.12","2","347","1","3","2","14","1","113","1","","","137","2","0.928","2","21","2","","","27","2"
"해양환경측정망","구룡포연안1_연안","2010-11-01 00:00:00","129.5638889","35.98305556","0","0","표층","316.8","2","33.5","1","18.68","1","1.1","1","12.6","2","7.41478","1","8.19","2","171","1","4","2","5","1","44","1","7","2","92","2","0.384","2","44","2","","","36","2"
"해양환경측정망","구룡포연안1_연안","2010-11-01 00:00:00","129.5638889","35.98305556","0","22","저층","153.655","2","33.45","1","18.53","1","1.024","1","11","2","7.57424","1","8.18","2","173","1","4","2","5","1","44","1","","","88","2","0.736","2","40","2","","","10","2"
"해양환경측정망","구룡포연안2_연안","2010-02-01 00:00:00","129.5880556","35.99777778","0","0","표층","173","2","34.28","1","11.98","1","0.784","1","5.5","2","8.8499","1","8.14","2","298","1","6","2","15","1","95","1","7","2","128","2","0.368","2","27","2","","","23","2"
"해양환경측정망","구룡포연안2_연안","2010-02-01 00:00:00","129.5880556","35.99777778","0","35","저층","360","2","33.99","1","7.47","1","0.2392","1","6","2","8.22801","1","8.05","2","419","1","5","2","24","1","143","1","","","159","2","0.688","2","11","2","","","25","2"
